found_media_url,gif_usage_count,time_stamp,serialized_found_media
http://gif.co/oYcK.gif,1,1623900776205,"b""J\x01Ij\x06riffsyj\x05Tenor\x11Xj\x03gifj\x0eriffsy_3528952Ij\x073528952j\x06riffsyXj\x16http://gif.co/oYcK.gif\x12\x02\x12\x98IjJhttps://media.riffsy.com/images/242b3563698fea9ae9f43bcdda377244/tenor.gifI\x12\x98\x12ZX\x11jDhttps://media.riffsy.com/images/82bac76bccd7831c5d1b32218ba96cf7/rawX\x12\xdcIjJhttps://media.riffsy.com/images/479d91f8259ac325c5bf1685636b54ae/tenor.gifI\x12\xdc\x12\x81X\x11jDhttps://media.riffsy.com/images/934f5fd1cf97c20edb8520a360bc5af7/rawXIj\xa3https://media.riffsy.com/images/a5aab7d3120eb8a3a5cd14ea5f8ca899/tenor.gif?riffsid=cLBJLyfPmG0ku8a5k5U1ejB6IGBp90zAKJfl71T57TIZ_XG_3ImUdEA9ZAHs3-xX3J3EvaikujX1Wfq4I\x13\x01^\x12\xceX\x11jDhttps://media.riffsy.com/images/b1663c6c4cbf1d0b356543e60fb89ccf/rawXj\x1eSomeone's Having A Bad Day GIFX"""
https://gph.is/2NvGRn9,1,1625114229953,b'J\x01Ij\x05giphyj\x05GIPHY\x11Xj\x03gifj\x18giphy_1APa7iQOqeQBJlA9dGIj\x121APa7iQOqeQBJlA9dGj\x05giphyXj\x16https://gph.is/2NvGRn9\x12\x02\x12\xc8Ij\x85https://media2.giphy.com/media/1APa7iQOqeQBJlA9dG/200w_d.gif?cid=e826c9fcqsyeefmdtkzq8ovw24oy6mhr4aik0rl9qpxsas39&rid=200w_d.gif&ct=gI\x12\xc8\x12cX\x13\xdd)j\x85https://media2.giphy.com/media/1APa7iQOqeQBJlA9dG/200w_s.gif?cid=e826c9fcqsyeefmdtkzq8ovw24oy6mhr4aik0rl9qpxsas39&rid=200w_s.gif&ct=gX\x13\x01\x95Ij\x83https://media2.giphy.com/media/1APa7iQOqeQBJlA9dG/200_d.gif?cid=e826c9fcqsyeefmdtkzq8ovw24oy6mhr4aik0rl9qpxsas39&rid=200_d.gif&ct=gI\x13\x01\x95\x12\xc8X\x14\x00\x02\xf69j\x83https://media2.giphy.com/media/1APa7iQOqeQBJlA9dG/200_s.gif?cid=e826c9fcqsyeefmdtkzq8ovw24oy6mhr4aik0rl9qpxsas39&rid=200_s.gif&ct=gXIj\x83https://media2.giphy.com/media/1APa7iQOqeQBJlA9dG/giphy.gif?cid=e826c9fcqsyeefmdtkzq8ovw24oy6mhr4aik0rl9qpxsas39&rid=giphy.gif&ct=gI\x13\x01\xf4\x12\xf7X\x14\x00\r\xd9\xaaj\x87https://media2.giphy.com/media/1APa7iQOqeQBJlA9dG/giphy_s.gif?cid=e826c9fcqsyeefmdtkzq8ovw24oy6mhr4aik0rl9qpxsas39&rid=giphy_s.gif&ct=gXj\x1dconan obrien GIF by Team CocoX'
