_id,key,type,booleanValue,intValue,longValue,floatValue,doubleValue,stringValue,needSync,version
1032,STICKERS~SNAP_PACK_VERSION_SYNCED_V1,0,,,,,,"{""packs"":[{""cacheKey"":497231633,""version"":11,""pack"":""test_chat_hometab_pack_en_011420""},{""cacheKey"":1676822433,""version"":33,""pack"":""cheeky_pop_fun""},{""cacheKey"":-1540752011,""version"":14,""pack"":""lost_n_found""},{""cacheKey"":-1996220001,""version"":15,""pack"":""chocomi_town""},{""cacheKey"":-287214309,""version"":10,""pack"":""albaka""},{""cacheKey"":359335978,""version"":13,""pack"":""pb_n_j""},{""cacheKey"":87134643,""version"":34,""pack"":""ghost_world_pack""},{""cacheKey"":1928433247,""version"":24,""pack"":""walrus_2""},{""cacheKey"":-2141941364,""version"":17,""pack"":""sheep_2""},{""cacheKey"":-1131180560,""version"":17,""pack"":""me_n_bae""},{""cacheKey"":651416761,""version"":26,""pack"":""sloth_2""},{""cacheKey"":1183926861,""version"":25,""pack"":""leetle_seedlings""},{""cacheKey"":1547940998,""version"":9,""pack"":""day_in_the_life""},{""cacheKey"":-843414527,""version"":60,""pack"":""en-megapack""}]}",,
1040,UNLOCKABLES~UNLOCK_LENS_EXPIRATION_TIMESTAMP_MILLIS,0,,,1617677450392.0,,,,,
1061,IDENTITY~LAST_SEEN_ADDED_FRIENDS_TIMESTAMP,4,,,1617555773311.0,,,,0.0,1617591161880.0
1068,IDENTITY~USER_QR_PATH_FROM_SNAPTAG,0,,,,,,qr-add/baf2b2fc2f7224ceb91667831865db30,,
1069,IDENTITY~QR_PATH_FROM_SNAPTAG_CACHED_AT_TIMESTAMP_MS,0,,,1617509933387.0,,,,,
1070,SNAP_PRO~IS_POPULAR_USER,0,0.0,,,,,,,
1078,IDENTITY~IS_NEW_CARD_VERIFY_PHONE_NUMBER_PROMPT,0,0.0,,,,,,,
1124,AB_PLATFORM~PU_PREFETCH_SPOTLIGHT_5TH_TAB_MEDIA_ON_4TH_TAB,2,,,,,,17,,
1127,DISCOVER_FEED~PREMIUM_STORIES_SNAP_DOC_PLAYBACK,2,1.0,,,,,,,
1129,SNAP_PRO~PUBLISHER_PROFILE_SNAP_DOC_PLAYBACK,2,0.0,,,,,,,
1132,DISCOVER_FEED~ENABLE_PREMIUM_STORIES_SNAP_DOC_DYNAMIC_CONTENT_TYPES,2,1.0,,,,,,,
1143,DISCOVER_FEED~DF_PREFETCH_5TH_TAB_STORIES_COUNT_ON_COMMUNITY_PAGE,2,,2.0,,,,,,
1151,COMMUNITY~SPOTLIGHT_STORY_SHARE_MESSAGE_TYPE_ENABLED,2,1.0,,,,,,,
1152,AB_PLATFORM~BLIZZARD_V2_ANDROID_ROLLOUT,2,,,,,,634,,
1158,CORE~ENABLE_SIDE_LOADED_SUBTITLES,2,1.0,,,,,,,
1159,DISCOVER_FEED~PREMIUM_STORIES_SNAP_DOC_TOP_SNAP_MEDIA_LOADER,2,,,,,,PURE_SNAPDOC,,
1168,DISCOVER_FEED~PREMIUM_STORIES_SNAPDOC_PLAYER_BUFFER_COF_CONFIG,2,,,,,, ,,
1174,BLIZZARD~V2_EXTRA_CONFIG,2,,,,,,"{""max_file_ttl_days"":90,""q~q0~max_file_bytes"":1,""pri~0~upload_batch_soft_limit_bytes"":11264,""pri~1~upload_batch_soft_limit_bytes"":22528,""pri~2~upload_batch_soft_limit_bytes"":33792,""pri~3~upload_batch_soft_limit_bytes"":45056,""max_errors_per_upload_window"":1,""max_disk_usage_bytes"":15000000,""version"":""ab.v67.lbs45_80""}",,
1180,DISCOVER_FEED~DF_PREFETCH_SPOTLIGHT_5TH_TAB_MEDIA_ON_4TH_TAB,2,1.0,,,,,,,
1196,MAPS~LOCATION_UPSELL_LAST_REQUEST_TIMESTAMP,4,,,1617595163830.0,,,,0.0,1617595164475.0
1198,BLOOPS~CAMEOS_FEATURE_RESTRICTED,4,0.0,,,,,,0.0,1617835480630.0
1201,IDENTITY~NEW_FRIEND_SUGGESTION_BADGE_START_INDEX,0,,-1.0,,,,,,
1202,IDENTITY~NEW_FRIEND_SUGGESTION_BADGE_TYPE,0,,0.0,,,,,,
1203,IDENTITY~NEW_FRIEND_SUGGESTION_BADGE_END_INDEX,0,,-1.0,,,,,,
1219,IDENTITY~LAST_SEEN_SUGGESTION_TIP_TIMESTAMP,4,,,1618077437952.0,,,,0.0,1618077437694.0
1220,IDENTITY~SUGGESTION_TIP_SEEN_COUNT,4,,2.0,,,,,0.0,1618077437511.0
1283,AB_PLATFORM~QR_CODE_SCAN_ANDROID,2,,,,,,39,,
1287,CONTEXT_CARDS~BITMOJI_QUICK_REPLY_SECONDARY_CONTEXT,2,1.0,,,,,,,
1288,LENSES~LENSCORE_TEXTURE_ANDROID_EXPS_08_07_20.enabled,2,,,,,,true,,
1293,AB_PLATFORM~LENSCORE_TEXTURE_ANDROID_EXPS_08_07_20,2,,,,,,170,,
1294,NOTIFICATIONS~STUDY_BITMOJI_SYSTEM_NOTIFICATIONS_ANDROID,2,1.0,,,,,,,
1295,LENSES~LENSCORE_TEXTURE_ANDROID_EXPS_08_07_20.syncInLock,2,,,,,,true,,
1299,NOTIFICATIONS~STUDY_ANDROID_R_SHORTCUT_CREATE_TIMEOUT_MILLIS,2,,,2000.0,,,,,
1314,NOTIFICATIONS~STUDY_ANDROID_R_CONVERSATION_TRAY,2,1.0,,,,,,,
1315,NOTIFICATIONS~SHOW_BITMOJI_INAPP_NOTIFICATION,2,1.0,,,,,,,
1326,LENSES~LENSCORE_TEXTURE_ANDROID_EXPS_08_07_20.groupId,2,,,,,,5,,
1346,LENSES~LENSCORE_TEXTURE_ANDROID_EXPS_08_07_20.flushOnDestroy,2,,,,,,false,,
1426,AB_PLATFORM~MDP_CONNECTIVITY_SDK_28,2,,,,,,44,,
1431,NETWORK~CONNECTIVITY_CHANGES_USE_CALLBACK_API,2,0.0,,,,,,,
1432,AB_PLATFORM~MDP_ANDROID_ALWAYS_RETURN_RESULT_FOR_CANCEL,2,,,,,,44,,
1433,NETWORK~CONNECTIVITY_CHANGES_SDK_28_COMPATIBLE,2,0.0,,,,,,,
1434,NETWORK~ALWAYS_RETURN_RESULT_FOR_CANCELLATION,2,1.0,,,,,,,
1535,GLOBAL~ANDROID_SMOOTH_KEYBOARD_ANIMATION_V3,2,0.0,,,,,,,
1536,AB_PLATFORM~PU_CUSTOM_STORY_CREATION_ANDROID,2,,,,,,32,,
1540,AB_PLATFORM~PERC_BACKEND_EXPERIMENTS,2,,,,,,682,,
1555,ARROYO~REQUEST_RETRY_MAX_BACKOFF_TIME,2,,,64000.0,,,,,
1571,MESSAGING~SUGGESTED_LENSES_IN_STORY_REPLY_ENABLED,2,1.0,,,,,,,
1572,ARROYO~NUM_REQUEST_RETRIES,2,,,5.0,,,,,
1595,AB_PLATFORM~NON_FATAL_REPORT_ANDROID,2,,,,,,32,,
1610,ARROYO~UPDATE_REQUEST_EXTRA_RETRIES,2,,,2.0,,,,,
1621,AB_PLATFORM~COGNAC_ACTION_BAR_X_BUTTON,2,,,,,,17,,
1624,ARROYO~NUM_NO_NETWORK_RETRIES,2,,,30.0,,,,,
1625,AB_PLATFORM~PU_BG_PREFETCH_DISCOVER_NON_FRIEND,2,,,,,,147,,
1652,OPERA~MDP_OPERA_USE_ACTIONBAR_EVERYWHERE_EXCLUSIONS,2,,,,,,-,,
1663,AB_PLATFORM~MDP_MUSHROOM_CONNECTIVITY_SOURCE,2,,,,,,240,,
1685,INTERNAL_LOCATION~NYC_LAST_LOCATION_LATITUDE,0,,,,37.23550033569336,,,,
1686,INTERNAL_LOCATION~NYC_LAST_LOCATION_LONGITUDE,0,,,,-80.43694305419922,,,,
1691,PROMPTING~TAKEOVER_FOR_CAMERA_PAGE,0,,,,,,NONE,,
1763,IDENTITY~ENABLE_CAMERA_ONBOARDING_BANNER_LOCAL,0,1.0,,,,,,,
1765,SPOTLIGHT~SPOTLIGHT_TAB_BADGE_STATE_DATA,0,,,,,,"{""tabAvailabilityTimestampMillis"":1621267517149,""tabLastVisitTimestampMillis"":-1,""badgeVisibilityBackOffRateMultiplier"":0,""badgeVisibilityStartTimestampMillis"":-1,""badgeVisibilityEndTimestampMillis"":-1,""showBadgeAfterShortThreshold"":true}",,
1779,CONTEXT_CARDS~ENABLE_BITMOJI_STICKER_UNLOCK,2,1.0,,,,,,,
1781,DISCOVER_FEED~DF_ENABLE_BG_PREFETCH,2,1.0,,,,,,,
1784,SNAPADS~TREAT_PUBLISHER_DYNAMIC_AD_INSERTION_PRIORITY_SLOT_AS_OPTIONAL,2,1.0,,,,,,,
1798,SPOTLIGHT~OPERA_SPOTLIGHT_UI_IN_TOPIC_PAGE,2,1.0,,,,,,,
1809,SNAPADS~ENABLE_NOFILL_BACKUP_CACHE,2,0.0,,,,,,,
1820,AB_PLATFORM~SNAP_ADS_MUSHROOM_ENABLE_PETRA_SIG_THROTTLE,2,,,,,,18,,
1823,SNAPADS~ENABLE_OFFLINE_AD_STORE,2,1.0,,,,,,,
1825,MAPS~ENABLE_LENS_MARKERS,2,1.0,,,,,,,
1833,AB_PLATFORM~COMBINED_CONTEXT_CARDS_ACTION_MENU_ANDROID,2,,,,,,171,,
1834,AB_PLATFORM~CONTEXT_BITMOJI_STICKER_UNLOCK,2,,,,,,16,,
1839,SNAPADS~AD_BACKUP_CACHING_TTL_SEC,2,,3600.0,,,,,,
1857,SNAPADS~PETRA_SIGNAL_WARMUP_ENABLE,2,0.0,,,,,,,
1858,SNAPADS~PUBLISHER_AD_MIN_SNAP_BEFORE_GROUP_END,2,,1.0,,,,,,
1874,AB_PLATFORM~SNAP_ADS_MUSHROOM_PETRA_WARM_UP,2,,,,,,74,,
1884,SNAPADS~PUBLISHER_AD_MIN_TIME_FROM_START_SECONDS,2,,10000.0,,,,,,
1886,SNAPADS~ENABLE_PUBLISHER_DYNAMIC_AD_INSERTION,2,1.0,,,,,,,
1892,AB_PLATFORM~MAP_ANDROID_LENS_MARKERS,2,,,,,,13,,
1893,AB_PLATFORM~ENABLE_DISCOVER_BG_PREFETCH,2,,,,,,2,,
1900,SNAPADS~PETRA_SIGNAL_THROTTLE_ENABLE,2,0.0,,,,,,,
1905,LENSES~LENSES_SYNCHRONIZE_CONCURRENT_EGL,2,0.0,,,,,,,
1909,AB_PLATFORM~ANDROID_PAYOUTS_HUB_GLOBAL,2,,,,,,77,,
1913,SNAPADS~PUBLISHER_AD_MIN_SNAP_FROM_START,2,,2.0,,,,,,
1915,AB_PLATFORM~PU_SPOTLIGHT_SNAP_STATUS_ANDROID,2,,,,,,25,,
1918,SNAPADS~PUBLISHER_AD_MIN_INSERTION_THRESHOLD_SECONDS,2,,0.0,,,,,,
1926,SNAPADS~PUBLISHER_AD_MIN_TIME_BETWEEN_ADS_SECONDS,2,,10000.0,,,,,,
1930,AB_PLATFORM~CANVAS_TOKEN_SHOP_ANDROID,2,,,,,,86,,
1937,AB_PLATFORM~snapads_track_request_disk_persistence_mushroom,2,,,,,,182,,
1939,SNAPADS~OFFLINE_AD_SUPPORTED_AD_PRODUCTS,2,,,,,,DISCOVER_FEED,,
1949,SNAPADS~PUBLISHER_AD_MIN_SNAP_BETWEEN_ADS,2,,3.0,,,,,,
1956,PAYOUTS~PAYOUTS_ENABLED,2,1.0,,,,,,,
1961,SNAPADS~PETRA_WARMUP_SIGNAL_NUMBER,2,,1.0,,,,,,
1984,PAYOUTS~PASSES_SECURITY_CHECK,0,1.0,,,,,,,
1985,PAYOUTS~LAST_API_SYNC,0,,,1621267532365.0,,,,,
1986,PAYOUTS~IS_USER_ELIGIBLE,0,0.0,,,,,,,
1987,SNAP_PRO~PROFILE_CREATION_ELIGIBLE,0,1.0,,,,,,,
1995,COGNAC~SHOULD_SEE_COGNAC_ROCKET_BUTTON_TOOLTIP,4,0.0,,,,,,0.0,946598401.0
1999,SNAP_PRO~LAST_BUSINESS_PROFILE_SYNC_MS,0,,,1621267554725.0,,,,,
2000,SNAP_PRO_IS_HOST_ACCOUNT,3,0.0,,,,,,,
2001,SNAP_PRO_HAS_SEEN_ONBOARDING_NUX,3,0.0,,,,,,,
2005,STICKERS~STICKER_PACK_V3_API_THROTTLE_CLIENT,0,,,1621267597179.0,,,,,
2006,STICKERS~STICKER_BBG_API_THROTTLE_CLIENT,0,,,1621267597194.0,,,,,
2009,STICKERS~BITMOJI_QUICK_REPLY_METADATA_VERSION_SYNCED_V1,0,,,,,,https://gcs.sc-cdn.net/sticker-packs-sc/bitmoji-pack-story-quick-reply-en-gzip_v-1063706792.json,,
2010,STICKERS~BITMOJI_SEARCH_TAGS_VERSION_SYNCED,0,,,,,,139323518,,
2011,STICKERS~CONTEXTUAL_STICKER_PACK_URLSYNCED_V1,0,,,,,,"{""packs"":[{""cacheKey"":-1216023001,""version"":107,""pack"":""cameo-pack-TopMiddleTimeInfoStickers""},{""cacheKey"":-1599659274,""version"":107,""pack"":""cameo-pack-IncreasedMiddayStickers""},{""cacheKey"":1987453161,""version"":222,""pack"":""cameo-pack-FeaturedUniversalStickers""},{""cacheKey"":797946586,""version"":222,""pack"":""cameo-pack-MondayStickers""},{""cacheKey"":1787043233,""version"":-1778897843,""pack"":""bitmoji-geopack-en-bitmoji-hometab-preview-hometab_exp2""},{""cacheKey"":-1081847327,""version"":-1778897843,""pack"":""bitmoji-geopack-en-bitmoji-hometab-preview-hometab_exp""}]}",,
2020,IDENTITY~FEED_HEADER_PROMPT_V2_STATE_SYNC_PROTO,4,,,,,,CNmpioUGEgoIAxADGL+oioUG,0.0,1618078804869.0
2022,IDENTITY~PHONE_VERIFICATION_SMS_FORMAT,0,,,,,,<#> Snapchat Code: {0}. Happy Snapping! qunyt57f5Rf,,
2023,IDENTITY~INAPP_PHONE_NUMBER,0,,,,,,16506808040,,
2024,IDENTITY~INAPP_COUNTRY_CODE,0,,,,,,US,,
2025,IDENTITY~SUCCESSFULLY_SYNCED_CONTACTS_DURING_REG,0,1.0,,,,,,,
2048,STORIES~CUSTOM_STORY_GROUP_SYNC_TOKEN_V3,0,,,,,,"AAgAGOqHxZSYLw==
",,
2059,AB_PLATFORM~PU_ANDROID_FRIEND_STORY_NOTIFICATION_THUMBNAIL,2,,,,,,74,,
2068,SHARING~SNAPCODE_SHARE_SHEET,2,1.0,,,,,,,
2072,AB_PLATFORM~BLOOPS_DISCOVER_ANDROID,2,,,,,,196,,
2074,DISCOVER_FEED~FRIEND_STORY_NOTIFICATION_INSTANT_PLAYBACK,2,1.0,,,,,,,
2078,AB_PLATFORM~BLIZZARD_V2_FRAMES,2,,,,,,513,,
2094,DISCOVER_FEED~DF_FRIENDS_STORIES_LAST_CHECKED_TIMESTAMP_MS,0,,,0.0,,,,,
2242,STICKERS~STICKER_CHAT_SEARCH_TRIE_MIN_SCORE,2,,0.0,,,,,,
2245,PERCEPTION~SCAN_BIDI_STREAMING,2,0.0,,,,,,,
2246,AB_PLATFORM~MDP_SIMPLE_CACHE_TWEAKS,2,,,,,,132,,
2248,NETWORK~NATIVE_RANKER_SHOULD_PASS_UI_PAGE,2,1.0,,,,,,,
2249,AB_PLATFORM~ST_LENS_INFO_CARD_SHARE_SHEET_ANDROID,2,,,,,,20,,
2257,BLOOPS~IS_BLOOPS_ONBOARDING_PREPARE_ENABLED,2,1.0,,,,,,,
2260,STICKERS~CT_PLATFORM_BITMOJI_SEARCH_TAGS,2,1.0,,,,,,,
2261,LENSES~LENS_EXPLORER_UPDATED_CATEGORIES_TABS_UI_ENABLED,2,1.0,,,,,,,
2262,NOTIFICATIONS~NOTIFICATION_DEVICE_TRIGGER_DURABLE_JOB_INDIVIDUAL_WAKEUPS,2,0.0,,,,,,,
2270,AB_PLATFORM~COMMERCE_SHOWCASE_CATALOG_PDP_V2_ANDROID,2,,,,,,16,,
2271,AB_PLATFORM~ARROYO_SENDFLOW_RETRIES_ANDROID,2,,,,,,189,,
2272,ARROYO~CLIENT_PAGINATION_THRESHOLD_HOURS,2,,0.0,,,,,,
2274,AB_PLATFORM~SNAP_ADS_MUSHROOM_ENABLE_SHADOW,2,,,,,,86,,
2275,STICKERS~STICKER_CHAT_SEARCH_TRIE_EXACT_SCORE,2,,10.0,,,,,,
2279,OPERA~SIMPLE_CACHE_EVICT_EXPIRED,2,0.0,,,,,,,
2286,CORE~ENABLE_LINKABLE_CHECK_REPLACEMENT,2,1.0,,,,,,,
2294,AB_PLATFORM~PU_DF_INSTANT_LOGGER_LOGGING_FIXES,2,,,,,,13,,
2295,OPERA~SIMPLE_CACHE_CUSTOM_CACHE_EVICTOR_FIRST_CHUNK_WEIGHT,2,,,,,0.0,,,
2297,AB_PLATFORM~ARROYO_EXPERIENCE_ANDROID,2,,,,,,385,,
2301,OPERA~SIMPLE_CACHE_INSTRUMENT_CACHE_EVICTOR,2,1.0,,,,,,,
2303,CORE~VIDEO_CATALOG_REPLACEMENT,2,,,,,,WITHOUT_PREFETCHING,,
2307,OPERA~SIMPLE_CACHE_CUSTOM_CACHE_EVICTOR_CONTENT_AGE_WEIGHT,2,,,,,1.0,,,
2310,OPERA~MDP_OPERA_USE_ACTIONBAR_EVERYWHERE,2,0.0,,,,,,,
2311,STICKERS~STICKER_CHAT_SEARCH_TRIE_PARTIAL_SCORE,2,,1.0,,,,,,
2313,ARROYO~CLIENT_PAGINATION_PREFETCH_MAX_COUNT,2,,0.0,,,,,,
2314,ARROYO~CLIENT_PAGINATION_PAGE_SIZE,2,,0.0,,,,,,
2316,OPERA~SIMPLE_CACHE_USE_CUSTOM_CACHE_EVICTOR,2,0.0,,,,,,,
2320,AB_PLATFORM~ANDROID_PROFILE_CREATION_ENTRY,2,,,,,,53,,
2321,ARROYO~CANCEL_SENDING_FEED_UI,2,,,,,,ALL,,
2322,SNAPADS~PETRA_SIGNAL_CACHE_REFILL_ENABLE,2,1.0,,,,,,,
2324,RANKING_LIB~DF_INSTANT_LOGGER_USE_DURABLE_JOB,2,1.0,,,,,,,
2329,SHARING~LENS_INFO_CARD_USE_SHARE_SHEET,2,1.0,,,,,,,
2331,SNAPADS~ENABLE_DPA_STORY_ADS_CI_FUS,2,0.0,,,,,,,
2337,AB_PLATFORM~ST_LENS_INFO_CARD_ANDROID,2,,,,,,23,,
2346,LENSES~LENS_EXPLORER_ANALYTICS_V1_ENABLED,2,1.0,,,,,,,
2350,OPERA~SIMPLE_CACHE_EVICT_EXPIRED_DURABLE_JOB,2,1.0,,,,,,,
2351,LENSES~LENS_EXPLORER_IMAGES_ALWAYS_USE_IMAGE_LOADER,2,0.0,,,,,,,
2360,LENSES~LENS_EXPLORER_IMAGES_REQUESTS_DELAY_MULTIPLIER,2,,0.0,,,,,,
2363,CONTEXT_CARDS~AVATAR_BUILDER,2,1.0,,,,,,,
2364,DISCOVER_FEED~ENABLE_PREMIUM_STORIES_DISCOVER_EDITION_REPLACEMENT,2,1.0,,,,,,,
2370,AB_PLATFORM~DECK_PAGE_PURGE_CLIENT,2,,,,,,117,,
2371,MEDIA_ENGINE~CAMERA_ME_EXPLORE_VIDEO_CAPTURE_FLOW_THREAD_PRIORITY,2,,1010.0,,,,,,
2374,OPERA~SIMPLE_CACHE_CUSTOM_CACHE_EVICTOR_MAX_CONTENT_AGE,2,,,43200000.0,,,,,
2382,ARROYO~NO_NETWORK_RETRY_MAX_BACKOFF_TIME,2,,,32000.0,,,,,
2383,OPERA~SIMPLE_CACHE_INSTRUMENTED_CACHE_EVICTOR_SAMPLE_RATE,2,,200.0,,,,,,
2386,AB_PLATFORM~MDP_ANDROID_NATIVE_NETWORK_REQEUST_RANKER,2,,,,,,418,,
2387,LENSES~LENS_EXPLORER_IMAGES_ENABLE_BITMAP_TRANSFORMATIONS,2,1.0,,,,,,,
2389,GLOBAL~DECK_PAGE_BACKGROUND_PURGE_PAGE_TYPES,2,,,,,, ,,
2391,MEMORIES~QUICK_POST_TO_STORIES_SEND_FLOW,2,1.0,,,,,,,
2394,SHARING~LENS_INFO_CARD_COPY_LINK_ON_OPEN,2,1.0,,,,,,,
2395,CONTEXT_CARDS~SHOW_SWIPE_UP_ARROW,2,0.0,,,,,,,
2396,STICKERS~CT_PLATFORM_BITMOJI_TAB_CHAT,2,0.0,,,,,,,
2400,ARROYO~ENABLE_CLIENT_PAGINATION,2,0.0,,,,,,,
2402,CONTEXT_CARDS~POST_SNAP_ACTION_IN_FEED_TREATMENTS,2,,,,,,SHOW_NEW_REPLY_UI,,
2403,AB_PLATFORM~BLOOPS_CLEAR_MEMORY_AFTER_TILE_RENDERING_ANDROID,2,,,,,,20,,
2406,AB_PLATFORM~CAMERA_ME_EXPLORE_VIDEO_CAPTURE_THREAD_PRIORITY,2,,,,,,80,,
2408,ARROYO~CANCEL_SENDING_REMOTE_CANCELATION_TIMEOUT_SEC,2,,,-1.0,,,,,
2410,ARROYO~BAN_FATAL_SNAP_MEDIA,2,1.0,,,,,,,
2412,AB_PLATFORM~BLOOPS_ONBOARDING_PREPARING_ANDROID,2,,,,,,31,,
2413,DISCOVER_FEED~DF_SPOTLIGHT_APP_START_PREFETCH_BG_PRIORITY_ENABLED,2,1.0,,,,,,,
2416,LENSES~LENS_EXPLORER_IMAGES_OPTIMIZE_BITMAP_SIZE,2,0.0,,,,,,,
2425,IDENTITY~LAST_SUCCESSFUL_SUGGESTED_FRIEND_UPDATE_TIMESTAMP,0,,,1621267687238.0,,,,,
2456,STORIES~CUSTOM_STORY_GROUP_SYNC_TOKEN_V4,0,,,,,,"AAgAGNCaiNScLw==
",,
2612,PREVIEW~LOADING_UI_TIMEOUT_MS,2,,5000.0,,,,,,
2614,ARROYO~CANCEL_SENDING_CHAT_UI_ENABLED,2,1.0,,,,,,,
2616,DISCOVER_FEED~DF_SHOWS_PLAYER_OVERRIDE_VIDEO_VARIANT_SELECTION,2,,-1.0,,,,,,
2617,STICKERS~STICKER_CHAT_SEARCH_NGRAM_ENABLED,2,1.0,,,,,,,
2618,SNAPADS~ENABLE_PERSONALIZED_AD_CONFIG_FUS,2,1.0,,,,,,,
2622,DISCOVER_FEED~DF_SHOWS_PLAYER_DYNAMIC_BUFFERING_STRATEGY,2,,,,,,NONE,,
2624,AB_PLATFORM~LE_CATEGORIES_UI_UPDATE_ANDROID,2,,,,,,58,,
2626,UNLOCKABLES~LOCATION_INDEPENDENT_UNLOCKABLES_USES_GTQ,2,1.0,,,,,,,
2629,BLIZZARD~V2_FRAMES_PROTO_PAYLOAD_EVENTS,2,,,,,,"FILTER_LENS_DOWNLOAD,NETWORK_REQUEST,EXPERIMENT_USER_TREATMENT,PAGE_PAGE_VIEW,GEOFILTER_GEOLENS_DOWNLOAD,RECEIVE_MESSAGE,SEND_MESSAGE,CHAT_CHAT_VIEW,STICKER_PREVIEW,CONTENT_RESOLVE,",,
2631,AB_PLATFORM~PU_ANDROID_REMOVE_INTERSTITIAL,2,,,,,,16,,
2632,DISCOVER_FEED~DF_ENABLE_SHOWS_PLAYER,2,1.0,,,,,,,
2635,AB_PLATFORM~PU_ANDROID_SPOTLIGHT_SNAP_MAP_GRID_VIEW_PAGE,2,,,,,,97,,
2636,SNAPADS~ENABLE_HIDE_AD_INSIDE_STORY_AD,2,1.0,,,,,,,
2637,PREVIEW~LOADING_UI_MIN_DURATION_MS,2,,0.0,,,,,,
2640,STORIES~HIDE_STORIES_INTERSTITIAL,2,0.0,,,,,,,
2641,AB_PLATFORM~BLOOPS_EXTERNAL_SHARING_ANDROID,2,,,,,,23,,
2642,PREVIEW~LOADING_UI_DELAY_TIME_MS,2,,900.0,,,,,,
2644,SNAPADS~ENABLE_AD_REPORT_V2,2,1.0,,,,,,,
2647,DISCOVER_FEED~DF_ENABLE_SHOWS_PLAYER_ADS_MANAGER_V2,2,1.0,,,,,,,
2648,DISCOVER_FEED~DF_ENABLE_ADS_IN_SHOWS,2,1.0,,,,,,,
2650,SNAPADS~NUMBER_OF_CREATIVES_FOR_DPA_STORY_ADS,2,,10.0,,,,,,
2655,SNAP_PRO~ENABLE_SHOWS_PLAYER,2,1.0,,,,,,,
2661,STICKERS~STICKER_CHAT_SEARCH_TRIE_ENABLED,2,1.0,,,,,,,
2666,AB_PLATFORM~BLOOPS_ALWAYS_USE_SECOND_TARGET_IN_DISCOVER,2,,,,,,39,,
2667,SNAPADS~ENABLE_PERSONALIZED_AD_CONFIG_CI,2,1.0,,,,,,,
2670,SHARING~ENABLE_BLOOPS_EXTERNAL_SHARING,2,1.0,,,,,,,
2672,AB_PLATFORM~CLIENT_PAGINATION_ANDROID,2,,,,,,62,,
2674,SHARING~ALLOW_EXTERNAL_SHARE_TO_STORY,2,1.0,,,,,,,
2675,MEMORIES~BACK_TO_MEMORIES_EDIT_SEND,2,1.0,,,,,,,
2677,DISCOVER_FEED~DF_SHOWS_PLAYER_DASH_PREFETCH_BYTES,2,,153600.0,,,,,,
2682,COGNAC~ENABLE_PRE_REGISTER_SHAREABLE_FEATURE,2,1.0,,,,,,,
2683,AB_PLATFORM~ANDROID_BAN_FATAL_SNAP_MEDIA,2,,,,,,28,,
2685,STORIES~IS_SPOTLIGHT_SNAP_MAP_GRID_VIEW_MANAGEMENT_ENABLED,2,1.0,,,,,,,
2686,ONE_TAP_LOGIN~ONE_TAP_LOGIN_SETTINGS_ENABLED,2,1.0,,,,,,,
2689,BLOOPS~BLOOPS_ALWAYS_USE_SECOND_TARGET_IN_DISCOVER,2,1.0,,,,,,,
2690,AB_PLATFORM~SNAPADS_MUSHROOM_TRACK_400_OPTIMIZE,2,,,,,,25,,
2692,SHARING~ALLOW_EXTERNAL_SHARE_TO_GROUPS,2,1.0,,,,,,,
2694,DISCOVER_FEED~DF_ENABLE_OPTIMIZED_LONGFORM_CONTENT_TYPE,2,0.0,,,,,,,
2695,AB_PLATFORM~COGNAC_PRE_REGISTER_SHAREABLE_FEATURE_FLAG_ANDROID,2,,,,,,6,,
2696,DISCOVER_FEED~DF_SHOWS_PLAYER_BUFFERING_COF_RULE,2,,,,,,publisher_longform_show_buffering_config_longer,,
2700,AB_PLATFORM~SNAPADS_MUSHROOM_AD_REPORTING_V2,2,,,,,,25,,
2701,AB_PLATFORM~LENSES_SYNCHRONIZE_CONCURRENT_EGL,2,,,,,,30,,
2702,SNAPADS~ENABLE_DPA_STORY_ADS,2,1.0,,,,,,,
2705,AB_PLATFORM~MEMORIES_ANDROID_BACK_TO_MEMORIES_EDIT_SEND,2,,,,,,33,,
2708,AB_PLATFORM~ADS_MUSHROOM_BACKUP_CACHE,2,,,,,,101,,
2710,IDENTITY~LOCK_OUT_SETTINGS_BIRTHDAY_YEAR,2,1.0,,,,,,,
2715,AB_PLATFORM~ST_SNAPCODE_SHARE_SHEET_ANDROID,2,,,,,,13,,
2718,AB_PLATFORM~CANCEL_SENDING_ANDROID,2,,,,,,77,,
2722,ARROYO~ARROYO_STORY_POSTING,2,0.0,,,,,,,
2723,DISCOVER_FEED~DF_SPOTLIGHT_APP_START_PREFETCH_BG_PRIORITY_STORY_COUNT,2,,1.0,,,,,,
2725,PREVIEW~LOADING_UI_TYPE,2,,,,,,SHOW_SPINNER,,
2726,ARROYO~CANCEL_SENDING_ENABLED_SENDING_MESSAGES,2,1.0,,,,,,,
2728,SNAPADS~DISABLE_TRACK_RX_NETWORK_RETRY,2,1.0,,,,,,,
2729,DISCOVER_FEED~DF_ENABLE_SHOWS_PLAYER_DASH_PREFETCH_HINTS,2,1.0,,,,,,,
2758,CORE~LAST_DISK_SWEEP_TIME_MILLIS,0,,,1623470535674.0,,,,,
2802,STORAGE~ENABLE_TRIM_CRONET_CACHE,2,1.0,,,,,,,
2804,STORAGE~ENABLE_MIN_FREE_DISK_SPACE,2,1.0,,,,,,,
2810,STORAGE~DELAY_CACHE_EVICTION_IN_SECONDS,2,,,60.0,,,,,
