id,data
7,"{""custom"":{""carrier"":""310260"",""deviceString"":""samsungSM-N970U1"",""hwID"":""2363"",""jflag"":""0"",""pflag"":""0"",""systemVersion"":""11"",""timezone"":""EDT""},""didm"":{""eadeviceid"":""d813dbba2c44c862ad06ca14bce0c3232137e69feb29357f49fe948ed030c84b""},""entity_type"":""player"",""et"":""client_nimble"",""loc"":""en_US"",""plat"":""android"",""rel"":""unknown"",""sdkt"":""Nimble"",""sdkv"":""1.49.0.7"",""sid"":""996edf60-daf4-11eb-3fd4-ac8b4d5b7679"",""taxv"":""2.0"",""tid"":""865621"",""tidt"":""sellid"",""v"":""5.3.3""}
"
