COL_WIDGET_ID,COL_WEATHER_KEY,COL_WIDGET_BACKGROUND_COLOR,COL_WIDGET_BACKGROUND_TRANSPARENCY,COL_WIDGET_NIGHT_MODE,COL_WIDGET_RESTORE_MODE,COL_WIDGET_ADDED_IN_DCM_LAUNCHER
2,cityId:current,0,0.0,0,0,-1
