id,initialized,updateTime,fullyUpdateTime,defaultCpuLevel,defaultGpuLevel,eachModeDss,eachModeDfs,resolutionMode,customDss,dfsMode,customDfs,vrrMaxValue,vrrMinValue,ipmMode,ipmTargetPower,ipmTargetTemperature,ipmUpdateTime,ipmTrainingVersion,ipmCpuBottomFreq,ipmFlag,siopMode,eachModeTargetShortSide,governorSettings,resumeBoostPolicy,loggingPolicy,ipmPolicy,siopModePolicy,launchBoostPolicy,wifiQosPolicy,gfiPolicy,tspPolicy,ringlogPolicy,uuid,registeredDevice,gmsVersion,showLogcat,automaticUpdate,targetServer,deviceName,prevSiopModeByUser,sosPolicyKeyCsv,gosSelfUpdateStatus,dataReady,dmaId,clearBGLruNum,clearBGSurviveAppFromServer
1,1,1626810686355,1626448092839,-6,-2,"100.0,100.0,75.0,50.0","60.0,60.0,60.0,30.0",1,75.0,1,60.0,120,48,2,-1,520,0,0.0,0,"false,false,false,false,false",1,"1080,1080,720,720",,,"{""state"":""inherited""}","{""enableCpuMinFreqControl"":""0"",""ipm_allow_during_charging"":""1"",""ipm_bottom_freqs"":""1056000000"",""ipm_input_temp_type"":""1"",""ipm_revert_SIOP_if_high"":""0"",""ipm_revert_SIOP_if_less"":""-3"",""ipm_revert_SIOP_if_over"":""5"",""ipm_start_wout_trining"":""1"",""ipm_target_lrp_default"":""410"",""ipm_target_lrp_high"":""420"",""ipm_target_pst_default"":""520"",""ipm_target_pst_high"":""520"",""siop_modes"":[false,true,true],""use_whitelist"":false,""state"":""forcibly_enabled""}",,,"{""tid"":0}","{""dfs_offset"":{""enabled"":false},""gfps_offset"":{""enabled"":false}}",{},{},1cdd0a1dc7894d94902e6412094807de,1,110.04000091552734,0,1,2,d1q,-1000,"siop,governor_settings,app_start,touch_settings,scheduler_settings,boost_settings",1,1,DAe2C14ve5OZm1617477834795KeEHIS,0,com.android.vending
