_id,url,key,relativePath,eTag,validTill,touched,length
1,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_AWD4WD.png,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_AWD4WD.png,12167ba0-daf8-11eb-a520-979fbd6404d4.png,"""ecb5f74cf2547b6825e2e7bcd223bc45""",1625226055514,1625204455533,20338
2,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_LUXURY.png,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_LUXURY.png,121c20f0-daf8-11eb-9ccf-ed625605b403.png,"""e936418949e9fcf7c78862965748ac8e""",1625226055551,1625204455560,18555
3,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_HYBEL.png,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_HYBEL.png,1224d380-daf8-11eb-a46c-4f10062fbbf3.png,"""5966c6e66434898b18bb21fa27f8836c""",1625226055608,1625204455616,18839
4,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_SEDAN.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_SEDAN.png,122596d0-daf8-11eb-8557-5f2aa249e6c0.png,"""cd706211e524972132195c193c568db6""",1625809255613,1625204455619,24057
5,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_VANMV.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_VANMV.png,1225bde0-daf8-11eb-804b-ff799c0bd185.png,"""ce5339112e550a7dd36cb8a7c5e372f2""",1625809255613,1625204455620,25772
6,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_SUVCROSS.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_SUVCROSS.png,1224fa90-daf8-11eb-966b-6316cfaa04ae.png,"""7d7e4daa6b8c4b409945dc562ecd7fdf""",1625809255609,1625204455621,27645
7,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_WAGON.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_WAGON.png,1227b9b0-daf8-11eb-914a-bdf3b571cd6d.png,"""958640484bd706c95c66a1f81a911857""",1625809255627,1625204455639,28425
8,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_CONVERT.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_CONVERT.png,12287d00-daf8-11eb-9a9b-75fbbd354364.png,"""d5a398af3c6361b9a6e99440529fc484""",1625809255632,1625204455642,22798
9,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_HATCH.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_HATCH.png,12287d00-daf8-11eb-887e-cb0fc1fe6a6f.png,"""4276a94734d62428c75c26281cd90c89""",1625809255632,1625204455645,26497
10,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_COUPE.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_COUPE.png,12296760-daf8-11eb-a356-7d62d1d955fb.png,"""361cec92f9bba34fa519f93baee586fb""",1625809255638,1625204455645,22795
11,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_COMMERCIAL.png,https://www.autotrader.com/content/dam/autotrader/homepage/styles/DefaultDesk_Style_COMMERCIAL.png,122c4d90-daf8-11eb-81c1-57902d928878.png,"""a354e66fb05ad4d99c2501791eb27556""",1625226055657,1625204455659,19968
12,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/FORD.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/FORD.gif,123686c0-daf8-11eb-bdb5-7f5f422da62a.gif,"""3f11d7bb5ac9303053e6dbb6d2393a0f""",1625226055724,1625204455727,3286
13,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/TOYOTA.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/TOYOTA.gif,123f6060-daf8-11eb-b65d-ddd8c03a6016.gif,"""608d0e12facd2bc1cadff80816c90cf5""",1625226055782,1625204455784,3169
14,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_10k.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_10k.jpg,1245c900-daf8-11eb-a0e8-55cafac2d3a2.jpg,"""a8ae1654ab3eb19d8e594ac2a8662dce""",1625809255824,1625204455855,21809
15,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/affordable_new.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/affordable_new.jpg,12470180-daf8-11eb-b471-97cb9658b8a6.jpg,"""61c091b12022e052d419cec48af6e43c""",1625809255831,1625204455859,28339
16,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/used_suvs.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/used_suvs.jpg,12470180-daf8-11eb-a4c0-3581cbeba390.jpg,"""0dcccdc7f80b0ae52a0a6b58dd38c052""",1625809255832,1625204455864,33779
17,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/hybrid_electric.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/hybrid_electric.jpg,1245c900-daf8-11eb-9e5f-a1a33228b211.jpg,"""a30a9030f3eeda9d306a1f6a224717d7""",1625809255824,1625204455868,49131
18,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_30k.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_30k.jpg,1245f010-daf8-11eb-9c09-25424a88b06e.jpg,"""30cacf7f5876d98e2b178fd240661b10""",1625809255825,1625204455870,49862
19,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HONDA.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HONDA.gif,124c0a90-daf8-11eb-837d-2f5cc569c2bf.gif,"""08f14784ab449779c16050cfb1a65dfc""",1625226055865,1625204455872,2755
20,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/3_row.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/3_row.jpg,1245c900-daf8-11eb-b761-eff9a4e41e26.jpg,"""b47199d51ab5a54d94d5aed5edfbe4ac""",1625809255824,1625204455873,62626
