_id,url,key,relativePath,eTag,validTill,touched,length
21,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/fuel_efficient_under_20k.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/fuel_efficient_under_20k.jpg,1245a1f0-daf8-11eb-aca2-e747cff820fb.jpg,"""acfc2b52a91e107eb8db351ddffeac10""",1625809255823,1625204455875,63875
22,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/new_used_trucks.jpg,https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/new_used_trucks.jpg,12470180-daf8-11eb-b036-e9477e44bb56.jpg,"""3a7af7c3ceffd349c7f00d377d6cab00""",1625809255832,1625204455881,49041
23,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/NISSAN.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/NISSAN.gif,1250ec90-daf8-11eb-ba8e-410971a0e965.gif,"""41e418ef74c5250cad867261f0c0ccfa""",1625226055897,1625204455899,3339
24,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/CHEV.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/CHEV.gif,12530f70-daf8-11eb-b612-d14c351d2a70.gif,"""10b4b1123f88960ea044617d1a7f9639""",1625226055911,1625204455914,2760
25,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/JEEP.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/JEEP.gif,12616750-daf8-11eb-b7a9-55cd7dc7fe15.gif,"""84e4792453a273102e1b3eba7665a870""",1625226056005,1625204456010,2296
26,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/GMC.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/GMC.gif,126251b0-daf8-11eb-807c-cb3b22b987e9.gif,"""e24d182c48e36a262849f1448073a891""",1625226056011,1625204456015,2443
27,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/RAM.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/RAM.gif,126537e0-daf8-11eb-b1a8-7fc5979ae999.gif,"""15f101873869868a18a933616984ada1""",1625226056030,1625204456032,2976
28,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HYUND.gif,https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HYUND.gif,12655ef0-daf8-11eb-9145-75befa5a6ac2.gif,"""7e093d98fe61955d80c03f9ee2fcbbe0""",1625226056031,1625204456033,3632
29,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_TRUCKS.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_TRUCKS.png,126c8ae0-daf8-11eb-9399-c9619101b568.png,"""9b5de76326c959fe69287e50bfc8b0af""",1625809256077,1625204456092,24636
30,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_All_Makes.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_All_Makes.png,1280fd40-daf8-11eb-97ee-4b1773b45fb2.png,"""ea35fe58341d195ab071666dba35c92d""",1625809256212,1625204456217,3312
31,https://d21es0l2n6bf8y.cloudfront.net/content/dam/autotrader/mobileapps/oem-badges/toyota.png,https://d21es0l2n6bf8y.cloudfront.net/content/dam/autotrader/mobileapps/oem-badges/toyota.png,653356a0-daf8-11eb-b255-171218d733cd.png,"""c17481bf487838aa3da5790466a5cfa0""",1625809394954,1625204594955,7090
32,https://images.autotrader.com/hn/c/b61a478df3e24294ae07e476e0e63687.jpg,https://images.autotrader.com/hn/c/b61a478df3e24294ae07e476e0e63687.jpg,9afb7f10-daf8-11eb-87f5-752f1a3bb798.jpg,,1656740685184,1625204685253,207584
33,https://images.autotrader.com/hn/c/f8331904b5514bf282bd457244c27b45.jpg,https://images.autotrader.com/hn/c/f8331904b5514bf282bd457244c27b45.jpg,9bb224e0-daf8-11eb-9a94-41aa24ec0c42.jpg,,1656740686382,1625204686421,225194
34,https://images.autotrader.com/hn/c/cea745483e624034aeedc9b2485ac283.jpg,https://images.autotrader.com/hn/c/cea745483e624034aeedc9b2485ac283.jpg,9c192410-daf8-11eb-97b4-9f9111b1ad42.jpg,,1656740687057,1625204687079,215178
35,https://images.autotrader.com/hn/c/5429d949e9924a8dbefd6c97253a0be7.jpg,https://images.autotrader.com/hn/c/5429d949e9924a8dbefd6c97253a0be7.jpg,9c7e0060-daf8-11eb-923f-91fdd553751e.jpg,,1656740687718,1625204687741,226956
36,https://images.autotrader.com/hn/c/4b2acb2d3b854fafab8fe5b894afcfa8.jpg,https://images.autotrader.com/hn/c/4b2acb2d3b854fafab8fe5b894afcfa8.jpg,9cdcc230-daf8-11eb-b5f9-236216785efe.jpg,,1656740688339,1625204688360,197959
37,https://images.autotrader.com/hn/c/8524c014a7ff4cf1a08a19fd02515057.jpg,https://images.autotrader.com/hn/c/8524c014a7ff4cf1a08a19fd02515057.jpg,9d2c68d0-daf8-11eb-a961-ef6d6c25cd84.jpg,,1656740688861,1625204688882,171320
38,https://images.autotrader.com/hn/c/94b76d1c28b64cdfa087163de1b9a23c.jpg,https://images.autotrader.com/hn/c/94b76d1c28b64cdfa087163de1b9a23c.jpg,9d91ba50-daf8-11eb-910a-8da83c3bc9f5.jpg,,1656740689525,1625204689540,109871
39,https://images.autotrader.com/hn/c/f3d86f88177b4a3eb5cbe181451f613a.jpg,https://images.autotrader.com/hn/c/f3d86f88177b4a3eb5cbe181451f613a.jpg,9dae9120-daf8-11eb-813e-df659011f7b4.jpg,,1656740689714,1625204689768,176849
40,https://images.autotrader.com/hn/c/02434e4ceb7444a48a71d9c646667690.jpg,https://images.autotrader.com/hn/c/02434e4ceb7444a48a71d9c646667690.jpg,9df16680-daf8-11eb-ac33-2f94cb0045fe.jpg,,1656740690152,1625204690176,212090
41,https://images.autotrader.com/hn/c/fb84fae37ac24ce3847efda33257b219.jpg,https://images.autotrader.com/hn/c/fb84fae37ac24ce3847efda33257b219.jpg,9e293f60-daf8-11eb-8a6b-2d006e10c35c.jpg,,1656740690518,1625204690538,162967
42,https://images.autotrader.com/hn/c/2969f4746f204406bb787542e2686ffd.jpg,https://images.autotrader.com/hn/c/2969f4746f204406bb787542e2686ffd.jpg,9e53d1d0-daf8-11eb-9b7c-6fe1dbe8c4d6.jpg,,1656740690797,1625204690820,174283
43,https://images.autotrader.com/hn/c/540c38121a374f0d905bbe705982c205.jpg,https://images.autotrader.com/hn/c/540c38121a374f0d905bbe705982c205.jpg,9e8a9940-daf8-11eb-85e7-db360aa207aa.jpg,,1656740691156,1625204691178,182658
44,https://images.autotrader.com/hn/c/ee1657b743d649f999751f1ba0a5b1f9.jpg,https://images.autotrader.com/hn/c/ee1657b743d649f999751f1ba0a5b1f9.jpg,9ebb9450-daf8-11eb-a763-0f12f32ceffc.jpg,,1656740691477,1625204691515,159422
45,https://images.autotrader.com/hn/c/7a0e6f1ce3674f1aac92e55fef64fe7f.jpg,https://images.autotrader.com/hn/c/7a0e6f1ce3674f1aac92e55fef64fe7f.jpg,9efa4b00-daf8-11eb-84db-0b436f31b159.jpg,,1656740691887,1625204691904,150136
46,https://images.autotrader.com/hn/c/ade7a312ee1f4e4aa05207101f873438.jpg,https://images.autotrader.com/hn/c/ade7a312ee1f4e4aa05207101f873438.jpg,9f6086e0-daf8-11eb-9a00-2701eb012a59.jpg,,1656740692558,1625204692579,150290
47,https://images.autotrader.com/hn/c/123daeee647c4ad3a71e282b1af432c1.jpg,https://images.autotrader.com/hn/c/123daeee647c4ad3a71e282b1af432c1.jpg,9fb7a790-daf8-11eb-9a4d-7d644d1c09a4.jpg,,1656740693129,1625204693144,135444
48,https://images.autotrader.com/hn/c/b8412bb743714a5ea03559f33bb4601f.jpg,https://images.autotrader.com/hn/c/b8412bb743714a5ea03559f33bb4601f.jpg,9fc981e0-daf8-11eb-a242-71a353b56b0a.jpg,,1656740693246,1625204693258,86046
49,https://www.autotrader.com/content/web/images/na/partner-tiles/255821.gif,https://www.autotrader.com/content/web/images/na/partner-tiles/255821.gif,a1649440-daf8-11eb-a94d-1f85355e36a7.gif,,1625291095939,1625204695941,1565
