user_id,value
46770300793,"b'{""version"":5,""seq_id"":20,""snapshot_at_ms"":1626812946616,""snapshot_app_version"":""194.0.0.36.172"",""pending_request_count"":0,""spam_requests_total"":0,""has_pending_top_requests"":false,""should_hide_message_preview"":false,""inbox_has_older"":false,""experiment_parameter_values"":[{""universe"":""ig_android_direct_inbox_snapshot_limits"",""name"":""snapshot_thread_count"",""value"":""20""},{""universe"":""ig_android_direct_inbox_snapshot_limits"",""name"":""snapshot_messages_per_thread_count"",""value"":""10""}],""inbox_folder_session_map"":{""0"":{""inbox_has_older"":false,""inbox_prev_key"":{""timestamp_seconds"":2147483647,""thread_v2_id"":""18446744073709551615""},""inbox_next_key"":{""timestamp_seconds"":2147483647,""thread_v2_id"":""18446744073709551615""}},""1"":{""inbox_has_older"":false,""inbox_prev_key"":{""timestamp_seconds"":2147483647,""thread_v2_id"":""18446744073709551615""},""inbox_next_key"":{""timestamp_seconds"":2147483647,""thread_v2_id"":""18446744073709551615""}}}}'"
