_id,sdocUUID,strokeFilePath,state,recognitionCount,lastModifiedAt
1,46976171-1965-ebf8-0000-0178ce280273_screenoff,/data/user/0/com.samsung.android.app.notes/SDocData/1618366432027.sdocx,2,0,1618366482386
