tag,work_spec_id
com.samsung.android.mobileservice.social.buddy.account.presentation.worker.BuddySyncWorker,b90d006e-c924-422d-8236-61a901f420b6
com.samsung.android.mobileservice.social.buddy.account.presentation.worker.BuddySyncWorker,7ee84923-588b-4cab-91f4-8fb70172840e
BUDDY_WORK,7ee84923-588b-4cab-91f4-8fb70172840e
