RecordId,formal,alias
1,Monday,월 요 일
2,Monday,월 요 일 날
3,Monday,월 요 일 날
4,Monday,월 욜
5,Monday,월 욜 날
6,Monday,월 욜 날
7,Tuesday,화 요 일
8,Tuesday,화 요 일 날
9,Tuesday,화 요 일 날
10,Tuesday,화 욜
11,Tuesday,화 욜 날
12,Tuesday,화 욜 날
13,Wednesday,수 요 일
14,Wednesday,수 요 일 날
15,Wednesday,수 요 일 날
16,Wednesday,수 욜
17,Wednesday,수 욜 날
18,Wednesday,수 욜 날
19,Thursday,목 요 일
20,Thursday,목 요 일 날
21,Thursday,목 요 일 날
22,Thursday,목 욜
23,Thursday,목 욜 날
24,Thursday,목 욜 날
25,Friday,금 요 일
26,Friday,금 요 일 날
27,Friday,금 요 일 날
28,Friday,금 욜
29,Friday,금 욜 날
30,Friday,금 욜 날
31,Saturday,토 요 일
32,Saturday,토 요 일 날
33,Saturday,토 요 일 날
34,Saturday,토 욜
35,Saturday,토 욜 날
36,Saturday,토 욜 날
37,Sunday,일 요 일
38,Sunday,일 요 일 날
39,Sunday,일 요 일 날
40,Sunday,일 욜
41,Sunday,일 욜 날
42,Sunday,일 욜 날
43,Sunday,주 일
