_id,snapId,timestamp,mediaId,mediaIv,mediaKey,snapType,mediaUrl,durationInMs,attachmentUrl,cognacAttachmentUri,zipped,storyRowId,isInfiniteDuration,groupType,contextClientInfo
408,ApXwMmnNSxetmns9oiey8AAAAHVRpvO6shAMgAXqoLRE4AXqoK7HgAAFRgA,1626319073760,ApXwMmnNSxetmns9oiey8AAAAHVRpvO6shAMgAXqoLRE4AXqoK7HgAAFRgA,3HM5SGqDzfCiH8O8L9JqxA==,Es3qPe7d9j2tryqcVTQE4itnbYLItIHQ0vNx9UTkHXM=,1,https://bolt-gcdn.sc-cdn.net/3/a8ztWU3NzkJXXVbCZ9Hzu?bo=EhUaABoAIgYI4fTDhwYyAX1IAlATYAE%3D&uc=19,9940,,,1,,0,UserStory,
409,ApXwMmnNSxetmns9oiey8AAAAv56am6M7i5N5AXqoLPgBAXqoK7AiAAFRgA,1626319073314,ApXwMmnNSxetmns9oiey8AAAAv56am6M7i5N5AXqoLPgBAXqoK7AiAAFRgA,9mX5N2+K3luU6Kc83+beDQ==,AniAv/02C/0S2KMe1r41qiz2rdZJQCIDPmpdbcklGSU=,1,https://bolt-gcdn.sc-cdn.net/3/lOlJvkJjB4dr19HILJRnf?bo=EhUaABoAIgYI4fTDhwYyAX1IAlATYAE%3D&uc=19,10400,,,1,,0,UserStory,
449,IbsRVUO2QDm_kg6lbjuZIAAAAzXpodmfyxii4AXrFH9CvAXrFH86CAAFRgA,1626804833922,IbsRVUO2QDm_kg6lbjuZIAAAAzXpodmfyxii4AXrFH9CvAXrFH86CAAFRgA,DFZWfdIzD6kxq7EvnhR4Yw==,itwmCEprwlfkPEfVkVrjgnM5K3qOIDeySeOwXW33Kq4=,0,https://bolt-gcdn.sc-cdn.net/3/NklipRlxN4vqX4AG6VtdG?bo=EiIaABoAIgYI4cfhhwYyAX06AwQOeEIGCPak3IcGSAJQE2AB&uc=19,10000,,,0,,1,UserStory,
450,IbsRVUO2QDm_kg6lbjuZIAAAAdcPRzrF3jdOMAXrFHs8BAXrFHs2HAAFRgA,1626804768135,IbsRVUO2QDm_kg6lbjuZIAAAAdcPRzrF3jdOMAXrFHs8BAXrFHs2HAAFRgA,MH4BYt+Tv5YgjnyLRPLzxg==,i2fOm+rgLDXgdAPReIhspo/wzNcJrVdJDz4Q+HjpQW8=,0,https://cf-st.sc-cdn.net/a/rAS5LNEHJimeW9yZIktyy?bo=EiIaABoAIgYIoMfhhwYyAQE6AwQOeEIGCLSk3IcGSAJQE2AB&uc=19,10000,,,0,,1,UserStory,
