_id,tweet_type,type,sender_id,owner_id,tag,g_status_id,ref_id,is_read,updated_at,pc,preview_draft_id,preview_media
7276,0,0,361289499,1378525099184291843,-1,1417144324068974594,1417144324068974594,0,1626708510000,,,
7277,0,0,44196397,1378525099184291843,-1,1416479939155697664,1416479939155697664,0,1626550109000,,,
7278,0,0,44196397,1378525099184291843,-1,1416951898049896450,1416951898049896450,0,1626662632000,,,
7279,0,0,23339107,1378525099184291843,-1,1417228972128014337,1417228972128014337,0,1626728692000,,,
7280,0,0,83202218,1378525099184291843,-1,1416862566165450754,1416862566165450754,0,1626641334000,,,
7281,0,0,44196397,1378525099184291843,-1,1416970848104173574,1416970848104173574,0,1626667150000,,,
7282,0,0,1061349266545885185,1378525099184291843,-1,1416962056121692162,1416962056121692162,0,1626665054000,,,
7283,0,0,522777613,1378525099184291843,-1,1416846335454683142,1416846335454683142,0,1626637464000,,,
7284,0,0,958118843636854784,1378525099184291843,-1,1417021402117414912,1417021402117414912,0,1626679203000,,,
7285,0,0,14602335,1378525099184291843,-1,1416477420320968704,1416477420320968704,0,1626549508000,,,
7286,0,0,958118843636854784,1378525099184291843,-1,1416636289810452484,1416636289810452484,0,1626587385000,,,
7288,0,0,44196397,1378525099184291843,-1,1416961748138033152,1416961748138033152,0,1626664981000,,,
7289,0,0,1362987750312599552,1378525099184291843,-1,1416893823335256066,1416893823335256066,0,1626648786000,,,
7290,0,0,3367334171,1378525099184291843,-1,1417039512325267456,1417039512325267456,0,1626683521000,,,
7291,0,0,958118843636854784,1378525099184291843,-1,1417188477670608900,1417188477670608900,0,1626719037000,,,
7292,0,0,30699048,1378525099184291843,-1,1417215688666599424,1417215688666599424,0,1626725525000,,,
7293,0,0,1263491240336769026,1378525099184291843,-1,1416830319647330304,1416830319647330304,0,1626633646000,,,
7294,0,0,170049408,1378525099184291843,-1,1417218993325318144,1417218993325318144,0,1626726313000,,,
7295,0,0,958118843636854784,1378525099184291843,-1,1417185757052096521,1417185757052096521,0,1626718389000,,,
7296,0,0,389058058,1378525099184291843,-1,1417117029211967496,1417117029211967496,0,1626702003000,,,
7297,0,0,83202218,1378525099184291843,-1,1416990558346752001,1416990558346752001,0,1626671850000,,,
7298,0,0,1285515311807000576,1378525099184291843,-1,1416875631069908992,1416875631069908992,0,1626644449000,,,
7299,0,0,3367334171,1378525099184291843,-1,1417167823193837570,1417167823193837570,0,1626714113000,,,
7300,0,0,3367334171,1378525099184291843,-1,1417084808363184130,1417084808363184130,0,1626694321000,,,
7301,0,0,3367334171,1378525099184291843,-1,1416873391345311754,1416873391345311754,0,1626643915000,,,
7302,0,0,475222380,1378525099184291843,-1,1416468531886108677,1416468531886108677,0,1626547389000,,,
7303,0,0,3367334171,1378525099184291843,-1,1416994034606874626,1416994034606874626,0,1626672678000,,,
7304,0,0,357312062,1378525099184291843,-1,1417214434183827467,1417214434183827467,0,1626725226000,,,
7305,0,0,1337780902680809474,1378525099184291843,-1,1417214472301727745,1417214472301727745,0,1626725235000,,,
7306,0,0,1156074409767178240,1378525099184291843,-1,1416971974295920640,1416971974295920640,0,1626667419000,,,
7307,0,0,522777613,1378525099184291843,-1,1416535506549104649,1416535506549104649,0,1626563357000,,,
7309,0,0,1392321879176736768,1378525099184291843,-1,1417067871407009795,1417067871407009795,0,1626690283000,,,
7310,0,0,1382286431654195200,1378525099184291843,-1,1417132742291206147,1417132742291206147,0,1626705749000,,,
7311,0,0,958118843636854784,1378525099184291843,-1,1417009314800103427,1417009314800103427,0,1626676322000,,,
7312,0,0,958118843636854784,1378525099184291843,-1,1417215710850273311,1417215710850273311,0,1626725530000,,,
7313,0,0,1530530365,1378525099184291843,-1,1417182451517075459,1417182451517075459,0,1626717601000,,,
7314,0,0,1287962461908406279,1378525099184291843,-1,1417112629450006528,1417112629450006528,0,1626700954000,,,
7315,0,0,1379030162776412165,1378525099184291843,-1,1417081020717928452,1417081020717928452,0,1626693418000,,,
7316,0,0,958118843636854784,1378525099184291843,-1,1417125825787441156,1417125825787441156,0,1626704100000,,,
7317,0,0,1285515311807000576,1378525099184291843,-1,1416866300811300865,1416866300811300865,0,1626642224000,,,
7318,0,0,958118843636854784,1378525099184291843,-1,1417105440538648578,1417105440538648578,0,1626699240000,,,
7319,0,0,1266038324059418630,1378525099184291843,-1,1417142799841980421,1417142799841980421,0,1626708147000,,,
7320,0,0,3367334171,1378525099184291843,-1,1417069933226336257,1417069933226336257,0,1626690774000,,,
7321,0,0,1353637182184050689,1378525099184291843,-1,1417181831741550597,1417181831741550597,0,1626717453000,,,
7322,0,0,958118843636854784,1378525099184291843,-1,1416772245096067075,1416772245096067075,0,1626619800000,,,
7323,0,0,958118843636854784,1378525099184291843,-1,1417207620142714883,1417207620142714883,0,1626723601000,,,
7324,0,0,475222380,1378525099184291843,-1,1416530016159023104,1416530016159023104,0,1626562048000,,,
7325,0,0,475222380,1378525099184291843,-1,1416521238202265607,1416521238202265607,0,1626559955000,,,
7326,0,0,736235995012665344,1378525099184291843,-1,1417220197711233031,1417220197711233031,0,1626726600000,,,
7327,0,0,2426313439,1378525099184291843,-1,1416932441122553865,1416932441122553865,0,1626657993000,,,
7328,0,0,3740778132,1378525099184291843,-1,1417182826110144512,1417182826110144512,0,1626717690000,,,
7329,0,0,943506806931734528,1378525099184291843,-1,1416949161006673920,1416949161006673920,0,1626661980000,,,
7330,0,0,958118843636854784,1378525099184291843,-1,1416526954346336257,1416526954346336257,0,1626561318000,,,
7331,0,0,1171155332917321730,1378525099184291843,-1675864589,1416418973776859138,1416418973776859138,0,1626731250927,b'J\x03j\x10205ea804dc9d4213j\x0cNoDisclosure\x198j\x07Peacock00\x1d\x10@\xc7\x91\xfbW`\x02\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\tpeacockTV8X',,
7332,0,0,628899279,1378525099184291843,743666536,1393210187670904833,1393210187670904833,0,1626731250928,b'J\x03j\x10605ebe13d09b33268\x198j\x0fTwitter Surveys00\x1c%|=\xcf\t\x08\x01\t\x08\x018j\x0eTwitterSurveys8X',,
7333,0,0,71026122,1378525099184291843,1224978067,1407746603981623299,1407746603981623299,0,1626731250928,b'J\x03j\x10205effc6ad44db4ej\x0cNoDisclosure\x198B\nMcDonald\xe2\x80\x99s00\x1c\x04;\xc5\xca\t\x08\x01\t\t\x08\x01\x12\x03\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x010j\x18image_app_card_variationj\x0108j\tMcDonalds8X',,
7334,0,0,2815661158,1378525099184291843,384558216,1415449806009339905,1415449806009339905,0,1626731250928,b'J\x03j\x10205e0bf81e3cd8dbj\x0cNoDisclosure\x198j\x06Gemini00\x1c\xa7\xd3\x94f\t\x08\x01\t\x08\x02j\x18image_app_card_variationj\x0108j\x06Gemini8X',,
7335,0,0,1100982077636280321,1378525099184291843,-1117471462,1409362827802857475,1409362827802857475,0,1626731250929,"b""J\x03j\x10205e5ca7dc1fc5dfj\x0cNoDisclosure\x198j\x19Evony - The King's Return00\x1d\x0fGy]\xc9\x95\x00\x01\t\x08\x01\t\t\x08\x01\x12\x03\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x010j\x18image_app_card_variationj\x0108j\x07evony_s8X""",,
7336,0,0,18994444,1378525099184291843,1866825478,1379523028661469190,1379523028661469190,0,1626731250929,b'J\x03j\x10205e72b3d5315ef3j\x0cNoDisclosure\x198j\x03IBM00\x1c\x01!\xd5\x0c\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\x03IBMI\x08\x01\x12\x01\x08\x02j\x06twclidj\x14114172396943335997458j\tUndefinedXX',,
7337,0,0,864347902029709314,1378525099184291843,-751603753,1326376373800361988,1326376373800361988,0,1626731250929,b'J\x03j\x10205e60a8bfd93e6cj\x0cNoDisclosure\x198j\nCrypto.com00\x1d\x0b\xfe\xc7\xd6^\xd5\xc0\x02\t\x08\x01\t\t\x08\x01\x12\x03\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x010j\x18image_app_card_variationj\x0108j\tcryptocom8X',,
7338,0,0,770583695652560896,1378525099184291843,-393994786,1413036809848639489,1413036809848639489,0,1626731250929,b'J\x03j\x10205e24eb739a82d7j\x0cNoDisclosure\x198j\x06Webull00\x1d\n\xb1\xa9\xc9\xd9\x14 \x00\t\x08\x01\t\t\x08\x01\x12\x03\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x010j\x18image_app_card_variationj\x0108j\x0cWebullGlobal8X',,
7339,0,0,4749694974,1378525099184291843,-1161838474,1315900490362707968,1315900490362707968,0,1626731250930,b'J\x03j\x10205e77fa7157841fj\x0cNoDisclosure\x198j\x0cLords Mobile00\x1d\x00\x00\x00\x01\x1b\x1a\x97\xfe\t\x08\x01\t\t\x08\x01\x12\x03\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x010j\x18image_app_card_variationj\x0108j\x0bLordsMobile8X',,
7340,0,0,1328197917975347200,1378525099184291843,14099387,1415188976911085570,1415188976911085570,0,1626731250930,b'J\x03j\x10205e098670f8ed73j\x0cNoDisclosure\x198j\rTWD:Survivors00\x1d\x12n\xb4\xf8$U\x80\x00\t\x08\x01\t\t\x08\x01\x12\x03\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x010j\x18image_app_card_variationj\x0108j\x0eTWD__Survivors8X',,
7341,0,0,50687788,1378525099184291843,838822632,1415051671382773769,1415051671382773769,0,1626731250930,"b""J\x03j\x10205e54f94cdd92aaj\x0cNoDisclosure\x198j\x06Macy's00\x1c\x03\x05o,\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\x05MacysI\x08\x01\x12\x01\x08\x02j\x06twclidj\x14114172396943377858658j\tUndefinedXX""",,
7342,0,0,1169019367054630912,1378525099184291843,-1657084440,1416200078021169152,1416200078021169152,0,1626731250931,b'J\x03j\x10205e30a58f17163cj\x0cNoDisclosure\x198j\nSnake Eyes00\x1d\x1090\xeb\xac\xd7\xe0\x00\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\x0eSnakeEyesMovieI\x08\x01\x12\x01\x08\x02j\x06twclidj\x14114172396943336529948j\tUndefinedXX',,
7343,0,0,574032254,1378525099184291843,-339745062,1405666389512261636,1405666389512261636,0,1626731250931,"b'J\x03j\x10205e390bebc9cd88j\x0cNoDisclosure\x198j\x08Coinbase00\x1c""7\t~\t\x08\x01\t\x08\x02j\x18image_app_card_variationj\x0108j\x08coinbase8X'",,
7344,0,0,2839430431,1378525099184291843,833247106,1400402000320344066,1400402000320344066,0,1626731250931,b'J\x03j\x10205e688df15330ddj\x0cNoDisclosure\x198B\nPok\xc3\xa9mon GO00\x1c\xa9>E\x1f\t\x08\x01\t\t\x08\x01\x12\x03\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x010j\x18image_app_card_variationj\x0108j\x0cPokemonGoApp8X',,
7345,0,0,1305940272,1378525099184291843,-886803835,1413257281563725824,1413257281563725824,0,1626731250931,b'J\x03j\x10205e85a8b7949084j\x0cNoDisclosure\x198j\x05Slack00\x1cM\xd7\x110\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\x07SlackHQI\x08\x01\x12\x01\x08\x02j\x06twclidj\x14114172396943420702728j\tUndefinedXX',,
7346,0,0,89090040,1378525099184291843,1135928859,1414619474184056843,1414619474184056843,0,1626731250932,b'J\x03j\x10205ede314b37eddaj\x0cNoDisclosure\x198j\x07HBO Max00\x1c\x05Og\xf8\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\x06hbomaxI\x08\x01\x12\x01\x08\x02j\x06twclidj\x14114172396943294996508j\tUndefinedXX',,
7347,0,0,16940993,1378525099184291843,-1217046302,1410982175806087181,1410982175806087181,0,1626731250932,b'J\x03j\x10205e72662cb7ecb7j\x0cNoDisclosure\x198j\x0cSleep Number00\x1c\x01\x02\x7f\xc1\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\x0bsleepnumberI\x08\x01\x12\x01\x08\x02j\x06twclidj\x14114172396943377735688j\tUndefinedXX',,
7367,0,0,1266038324059418630,1378525099184291843,-1,1417204805223665677,1417204805223665677,0,1626722930000,,,
7368,1,0,357312062,1378525099184291843,-1,1416929953615126528,1417215484466909186,0,1626657400000,,,
7369,0,0,958118843636854784,1378525099184291843,-1,1417239829209747466,1417239829209747466,0,1626731280000,,,
7370,0,0,3367334171,1378525099184291843,-1,1417220894754234368,1417220894754234368,0,1626726766000,,,
7371,0,0,978732571738755072,1378525099184291843,-1,1417209146366119939,1417209146366119939,0,1626723965000,,,
7372,1,0,357312062,1378525099184291843,-1,1417040781660114948,1417141999740743682,0,1626683824000,,,
7373,0,0,1171155332917321730,1378525099184291843,-863794550,1416418973776859138,1416418973776859138,0,1626731361326,b'J\x03j\x10205fd492d8323222j\x0cNoDisclosure\x198j\x07Peacock00\x1d\x10@\xc7\x91\xfbW`\x02\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\tpeacockTV8X',,
7382,0,0,1365938037746720768,1378525099184291843,-1,1416992508777742339,1416992508777742339,0,1626672315000,,,
7383,0,0,1378525099184291843,1378525099184291843,-1,1417241256212709377,1417241256212709377,1,1626731621000,,,
7384,0,0,958118843636854784,1378525099184291843,-1,1417241295802667024,1417241295802667024,0,1626731630000,,,
7385,0,0,1358176095850229761,1378525099184291843,-1,1417137599559393282,1417137599559393282,0,1626706907000,,,
7386,0,0,1171155332917321730,1378525099184291843,1957854946,1416418973776859138,1416418973776859138,0,1626731648716,b'J\x03j\x102061bb657ff0db3fj\x0cNoDisclosure\x198j\x07Peacock00\x1d\x10@\xc7\x91\xfbW`\x02\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\tpeacockTV8X',,
7391,0,6,475222380,1378525099184291843,-1,1417230735732260872,1417230735732260872,0,1626729112000,,,
7392,0,6,475222380,1378525099184291843,-1,1417474926290915329,1417474926290915329,0,1626787332000,,,
7393,0,6,1378525099184291843,1378525099184291843,-1,1417241256212709377,1417241256212709377,0,1626731621000,,,
7440,2,0,260907612,1378525099184291843,-1,1417254443901407233,1417254443901407233,0,1626734765000,,,
7441,2,0,34743251,1378525099184291843,-1,1417288642662338564,1417288642662338564,0,1626742919000,,,
7442,2,0,1530530365,1378525099184291843,-1,1417454299135811625,1417454299135811625,0,1626782414000,,,
7443,2,0,389058058,1378525099184291843,-1,1417117029211967496,1417117029211967496,0,1626702003000,,,
7444,2,0,20205854,1378525099184291843,-1,1417486166773977102,1417486166773977102,0,1626790012000,,,
7445,2,0,1108263516656545793,1378525099184291843,-1,1417102101633765384,1417102101633765384,0,1626698444000,,,
7446,0,0,3367334171,1378525099184291843,-1,1417311164728553475,1417311164728553475,0,1626748288000,,,
7447,0,0,958118843636854784,1378525099184291843,-1,1417328180382232580,1417328180382232580,0,1626752345000,,,
7448,0,0,958118843636854784,1378525099184291843,-1,1417353477915693057,1417353477915693057,0,1626758376000,,,
7449,0,0,1381175652410359809,1378525099184291843,-1,1417545328677605380,1417545328677605380,0,1626804117000,,,
7450,0,0,1061349266545885185,1378525099184291843,-1,1417169161332006947,1417169161332006947,0,1626714432000,,,
7451,1,0,475222380,1378525099184291843,-1,1417567571092574213,1417569114814656517,0,1626809420000,,,
7452,0,0,3367334171,1378525099184291843,-1,1417447172581302275,1417447172581302275,0,1626780715000,,,
7454,0,0,1345576584204353543,1378525099184291843,-1,1417303959467819008,1417303959467819008,0,1626746570000,,,
7455,0,0,2207129125,1378525099184291843,-1,1417444691126013956,1417444691126013956,0,1626780123000,,,
7456,0,0,250980843,1378525099184291843,-1,1417516156915798016,1417516156915798016,0,1626797162000,,,
7457,0,0,943506806931734528,1378525099184291843,-1,1417328409655463942,1417328409655463942,0,1626752400000,,,
7458,0,0,2825046141,1378525099184291843,-1,1417081545043714048,1417081545043714048,0,1626693543000,,,
7459,0,0,958118843636854784,1378525099184291843,-1,1417553264598392832,1417553264598392832,0,1626806009000,,,
7460,0,0,3367334171,1378525099184291843,-1,1417341300609855491,1417341300609855491,0,1626755473000,,,
7461,0,0,1327826223003824133,1378525099184291843,-1,1417279165561253889,1417279165561253889,0,1626740659000,,,
7462,0,0,83202218,1378525099184291843,-1,1417345146375507970,1417345146375507970,0,1626756390000,,,
7463,0,0,20205854,1378525099184291843,-1,1417486166773977102,1417486166773977102,0,1626790012000,,,
7464,0,0,246911146,1378525099184291843,-1,1417540843330842627,1417540843330842627,0,1626803048000,,,
7465,0,0,1362987750312599552,1378525099184291843,-1,1417237972865409035,1417237972865409035,1,1626730838000,,,
7466,0,0,1331971465604960258,1378525099184291843,-1,1417353528654319648,1417353528654319648,0,1626758389000,,,
7467,0,0,1351012810805882888,1378525099184291843,-1,1417545254077562880,1417545254077562880,0,1626804099000,,,
7468,0,0,1279882965162565635,1378525099184291843,-1,1417252236795817991,1417252236795817991,0,1626734239000,,,
7469,0,0,3367334171,1378525099184291843,-1,1417386903649886208,1417386903649886208,0,1626766346000,,,
7470,0,0,2235766772,1378525099184291843,-1,1417377563446444033,1417377563446444033,0,1626764119000,,,
7471,0,0,958118843636854784,1378525099184291843,-1,1417544381943320579,1417544381943320579,0,1626803892000,,,
7472,0,0,1381710148809461762,1378525099184291843,-1,1417370660079349766,1417370660079349766,0,1626762473000,,,
7473,0,0,1530530365,1378525099184291843,-1,1417489410917117958,1417489410917117958,0,1626790785000,,,
7474,0,0,3367334171,1378525099184291843,-1,1417348964064575488,1417348964064575488,0,1626757300000,,,
7475,0,0,83202218,1378525099184291843,-1,1417346166044381194,1417346166044381194,0,1626756633000,,,
7476,0,0,3367334171,1378525099184291843,-1,1417371906207068194,1417371906207068194,0,1626762770000,,,
7477,0,0,475222380,1378525099184291843,-1,1417446992175898654,1417446992175898654,0,1626780672000,,,
7478,0,0,83202218,1378525099184291843,-1,1417340698056069120,1417340698056069120,0,1626755329000,,,
7479,0,0,2373039386,1378525099184291843,-1,1417369829376290817,1417369829376290817,0,1626762275000,,,
7480,0,0,30599261,1378525099184291843,-1,1417328847456927754,1417328847456927754,0,1626752504000,,,
7481,0,0,958118843636854784,1378525099184291843,-1,1417273048974168064,1417273048974168064,0,1626739201000,,,
7482,0,0,235348644,1378525099184291843,-1,1417251070989029376,1417251070989029376,0,1626733961000,,,
7483,0,0,3367334171,1378525099184291843,-1,1417545178773131267,1417545178773131267,0,1626804081000,,,
7484,0,0,1530530365,1378525099184291843,-1,1417470736206282770,1417470736206282770,0,1626786333000,,,
7485,0,0,958118843636854784,1378525099184291843,-1,1417341424329101323,1417341424329101323,0,1626755503000,,,
7486,0,0,1530530365,1378525099184291843,-1,1417547617572110338,1417547617572110338,0,1626804663000,,,
7487,0,0,3367334171,1378525099184291843,-1,1417417035026419712,1417417035026419712,0,1626773530000,,,
7488,0,0,1305184707601141760,1378525099184291843,-1,1417135566752210944,1417135566752210944,0,1626706422000,,,
7489,0,0,958118843636854784,1378525099184291843,-1,1417295813454172160,1417295813454172160,0,1626744628000,,,
7490,0,0,2928030234,1378525099184291843,-1,1417492879291961352,1417492879291961352,0,1626791612000,,,
7491,1,0,958118843636854784,1378525099184291843,-1,1417315338002206723,1417752562397192194,0,1626749283000,,,
7492,0,0,522777613,1378525099184291843,-1,1417257310657949703,1417257310657949703,0,1626735448000,,,
7493,0,0,83202218,1378525099184291843,-1,1417345892647063573,1417345892647063573,0,1626756568000,,,
7494,0,0,958118843636854784,1378525099184291843,-1,1417479404599480321,1417479404599480321,0,1626788400000,,,
7495,0,0,958118843636854784,1378525099184291843,-1,1417455497758711808,1417455497758711808,0,1626782700000,,,
7496,0,0,2494554374,1378525099184291843,-1,1417276576832577546,1417276576832577546,0,1626740042000,,,
7497,0,0,958118843636854784,1378525099184291843,-1,1417470848760524805,1417470848760524805,0,1626786360000,,,
7498,0,0,310400410,1378525099184291843,-1,1417100030658363392,1417100030658363392,0,1626697950000,,,
7499,0,0,3367334171,1378525099184291843,-1,1417401779826876432,1417401779826876432,0,1626769893000,,,
7500,0,0,44196397,1378525099184291843,-1,1417274819461095432,1417274819461095432,0,1626739623000,,,
7501,0,0,1291945442,1378525099184291843,-1,1417462600669880320,1417462600669880320,0,1626784393000,,,
7502,0,0,83202218,1378525099184291843,-1,1417340832294785037,1417340832294785037,0,1626755361000,,,
7503,0,0,17427120,1378525099184291843,-1,1417300116667502594,1417300116667502594,0,1626745654000,,,
