_id,tweet_type,type,sender_id,owner_id,tag,g_status_id,ref_id,is_read,updated_at,pc,preview_draft_id,preview_media
4405,0,6,475222380,1378525099184291843,-1,1405587846363336713,1405587846363336713,0,1623953231000,,,
5324,0,0,1378525099184291843,1378525099184291843,-1,1410457439334449156,1410457439334449156,0,1625114233000,,,
6951,0,6,189247694,1378525099184291843,-1,1416166391594561537,1416166391594561537,0,1626475353000,,,
6953,0,6,475222380,1378525099184291843,-1,1416415714274160643,1416415714274160643,0,1626534796000,,,
6954,0,6,348850186,1378525099184291843,-1,1416206100924338184,1416206100924338184,0,1626484820000,,,
6956,0,6,1369435613330608135,1378525099184291843,-1,1416154247389925391,1416154247389925391,0,1626472458000,,,
6958,0,6,495242747,1378525099184291843,-1,1416074010689998851,1416074010689998851,0,1626453328000,,,
7167,0,6,522777613,1378525099184291843,-1,1416846335454683142,1416846335454683142,0,1626637464000,,,
7168,0,6,475222380,1378525099184291843,-1,1416468531886108677,1416468531886108677,0,1626547389000,,,
7169,0,6,475222380,1378525099184291843,-1,1416765472360603652,1416765472360603652,0,1626618185000,,,
7170,0,6,727007094,1378525099184291843,-1,1416746394795212801,1416746394795212801,0,1626613637000,,,
7171,0,6,475222380,1378525099184291843,-1,1416751563972956160,1416751563972956160,0,1626614869000,,,
7172,0,6,475222380,1378525099184291843,-1,1416521238202265607,1416521238202265607,0,1626559955000,,,
7173,2,6,778187008455876609,1378525099184291843,-1,1417131618846838788,1417131618846838788,0,1626705481000,,,
7174,0,6,1360032728725544960,1378525099184291843,-1,1416925648946450433,1416925648946450433,0,1626656374000,,,
7175,0,6,475222380,1378525099184291843,-1,1417122181746671619,1417122181746671619,0,1626703231000,,,
7176,0,6,717926102614716417,1378525099184291843,-1,1416775410663182339,1416775410663182339,0,1626620554000,,,
7177,0,6,105533433,1378525099184291843,-1,1417145238288805888,1417145238288805888,0,1626708728000,,,
7178,0,6,475222380,1378525099184291843,-1,1417131913316339714,1417131913316339714,0,1626705551000,,,
7231,0,0,713442354213101569,1378525099184291843,-1,1416774308416872454,1416774308416872454,0,1626620292000,,,
7232,0,0,958118843636854784,1378525099184291843,-1,1416589551791788036,1416589551791788036,0,1626576242000,,,
7233,0,0,958118843636854784,1378525099184291843,-1,1417029105116016642,1417029105116016642,0,1626681040000,,,
7234,0,0,475222380,1378525099184291843,-1,1416765472360603652,1416765472360603652,0,1626618185000,,,
7235,0,0,3367334171,1378525099184291843,-1,1417024432388857856,1417024432388857856,0,1626679926000,,,
7236,0,0,3367334171,1378525099184291843,-1,1416571159806685191,1416571159806685191,0,1626571857000,,,
7237,0,0,958118843636854784,1378525099184291843,-1,1416999659495514113,1416999659495514113,0,1626674020000,,,
7238,0,0,958118843636854784,1378525099184291843,-1,1416998822903836676,1416998822903836676,0,1626673820000,,,
7239,0,0,42584365,1378525099184291843,-1,1416953747356323840,1416953747356323840,0,1626663073000,,,
7240,0,0,958118843636854784,1378525099184291843,-1,1417132116479983625,1417132116479983625,0,1626705600000,,,
7241,0,0,23934755,1378525099184291843,-1,1416909492663562240,1416909492663562240,0,1626652522000,,,
7242,0,0,83202218,1378525099184291843,-1,1416623343952973829,1416623343952973829,0,1626584299000,,,
7243,0,0,29873662,1378525099184291843,-1,1417178018116734978,1417178018116734978,0,1626716544000,,,
7244,0,0,58410144,1378525099184291843,-1,1417144176379052032,1417144176379052032,0,1626708475000,,,
7246,0,0,30699048,1378525099184291843,-1,1417228765508210691,1417228765508210691,0,1626728643000,,,
7247,0,0,522777613,1378525099184291843,-1,1416523691526180864,1416523691526180864,0,1626560540000,,,
7248,0,0,475222380,1378525099184291843,-1,1416751563972956160,1416751563972956160,0,1626614869000,,,
7249,0,0,281062002,1378525099184291843,-1,1416744123231518723,1416744123231518723,0,1626613095000,,,
7250,0,0,958118843636854784,1378525099184291843,-1,1417004701178994688,1417004701178994688,0,1626675222000,,,
7251,0,0,958118843636854784,1378525099184291843,-1,1417148474802401286,1417148474802401286,0,1626709500000,,,
7252,0,0,44196397,1378525099184291843,-1,1417207016519454724,1417207016519454724,0,1626723457000,,,
7253,0,0,3429950987,1378525099184291843,-1,1417106958780301317,1417106958780301317,0,1626699602000,,,
7254,0,0,1530530365,1378525099184291843,-1,1416791622831034371,1416791622831034371,0,1626624420000,,,
7255,0,0,3367334171,1378525099184291843,-1,1416934018537426947,1416934018537426947,0,1626658370000,,,
7256,0,0,1530530365,1378525099184291843,-1,1417122053413560324,1417122053413560324,0,1626703201000,,,
7257,0,0,475222380,1378525099184291843,-1,1417131913316339714,1417131913316339714,0,1626705551000,,,
7258,0,0,125728081,1378525099184291843,-1,1417142659009945608,1417142659009945608,0,1626708113000,,,
7259,0,0,2914963351,1378525099184291843,-1,1416895504424738816,1416895504424738816,0,1626649187000,,,
7260,0,0,958118843636854784,1378525099184291843,-1,1417165155033489414,1417165155033489414,0,1626713477000,,,
7261,0,0,867701249998811136,1378525099184291843,-1,1414977690130657288,1414977690130657288,0,1626191944000,,,
7262,0,0,44196397,1378525099184291843,-1,1416663763151949824,1416663763151949824,0,1626593936000,,,
7263,0,0,958118843636854784,1378525099184291843,-1,1417137653435224064,1417137653435224064,0,1626706920000,,,
7264,0,0,475222380,1378525099184291843,-1,1416520804343365632,1416520804343365632,0,1626559852000,,,
7265,0,0,958118843636854784,1378525099184291843,-1,1417006521846669320,1417006521846669320,0,1626675656000,,,
7266,0,0,958118843636854784,1378525099184291843,-1,1417222815246258176,1417222815246258176,0,1626727224000,,,
7267,0,0,805532293951606785,1378525099184291843,-1,1417208780144644098,1417208780144644098,0,1626723878000,,,
7268,0,0,148590938,1378525099184291843,-1,1416794283789717508,1416794283789717508,0,1626625054000,,,
7269,0,0,958118843636854784,1378525099184291843,-1,1417111983644581891,1417111983644581891,0,1626700800000,,,
7270,1,0,1246522656016359424,1378525099184291843,-1,1416746394795212801,1416769410665095170,0,1626613637000,,,
7271,0,0,475222380,1378525099184291843,-1,1417230735732260872,1417230735732260872,1,1626729112000,,,
7272,0,0,3367334171,1378525099184291843,-1,1416903604959686657,1416903604959686657,0,1626651118000,,,
7273,0,0,30325257,1378525099184291843,-1,1416986287689506826,1416986287689506826,0,1626670831000,,,
7274,0,0,4166856916,1378525099184291843,-1,1416929149155831809,1416929149155831809,0,1626657209000,,,
7275,0,0,30699048,1378525099184291843,-1,1417151763745017859,1417151763745017859,0,1626710284000,,,
