_id,item,category,data1,data2,data3,data4,data5
1,1,Navigation,appinventor.ai_kayipkayik.Maps,,,,
2,2,Navigation,com.autonavi.minimap,,,,
3,3,Navigation,com.baidu.BaiduMap,,,,
4,4,Navigation,com.baidu.BaiduMap.customGear,,,,
5,5,Navigation,com.baidu.BaiduMap.duwear,,,,
6,6,Navigation,com.baidu.navi,,,,
7,7,Navigation,com.citymapper.app.release,,,,
8,8,Navigation,com.exlyo.mapmarker,,,,
9,9,Navigation,com.google.android.apps.m4b,,,,
10,10,Navigation,com.google.android.apps.maps,,,,
11,11,Navigation,com.google.android.street,,,,
12,12,Navigation,com.google.earth,,,,
13,13,Navigation,com.gpsall.n3,,,,
14,14,Navigation,com.halogenapps.gps.route.finder.nevigation.map,,,,
15,15,Navigation,com.infomart.worldmap,,,,
16,16,Navigation,com.location.test,,,,
17,17,Navigation,com.locnall.KimGiSa,,,,
18,18,Navigation,com.magnetic.openmaps,,,,
19,19,Navigation,com.mapfactor.navigator,,,,
20,20,Navigation,com.mapswithme.maps.pro,,,,
21,21,Navigation,com.mnsoft.lgunavi,,,,
22,22,Navigation,com.mnsoft.mappyobn,,,,
23,23,Navigation,com.nhn.android.nmap,,,,
24,24,Navigation,com.pdager,,,,
25,25,Navigation,com.sdu.didi.psnger,,,,
26,26,Navigation,com.skp.lbs.ptransit,,,,
27,27,Navigation,com.skt.skaf.l001mtm091,,,,
28,28,Navigation,com.skt.tmap.ku,,,,
29,29,Navigation,com.sogou.map.android.maps,,,,
30,30,Navigation,com.sygic.aura,,,,
31,31,Navigation,com.tencent.map,,,,
32,32,Navigation,com.thinkware.inaviair,,,,
33,33,Navigation,com.thinkware.sundo.inavi3d,,,,
34,34,Navigation,com.ubercab,,,,
35,35,Navigation,com.ubercab.driver,,,,
36,36,Navigation,com.ulmon.android.citymaps2go,,,,
37,37,Navigation,com.virtualmaze.offlinemapnavigationtracker,,,,
38,38,Navigation,com.waze,,,,
39,39,Navigation,cz.aponia.bor3,,,,
40,40,Navigation,cz.aponia.bor3.offlinemaps,,,,
41,41,Navigation,jp.co.yahoo.android.apps.map,,,,
42,42,Navigation,kr.mappers.AtlanSmart,,,,
43,43,Navigation,kt.navi,,,,
44,44,Navigation,com.lguplus.navi,,,,
45,45,Navigation,me.gfuil.bmap,,,,
46,46,Navigation,menion.android.locus,,,,
47,47,Navigation,net.daum.android.map,,,,
48,48,Navigation,net.psyberia.offlinemaps,,,,
49,49,Navigation,com.autonavi.cmccmap,,,,
50,50,Navigation,com.autonavi.xmgd.navigator.toc,,,,
51,51,Navigation,com.sogou.map.android.minimap,,,,
52,52,Navigation,cld.navi.mainframe,,,,
53,53,Navigation,com.autonavi.minimap.custom,,,,
54,54,Navigation,com.didi.echo,,,,
55,55,Navigation,com.kakao.taxi,,,,
56,56,Navigation,com.kakao.taxi.driver,,,,
57,57,Navigation,com.skplanet.tmaptaxi.android.driver,,,,
58,1001,Store,com.amazon.venezia,,,,
59,1002,Store,com.android.vending,,,,
60,1003,Store,com.getjar.rewards,,,,
61,1004,Store,com.kt.olleh.storefront,,,,
62,1005,Store,com.lguplus.appstore,,,,
63,1006,Store,com.mobogenie,,,,
64,1007,Store,com.sec.android.app.samsungapps,,,,
65,1008,Store,com.skt.skaf.A000Z00040,,,,
66,1009,Store,com.samsung.android.packageinstaller,,,,
67,1010,Store,com.google.android.packageinstaller,,,,
68,2001,Sns,com.facebook.katana,,,,
69,2002,Sns,com.google.android.talk,,,,
70,2003,Sns,com.kakao.talk,,,,
71,2004,Sns,com.sina.weibo,,,,
72,2005,Sns,com.tencent.mobileqq,,,,
73,2006,Sns,com.twitter.android,,,,
74,2007,Sns,com.instagram.android,,,,
75,2008,Sns,com.snapchat.android,,,,
76,2009,Sns,com.facebook.orca,,,,
77,2010,Sns,jp.naver.line.android,,,,
78,2011,Sns,com.tencent.mm,,,,
79,2012,Sns,com.whatsapp,,,,
80,3001,VTCall,com.rsupport.remotemeeting.application,,,,
81,3002,VTCall,omegle.tv,,,,
82,3003,VTCall,co.kr.uplus.arent,,,,
83,3004,VTCall,app.cybrook.teamlink,,,,
84,3005,VTCall,com.prism.live,,,,
85,3006,VTCall,com.nhn.android.band,,,,
86,3007,VTCall,com.instagram.android,,,,
87,3008,VTCall,sg.bigo.live,,,,
88,3009,VTCall,com.discord,,,,
89,3010,VTCall,com.facebook.katana,,,,
90,3011,VTCall,com.facebook.orca,,,,
91,3012,VTCall,com.google.android.apps.meetings,,,,
92,3013,VTCall,com.google.android.apps.tachyon,,,,
93,3014,VTCall,com.google.android.talk,,,,
94,3015,VTCall,com.kakao.talk,,,,
95,3016,VTCall,com.microsoft.teams,,,,
96,3017,VTCall,com.skype.raider,,,,
97,3018,VTCall,com.skype.insiders,,,,
98,3019,VTCall,com.tencent.mm,,,,
99,3020,VTCall,com.tencent.mobileqq,,,,
100,3021,VTCall,jp.naver.line.android,,,,
101,3022,VTCall,com.kt.narle,,,,
102,3023,VTCall,com.tencent.tim,,,,
103,3024,VTCall,com.whatsapp,,,,
104,3025,VTCall,com.wescan.alo,,,,
105,3026,VTCall,us.zoom.videomeetings,,,,
106,3027,VTCall,com.snapchat.android,,,,
107,3028,VTCall,com.imo.android.imoim,,,,
108,3029,VTCall,com.imo.android.imoimhd,,,,
109,3030,VTCall,com.alibaba.android.rimet,,,,
110,3031,VTCall,org.jitsi.meet,,,,
111,3032,VTCall,com.cisco.webex.meetings,,,,
112,3033,VTCall,im.thebot.messenger,,,,
113,3034,VTCall,com.skt.prod.dialer,,,,
114,3035,VTCall,com.sgiggle.production,,,,
115,3036,VTCall,com.sds.meeting,,,,
116,3037,VTCall,org.telegram.messenger,,,,
117,3038,VTCall,org.thoughtcrime.securesms,,,,
118,3039,VTCall,com.viber.voip,,,,
119,3040,VTCall,com.skout.android,,,,
120,3041,VTCall,com.badoo.mobile,,,,
121,3042,VTCall,org.thoughtcrime.securesms,,,,
122,3043,VTCall,com.ale.rainbow,,,,
123,4001,HeavyVTCall,com.facebook.katana,,,,
124,4002,HeavyVTCall,com.google.android.apps.meetings,,,,
125,4003,HeavyVTCall,com.google.android.apps.tachyon,,,,
126,4004,HeavyVTCall,com.kakao.talk,,,,
127,4005,HeavyVTCall,com.kt.narle,,,,
128,4006,HeavyVTCall,com.sgiggle.production,,,,
129,4007,HeavyVTCall,com.skt.prod.dialer,,,,
130,4008,HeavyVTCall,com.skype.insiders,,,,
131,4009,HeavyVTCall,com.skype.raider,,,,
132,4010,HeavyVTCall,com.snapchat.android,,,,
133,4011,HeavyVTCall,com.tencent.mm,,,,
134,4012,HeavyVTCall,com.tencent.mobileqq,,,,
135,4013,HeavyVTCall,com.tencent.tim,,,,
136,4014,HeavyVTCall,com.whatsapp,,,,
137,4015,HeavyVTCall,jp.naver.line.android,,,,
138,4016,HeavyVTCall,us.zoom.videomeetings,,,,
139,5001,ManagedApp,com.netmarble.lineageII,,,,
140,5002,ManagedApp,com.pearlabyss.blackdesertm,,,,
141,5003,ManagedApp,com.supercell.clashroyale,,,,
142,6001,Abusive,com.prism.live,,,,
143,6002,Abusive,com.campmobile.snow,,,,
144,6003,Abusive,com.linecorp.b612.android,,,,
145,6004,Abusive,com.video.fx.live,,,,
146,6005,Abusive,com.kakaovx.homet.user,,,,
147,6006,Abusive,com.facebook.katana,,,,
148,6007,Abusive,com.google.android.apps.meetings,,,,
149,6008,Abusive,com.google.android.apps.tachyon,,,,
150,6009,Abusive,com.kakao.talk,,,,
151,6010,Abusive,com.kt.narle,,,,
152,6011,Abusive,com.sgiggle.production,,,,
153,6012,Abusive,com.skt.prod.dialer,,,,
154,6013,Abusive,com.skype.insiders,,,,
155,6014,Abusive,com.skype.raider,,,,
156,6015,Abusive,com.snapchat.android,,,,
157,6016,Abusive,com.tencent.mm,,,,
158,6017,Abusive,com.tencent.mobileqq,,,,
159,6018,Abusive,com.tencent.tim,,,,
160,6019,Abusive,com.whatsapp,,,,
161,6020,Abusive,jp.naver.line.android,,,,
162,6021,Abusive,us.zoom.videomeetings,,,,
163,6022,Abusive,com.meitu.meiyancamera,,,,
164,7001,Abusive2,com.lguplus.vr5g,,,,
165,8001,SmartSwitch,com.sec.android.easyMover,,,,
166,8002,SmartSwitch,com.mediamushroom.copymydata,,,,
167,8003,SmartSwitch,com.lenovo.anyshare.cloneit,,,,
168,8004,SmartSwitch,com.apple.movetoios,,,,
169,8005,SmartSwitch,com.lenovo.anyshare.gps,,,,
170,8006,SmartSwitch,com.lge.mobilemigration,,,,
171,8007,SmartSwitch,com.sonymobile.xperiatransfermobile,,,,
172,8008,SmartSwitch,com.tencent.transfer,,,,
173,8009,SmartSwitch,com.att.mobiletransfer,,,,
174,8010,SmartSwitch,com.vcast.mediamanager,,,,
175,8011,SmartSwitch,com.hicloud.android.clone,,,,
176,8012,SmartSwitch,com.vivo.easyshare,,,,
177,8013,SmartSwitch,com.tencent.qqpim,,,,
178,8014,SmartSwitch,com.cx.huanji,,,,
179,8015,SmartSwitch,cn.andouya,,,,
180,8016,SmartSwitch,com.dewmobile.kuaiya,,,,
181,8017,SmartSwitch,com.tencent.transfer,,,,
182,8018,SmartSwitch,com.tencent.huanji,,,,
183,8019,SmartSwitch,com.gionee.dataghostesqq,,,,
184,8020,SmartSwitch,com.stkj.android.wifishare,,,,
185,8021,SmartSwitch,cn.xender.yjhj,,,,
186,8022,SmartSwitch,com.huanji.cldashi,,,,
187,8023,SmartSwitch,com.miui.backup.transfer,,,,
188,8024,SmartSwitch,cn.huanji,,,,
189,9001,except_cooldown,com.samsung.android.dialer,,,,
190,9002,except_cooldown,com.android.phone,,,,
191,9003,except_cooldown,com.android.server.telecom,,,,
192,9004,except_cooldown,com.android.systemui,,,,
193,9005,except_cooldown,com.salab.act,,,,
194,9006,except_cooldown,com.samsung.commonimsservice,,,,
195,9007,except_cooldown,com.sec.android.app.factorykeystring,,,,
196,9008,except_cooldown,com.sec.android.app.servicemodeapp,,,,
197,9009,except_cooldown,com.sec.ims.android,,,,
198,9010,except_cooldown,com.sec.keystringscreen,,,,
199,9011,except_cooldown,com.sec.knox.containeragent,,,,
200,9012,except_cooldown,com.sec.android.mercurylite,,,,
201,9013,except_cooldown,com.android.server.ssrm.mercurylogger,,,,
202,10001,except_heavyuser,com.engbright:Metrica,,,,
203,10002,except_heavyuser,com.cis.jiangnan.coconut,,,,
204,10003,except_heavyuser,com.niksoftware.snapseed,,,,
205,10004,except_heavyuser,com.paytm.paytmplay,,,,
206,10005,except_heavyuser,com.quvideo.xiaoying,,,,
207,10006,except_heavyuser,com.antivirus,,,,
208,10007,except_heavyuser,au.com.optus.selfservice,,,,
209,10008,except_heavyuser,com.teslacoilsw.launcher,,,,
210,10009,except_heavyuser,com.agilebits.onepassword,,,,
211,10010,except_heavyuser,com.lgeha.nuts,,,,
212,10011,except_heavyuser,call.recorder.automatic.acr,,,,
213,10012,except_heavyuser,com.cyou.privacysecurity,,,,
214,10013,except_heavyuser,com.zwift.zwiftgame,,,,
215,10014,except_heavyuser,com.nate.android.portalmini,,,,
216,10015,except_heavyuser,com.eset.ems2.gp,,,,
217,10016,except_heavyuser,com.dcinside.app,,,,
218,10017,except_heavyuser,com.quark.browser,,,,
219,10018,except_heavyuser,air.tv.douyu.android,,,,
220,10019,except_heavyuser,com.lenovo.anyshare.gps,,,,
221,10020,except_heavyuser,cn.kuwo.player,,,,
222,10021,except_heavyuser,cn.wps.moffice_eng,,,,
223,10022,except_heavyuser,com.achievo.vipshop,,,,
224,10023,except_heavyuser,com.ali.money.shield,,,,
225,10024,except_heavyuser,com.amazon.avod.thirdpartyclient,,,,
226,10025,except_heavyuser,com.amazon.mShop.android.shopping,,,,
227,10026,except_heavyuser,com.android.cts.media,,,,
228,10027,except_heavyuser,com.android.system,,,,
229,10028,except_heavyuser,com.android.vending,,,,
230,10029,except_heavyuser,com.anjuke.android.app,,,,
231,10030,except_heavyuser,com.baidu.appsearch,,,,
232,10031,except_heavyuser,com.baidu.BaiduMap,,,,
233,10032,except_heavyuser,com.baidu.browser.apps,,,,
234,10033,except_heavyuser,com.baidu.navi,,,,
235,10034,except_heavyuser,com.baidu.netdisk,,,,
236,10035,except_heavyuser,com.baidu.searchbox,,,,
237,10036,except_heavyuser,com.baidu.searchbox_samsung,,,,
238,10037,except_heavyuser,com.baidu.tieba,,,,
239,10038,except_heavyuser,com.callapp.contacts,,,,
240,10039,except_heavyuser,com.chase.sig.android,,,,
241,10040,except_heavyuser,com.chinamworld.main,,,,
242,10041,except_heavyuser,com.cricbuzz.android,,,,
243,10042,except_heavyuser,com.cleanmaster.mguard,,,,
244,10043,except_heavyuser,com.cleanmaster.mguard_cn,,,,
245,10044,except_heavyuser,com.cleanmaster.security,,,,
246,10045,except_heavyuser,com.clearchannel.iheartradio.controller,,,,
247,10046,except_heavyuser,com.cleanteam.oneboost,,,,
248,10047,except_heavyuser,com.contextlogic.wish,,,,
249,10048,except_heavyuser,com.customermobile.vzw.showcase,,,,
250,10049,except_heavyuser,com.dianping.v1,,,,
251,10050,except_heavyuser,com.discord,,,,
252,10051,except_heavyuser,com.ea.game.simcitymobile_row,,,,
253,10052,except_heavyuser,com.ebay.mobile,,,,
254,10053,except_heavyuser,com.eg.android.AlipayGphone,,,,
255,10054,except_heavyuser,com.espn.score_center,,,,
256,10055,except_heavyuser,com.example.pmstest,,,,
257,10056,except_heavyuser,com.facebook.katana,,,,
258,10057,except_heavyuser,com.facebook.orca,,,,
259,10058,except_heavyuser,com.fitbit.FitbitMobile,,,,
260,10059,except_heavyuser,com.fsn.nykaa,,,,
261,10060,except_heavyuser,com.ftat,,,,
262,10061,except_heavyuser,com.FTATS,,,,
263,10062,except_heavyuser,com.google.android.apps.docs,,,,
264,10063,except_heavyuser,com.google.android.apps.photos,,,,
265,10064,except_heavyuser,com.google.android.apps.plus,,,,
266,10065,except_heavyuser,com.google.android.apps.tachyon,,,,
267,10066,except_heavyuser,com.google.android.apps.translate,,,,
268,10067,except_heavyuser,com.google.android.apps.youtube.unplugged,,,,
269,10068,except_heavyuser,com.google.android.music,,,,
270,10069,except_heavyuser,com.google.android.videos,,,,
271,10070,except_heavyuser,com.google.samples.apps.cardboarddemo,,,,
272,10071,except_heavyuser,com.groupme.android,,,,
273,10072,except_heavyuser,com.groupon,,,,
274,10073,except_heavyuser,com.hitgpx.zombiego,,,,
275,10074,except_heavyuser,com.hikvision.hikconnect,,,,
276,10075,except_heavyuser,com.hulu.plus,,,,
277,10076,except_heavyuser,com.icbc,,,,
278,10077,except_heavyuser,com.immomo.momo,,,,
279,10078,except_heavyuser,com.imo.android.imoim,,,,
280,10079,except_heavyuser,com.infonow.bofa,,,,
281,10080,except_heavyuser,com.instagram.android,,,,
282,10081,except_heavyuser,com.into.stability,,,,
283,10082,except_heavyuser,com.jb.zcamera,,,,
284,10083,except_heavyuser,com.jingdong.app.mall,,,,
285,10084,except_heavyuser,com.jio.media.jioxpressnews,,,,
286,10085,except_heavyuser,com.jio.jioplay.tv,,,,
287,10086,except_heavyuser,com.kakao.talk,,,,
288,10087,except_heavyuser,com.kandian.hdtogoapp,,,,
289,10088,except_heavyuser,com.kbstar.kbbank,,,,
290,10089,except_heavyuser,com.lemon.faceu,,,,
291,10090,except_heavyuser,com.letv.android.client,,,,
292,10091,except_heavyuser,com.linkedin.android,,,,
293,10092,except_heavyuser,com.meitu.meiyancamera,,,,
294,10093,except_heavyuser,com.microsoft.emmx,,,,
295,10094,except_heavyuser,com.microsoft.office.outlook,,,,
296,10095,except_heavyuser,com.mnsoft.lgunavi,,,,
297,10096,except_heavyuser,com.mobilesrepublic.sohu.launcher,,,,
298,10097,except_heavyuser,com.MobileTicket,,,,
299,10098,except_heavyuser,com.mt.mtxx.mtxx,,,,
300,10099,except_heavyuser,com.netease.cloudmusic,,,,
301,10100,except_heavyuser,com.netease.newsreader.activity,,,,
302,10101,except_heavyuser,com.netflix.mediaclient,,,,
303,10102,except_heavyuser,com.nhn.android.search,,,,
304,10103,except_heavyuser,com.oculus.horizon,,,,
305,10104,except_heavyuser,com.offerup,,,,
