_id,item,category,data1,data2,data3,data4,data5
306,10105,except_heavyuser,com.overlook.android.fing,,,,
307,10106,except_heavyuser,com.pandora.android,,,,
308,10107,except_heavyuser,com.picsart.studio,,,,
309,10108,except_heavyuser,com.pinterest,,,,
310,10109,except_heavyuser,com.qihoo.daemon,,,,
311,10110,except_heavyuser,com.qihoo.security,,,,
312,10111,except_heavyuser,com.qihoo.yunpan,,,,
313,10112,except_heavyuser,com.qihoo360.mobilesafe,,,,
314,10113,except_heavyuser,com.qiyi.video,,,,
315,10114,except_heavyuser,com.quanben.novel,,,,
316,10115,except_heavyuser,com.Qunar,,,,
317,10116,except_heavyuser,com.qzone,,,,
318,10117,except_heavyuser,com.salab.act,,,,
319,10118,except_heavyuser,com.samsung.android.app.notes,,,,
320,10119,except_heavyuser,com.samsung.android.app.sreminder,,,,
321,10120,except_heavyuser,com.samsung.android.app.vrsetupwizard,,,,
322,10121,except_heavyuser,com.samsung.android.app.watchmanager,,,,
323,10122,except_heavyuser,com.samsung.android.email.provider,,,,
324,10123,except_heavyuser,com.samsung.android.gearoplugin,,,,
325,10124,except_heavyuser,com.samsung.android.spay,,,,
326,10125,except_heavyuser,com.samsung.android.voc,,,,
327,10126,except_heavyuser,com.samsung.mobilecare,,,,
328,10127,except_heavyuser,com.samsungpop.android.mpop.main,,,,
329,10128,except_heavyuser,com.sankuai.meituan,,,,
330,10129,except_heavyuser,com.sdu.didi.psnger,,,,
331,10130,except_heavyuser,com.sds.mysinglesquare,,,,
332,10131,except_heavyuser,com.sec.android.app.music,,,,
333,10132,except_heavyuser,com.sec.android.app.popupcalculator,,,,
334,10133,except_heavyuser,com.sec.android.app.sbrowser,,,,
335,10134,except_heavyuser,com.sec.android.app.shealth,,,,
336,10135,except_heavyuser,com.sec.android.app.voicenote,,,,
337,10136,except_heavyuser,com.sec.android.easyMover,,,,
338,10137,except_heavyuser,com.sec.android.sidesync30,,,,
339,10138,except_heavyuser,com.sgiggle.production,,,,
340,10139,except_heavyuser,com.shazam.android,,,,
341,10140,except_heavyuser,com.shinhan.sbanking,,,,
342,10141,except_heavyuser,com.sina.news,,,,
343,10142,except_heavyuser,com.sina.weibo,,,,
344,10143,except_heavyuser,com.skt.skaf.l001mtm091,,,,
345,10144,except_heavyuser,com.skype.raider,,,,
346,10145,except_heavyuser,com.smile.gifmaker,,,,
347,10146,except_heavyuser,com.snapchat.android,,,,
348,10147,except_heavyuser,com.snda.wifilocating,,,,
349,10148,except_heavyuser,com.sogou.map.android.maps,,,,
350,10149,except_heavyuser,com.sohu.newsclient,,,,
351,10150,except_heavyuser,com.soundcloud.android,,,,
352,10151,except_heavyuser,com.spotify.music,,,,
353,10152,except_heavyuser,com.ss.android.article.news,,,,
354,10153,except_heavyuser,com.ss.android.ugc.aweme,,,,
355,10154,except_heavyuser,com.starbucks.mobilecard,,,,
356,10155,except_heavyuser,com.surpax.ledflashlight.panel,,,,
357,10156,except_heavyuser,com.taobao.taobao,,,,
358,10157,except_heavyuser,com.tdo.showbox,,,,
359,10158,except_heavyuser,com.tencent.androidqqmail,,,,
360,10159,except_heavyuser,com.tencent.karaoke,,,,
361,10160,except_heavyuser,com.tencent.map,,,,
362,10161,except_heavyuser,com.tencent.mm,,,,
363,10162,except_heavyuser,com.tencent.mobileqq,,,,
364,10163,except_heavyuser,com.tencent.mtt,,,,
365,10164,except_heavyuser,com.tencent.news,,,,
366,10165,except_heavyuser,com.tencent.qqmusic,,,,
367,10166,except_heavyuser,com.tencent.qqpim,,,,
368,10167,except_heavyuser,com.tencent.qqpimsecure,,,,
369,10168,except_heavyuser,com.tencent.qqsports,,,,
370,10169,except_heavyuser,com.tencent.reading,,,,
371,10170,except_heavyuser,com.tencent.tim,,,,
372,10171,except_heavyuser,com.thestore.main,,,,
373,10172,except_heavyuser,com.Tianma.QiJi.UC,,,,
374,10173,except_heavyuser,com.tinder,,,,
375,10174,except_heavyuser,com.tmon,,,,
376,10175,except_heavyuser,com.tongcheng.android,,,,
377,10176,except_heavyuser,com.truecaller,,,,
378,10177,except_heavyuser,com.tumblr,,,,
379,10178,except_heavyuser,com.tuniu.app.ui,,,,
380,10179,except_heavyuser,com.twitter.android,,,,
381,10180,except_heavyuser,com.ubercab,,,,
382,10181,except_heavyuser,com.ubercab.driver,,,,
383,10182,except_heavyuser,com.viber.voip,,,,
384,10183,except_heavyuser,com.vkontakte.android,,,,
385,10184,except_heavyuser,com.walmart.android,,,,
386,10185,except_heavyuser,com.waze,,,,
387,10186,except_heavyuser,com.weather.Weather,,,,
388,10187,except_heavyuser,com.wf.wellsfargomobile,,,,
389,10188,except_heavyuser,com.whatsapp,,,,
390,10189,except_heavyuser,com.yahoo.mobile.client.android.mail,,,,
391,10190,except_heavyuser,com.yelp.android,,,,
392,10191,except_heavyuser,com.zhongduomei.rrmj.society,,,,
393,10192,except_heavyuser,ctrip.android.view,,,,
394,10193,except_heavyuser,in.startv.hotstar,,,,
395,10194,except_heavyuser,jp.futurescope.ps.android.aspeva9,,,,
396,10195,except_heavyuser,jp.naver.line.android,,,,
397,10196,except_heavyuser,kha.prog.mikrotik,,,,
398,10197,except_heavyuser,kik.android,,,,
399,10198,except_heavyuser,kr.co.rightbrain.RetailMode.Galaxy_Zero,,,,
400,10199,except_heavyuser,kr.co.ssg,,,,
401,10200,except_heavyuser,kt.navi,,,,
402,10201,except_heavyuser,me.ele,,,,
403,10202,except_heavyuser,net.daum.android.cafe,,,,
404,10203,except_heavyuser,net.zedge.android,,,,
405,10204,except_heavyuser,nh.smart,,,,
406,10205,except_heavyuser,org.mozilla.firefox,,,,
407,10206,except_heavyuser,org.telegram.messenger,,,,
408,10207,except_heavyuser,org.zwanoo.android.speedtest,,,,
409,10208,except_heavyuser,pl.neptis.yanosik.mobi.andorid,,,,
410,10209,except_heavyuser,com.rsupport.rs.activity.rsupport.aas2,,,,
411,10210,except_heavyuser,tv.danmaku.bili,,,,
412,10211,except_heavyuser,tv.jamlive,,,,
413,10212,except_heavyuser,tv.willow,,,,
414,10213,except_heavyuser,com.miHoYo.bh3.bilibili,,,,
415,10214,except_heavyuser,com.zhiliaoapp.musically,,,,
416,10215,except_heavyuser,com.jifen.qukan,,,,
417,10216,except_heavyuser,com.sdet.ap.stressor,,,,
418,10217,except_heavyuser,com.sec.jm.hpbtest,,,,
419,10218,except_heavyuser,com.sec.jm.sfm2,,,,
420,10219,except_heavyuser,com.softnet.prayertime,,,,
421,10220,except_heavyuser,com.movies.ysjc,,,,
422,10221,except_heavyuser,com.nhn.android.blog,,,,
423,10222,except_heavyuser,com.UCMobile,,,,
424,10223,except_heavyuser,com.tencent.qqlive,,,,
425,10224,except_heavyuser,com.gumtree.android,,,,
426,10225,except_heavyuser,com.cmcc.cmvideo,,,,
427,10226,except_heavyuser,com.xingin.xhs,,,,
428,10227,except_heavyuser,com.dada.mobile.android,,,,
429,10228,except_heavyuser,ai.nreal.nebula,,,,
430,10229,except_heavyuser,ai.nreal.nebula.space,,,,
431,10230,except_heavyuser,co.kr.uplus.arent.nreal,,,,
432,10231,except_heavyuser,com.gamepass,,,,
433,10232,except_heavyuser,com.lguplus.vr5gGear,,,,
434,10233,except_heavyuser,com.pplive.androidphone.sport,,,,
435,10234,except_heavyuser,org.citra.citra_emu,,,,
436,10235,except_heavyuser,com.verizon.messaging.vzmsgs,,,,
437,10236,except_heavyuser,com.vzw.bugtracker,,,,
438,10237,except_heavyuser,com.bigsol.topcard,,,,
439,10238,except_heavyuser,com.kakaopay.app,,,,
440,10239,except_heavyuser,com.ebay.kr.gmarket.sfc,,,,
441,10240,except_heavyuser,com.ebay.kr.auction,,,,
442,10241,except_heavyuser,com.wemakeprice,,,,
443,10242,except_heavyuser,com.sktelecom.tauth,,,,
444,10243,except_heavyuser,com.gsretail.android.smapp,,,,
445,10244,except_heavyuser,com.ibk.android.ionebank,,,,
446,10245,except_heavyuser,kr.co.psynet,,,,
447,10246,except_heavyuser,softnet.waktusolat.com,,,,
448,10247,except_heavyuser,com.salab.issuetracker,,,,
449,10248,except_heavyuser,de.prosiebensat1digital.seventv,,,,
450,10249,except_heavyuser,com.hengye.share,,,,
451,10250,except_heavyuser,com.xunmeng.pinduoduo,,,,
452,10251,except_heavyuser,com.duowan.kiwi,,,,
453,10252,except_heavyuser,com.shopify.mobile,,,,
454,10253,except_heavyuser,vip.mytokenpocket,,,,
455,10254,except_heavyuser,com.xunlei.downloadprovider,,,,
456,10255,except_heavyuser,ru.yandex.yandexnavi,,,,
457,10256,except_heavyuser,in.mohalla.video,,,,
458,10257,except_heavyuser,com.android.vpndialogs,,,,
459,10258,except_heavyuser,com.fast.free.unblock.thunder.vpn,,,,
460,10259,except_heavyuser,com.australia.pro,,,,
461,10260,except_heavyuser,com.Psyonix.RL2D,,,,
462,10261,except_heavyuser,com.vison.macrochip.ruko.drone,,,,
463,10262,except_heavyuser,com.adobe.adobephotoshopfix,,,,
464,10263,except_heavyuser,in.amazon.mShop.android.shopping,,,,
465,10264,except_heavyuser,com.maxmpz.audioplayer,,,,
466,10265,except_heavyuser,in.mohalla.sharechat,,,,
467,10266,except_heavyuser,com.samsung.sree,,,,
468,10267,except_heavyuser,com.myairtelapp,,,,
469,10268,except_heavyuser,net.one97.paytm,,,,
470,10269,except_heavyuser,com.whatsapp.w4b,,,,
471,10270,except_heavyuser,com.eterno.shortvideos,,,,
472,10271,except_heavyuser,com.bsbportal.music,,,,
473,10272,except_heavyuser,com.samsung.android.aremojieditor,,,,
474,10273,except_heavyuser,com.sec.android.mimage.avatarstickers,,,,
475,10274,except_heavyuser,tv.accedo.airtel.wynk,,,,
476,10275,except_heavyuser,com.samsung.android.aremoji,,,,
477,10276,except_heavyuser,com.alibaba.wireless,,,,
478,10277,except_heavyuser,tr.com.turkcell.akillidepo,,,,
479,10278,except_heavyuser,sa.gov.nic.tawakkalna,,,,
480,10279,except_heavyuser,ru.yandex.taximeter,,,,
481,10280,except_heavyuser,com.gettaxi.dbx.android,,,,
482,10281,except_heavyuser,com.mobile.myeye,,,,
483,10282,except_heavyuser,com.tencent.minihd.qq,,,,
484,10283,except_heavyuser,com.yueme.itv,,,,
485,10284,except_heavyuser,com.mymoney,,,,
486,10285,except_heavyuser,com.playit.videoplayer,,,,
487,10286,except_heavyuser,com.commsource.beautyplus,,,,
488,10287,except_heavyuser,uk.co.centrica.hi,,,,
489,10288,except_heavyuser,com.amazon.storm.lightning.client.aosp,,,,
490,10289,except_heavyuser,com.samsung.accessory.atticmgr,,,,
491,10290,except_heavyuser,com.samsung.android.tvplus,,,,
492,10291,except_heavyuser,com.kwai.video,,,,
493,10292,except_heavyuser,cache.optimize.cleancache.clearcache.cachecleaner.clean.clear.boost.booster.junk,,,,
494,11001,except_ovt,com.samsung.android.dialer,,,,
495,11002,except_ovt,com.android.systemui,,,,
496,11003,except_ovt,com.samsung.android.app.galaxyfinder,,,,
497,11004,except_ovt,com.sec.android.app.servicemodeapp,,,,
498,11005,except_ovt,com.sec.keystringscreen,,,,
499,11006,except_ovt,com.samsung.android.voc,,,,
500,11007,except_ovt,com.android.server.telecom,,,,
501,11008,except_ovt,com.sec.knox.containeragent,,,,
502,11009,except_ovt,com.android.phone,,,,
503,11010,except_ovt,com.sec.ims.android,,,,
504,11011,except_ovt,com.samsung.commonimsservice,,,,
505,11012,except_ovt,com.salab.act,,,,
506,11013,except_ovt,com.sec.android.app.desktoplauncher,,,,
507,11014,except_ovt,com.sec.android.app.dexonpc,,,,
508,11015,except_ovt,com.samsung.desktopsystemui,,,,
509,11016,except_ovt,com.sec.android.app.desktoplauncher,,,,
