data
"2021-07-16,13,6780"
"2021-07-17,14,6261"
"2021-07-18,13,6544"
"2021-07-19,22,3597"
"2021-07-20,17,4972"
"2021-07-21,42,1622"
"2021-07-22,24,2170"
