flags,word,value,confidence,CultureId
1280,शून्य,0,1000,1081
1280,शुन्य,0,1000,1081
1280,शून्या,0,1000,1081
1280,ज़ीरो,0,1000,1081
1280,जीरो,0,1000,1081
1280,ओह,0,1000,1081
1280,ओ,0,1000,1081
1280,नॉट,0,1000,1081
256,एक,1,1000,1081
256,एक़,1,1000,1081
256,एक्,1,1000,1081
256,ऐक,1,1000,1081
256,एख,1,1000,1081
256,इक,1,1000,1081
256,इक़,1,1000,1081
256,वन,1,1000,1081
258,पहला,1,1000,1081
258,पहली,1,1000,1081
258,पहले,1,1000,1081
258,प्रथम,1,1000,1081
258,सर्वप्रथम,1,1000,1081
258,फर्स्ट,1,1000,1081
256,दो,2,1000,1081
256,टू,2,1000,1081
258,दुसरा,2,1000,1081
258,दूसरा,2,1000,1081
258,दूसरी,2,1000,1081
258,दूसरे,2,1000,1081
258,सेकन्ड,2,1000,1081
258,सेकेंड,2,1000,1081
258,द्वितीय,2,1000,1081
256,तीन,3,1000,1081
256,तिन,3,1000,1081
256,थ्री,3,1000,1081
258,तीसरा,3,1000,1081
258,तीसरी,3,1000,1081
258,तीसरे,3,1000,1081
258,थर्ड,3,1000,1081
258,तृतीय,3,1000,1081
256,चार,4,1000,1081
256,फोर,4,1000,1081
256,फौर,4,1000,1081
256,फ़ोर,4,1000,1081
256,फ़ौर,4,1000,1081
258,चौथा,4,1000,1081
258,चौथी,4,1000,1081
258,चौथे,4,1000,1081
258,चतुर्थ,4,1000,1081
256,पांच,5,1000,1081
256,पाँच,5,1000,1081
256,पान्च,5,1000,1081
256,पाच,5,1000,1081
256,पाछ,5,1000,1081
256,फाइव,5,1000,1081
256,फाय,5,1000,1081
256,फाइ,5,1000,1081
258,पाँचवा,5,1000,1081
258,पाँचवी,5,1000,1081
258,पाँचवे,5,1000,1081
258,पाचवा,5,1000,1081
258,पाचवी,5,1000,1081
258,पाचवे,5,1000,1081
256,छह,6,1000,1081
256,छए,6,1000,1081
256,छः,6,1000,1081
256,छे,6,1000,1081
256,छेः,6,1000,1081
256,चह,6,1000,1081
256,चः,6,1000,1081
256,सिक्स,6,1000,1081
258,छठा,6,1000,1081
258,छठी,6,1000,1081
258,छठे,6,1000,1081
258,छट्टा,6,1000,1081
258,छट्टी,6,1000,1081
258,छट्टे,6,1000,1081
258,षष्ठ,6,1000,1081
256,सात,7,1000,1081
256,साथ,7,1000,1081
256,सेवेन,7,1000,1081
256,सेवन,7,1000,1081
256,सैवेन,7,1000,1081
256,सैवन,7,1000,1081
256,सैविन,7,1000,1081
258,सातवां,7,1000,1081
258,सातवाँ,7,1000,1081
258,सातवीं,7,1000,1081
258,सातवें,7,1000,1081
258,सप्तम,7,1000,1081
256,आठ,8,1000,1081
256,आट,8,1000,1081
256,आँठ,8,1000,1081
256,एट,8,1000,1081
256,ऐट,8,1000,1081
258,आठवां,8,1000,1081
258,आठवाँ,8,1000,1081
258,आठवीं,8,1000,1081
258,आठवें,8,1000,1081
258,अष्टम,8,1000,1081
256,नौ,9,1000,1081
256,नओ,9,1000,1081
256,नाइन,9,1000,1081
258,नौवां,9,1000,1081
258,नौवा,9,1000,1081
258,नौवाँ,9,1000,1081
258,नौवीं,9,1000,1081
258,नौवें,9,1000,1081
258,नवम,9,1000,1081
1536,दस,10,1000,1081
1536,टेन,10,1000,1081
1538,दस्वा,10,1000,1081
1538,दसवां,10,1000,1081
1538,दसवाँ,10,1000,1081
1538,दसवीं,10,1000,1081
1538,दसवें,10,1000,1081
1538,दशम,10,1000,1081
512,ग्यारह,11,1000,1081
512,ग्याराह,11,1000,1081
512,ग्यारा,11,1000,1081
512,ग्याराँ,11,1000,1081
512,इलेवेन,11,1000,1081
512,एलेवेन,11,1000,1081
512,लेवेन,11,1000,1081
514,ग्यारहवां,11,1000,1081
514,ग्यारहवाँ,11,1000,1081
514,ग्यारहवीं,11,1000,1081
514,ग्यारहवें,11,1000,1081
514,ग्यारवां,11,1000,1081
514,ग्यारवाँ,11,1000,1081
514,ग्यारवीं,11,1000,1081
514,ग्यारवें,11,1000,1081
512,बारह,12,1000,1081
512,बारा,12,1000,1081
512,बाराँ,12,1000,1081
512,ट्वेल्व,12,1000,1081
512,ट्वेल,12,1000,1081
514,बारहवां,12,1000,1081
514,बारहवाँ,12,1000,1081
514,बारहवीं,12,1000,1081
514,बारहवें,12,1000,1081
514,बारवां,12,1000,1081
514,बारवाँ,12,1000,1081
514,बारवीं,12,1000,1081
514,बारवें,12,1000,1081
576,दर्ज़न,12,1000,1081
576,दर्जन,12,1000,1081
576,डज़न,12,1000,1081
512,तेरह,13,1000,1081
512,तेरा,13,1000,1081
512,तेरहा,13,1000,1081
512,थर्टीन,13,1000,1081
514,तेरहवां,13,1000,1081
514,तेरहवाँ,13,1000,1081
514,तेरहवीं,13,1000,1081
514,तेरहवें,13,1000,1081
512,चौदह ,14,1000,1081
512,चौदा ,14,1000,1081
512,चौदां,14,1000,1081
512,चौदाह ,14,1000,1081
512,फोर्टीन,14,1000,1081
512,फॉर्टीन,14,1000,1081
514,चौदहवां,14,1000,1081
514,चौदहवाँ,14,1000,1081
514,चौदहवीं,14,1000,1081
514,चौदहवें,14,1000,1081
514,चौदवां,14,1000,1081
514,चौदवाँ,14,1000,1081
514,चौदवीं,14,1000,1081
514,चौदवें,14,1000,1081
512,पंद्रह,15,1000,1081
512,पन्द्राह,15,1000,1081
512,पंद्रा,15,1000,1081
512,पन्द्रा,15,1000,1081
512,फिफ्टीन,15,1000,1081
514,पंद्रहवां,15,1000,1081
514,पंद्रहवाँ,15,1000,1081
514,पंद्रहवीं,15,1000,1081
514,पंद्रहवें,15,1000,1081
514,पंद्रवां,15,1000,1081
514,पंद्रवाँ,15,1000,1081
514,पंद्रवीं,15,1000,1081
514,पंद्रवें,15,1000,1081
512,सोलह,16,1000,1081
512,सोला,16,1000,1081
512,सोलां,16,1000,1081
512,सिक्सटीन,16,1000,1081
514,सोलहवां,16,1000,1081
514,सोलहवाँ,16,1000,1081
514,सोलहवीं,16,1000,1081
514,सोलहवें,16,1000,1081
514,सोलवां,16,1000,1081
514,सोलवाँ,16,1000,1081
514,सोलवीं,16,1000,1081
514,सोलवें,16,1000,1081
512,सत्रह,17,1000,1081
512,सत्रा,17,1000,1081
512,सत्रां,17,1000,1081
512,सेवेंटीन,17,1000,1081
514,सत्रहवां,17,1000,1081
514,सत्रहवाँ,17,1000,1081
514,सत्रहवीं,17,1000,1081
514,सत्रहवें,17,1000,1081
512,अठारह,18,1000,1081
512,अठारां,18,1000,1081
512,अठरह,18,1000,1081
512,अट्ठारह,18,1000,1081
512,एटीन,18,1000,1081
514,अठारहवां,18,1000,1081
514,अठारहवाँ,18,1000,1081
514,अठारहवीं,18,1000,1081
514,अठारहवें,18,1000,1081
514,अठारवां,18,1000,1081
514,अठारवाँ,18,1000,1081
514,अठारवीं,18,1000,1081
514,अठारवें,18,1000,1081
512,उन्नीस,19,1000,1081
512,उन्निस,19,1000,1081
512,उनीस,19,1000,1081
512,उनिस,19,1000,1081
512,उनईस,19,1000,1081
512,नाइंटीन,19,1000,1081
514,उन्नीसवां,19,1000,1081
514,उन्नीसवाँ,19,1000,1081
514,उन्नीसवीं,19,1000,1081
514,उन्नीसवें,19,1000,1081
512,बीस,20,1000,1081
512,ट्वेंटी,20,1000,1081
512,ट्वेन्टी,20,1000,1081
512,ट्वेन्टि,20,1000,1081
512,ट्वैन्टी,20,1000,1081
512,ट्वैन्टि,20,1000,1081
514,बीसवां,20,1000,1081
514,बीसवाँ,20,1000,1081
514,बीसवीं,20,1000,1081
514,बीसवें,20,1000,1081
512,इक्कीस,21,1000,1081
512,इक्किस,21,1000,1081
512,एक्कीस,21,1000,1081
512,एक्किस,21,1000,1081
514,इक्कीसवां,21,1000,1081
514,इक्कीसवाँ,21,1000,1081
514,इक्कीसवीं,21,1000,1081
514,इक्कीसवें,21,1000,1081
512,बाईस,22,1000,1081
512,बाइस,22,1000,1081
514,बाईसवां,22,1000,1081
514,बाईसवाँ,22,1000,1081
514,बाईसवीं,22,1000,1081
514,बाईसवें,22,1000,1081
512,तेईस,23,1000,1081
512,तेइस,23,1000,1081
514,तेईसवां,23,1000,1081
514,तेईसवाँ,23,1000,1081
514,तेईसवीं,23,1000,1081
514,तेईसवें,23,1000,1081
512,चौबीस,24,1000,1081
512,चौबिस,24,1000,1081
512,चोबीस,24,1000,1081
514,चौबीसवां,24,1000,1081
514,चौबीसवाँ,24,1000,1081
514,चौबीसवीं,24,1000,1081
514,चौबीसवें,24,1000,1081
512,पच्चीस,25,1000,1081
512,पच्चिस,25,1000,1081
512,पचीस,25,1000,1081
514,पच्चीसवां,25,1000,1081
514,पच्चीसवाँ,25,1000,1081
514,पच्चीसवीं,25,1000,1081
514,पच्चीसवें,25,1000,1081
512,छब्बीस,26,1000,1081
512,छब्बिस,26,1000,1081
514,छब्बीसवां,26,1000,1081
514,छब्बीसवाँ,26,1000,1081
514,छब्बीसवीं,26,1000,1081
514,छब्बीसवें,26,1000,1081
512,सत्ताईस,27,1000,1081
512,सत्ताइस,27,1000,1081
512,सत्तायीस,27,1000,1081
512,सत्तायिस,27,1000,1081
512,सताईस,27,1000,1081
512,सताइस,27,1000,1081
512,सत्थाईस,27,1000,1081
514,सताईस्वां,27,1000,1081
514,सताईस्वाँ,27,1000,1081
514,सताईस्वीं,27,1000,1081
514,सताईस्वें,27,1000,1081
514,सत्ताईसवां,27,1000,1081
514,सत्ताईसवाँ,27,1000,1081
514,सत्ताईसवी,27,1000,1081
514,सत्ताईसवे,27,1000,1081
512,अट्ठाईस,28,1000,1081
512,अट्ठाइस,28,1000,1081
512,अठाईस,28,1000,1081
512,अठाइस,28,1000,1081
514,अट्ठाईसवां,28,1000,1081
514,अट्ठाईसवाँ,28,1000,1081
514,अट्ठाईसवीं,28,1000,1081
514,अट्ठाईसवी,28,1000,1081
514,अट्ठाईसवें,28,1000,1081
512,उन्तीस,29,1000,1081
512,उनत्तीस,29,1000,1081
512,उनतीस,29,1000,1081
512,उनतिस,29,1000,1081
512,उन्नतीस,29,1000,1081
512,उन्नतिस,29,1000,1081
514,उन्तीसवां,29,1000,1081
514,उन्तीसवाँ,29,1000,1081
514,उन्तीसवीं,29,1000,1081
514,उन्तीसवें,29,1000,1081
514,उनत्तीसवां,29,1000,1081
512,तीस,30,1000,1081
512,तिस,30,1000,1081
512,थर्टी,30,1000,1081
514,तीसवां,30,1000,1081
514,तीसवाँ,30,1000,1081
514,तीसवीं,30,1000,1081
514,तीसवें,30,1000,1081
512,इकत्तीस,31,1000,1081
512,इकत्तिस,31,1000,1081
512,इकतीस,31,1000,1081
512,इकतिस,31,1000,1081
514,इकत्तीसवां,31,1000,1081
514,इकत्तीसवाँ,31,1000,1081
514,इकत्तीसवीं,31,1000,1081
514,इकत्तीसवें,31,1000,1081
512,बत्तीस,32,1000,1081
512,बत्तिस,32,1000,1081
514,बत्तीसवां,32,1000,1081
514,बत्तीसवाँ,32,1000,1081
514,बत्तीसवीं,32,1000,1081
514,बत्तीसवें,32,1000,1081
512,तैंतीस,33,1000,1081
512,तैंतिस,33,1000,1081
512,तैतीस,33,1000,1081
512,तैतिस,33,1000,1081
512,तेतीस,33,1000,1081
512,तेतिस,33,1000,1081
512,तेंतीस,33,1000,1081
512,तेंतिस,33,1000,1081
514,तैंतीसवां,33,1000,1081
514,तैंतीसवाँ,33,1000,1081
514,तैंतीसवीं,33,1000,1081
514,तैंतीसवें,33,1000,1081
512,चौंतीस,34,1000,1081
512,चौंतिस,34,1000,1081
512,चौतीस,34,1000,1081
512,चौतिस,34,1000,1081
512,चोंतिस,34,1000,1081
514,चौंतीसवां,34,1000,1081
514,चौंतीसवाँ,34,1000,1081
514,चौंतीसवीं,34,1000,1081
514,चौंतीसवें,34,1000,1081
512,पैंतीस,35,1000,1081
512,पैंतिस,35,1000,1081
512,पैतीस,35,1000,1081
512,पैतिस,35,1000,1081
512,पएतीस,35,1000,1081
512,पएतिस,35,1000,1081
514,पैंतीसवां,35,1000,1081
514,पैंतीसवाँ,35,1000,1081
514,पैंतीसवीं,35,1000,1081
514,पैंतीसवें,35,1000,1081
512,छत्तीस,36,1000,1081
512,छत्तिस,36,1000,1081
512,छतीस,36,1000,1081
512,छतिस,36,1000,1081
514,छत्तीसवां,36,1000,1081
514,छत्तीसवाँ,36,1000,1081
514,छत्तीसवीं,36,1000,1081
514,छत्तीसवें,36,1000,1081
512,सैंतीस,37,1000,1081
512,सैंतिस,37,1000,1081
512,सैतीस,37,1000,1081
512,सैतिस,37,1000,1081
512,सेंतिस,37,1000,1081
512,सएतीस,37,1000,1081
512,सएतिस,37,1000,1081
514,सैंतीसवां,37,1000,1081
514,सैंतीसवाँ,37,1000,1081
514,सैंतीसवीं,37,1000,1081
514,सैंतीसवें,37,1000,1081
512,अड़तीस,38,1000,1081
512,अड़तिस,38,1000,1081
512,अठ्ठतिस,38,1000,1081
514,अड़तीसवां,38,1000,1081
514,अड़तीसवाँ,38,1000,1081
514,अड़तीसवीं,38,1000,1081
514,अड़तीसवें,38,1000,1081
512,उनतालीस,39,1000,1081
512,उनतालिस,39,1000,1081
512,उँचालीस,39,1000,1081
512,उँचालिस,39,1000,1081
514,उनतालीसवां,39,1000,1081
514,उनतालीसवाँ,39,1000,1081
514,उनतालीसवीं,39,1000,1081
514,उनतालीसवें,39,1000,1081
512,चालीस,40,1000,1081
512,चालिस,40,1000,1081
512,फोर्टी,40,1000,1081
512,फ़ोर्टी,40,1000,1081
512,फौर्टी,40,1000,1081
512,फ़ौर्टी,40,1000,1081
512,फॉर्टी,40,1000,1081
512,फ़ॉर्टी,40,1000,1081
514,चालीसवां,40,1000,1081
514,चालीसवाँ,40,1000,1081
514,चालीसवीं,40,1000,1081
514,चालीसवें,40,1000,1081
514,चालिसवां,40,1000,1081
514,चालिसवाँ,40,1000,1081
514,चालिसवीं,40,1000,1081
514,चालिसवें,40,1000,1081
512,इकतालीस,41,1000,1081
512,इकतालिस,41,1000,1081
512,इक्तालीस,41,1000,1081
512,इक्तालिस,41,1000,1081
512,एक्तालीस,41,1000,1081
512,एक्तालिस,41,1000,1081
512,इख्तालीस,41,1000,1081
512,इख्तालिस,41,1000,1081
512,एख्तालीस,41,1000,1081
512,एख्तालिस,41,1000,1081
514,इकतालिसवां,41,1000,1081
514,इकतालिसवाँ,41,1000,1081
514,इकतालिसवीं,41,1000,1081
514,इकतालिसवें,41,1000,1081
512,बयालीस,42,1000,1081
512,बयालिस,42,1000,1081
512,बियालीस,42,1000,1081
512,बियालिस,42,1000,1081
512,बीयालीस,42,1000,1081
512,बीयालिस,42,1000,1081
512,बेयालीस,42,1000,1081
512,बेयालिस,42,1000,1081
512,बेआलीस,42,1000,1081
512,बेआलिस,42,1000,1081
512,ब्यालीस,42,1000,1081
512,ब्यालिस,42,1000,1081
514,बयालीसवां,42,1000,1081
514,बयालीसवाँ,42,1000,1081
514,बयालीसवीं,42,1000,1081
514,बयालीसवें,42,1000,1081
512,तैंतालीस,43,1000,1081
512,तैंतालिस,43,1000,1081
512,तैतालीस,43,1000,1081
512,तैतालिस,43,1000,1081
512,तईतालीस,43,1000,1081
512,तईतालिस,43,1000,1081
514,तैंतालिसवां,43,1000,1081
514,तैंतालिसवाँ,43,1000,1081
514,तैंतालिसवीं,43,1000,1081
514,तैंतालिसवें,43,1000,1081
512,चवालीस,44,1000,1081
512,चवालिस,44,1000,1081
512,चौवालीस,44,1000,1081
512,चौवालिस,44,1000,1081
512,चौआलीस,44,1000,1081
512,चौआलिस,44,1000,1081
514,चवालिसवां,44,1000,1081
514,चवालिसवाँ,44,1000,1081
514,चवालिसवीं,44,1000,1081
514,चवालिसवें,44,1000,1081
512,पैंतालीस,45,1000,1081
512,पैंतालिस,45,1000,1081
512,पैतालीस,45,1000,1081
512,पैतालिस,45,1000,1081
512,पन्तालिस,45,1000,1081
514,पैंतालिसवां,45,1000,1081
514,पैंतालिसवाँ,45,1000,1081
514,पैंतालिसवीं,45,1000,1081
514,पैंतालिसवें,45,1000,1081
512,छियालीस,46,1000,1081
512,छियालिस,46,1000,1081
512,छयालीस,46,1000,1081
512,छयालिस,46,1000,1081
512,छ्यलीस,46,1000,1081
512,छ्यलिस,46,1000,1081
514,छियालीसवां,46,1000,1081
514,छियालीसवाँ,46,1000,1081
514,छियालीसवीं,46,1000,1081
514,छियालीसवें,46,1000,1081
512,सैंतालीस,47,1000,1081
512,सैंतालिस,47,1000,1081
512,सैतालीस,47,1000,1081
512,सैतालिस,47,1000,1081
512,संतालिस,47,1000,1081
514,सैंतालिसवां,47,1000,1081
514,सैंतालिसवाँ,47,1000,1081
514,सैंतालिसवीं,47,1000,1081
514,सैंतालिसवें,47,1000,1081
512,अड़तालीस,48,1000,1081
512,अड़तालिस,48,1000,1081
514,अड़तालिसवां,48,1000,1081
514,अड़तालिसवाँ,48,1000,1081
514,अड़तालिसवीं,48,1000,1081
514,अड़तालिसवें,48,1000,1081
512,उनचास,49,1000,1081
514,उनचासवां,49,1000,1081
514,उनचासवाँ,49,1000,1081
514,उनचासवीं,49,1000,1081
514,उनचासवें,49,1000,1081
512,पचास,50,1000,1081
512,पच्चास,50,1000,1081
512,फिफ्टी,50,1000,1081
514,पचासवां,50,1000,1081
514,पचासवाँ,50,1000,1081
514,पचासवीं,50,1000,1081
514,पचासवें,50,1000,1081
512,इक्यावन,51,1000,1081
512,एक्यावन,51,1000,1081
512,इक्कयावन,51,1000,1081
514,इक्यावनवां,51,1000,1081
514,इक्यावनवाँ,51,1000,1081
514,इक्यावनवीं,51,1000,1081
514,इक्यावनवें,51,1000,1081
512,बावन,52,1000,1081
512,बाउवन,52,1000,1081
514,बावनवां,51,1000,1081
514,बावनवाँ,51,1000,1081
514,बावनवीं,51,1000,1081
514,बावनवें,52,1000,1081
512,तिरपन,53,1000,1081
512,तिर्पन,53,1000,1081
512,त्रेपन,53,1000,1081
514,तिरपनवां,53,1000,1081
514,तिरपनवाँ,53,1000,1081
514,तिरपनवीं,53,1000,1081
514,तिरपनवें,53,1000,1081
512,चौवन,54,1000,1081
512,चोवन,54,1000,1081
512,चौवन्न,54,1000,1081
514,चौवनवां,54,1000,1081
514,चौवनवाँ,54,1000,1081
514,चौवनवीं,54,1000,1081
514,चौवनवें,54,1000,1081
512,पचपन,55,1000,1081
512,पच्पन,55,1000,1081
514,पचपनवां,55,1000,1081
514,पचपनवाँ,55,1000,1081
514,पचपनवीं,55,1000,1081
514,पचपनवें,55,1000,1081
512,छप्पन,56,1000,1081
514,छप्पनवां,56,1000,1081
514,छप्पनवाँ,56,1000,1081
514,छप्पनवीं,56,1000,1081
514,छप्पनवें,56,1000,1081
512,सत्तावन,57,1000,1081
512,सतवन,57,1000,1081
514,सत्तावनवां,57,1000,1081
514,सत्तावनवाँ,57,1000,1081
514,सत्तावनवीं,57,1000,1081
514,सत्तावनवें,57,1000,1081
512,अट्ठावन,58,1000,1081
512,अठवन,58,1000,1081
514,अट्ठावनवां,58,1000,1081
514,अट्ठावनवाँ,58,1000,1081
514,अट्ठावनवीं,58,1000,1081
514,अट्ठावनवें,58,1000,1081
512,उनसठ,59,1000,1081
514,उनसठवां,59,1000,1081
514,उनसठवाँ,59,1000,1081
514,उनसठवीं,59,1000,1081
514,उनसठवें,59,1000,1081
512,साठ,60,1000,1081
512,सिक्स्टी,60,1000,1081
514,साठवां,60,1000,1081
514,साठवाँ,60,1000,1081
514,साठवीं,60,1000,1081
514,साठवें,60,1000,1081
512,इकसठ,61,1000,1081
514,इकसठवां,61,1000,1081
514,इकसठवाँ,61,1000,1081
514,इकसठवीं,61,1000,1081
514,इकसठवें,61,1000,1081
512,बासठ,62,1000,1081
514,बासठवां,62,1000,1081
514,बासठवाँ,62,1000,1081
514,बासठवीं,62,1000,1081
514,बासठवें,62,1000,1081
512,तिरसठ,63,1000,1081
514,तिरसठवां,63,1000,1081
514,तिरसठवाँ,63,1000,1081
514,तिरसठवीं,63,1000,1081
514,तिरसठवें,63,1000,1081
512,चौंसठ,64,1000,1081
512,चोंसठ,64,1000,1081
512,चौसठ,64,1000,1081
514,चौंसठवां,64,1000,1081
514,चौंसठवाँ,64,1000,1081
514,चौंसठवीं,64,1000,1081
514,चौंसठवें,64,1000,1081
512,पैंसठ,65,1000,1081
512,पैसठ,65,1000,1081
512,पेंसठ,65,1000,1081
514,पैंसठवां,65,1000,1081
514,पैंसठवाँ,65,1000,1081
514,पैंसठवीं,65,1000,1081
514,पैंसठवें,65,1000,1081
514,पैसठवां,65,1000,1081
514,पैसठवाँ,65,1000,1081
514,पैसठवीं,65,1000,1081
514,पैसठवें,65,1000,1081
512,छियासठ,66,1000,1081
512,छयासठ,66,1000,1081
514,छियासठवां,66,1000,1081
514,छियासठवाँ,66,1000,1081
514,छियासठवीं,66,1000,1081
514,छियासठवें,66,1000,1081
512,सड़सठ,67,1000,1081
512,सडसठ,67,1000,1081
514,सड़सठवां,67,1000,1081
514,सड़सठवाँ,67,1000,1081
514,सड़सठवीं,67,1000,1081
514,सड़सठवें,67,1000,1081
512,अड़सठ,68,1000,1081
512,अडसठ,68,1000,1081
514,अड़सठवां,68,1000,1081
514,अड़सठवाँ,68,1000,1081
514,अड़सठवीं,68,1000,1081
514,अड़सठवें,68,1000,1081
512,उनहत्तर,69,1000,1081
512,उनहतर,69,1000,1081
512,उन्न्हत्तर,69,1000,1081
512,उन्हत्थर,69,1000,1081
514,उनहत्तरवां,69,1000,1081
514,उनहत्तरवाँ,69,1000,1081
514,उनहत्तरवीं,69,1000,1081
514,उनहत्तरवें,69,1000,1081
512,सत्तर,70,1000,1081
512,सेवेंटी,70,1000,1081
512,सैवंटी,70,1000,1081
512,सेवन्टी,70,1000,1081
514,सत्तरवां,70,1000,1081
514,सत्तरवाँ,70,1000,1081
514,सत्तरवीं,70,1000,1081
514,सत्तरवें,70,1000,1081
512,इकहत्तर,71,1000,1081
512,इखत्तर,71,1000,1081
512,इकतर,71,1000,1081
512,इखतर,71,1000,1081
514,इकहत्तरवां,71,1000,1081
514,इकहत्तरवाँ,71,1000,1081
514,इकहत्तरवीं,71,1000,1081
514,इकहत्तरवें,71,1000,1081
512,बहत्तर,72,1000,1081
514,बहत्तरवां,72,1000,1081
514,बहत्तरवाँ,72,1000,1081
514,बहत्तरवीं,72,1000,1081
514,बहत्तरवें,72,1000,1081
512,तिहत्तर,73,1000,1081
512,तिहातर,73,1000,1081
514,तिहत्तरवां,73,1000,1081
514,तिहत्तरवाँ,73,1000,1081
514,तिहत्तरवीं,73,1000,1081
514,तिहत्तरवें,73,1000,1081
512,चौहत्तर,74,1000,1081
512,चोहत्तर,74,1000,1081
512,चौहतर,74,1000,1081
514,चौहत्तरवां,74,1000,1081
514,चौहत्तरवाँ,74,1000,1081
514,चौहत्तरवीं,74,1000,1081
514,चौहत्तरवें,74,1000,1081
512,पचहत्तर,75,1000,1081
512,पच्छत्तर,75,1000,1081
512,पचछतर,75,1000,1081
512,पछत्तर,75,1000,1081
514,पचहत्तरवां,75,1000,1081
514,पचहत्तरवाँ,75,1000,1081
514,पचहत्तरवीं,75,1000,1081
514,पचहत्तरवें,75,1000,1081
512,छिहत्तर,76,1000,1081
512,छियत्तर,76,1000,1081
512,छियातर,76,1000,1081
512,छियात्तर,76,1000,1081
514,छिहत्तरवां,76,1000,1081
514,छिहत्तरवाँ,76,1000,1081
514,छिहत्तरवीं,76,1000,1081
514,छिहत्तरवें,76,1000,1081
512,सतत्तर,77,1000,1081
512,सत्तात्तर,77,1000,1081
512,सत्थत्तर,77,1000,1081
514,सतत्तरवां,77,1000,1081
514,सतत्तरवाँ,77,1000,1081
514,सतत्तरवीं,77,1000,1081
514,सतत्तरवें,77,1000,1081
512,अठहत्तर,78,1000,1081
512,अड़हत्तर,78,1000,1081
514,अठहत्तरवां,78,1000,1081
