RecordId,cname,concept_type,parent_concepts
694,viv.email.EmailSendOrSaveResult,structure,viv.email.ComposedEmailDetail
695,viv.contact.ConnectedDeviceOs,text,
696,viv.contact.LastName,text,
697,viv.contact.MiddleName,text,
698,viv.contact.RelationshipName,text,
699,viv.contact.SpeechPhoneNumber,text,
700,viv.contact.OsVersion,text,
701,viv.contact.CallEnabled,text,
702,viv.contact.SpeedDialNumber,integer,
703,viv.contact.SearchMyProfileOption,enum,
704,viv.contact.NickName,text,
705,viv.contact.IsExist,boolean,
706,viv.contact.InitialOfName,name,
707,viv.contact.Os,text,
708,viv.contact.NameSuffix,text,
709,viv.contact.PhoneNumber,text,
710,viv.contact.ConnectedDeviceManufacturer,text,
711,viv.contact.Runestone,boolean,
712,viv.contact.Ordinal,enum,
713,viv.contact.EmailType,enum,
714,viv.contact.SearchTerm,text,
715,viv.contact.CustomName,name,
716,viv.contact.DeviceModel,text,
717,viv.contact.JobTitle,name,
718,viv.contact.FilterTerm,text,
719,viv.contact.GroupName,name,
720,viv.contact.SaveConfirmationType,boolean,viv.core.Confirmation
721,viv.contact.RelationshipType,enum,
722,viv.contact.MyRelationshipType,enum,
723,viv.contact.AddressId,text,
724,viv.contact.Device,text,
725,viv.contact.DuplicatedOnList,boolean,
726,viv.contact.Result,enum,
727,viv.contact.AddressType,enum,
728,viv.contact.SpeakerEnabled,text,
729,viv.contact.FirstName,text,
730,viv.contact.ResultDescription,text,
731,viv.contact.StructuredName,text,
732,viv.contact.ContactId,integer,
733,viv.contact.IsOrigin,boolean,
734,viv.contact.Gender,name,
735,viv.contact.NamePrefix,text,
736,viv.contact.EmailAddress,name,
737,viv.contact.Company,name,
738,viv.contact.AddressLabel,name,
739,viv.contact.PhoneType,enum,
740,viv.contact.ModemType,text,
741,viv.contact.ConnectedDeviceOsVersion,text,
742,viv.contact.ContactType,enum,
743,viv.contact.ExportType,text,
744,viv.contact.IsFavorite,boolean,
745,viv.contact.Department,name,
746,viv.contact.PhoneInfo,structure,
747,viv.contact.Address,structure,viv.contact.UnresolvedAddress
748,viv.contact.NameInfo,structure,
749,viv.contact.PhotoInfo,structure,viv.image.Image
750,viv.contact.ActionResult,structure,
751,viv.contact.RelationshipInfoDetails,structure,viv.contact.ContactInfo
752,viv.contact.BirthdayInfo,structure,viv.time.Date
753,viv.contact.MyProfileInfo,structure,viv.contact.ContactInfo
754,viv.contact.EmailInfo,structure,
755,viv.contact.DeviceContext,structure,
756,viv.contact.UnresolvedAddress,structure,viv.geo.UnresolvedAddress
757,viv.contact.WorkInfo,structure,
758,viv.contact.RelationshipInfo,structure,
759,viv.contact.AddressInfo,structure,
760,viv.contact.DraftContactInfo,structure,viv.contact.ContactInfo
761,viv.contact.ContactInfo,structure,
762,viv.image.Caption,text,
763,viv.image.Image,structure,viv.core.BaseImage
764,viv.image.Size,enum,
765,viv.image.Point,structure,viv.core.BaseXyPoint
766,viv.image.Url,text,viv.core.Url
767,viv.image.Height,integer,
768,viv.image.Width,integer,
769,viv.image.Dimensions,structure,viv.core.Base2dShape
770,viv.common.Ordinal,integer,
771,Orientation,enum,
772,ReminderName,name,
773,viv.cameraApp.OrientationInSettings,enum,
