RecordId,formal,alias
1,1,1st
2,1,first
3,10,10th
4,10,tenth
5,11,11th
6,11,eleventh
7,12,12th
8,12,twelfth
9,13,13th
10,13,thirteenth
11,14,14th
12,14,fourteenth
13,15,15th
14,15,fifteenth
15,16,16th
16,16,sixteenth
17,17,17th
18,17,seventeenth
19,18,18th
20,18,eighteenth
21,19,19th
22,19,nineteenth
23,2,2nd
24,2,second
25,20,20th
26,20,twentieth
27,21,21st
28,21,twenty-first
29,22,22nd
30,22,twenty-second
31,23,23rd
32,23,twenty-third
33,24,24th
34,24,twenty-fourth
35,25,25th
36,25,twenty-fifth
37,26,26th
38,26,twenty-sixth
39,27,27th
40,27,twenty-seventh
41,28,28th
42,28,twenty-eighth
43,29,29th
44,29,twenty-ninth
45,3,3rd
46,3,third
47,30,30th
48,30,thirtieth
49,31,31st
50,31,thirty-first
51,4,4th
52,4,fourth
53,5,5th
54,5,fifth
55,6,6th
56,6,sixth
57,7,7th
58,7,seventh
59,8,8th
60,8,eighth
61,9,9th
62,9,ninth
