RecordId,formal,alias
1,$route,c u r r e n c y c o d e
2,AED,a e d
3,AED,d i r h a m
4,AED,d i r h a m s
5,AED,u n i t e d a r a b e m i r a t e s d i r h a m
6,AED,u n i t e d a r a b e m i r a t e s d i r h a m s
7,AFN,a f g h a n a f g h a n i
8,AFN,a f n
9,ALL,a l b a n i a n l e k
10,ALL,a l b a n i a n l e k s
11,ALL,a l l
12,AMD,a m d
13,AMD,a r m e n i a n d r a m
14,AMD,a r m e n i a n d r a m s
15,ANG,a n g
16,ANG,n e t h e r l a n d s a n t i l l e a n g u i l d e r
17,ANG,n e t h e r l a n d s a n t i l l e a n g u i l d e r s
18,AOA,a n g o l a n k w a n z a
19,AOA,a n g o l a n k w a n z a s
20,AOA,a o a
21,ARS,a r g e n t i n e p e s o
22,ARS,a r g e n t i n e p e s o s
23,ARS,a r s
24,AUD,a u d
25,AUD,a u s t r a l i a n d o l l a r
26,AUD,a u s t r a l i a n d o l l a r s
27,AWG,a r u b a n f l o r i n
28,AWG,a r u b a n f l o r i n s
29,AWG,a w g
30,AZN,a z e r b a i j a n i m a n a t
31,AZN,a z e r b a i j a n i m a n a t s
32,AZN,a z n
33,BAM,b a m
34,BAM,b o s n i a a n d h e r z e g o v i n a c o n v e r t i b l e m a r k
35,BAM,b o s n i a a n d h e r z e g o v i n a c o n v e r t i b l e m a r k s
36,BBD,b a r b a d o s d o l l a r
37,BBD,b a r b a d o s d o l l a r s
38,BBD,b b d
39,BDT,b a n g l a d e s h i t a k a
40,BDT,b a n g l a d e s h i t a k a s
41,BDT,b d t
42,BGN,b g n
43,BGN,b u l g a r i a n l e v
44,BGN,b u l g a r i a n l e v s
45,BHD,b a h r a i n i d i n a r
46,BHD,b a h r a i n i d i n a r s
47,BHD,b h d
48,BIF,b i f
49,BIF,b u r u n d i a n f r a n c
50,BIF,b u r u n d i a n f r a n c s
51,BMD,b e r m u d i a n d o l l a r
52,BMD,b e r m u d i a n d o l l a r s
53,BMD,b m d
54,BND,b n d
55,BND,b r u n e i d o l l a r
56,BND,b r u n e i d o l l a r s
57,BOB,b o b
58,BOB,b o l i v i a n o
59,BOB,b o l i v i a n o s
60,BRL,b r a z i l i a n r e a l
61,BRL,b r l
62,BSD,b a h a m i a n d o l l a r
63,BSD,b a h a m i a n d o l l a r s
64,BSD,b s d
65,BTN,b h u t a n e s e n g u l t r u m
66,BTN,b t n
67,BWP,b o t s w a n a p u l a
68,BWP,b o t s w a n a p u l a s
69,BWP,b w p
70,BYR,b e l a r u s i a n r u b l e
71,BYR,b e l a r u s i a n r u b l e s
72,BYR,b y r
73,BZD,b e l i z e d o l l a r
