_id,item,category,data1,data2,data3,data4,data5
1,204,4370,4370,NL,presidential,0,
2,204,4371,4372,NL,extreme,0,
3,204,4373,4378,NL,severe,0,
4,204,4379,4379,NL,amber,0,
5,204,4380,4382,NL,test,1,
6,310,4370,4370,US,presidential,0,
7,310,4371,4372,US,extreme,0,
8,310,4373,4378,US,severe,0,
9,310,4379,4379,US,amber,0,
10,310,4380,4382,US,test,1,
11,310,4383,4383,US,presidential,0,
12,310,4384,4385,US,extreme,0,
13,310,4386,4391,US,severe,0,
14,310,4392,4392,US,amber,0,
15,310,4393,4395,US,test,1,
16,311,4370,4370,US,presidential,0,
17,311,4371,4372,US,extreme,0,
18,311,4373,4378,US,severe,0,
19,311,4379,4379,US,amber,0,
20,311,4380,4382,US,test,1,
21,311,4383,4383,US,presidential,0,
22,311,4384,4385,US,extreme,0,
23,311,4386,4391,US,severe,0,
24,311,4392,4392,US,amber,0,
25,311,4393,4395,US,test,1,
26,312,4370,4370,US,presidential,0,
27,312,4371,4372,US,extreme,0,
28,312,4373,4378,US,severe,0,
29,312,4379,4379,US,amber,0,
30,312,4380,4382,US,test,1,
31,312,4383,4383,US,presidential,0,
32,312,4384,4385,US,extreme,0,
33,312,4386,4391,US,severe,0,
34,312,4392,4392,US,amber,0,
35,312,4393,4395,US,test,1,
36,313,4370,4370,US,presidential,0,
37,313,4371,4372,US,extreme,0,
38,313,4373,4378,US,severe,0,
39,313,4379,4379,US,amber,0,
40,313,4380,4382,US,test,1,
41,313,4383,4383,US,presidential,0,
42,313,4384,4385,US,extreme,0,
43,313,4386,4391,US,severe,0,
44,313,4392,4392,US,amber,0,
45,313,4393,4395,US,test,1,
46,316,4370,4370,US,presidential,0,
47,316,4371,4372,US,extreme,0,
48,316,4373,4378,US,severe,0,
49,316,4379,4379,US,amber,0,
50,316,4380,4382,US,test,1,
51,316,4383,4383,US,presidential,0,
52,316,4384,4385,US,extreme,0,
53,316,4386,4391,US,severe,0,
54,316,4392,4392,US,amber,0,
55,316,4393,4395,US,test,1,
56,440,4352,4354,JP,etws,0,
57,440,4355,4355,JP,test,1,
58,440,4356,4356,JP,etws,0,
59,441,4352,4354,JP,etws,0,
60,441,4355,4355,JP,test,1,
61,441,4356,4356,JP,etws,0,
62,450,4370,4370,KR,presidential,0,
63,450,4371,4371,KR,extreme,0,
64,450,4372,4378,KR,severe,0,
65,450,4379,4379,KR,test,0,
66,450,4380,4380,KR,test,1,
67,450,40960,45055,KR,test,1,
68,466,911,911,TW,severe,0,
69,466,919,919,TW,severe,0,
70,466,4370,4370,TW,presidential,0,
71,466,4371,4379,TW,extreme,0,
72,466,4380,4380,TW,test,1,
73,466,4383,4383,TW,presidential,0,
74,466,4384,4392,TW,extreme,0,
75,466,4393,4393,TW,test,1,
76,730,919,919,CL,presidential,0,
77,730,4370,4370,CL,presidential,0,
78,302,4370,4370,CA,presidential,0,
79,302,4371,4372,CA,extreme,0,
80,302,4373,4378,CA,severe,0,
81,302,4379,4379,CA,amber,0,
82,302,4380,4399,CA,test,1,
83,424,4370,4370,AE,presidential,0,
84,424,4371,4378,AE,extreme,0,
85,424,4379,4379,AE,amber,0,
86,424,4380,4381,AE,test,1,
87,424,4383,4383,AE,presidential,0,
88,424,4384,4391,AE,extreme,0,
89,424,4392,4392,AE,amber,0,
90,424,4393,4394,AE,test,1,
