start_time,end_time,drain_type,power,used_time
1626874585082,1626875485046,7,1.9413020833333121,899
1626875485046,1626876118167,7,1.5019971944444706,633
1626876118167,1626876984747,7,1.9401409999999828,747
1626876984747,1626877968106,7,3.5112954166667123,1019
1626877968106,1626878341062,7,1.0808098333333191,454
1626883178033,1626884040238,3,0.11321466666666666,18696
1626883178033,1626884040238,7,2.214945361111111,862
1626884040238,1626884654553,0,0.0,0
1626898610479,1626899386842,7,0.4078952222222223,0
1626899386842,1626900062031,7,1.6279194722222226,675
1626900062031,1626900671298,7,1.9524716944444442,609
1626900671298,1626901286147,7,1.600616555555555,614
1626901286147,1626901908801,7,2.1514745,622
1626901908801,1626902785772,7,1.995116277777779,876
1626902785772,1626903455801,3,0.06854283333333333,11319
1626902785772,1626903455801,7,2.135174888888889,667
1626903455801,1626904079284,3,0.18248416666666673,30135
1626903455801,1626904079284,7,2.6566443333333325,626
1626904079284,1626904884828,7,1.8881459166666659,805
1626904884828,1626906040456,7,1.850306805555558,820
1626906040456,1626906838608,7,2.1227296944444447,979
1626906838608,1626907584774,7,1.995112083333332,900
1626907584774,1626908642168,7,1.8230399166666658,817
1626908642168,1626909603562,3,0.0561834444444444,9278
1626908642168,1626909603562,7,2.6063821944444463,1200
1626909603562,1626910231082,3,0.4688090000000001,77418
1626909603562,1626910231082,7,2.3913929722222207,627
1626910231082,1626910927596,3,0.19854955555555553,32788
1626910231082,1626910927596,7,1.7954651388888898,654
1626910927596,1626911785708,7,1.9252232222222219,899
1626911785708,1626912728666,7,2.044135444444443,942
1626912728666,1626913601458,3,0.12409044444444439,20492
1626912728666,1626913601458,7,2.158742833333335,858
1626913601458,1626914486669,7,2.0724561111111086,899
1626914486669,1626915450692,3,0.06848227777777782,11309
1626914486669,1626915450692,7,2.049814055555558,899
1626915450692,1626916360830,3,0.5441946111111111,89867
1626915450692,1626916360830,7,2.3376465555555583,974
1626916360830,1626916962336,7,2.895335055555556,601
1626916962336,1626917571121,7,3.737601111111111,608
1626917571121,1626918189576,7,3.7964178055555493,618
1626918189576,1626918803205,7,3.7670616388888902,613
1626918803205,1626919411382,7,3.733672222222225,608
1626919411382,1626920013614,7,3.696734527777785,602
1626920013614,1626920623604,7,3.7448388611111056,610
1626920623604,1626921243331,7,3.804510944444445,619
1626921243331,1626921848911,7,3.717635361111107,605
1626921848911,1626922465614,7,3.785711583333338,616
1626922465614,1626923071442,7,3.719313361111105,605
1626923071442,1626923680305,7,3.737324861111105,608
1626923680305,1626924283648,7,3.7038801944444515,603
1626924283648,1626924884913,7,3.6914735000000007,601
1626924884913,1626925491693,7,3.7248690555555584,606
1626925491693,1626926097631,7,3.719589611111104,605
1626926097631,1626926400424,7,1.8588739722222272,302
1626926400424,1626927013568,7,3.7643298333333206,613
1626927013568,1626927650719,7,3.911202750000001,637
1626927650719,1626928255597,7,3.713284972222226,604
1626928255597,1626928884196,7,3.8592616111111226,628
1626928884196,1626929494382,7,3.7456737499999946,610
1626929494382,1626930115899,7,3.8156018333333463,621
1626930115899,1626930743594,7,3.853018361111083,627
1626930743594,1626931357614,7,3.7691427222222273,613
1626931357614,1626931961545,3,0.5756350555555558,95059
1626931357614,1626931961545,7,2.6011871666666764,603
1626931961545,1626932785648,3,0.11454083333333331,18915
1626931961545,1626932785648,7,2.0030538611111126,824
1626932785648,1626933684584,7,2.026154583333323,898
1626933684584,1626934585585,7,2.119760444444438,901
1626934585585,1626935484652,7,2.819356444444452,899
1626935484652,1626936085528,7,1.4101092777777922,600
1626936085528,1626936797456,7,1.6144962222222148,711
1626936797456,1626937879484,7,2.432756888888889,1081
1626937879484,1626938657685,7,1.7209699722222354,778
1626938657685,1626939358943,7,1.6828849722222117,701
1626939358943,1626939985481,7,1.5007267222222254,626
1626939985481,1626940885453,7,1.9740535277777553,899
1626940885453,1626941785484,7,1.9986830833333329,900
1626941785484,1626942685437,7,1.9749088055555717,899
1626942685437,1626943584486,7,2.026524694444447,899
1626943584486,1626944485449,7,2.0095143888888742,900
1626944485449,1626945384433,7,2.058469833333362,898
1626945384433,1626946284466,7,2.718354777777762,900
1626946284466,1626947185442,7,1.9820183888888607,900
1626947185442,1626948085376,7,1.9957734444444668,899
1626948085376,1626948985448,7,2.00924283333336,899
1626948985448,1626949885386,7,1.9890402222222008,899
1626949885386,1626950784401,7,1.9755355277777653,899
1626950784401,1626951685343,7,2.0081487500000037,900
1626951685343,1626952585389,7,2.1103926944444424,900
1626952585389,1626953485283,7,2.0068967222222227,899
1626953485283,1626954385345,7,1.966939694444477,900
1626954385345,1626955285305,7,2.0208200833333194,899
1626955285305,1626956185332,7,1.9896186666666722,900
1626956185332,1626957085807,7,1.952202472222183,900
1626957085807,1626957985374,7,2.1069614166667066,899
1626957985374,1626958885270,7,1.9743267499999888,899
1626958885270,1626959497176,7,1.4007594166666593,611
1626959497176,1626960373285,7,2.0900218611110972,876
1626960373285,1626961455750,7,2.463335444444482,1082
1626961455750,1626962486360,7,2.2489025555555315,1030
1626962486360,1626963385275,7,2.022741361111116,898
1626963385275,1626964285323,7,2.049912027777765,899
1626964285323,1626965185306,7,1.9819435000000283,900
1626965185306,1626966085291,7,2.104261749999978,899
1626966085291,1626966985219,7,2.070939333333314,899
1626966985219,1626967885148,7,1.9982559722222106,899
1626967885148,1626968785522,7,1.9716847777777957,900
1626968785522,1626969686188,7,2.0089214166666807,900
1626969686188,1626970585230,7,2.0022527499999967,899
1626970585230,1626971485198,7,1.9913960555555548,899
1626971485198,1626972386188,7,1.9796362777778143,901
1626972386188,1626973285187,7,2.0267289722222017,898
1626973285187,1626974185165,7,1.9994828611110904,899
1626974185165,1626975086261,7,2.0506346111111213,901
1626975086261,1626975985205,7,2.0606655277777577,898
1626975985205,1626976885107,7,1.976468861111158,899
1626976885107,1626977784263,7,2.227215666666609,899
1626977784263,1626978384685,7,3.252456194444477,600
1626978384685,1626979047287,7,2.7588527777777756,662
1626979047287,1626979885166,3,0.07133444444444459,11780
1626979047287,1626979885166,7,2.128557972222211,837
1626979885166,1626980786099,7,2.112138027777803,900
1626980786099,1626980811366,7,0.15131033333332766,25
1626980823387,1626980911720,0,0.0,0
1626980911720,1626980997986,7,0.5292479722222083,86
1626981048420,1626981063822,7,0.05455838888892117,8
1626981117039,1626981131653,0,0.0,0
1626981143297,1626981315235,0,0.0,0
1626981315235,1626981329947,7,0.05103872222218797,8
