flags,word,value,confidence,CultureId
2097408,um,1,1000,22
256,e um,1,1000,22
256,um e,1,1000,22
264,uma,1,1000,22
256,e uma,1,1000,22
258,primeiro,1,1000,22
258,primeira,1,1000,22
262,1º,1,1000,22
262,1ª,1,1000,22
256,dois,2,1000,22
256,duas,2,1000,22
258,segundo,2,1000,22
131330,segunda,2,1000,22
262,2º,2,1000,22
262,2ª,2,1000,22
256,três,3,1000,22
256,trez,3,1000,22
258,terceiro,3,1000,22
258,terceira,3,1000,22
262,3º,3,1000,22
262,3ª,3,1000,22
256,quatro,4,1000,22
258,quarto,4,1000,22
131330,quarta,4,1000,22
262,4º,4,1000,22
262,4ª,4,1000,22
256,cinco,5,1000,22
258,quinto,5,1000,22
131330,quinta,5,1000,22
262,5º,5,1000,22
262,5ª,5,1000,22
256,seis,6,1000,22
258,sexto,6,1000,22
131330,sexta,6,1000,22
262,6º,6,1000,22
262,6ª,6,1000,22
256,sete,7,1000,22
258,sétimo,7,1000,22
258,sétima,7,1000,22
262,7º,7,1000,22
262,7ª,7,1000,22
256,oito,8,1000,22
258,oitavo,8,1000,22
258,oitava,8,1000,22
262,8º,8,1000,22
262,8ª,8,1000,22
256,nove,9,1000,22
258,nono,9,1000,22
258,nona,9,1000,22
262,9º,9,1000,22
262,9ª,9,1000,22
1536,dez,10,1000,22
1538,décimo,10,1000,22
1538,décima,10,1000,22
1542,10º,10,1000,22
1542,10ª,10,1000,22
512,onze,11,1000,22
514,décimo primeiro,11,1000,22
514,décima primeira,11,1000,22
518,11º,11,1000,22
518,11ª,11,1000,22
512,doze,12,1000,22
514,décimo segundo,12,1000,22
514,décima segunda,12,1000,22
518,12º,12,1000,22
518,12ª,12,1000,22
576,dúzia,12,1000,22
576,dúzias,12,1000,22
512,treze,13,1000,22
514,décimo terceiro,13,1000,22
514,décima terceira,13,1000,22
518,13º,13,1000,22
518,13ª,13,1000,22
512,quatorze,14,1000,22
512,catorze,14,1000,22
514,décimo quarto,14,1000,22
514,décima quarta,14,1000,22
518,14º,14,1000,22
518,14ª,14,1000,22
512,quinze,15,1000,22
514,décimo quinto,15,1000,22
514,décima quinta,15,1000,22
518,15º,15,1000,22
518,15ª,15,1000,22
512,dezasseis,16,1000,22
512,dezesseis,16,1000,22
514,décimo sexto,16,1000,22
514,décima sexta,16,1000,22
518,16º,16,1000,22
518,16ª,16,1000,22
512,dezassete,17,1000,22
512,dezessete,17,1000,22
514,décimo sétimo,17,1000,22
514,décima sétima,17,1000,22
518,17º,17,1000,22
518,17ª,17,1000,22
512,dezoito,18,1000,22
514,décimo oitavo,18,1000,22
514,décima oitava,18,1000,22
518,18º,18,1000,22
518,18ª,18,1000,22
512,dezanove,19,1000,22
512,dezenove,19,1000,22
514,décimo nono,19,1000,22
514,décima nona,19,1000,22
518,19º,19,1000,22
518,19ª,19,1000,22
512,vinte,20,1000,22
514,vigésimo,20,1000,22
514,vigésima,20,1000,22
1542,20º,20,1000,22
1542,20ª,20,1000,22
512,vinte e um,21,1000,22
512,vinte e dois,22,1000,22
512,vinte e duas,22,1000,22
512,vinte e três,23,1000,22
512,vinte e trez,23,1000,22
512,vinte e quatro,24,1000,22
512,vinte e cinco,25,1000,22
512,vinte e seis,26,1000,22
512,vinte e sete,27,1000,22
512,vinte e oito,28,1000,22
512,vinte e nove,29,1000,22
512,trinta,30,1000,22
514,trigésimo,30,1000,22
514,trigésima,30,1000,22
1542,30º,30,1000,22
1542,30ª,30,1000,22
512,quarenta,40,1000,22
514,quadragésimo,40,1000,22
514,quadragésima,40,1000,22
1542,40º,40,1000,22
1542,40ª,40,1000,22
512,cinquenta,50,1000,22
514,quinquagésimo,50,1000,22
514,quinquagésima,50,1000,22
1542,50º,50,1000,22
1542,50ª,50,1000,22
512,sessenta,60,1000,22
514,sexagésimo,60,1000,22
514,sexagésima,60,1000,22
1542,60º,60,1000,22
1542,60ª,60,1000,22
512,setenta,70,1000,22
514,septuagésimo,70,1000,22
514,septuagésima,70,1000,22
1542,70º,70,1000,22
1542,70ª,70,1000,22
512,oitenta,80,1000,22
514,octogésimo,80,1000,22
514,octogésima,80,1000,22
1542,80º,80,1000,22
1542,80ª,80,1000,22
512,noventa,90,1000,22
514,nonagésimo,90,1000,22
514,nonagésima,90,1000,22
1542,90º,90,1000,22
1542,90ª,90,1000,22
64,cem,100,1000,22
64,cento,100,1000,22
64,centenas,100,1000,22
66,centésimo,100,1000,22
66,centésima,100,1000,22
1094,100º,100,1000,22
1094,100ª,100,1000,22
16384,duzentas,200,1000,22
16384,duzentos,200,1000,22
16384,trezentas,300,1000,22
16384,trezentos,300,1000,22
16384,quatrocentas,400,1000,22
16384,quatrocentos,400,1000,22
16384,quinhentas,500,1000,22
16384,quinhentos,500,1000,22
16384,seiscentas,600,1000,22
16384,seiscentos,600,1000,22
16384,setecentas,700,1000,22
16384,setecentos,700,1000,22
16384,oitocentas,800,1000,22
16384,oitocentos,800,1000,22
16384,novecentas,900,1000,22
16384,novecentos,900,1000,22
192,mil,1000,1000,22
192,milhares,1000,1000,22
192,milhão,1000000,1000,22
192,milhões,1000000,1000,22
192,bilião,1000000000,1000,22
192,bilhão,1000000000,1000,22
192,biliões,1000000000,1000,22
192,bilhões,1000000000,1000,22
32,meia,500,1000,22
32,meio,500,1000,22
32,um meio,500,1000,22
32,e meia,500,1000,22
32,e meio,500,1000,22
32,metade,500,1000,22
32,1/2,500,1000,22
32,um e meio,1500,1000,22
32,um terço,333,1000,22
32,1/3,333,1000,22
32,dois terços,667,1000,22
32,2/3,667,1000,22
32,um quarto,250,1000,22
32,e um quarto,250,1000,22
32,1 quarto,250,1000,22
32,e 1 quarto,250,1000,22
32,quartos,250,1000,22
32,1/4,250,1000,22
32,três quartos,750,1000,22
32,e três quartos,750,1000,22
32,3 quartos,750,1000,22
32,e 3 quartos,750,1000,22
