RecordId,formal,alias
1,January,jan
2,January,january
3,January,the month of january
4,February,feb
5,February,february
6,February,the month of february
7,March,mar
8,March,march
9,March,the month of march
10,April,apr
11,April,april
12,April,the month of april
13,May,may
14,May,the month of may
15,June,jun
16,June,june
17,June,the month of june
18,July,jul
19,July,july
20,July,the month of july
21,August,aug
22,August,august
23,August,the month of august
24,September,sep
25,September,sept
26,September,september
27,September,the month of september
28,October,oct
29,October,october
30,October,the month of october
31,November,nov
32,November,november
33,November,the month of november
34,December,dec
35,December,december
36,December,the month of december
