package_name,sticker_name,thumbnail_resource_id,preview_resource_id,preview_resource_width,preview_resource_height,capture_resource_id,text1_left,text1_top,tex1t_width,text1_height,text1_is_editable,text1_is_vertical,text1_default_text,text1_type,text1_font_size,text1_font,text1_color,text1_h_align,text1_v_align,text2_left,text2_top,text2_width,text2_height,text2_is_editable,text2_is_vertical,text2_default_text,text2_type,text2_font_size,text2_font,text2_color,text2_h_align,text2_v_align,description,sub_order
com.samsung.android.app.camera.sticker.watermark.preload,imhere,2131231844,2131231843,200,200,0,18.0,176.0,164.0,18.0,true,false,,13,12.0,6,16448250,2,1,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,1
com.samsung.android.app.camera.sticker.watermark.preload,monday,2131231846,2131231845,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,2
com.samsung.android.app.camera.sticker.watermark.preload,morning,2131231848,2131231847,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,3
com.samsung.android.app.camera.sticker.watermark.preload,ontheroad,2131231850,2131231849,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,4
com.samsung.android.app.camera.sticker.watermark.preload,sunnyday,2131231852,2131231851,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,5
com.samsung.android.app.camera.sticker.watermark.preload,windy,2131231854,2131231853,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,6
com.samsung.android.app.camera.sticker.watermark.preload,eatlot,2131231856,2131231855,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,7
com.samsung.android.app.camera.sticker.watermark.preload,hehe,2131231858,2131231857,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,8
com.samsung.android.app.camera.sticker.watermark.preload,time,2131231860,2131231859,200,200,0,10.0,72.0,182.0,51.0,true,false,,22,33.0,7,16448250,2,2,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,9
com.samsung.android.app.camera.sticker.watermark.preload,anyoneelse,2131231862,2131231861,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,10
com.samsung.android.app.camera.sticker.watermark.preload,beach,2131231864,2131231863,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,11
com.samsung.android.app.camera.sticker.watermark.preload,burn,2131231866,2131231865,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,12
com.samsung.android.app.camera.sticker.watermark.preload,cannotsee,2131231868,2131231867,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,13
com.samsung.android.app.camera.sticker.watermark.preload,countdown,2131231870,2131231869,200,200,0,40.0,108.0,46.0,20.0,true,false,125,0,12.0,4,16448250,3,1,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,14
com.samsung.android.app.camera.sticker.watermark.preload,dog,2131231872,2131231871,200,200,0,18.0,140.0,164.0,16.0,true,false,,3,8.0,6,16777215,2,2,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,15
com.samsung.android.app.camera.sticker.watermark.preload,snow,2131231874,2131231873,200,200,0,18.0,118.0,164.0,24.0,true,false,,7,12.0,5,16448250,2,2,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,16
com.samsung.android.app.camera.sticker.watermark.preload,friday,2131231876,2131231875,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,17
com.samsung.android.app.camera.sticker.watermark.preload,happyweekend,2131231878,2131231877,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,18
com.samsung.android.app.camera.sticker.watermark.preload,importantday,2131231880,2131231879,200,200,0,18.0,120.0,164.0,24.0,true,false,,5,16.0,6,16448250,2,1,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,19
com.samsung.android.app.camera.sticker.watermark.preload,justeat,2131231882,2131231881,200,200,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Default description,20
