app_uid,cid,tid,params,adid,hits_count
0,ac749e0b-5d40-4320-a7d7-c0cd73a8e987,UA-23858976-8,av=6.02.00&an=Background%20Check%20BeenVerified&aid=com.beenverified.android&aiid=com.android.vending,1,49
