parent_class,child_class,parent_title,child_title
com.android.settings.location.LocationSettings,com.android.settings.location.LocationSettings,Location,Location for work profile
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Reset to default values
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak usage hints
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Home screen layout
com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionMethodSettings,Suggest stickers while typing,Sticker suggestion method
com.samsung.android.settings.security.OtherSecuritySettings,com.android.settings.UserCredentialsSettings,Other security settings,User certificates
com.samsung.android.honeyboard.settings.styleandlayout.layout.KeyboardLayoutSettings,com.samsung.android.honeyboard.settings.styleandlayout.layout.KeyboardLayoutSettings,Layout,Number keys
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.qstile.DevelopmentTileConfigFragment,Developer options,Quick settings developer tiles
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Font size
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Sound Notifications
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.specialaccess.premiumsms.PremiumSmsAccess,Special access,Use premium text message services
com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Word learning
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Factory data reset
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Handwriting
com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,GPS notifications
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.bugreporthandler.BugReportHandlerPicker,Developer options,Bug report handler
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Manage website data
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Edge Handler
com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,Bixby Voice
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Show charging information
com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Open app
com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,ShuangPin keyboard
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,Supplementary services,Show your caller ID
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Security software version
com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Voice input
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.DesktopSettingsActivity,Samsung DeX,Auto hide taskbar
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Security update
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,SA Logging checking
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Accidental touch protection
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Samsung DeX
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Contact us
com.samsung.android.honeyboard.settings.languagesandtypes.ui.LanguagesAndTypesActivity,com.samsung.android.honeyboard.settings.languagesandtypes.ui.LanguagesAndTypesActivity,Languages and types,Language switching method
com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,Text messages,View messages on SIM card
com.android.settings.security.InstallCertificateFromStorage,com.android.settings.security.InstallCertificateFromStorage,Install from device storage,VPN and app user certificate
com.android.settings.system.ResetDashboardFragment,com.android.settings.system.ResetDashboardFragment,Reset,Collect diagnostics
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show surface updates
com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.inputmethod.UserDictionaryList,General management,Personal dictionary for work
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.specialaccess.deviceadmin.DeviceAdminSettings,Special access,Device admin apps
com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,One-handed mode,Gesture
com.samsung.android.settings.account.CloudAccountSettings,com.android.settings.accounts.AccountDashboardFragment,Accounts and backup,Manage accounts
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Personal data,Delete browsing data
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Alternate calendar
com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,Don’t use Wi-Fi hotspot
com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Fingerprint always on
com.android.settings.DisplaySettings,com.samsung.android.settings.display.SecDreamSettings,Display,Screen saver
com.samsung.android.settings.development.performance.PerfTuneDashboard,com.samsung.android.settings.development.performance.PerfTuneDashboard,Performance Tune,RAM Size Tune
com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Customization Service
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,Install unknown apps
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Manage calendar colors
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Vibrate when answered
com.samsung.android.settings.activekey.XcoverTopKeySettings,com.samsung.android.settings.activekey.ActiveKeyAppGridView,Top key,Press
com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.nearbyscan.NearbyScanning,More connection settings,Nearby device scanning
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.DesktopSettingsActivity,Samsung DeX,Set default audio output
com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.inputmethod.UserDictionaryList,General management,Personal dictionary
com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,Hotspot name
com.sec.android.app.soundalive.SAControlPanelActivity,com.sec.android.app.soundalive.SAControlPanelActivity,Sound quality and effects,Surround
com.android.settings.wifi.ConfigureWifiSettings,com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,Advanced,Switch to mobile data
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Knox Customization
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,Diagnostics and usage information
com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,More battery settings,Show battery percentage
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.nfc.NfcSettings,Connections,NFC/Osaifu-Keitai settings
com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,More typing options,Auto move cursor
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Multiple PBAP properties
com.samsung.android.forest.apptimer.ui.AppTimerActivity,com.samsung.android.forest.apptimer.ui.AppTimerActivity,Digital Wellbeing and parental controls,App timers
com.samsung.android.settings.display.SecDarkModeSettingsFragment,com.samsung.android.settings.display.SecDarkModeSettingsFragment,Dark mode settings,Turn on as scheduled
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bug report shortcut
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Eye comfort shield
com.samsung.android.app.aodservice.settings.AODSettingsMain,com.samsung.android.app.aodservice.settings.AODSettingsMain,Always On Display,Show music information
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable adb authorization timeout
com.android.settings.notification.zen.ZenModeSettings,com.android.settings.notification.zen.ZenModeSettings,Do not disturb,Add schedule
com.samsung.android.settings.bluetooth.BluetoothSettings,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,Bluetooth,Advanced
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,About Samsung Internet
com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Speak keyboard input aloud
