type,word,wordgroup,wordvalue,flags,CultureId,numericvalue
0,version,0,0,30,18,0
1,:,0,0,0,18,1
2,겨울,25,107,0,18,0
2,동기,25,107,0,18,0
2,봄,25,108,0,18,0
2,여름,25,109,0,18,0
2,하기,25,109,0,18,0
2,가을,25,110,0,18,0
2,1.250,25,111,0,9,0
2,2.250,25,112,0,9,0
2,3.250,25,113,0,9,0
2,4.250,25,114,0,9,0
2,상반기,25,115,0,9,0
2,하반기,25,116,0,9,0
1,음력,22,101,0,18,0
2,음력,22,101,0,18,0
1,__VBT_DELIMITER__,9,40,32,18,0
1,__vbt_delimiter__,9,40,32,18,0
1,오전,4,37,0,18,0
1,새벽,4,37,0,18,0
1,am,4,37,0,18,0
1,a.m.,4,37,0,18,0
1,AM,4,37,0,18,0
1,A.M.,4,37,0,18,0
1,오후,4,38,0,18,0
1,pm,4,38,0,18,0
1,p.m.,4,38,0,18,0
1,PM,4,38,0,18,0
1,P.M.,4,38,0,18,0
1,낮,4,38,0,18,0
1,시,9,39,256,18,0
1,시에,9,39,256,18,0
1,정각,9,40,0,18,0
1,로부터,9,40,0,18,0
1,부터,9,40,0,18,0
1,이번,1,3,0,18,0
1,올,1,3,0,18,0
1,담,1,2,0,18,0
1,그 담,1,2,512,18,0
1,다음,1,2,0,18,0
1,다다음,1,75,0,18,0
1,그 다음,1,2,512,18,0
1,지난,1,1,4096,18,0
1,저번,1,1,4096,18,0
1,그 전,1,1,4608,18,0
1,오늘밤,6,21,0,18,0
1,분,2,64,136,18,0
1,분로,2,64,8,18,0
1,분으로,2,64,8,18,0
1,분은,2,64,8,18,0
1,분는,2,64,8,18,0
1,분간,2,64,8,18,0
1,시간,2,65,136,18,0
1,시간의,2,65,8,18,0
1,시로,2,65,8,18,0
1,시으로,2,65,8,18,0
1,시은,2,65,8,18,0
1,시는,2,65,8,18,0
1,초,2,41,8,18,0
1,초로,2,41,8,18,0
1,초으로,2,41,8,18,0
1,초은,2,41,8,18,0
1,초는,2,41,8,18,0
1,초간,2,41,8,18,0
1,저녁,4,17,0,18,0
1,새벽,4,15,0,18,0
1,밤,4,18,0,18,0
1,오후,4,16,0,18,0
1,아침,4,53,0,18,0
1,점심,4,55,0,18,0
1,어제,5,20,0,18,0
1,어저께,5,20,0,18,0
1,내일,5,19,0,18,0
1,명일,5,19,0,18,0
1,어제의,5,20,0,18,0
1,내일의,5,19,0,18,0
1,어제에,5,20,0,18,0
1,내일에,5,19,0,18,0
1,어제에는,5,20,0,18,0
1,내일에는,5,19,0,18,0
1,전 날,5,20,0,18,0
1,전날,5,20,0,18,0
1,하루 전,5,20,0,18,0
1,하루전,5,20,0,18,0
1,일요일,3,8,0,18,0
1,월요일,3,9,0,18,0
1,화요일,3,10,0,18,0
1,수요일,3,11,0,18,0
1,목요일,3,12,0,18,0
1,금요일,3,13,0,18,0
1,토요일,3,14,0,18,0
2,이번,1,3,0,18,0
2,담,1,2,0,18,0
2,그 담,1,2,512,18,0
2,다음,1,2,0,18,0
2,다다음,1,75,0,18,0
2,지지난,1,76,0,18,0
2,그 다음,1,2,512,18,0
2,지난,1,1,4096,18,0
2,저번,1,1,4096,18,0
2,그 전,1,1,4608,18,0
2,일요일,3,8,0,18,0
2,월요일,3,9,0,18,0
2,화요일,3,10,0,18,0
2,수요일,3,11,0,18,0
2,목요일,3,12,0,18,0
2,금요일,3,13,0,18,0
2,토요일,3,14,0,18,0
2,일요일의,3,8,0,18,0
2,월요일의,3,9,0,18,0
2,화요일의,3,10,0,18,0
2,수요일의,3,11,0,18,0
2,목요일의,3,12,0,18,0
2,금요일의,3,13,0,18,0
2,토요일의,3,14,0,18,0
2,일요일은,3,8,0,18,0
2,월요일은,3,9,0,18,0
2,화요일은,3,10,0,18,0
2,수요일은,3,11,0,18,0
2,목요일은,3,12,0,18,0
2,금요일은,3,13,0,18,0
2,토요일은,3,14,0,18,0
2,일요일에는,3,8,0,18,0
2,월요일에는,3,9,0,18,0
2,화요일에는,3,10,0,18,0
2,수요일에는,3,11,0,18,0
2,목요일에는,3,12,0,18,0
2,금요일에는,3,13,0,18,0
2,토요일에는,3,14,0,18,0
2,일요일에,3,8,0,18,0
2,월요일에,3,9,0,18,0
2,화요일에,3,10,0,18,0
2,수요일에,3,11,0,18,0
2,목요일에,3,12,0,18,0
2,금요일에,3,13,0,18,0
2,토요일에,3,14,0,18,0
2,일요일이,3,8,0,18,0
2,월요일이,3,9,0,18,0
2,화요일이,3,10,0,18,0
2,수요일이,3,11,0,18,0
2,목요일이,3,12,0,18,0
2,금요일이,3,13,0,18,0
2,토요일이,3,14,0,18,0
2,일요일날,3,8,0,18,0
2,월요일날,3,9,0,18,0
2,화요일날,3,10,0,18,0
2,수요일날,3,11,0,18,0
2,목요일날,3,12,0,18,0
2,금요일날,3,13,0,18,0
2,토요일날,3,14,0,18,0
2,일월,8,25,0,18,0
2,이월,8,26,0,18,0
2,삼월,8,27,0,18,0
2,사월,8,28,0,18,0
2,오월,8,29,0,18,0
2,유월,8,30,0,18,0
2,육월,8,30,0,18,0
2,칠월,8,31,0,18,0
2,팔월,8,32,0,18,0
2,구월,8,33,0,18,0
2,시월,8,34,0,18,0
2,십월,8,34,0,18,0
2,십일월,8,35,0,18,0
2,십이월,8,36,0,18,0
2,일월의,8,25,0,18,0
2,이월의,8,26,0,18,0
2,삼월의,8,27,0,18,0
2,사월의,8,28,0,18,0
2,오월의,8,29,0,18,0
2,유월의,8,30,0,18,0
2,칠월의,8,31,0,18,0
2,팔월의,8,32,0,18,0
2,구월의,8,33,0,18,0
2,시월의,8,34,0,18,0
2,십일월의,8,35,0,18,0
2,십이월의,8,36,0,18,0
2,1월,8,25,0,18,0
2,2월,8,26,0,18,0
