_id,table_name,name,type_name,default_value,is_nullable,is_primary,is_autoincrement,is_deleted,is_added,foreign_table,foreign_column,on_foreign_key_update,on_foreign_key_delete
1254,thread_users,is_conversation_ice_breaker_enabled,INTEGER,0,1,0,0,0,0,,,,
1255,thread_users,is_work_user,INTEGER,,1,0,0,0,0,,,,
1256,thread_users,is_viewer_coworker,INTEGER,,1,0,0,0,0,,,,
1257,thread_users,favorite_color,TEXT,,1,0,0,0,0,,,,
1258,thread_users,work_info,TEXT,,1,0,0,0,0,,,,
1259,thread_users,is_viewer_managing_parent,INTEGER,0,1,0,0,0,0,,,,
1260,thread_users,is_page_callable,INTEGER,,1,0,0,1,0,,,,
1261,thread_users,inbox_profile_pic_uri,TEXT,,1,0,0,0,0,,,,
1262,thread_users,inbox_profile_pic_file_path,TEXT,,1,0,0,0,0,,,,
1263,thread_users,messaging_actor_type,TEXT,,1,0,0,0,1,,,,
1264,thread_users,is_business_active,INTEGER,,1,0,0,0,1,,,,
1265,thread_users,is_verified,INTEGER,0,1,0,0,0,1,,,,
1266,thread_users,viewer_ig_follow_status,TEXT,,1,0,0,0,1,,,,
1267,thread_users,is_banned_by_page_viewer,INTEGER,,1,0,0,0,1,,,,
1268,thread_users,friendship_status,TEXT,,1,0,0,0,1,,,,
1269,thread_users,mutual_friends_count,INTEGER,,1,0,0,0,1,,,,
1270,thread_users,is_ig_creator_account,INTEGER,,1,0,0,0,1,,,,
1271,thread_users,is_ig_business_account,INTEGER,,1,0,0,0,1,,,,
1272,thread_users,work_foreign_entity_info,TEXT,,1,0,0,0,1,,,,
1273,thread_users,contact_relationship_status,TEXT,,1,0,0,0,1,,,,
1274,thread_users,restriction_type,INTEGER,,1,0,0,0,1,,,,
1275,thread_users,birthday_month,INTEGER,,1,0,0,0,1,,,,
1276,thread_users,birthday_day,INTEGER,,1,0,0,0,1,,,,
1277,thread_users,fb_unblock_time,INTEGER,,1,0,0,0,1,,,,
1278,thread_users,contact_capabilities,INTEGER,,1,0,0,0,1,,,,
1279,thread_users,contact_capabilities2,INTEGER,,1,0,0,0,1,,,,
1280,thread_users,is_employee,INTEGER,,1,0,0,0,1,,,,
1281,thread_users,is_interop_eligible,INTEGER,,1,0,0,0,1,,,,
