_id,table_name,name,type_name,default_value,is_nullable,is_primary,is_autoincrement,is_deleted,is_added,foreign_table,foreign_column,on_foreign_key_update,on_foreign_key_delete
1185,threads,reported_timestamp_ms,INTEGER,0,1,0,0,0,1,,,,
1186,threads,reviewed_timestamp_ms,INTEGER,0,1,0,0,0,1,,,,
1187,threads,policy_violation_content_visibility_value,TEXT,,1,0,0,0,1,,,,
1188,threads,is_viewer_allowed_to_add_members,INTEGER,1,1,0,0,0,1,,,,
1189,threads,should_open_disappearing_mode,INTEGER,0,1,0,0,0,1,,,,
1190,threads,disappearing_thread_key,TEXT,,1,0,0,0,1,,,,
1191,threads,unread_disappearing_message_count,INTEGER,0,1,0,0,0,1,,,,
1192,threads,last_seen_super_react_timestamp_sec,INTEGER,0,1,0,0,0,1,,,,
1193,threads,magic_words,TEXT,,1,0,0,0,1,,,,
1194,threads,paired_thread_snippet,TEXT,,1,0,0,0,1,,,,
1195,threads,paired_thread_snippet_sender,TEXT,,1,0,0,0,1,,,,
1196,threads,pinned_message_id,TEXT,,1,0,0,0,1,,,,
1197,threads,pinned_message_snippet,TEXT,,1,0,0,0,1,,,,
1198,threads,parent_thread_key,TEXT,,1,0,0,0,1,,,,
1199,threads,group_thread_warning_type,TEXT,,1,0,0,0,1,,,,
1200,threads,last_missed_call_timestamp_ms,INTEGER,0,1,0,0,0,1,,,,
1201,threads,is_last_missed_call_video,INTEGER,0,1,0,0,0,1,,,,
1202,thread_users,_id,INTEGER,,0,1,1,0,0,,,,
1203,thread_users,user_key,TEXT,,1,0,0,0,0,,,,
1204,thread_users,first_name,TEXT,,1,0,0,0,0,,,,
1205,thread_users,last_name,TEXT,,1,0,0,0,0,,,,
1206,thread_users,username,TEXT,,1,0,0,0,0,,,,
1207,thread_users,name,TEXT,,1,0,0,0,0,,,,
1208,thread_users,is_messenger_user,INTEGER,,1,0,0,0,0,,,,
1209,thread_users,profile_pic_square,TEXT,,1,0,0,0,0,,,,
1210,thread_users,profile_type,TEXT,,1,0,0,0,0,,,,
1211,thread_users,allow_admin_create_appointment,INTEGER,,1,0,0,0,0,,,,
1212,thread_users,is_commerce,INTEGER,,1,0,0,0,0,,,,
1213,thread_users,commerce_page_type,TEXT,,1,0,0,0,0,,,,
1214,thread_users,is_partial,INTEGER,,1,0,0,0,0,,,,
1215,thread_users,user_rank,REAL,,1,0,0,0,0,,,,
1216,thread_users,is_blocked_by_viewer,INTEGER,,1,0,0,0,0,,,,
1217,thread_users,is_message_blocked_by_viewer,INTEGER,,1,0,0,0,0,,,,
1218,thread_users,is_pseudo_blocked_by_viewer,INTEGER,,1,0,0,0,1,,,,
1219,thread_users,can_viewer_message,INTEGER,,1,0,0,0,0,,,,
1220,thread_users,commerce_page_settings,TEXT,,1,0,0,0,0,,,,
1221,thread_users,is_friend,INTEGER,,1,0,0,0,0,,,,
1222,thread_users,last_fetch_time,INTEGER,,1,0,0,0,0,,,,
1223,thread_users,montage_thread_fbid,TEXT,,1,0,0,0,0,,,,
1224,thread_users,can_see_viewer_montage_thread,INTEGER,,1,0,0,0,0,,,,
1225,thread_users,is_broadcast_recipient_holdout,INTEGER,,1,0,0,0,0,,,,
1226,thread_users,is_messenger_bot,INTEGER,,1,0,0,0,0,,,,
1227,thread_users,is_vc_endpoint,INTEGER,,1,0,0,0,0,,,,
1228,thread_users,is_messenger_promotion_blocked_by_viewer,INTEGER,,1,0,0,1,0,,,,
1229,thread_users,user_custom_tags,TEXT,,1,0,0,0,0,,,,
1230,thread_users,is_receiving_subscription_messages,INTEGER,,1,0,0,0,0,,,,
1231,thread_users,is_messenger_platform_bot,INTEGER,,1,0,0,0,0,,,,
1232,thread_users,user_call_to_actions,TEXT,,1,0,0,1,0,,,,
1233,thread_users,structured_menu_call_to_actions,TEXT,,1,0,0,0,0,,,,
1234,thread_users,current_country_code,TEXT,,1,0,0,0,0,,,,
1235,thread_users,home_country_code,TEXT,,1,0,0,0,0,,,,
1236,thread_users,extension_resume_url,TEXT,,1,0,0,0,0,,,,
1237,thread_users,extension_resume_text,TEXT,,1,0,0,0,0,,,,
1238,thread_users,extension_payment_policy,TEXT,,1,0,0,0,0,,,,
1239,thread_users,structured_menu_badge_count,INTEGER,,1,0,0,0,0,,,,
1240,thread_users,does_accept_user_feedback,INTEGER,,1,0,0,0,0,,,,
1241,thread_users,extension_properties,TEXT,,1,0,0,0,0,,,,
1242,thread_users,viewer_connection_status,TEXT,,1,0,0,0,0,,,,
1243,thread_users,is_memorialized,INTEGER,,1,0,0,0,0,,,,
1244,thread_users,nested_menu_call_to_actions,TEXT,,1,0,0,0,0,,,,
1245,thread_users,maximum_messenger_version,TEXT,,1,0,0,1,0,,,,
1246,thread_users,managing_ps,TEXT,,1,0,0,0,0,,,,
1247,thread_users,is_aloha_proxy_confirmed,INTEGER,,1,0,0,0,0,,,,
1248,thread_users,aloha_proxy_user_owners,TEXT,,1,0,0,0,0,,,,
1249,thread_users,instant_game_channel,TEXT,,1,0,0,0,0,,,,
1250,thread_users,is_messenger_welcome_page_cta_enabled,INTEGER,,1,0,0,0,0,,,,
1251,thread_users,is_message_ignored_by_viewer,INTEGER,0,1,0,0,0,0,,,,
1252,thread_users,aloha_proxy_users_owned,TEXT,,1,0,0,0,0,,,,
1253,thread_users,is_viewer_subscribed_to_message_updates,INTEGER,0,1,0,0,1,0,,,,
