_id,item,category,data1,data2,data3,data4,data5
13,com.cmcc.mobilevideo,1,4000000/4.0.0.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161026-00871,
14,com.cookfl.leuu.bd,1,70/1.18.10,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161114-03954,
15,com.cookfl.leuu.bd,1,80/1.19.5,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161114-03954,
16,com.dianzhi.control,1,900000029/2.9.9,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-02551,
17,com.dshine.mtFightLand,1,5046/V5.0.46,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02875,
18,com.duowan.lolking,1,116/1.1.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04746,
19,com.edu.lxc,1,27/2.2.17.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-02359,
20,com.egame.zwzjsw2,1,103/10.0.3,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-03242,
21,com.feixun.zwdzjsw,1,4009/4.0.0.9,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04502,
22,com.feixun.zwdzjsw,1,2/1.0.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04502,
23,com.flyfish.fishinglife,1,21/1.0.20,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-01001,
24,com.forgame.BearRacing.cg,1,25/1.1.4,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02877,
25,com.gameley.tar2.baidu,1,11804/1.18.04,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161130-06160,
26,com.gameloft.android.ANMP.GloftFSHM,1,120/1.2.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170605-02735,
27,com.gameloft.android.ANMP.GloftFSHM,1,170718/1.4.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170605-02735,
28,com.gameshell.busparking2,1,21/1.2.6,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04502,
29,com.hdhsjsknh,1,6/6.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170418-03871,
30,com.humblegames.dragon,1,223/2.2.3,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170225-02150 ,
31,com.hykj.taotumall,1,14/2.2.4,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170927-05374,
32,com.ihuizhi.game.carcrushry,1,10951/1.0.0.4,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04495,
33,com.ihuizhi.game.carcrushry,1,10950/1.1.11,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04495,
34,com.ijinshan.duba,1,30500013/3.5.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04490,
35,com.izhangxin.ddz.android,1,70/3.2.0.4,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-02243,
36,com.juji.game.damanguan,1,3/1.2,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05181,
37,com.kgkj.lszj_fkmm,1,93/1.9.3,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02861,
38,com.kgkj.lszj_fkmm,1,98/1.9.8,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02861,
39,com.kunpo.baba91,1,36/2.4.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04485,
40,com.kunpo.baba91,1,28/2.2.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04485,
41,com.kunpo.baba91,1,35/2.4.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04485,
42,com.kunpo.babaqunaer2m,1,27/1.7.2,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04467,
43,com.lbe.security.shuame,1,14/1.0.1001,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04886,
44,com.lc.lqmzd,1,5555/1.9.6,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170629-02252,
45,com.lingdong.client.android,1,163/3.02,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04481,
46,com.magicred.kuaiLeKuBao2,1,25/1.2.4,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02847,
47,com.martian.RoomEscape6.baidu,1,6016100/6.16.10,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161201-04295,
48,com.martian.RoomEscape6.baidu,1,6017021/6.17.21,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161201-04295,
49,com.miyigame.starlit,1,21/3.310,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170717-03912,
50,com.moji.wallpaper,1,40602/4.0.6.02,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-00968,
51,com.netease.tjo.baidu,1,1/1.0.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161221-04698 ,
52,com.odin.fffbox,1,37/2.3.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-02570,
53,com.pk51.snk.kof97.tx,1,286745/2.8.6745,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04473,
54,com.pk51.snk.kof97hd.tx,1,226802/2.2.6802,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-02233,
55,com.ppst.bbd.wlgame,1,4999/2.0.0.5,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04496,
56,com.qqubyte.rcchampions,1,2017020317/7.5,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05075,
57,com.qqubyte.rcchampions,1,2014122916/4.12.29,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05075,
58,com.qqubyte.rcchampions,1,7/1.0.6,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05075,
59,com.rovio.abactionchina.tengx,1,48/2.2.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170516-03956 ,
60,com.seleuco.mame4all.dino,1,353/3.53,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-03227,
61,com.seleuco.mame4all.dino,1,352/3.52,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-03227,
62,com.seleuco.mame4all.dino,1,349/3.49,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-03227,
63,com.sg.android.fish,1,132/3.8.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02894,
64,com.somsoft.mishi,1,149/1.49,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161114-04394,
65,com.surpax.ledflashlight,1,1888/66.68.18,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04930,
66,com.sxiaoao.car3d,1,66/1.5.2,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170927-05481,
67,com.tai.piano,1,27/1.19.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170717-04711,
68,com.talkweb.nciyuan,1,34/1.5.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P160629-01794,
69,com.tencent.lightalk,1,51/2.6.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04489,
70,com.tencent.SoulGame.CubicRage,1,15/2.4.3,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170516-04002 ,
71,com.tencent.tmgp.dahuatongdg.dwsj,1,3000000/3.0.0.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04487,
72,com.tencent.tmgp.gb,1,81/2.1.29,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170327-01073,
73,com.tencent.tmgp.gb,1,82/2.1.30,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02896,
74,com.tencent.tmgp.gb,1,37/2.0.19,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170327-01073,
75,com.tencent.tmgp.mxm,1,501/5.0.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170513-00797 ,
76,com.tencent.tmgp.project.race2,1,17/2.0.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02891,
77,com.tencent.tmgp.rcyufen,1,1813/V1.8.13,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02878,
78,com.tencent.tmgp.tldk,1,19/1.6.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02834,
79,com.tencent.tmgp.yilegame.fengshen,1,1100/1.10.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05246,
80,com.tencent.tmgp.youlong,1,33/1.12.120,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04487,
81,com.tencent.tmpg.org.cocos2d.fishingjoy2016,1,105/1.0.5,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05035,
82,com.the10tons.zmcq_tencent,1,203/2.0.3,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170628-04894,
83,com.tian.cellvoicechanger,1,123/6.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170328-04176,
84,com.tian.cellvoicechanger,1,125/8.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170328-04176,
85,com.ting.mp3.qianqian.android,1,19/2.1.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170324-04882,
86,com.wlanplus.chang,1,143/4.5.9,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04466,
87,com.xkrj.fktzd.tenxun,1,75/1.18.13,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170503-02123,
88,com.xy.kom.baidu,1,25/1.2.5,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P161201-05973,
89,com.yulong.android.coolmall,1,36/3.32.160711,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170516-03880 ,
90,com.zengame.ttddzrb.p365you,1,270571/2.70.571,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02885,
91,com.zeus.animal,1,211/2.1.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170822-05709,
92,com.zeus.animal,1,207/2.0.7,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170822-05709,
93,com.zh.fs,1,24/1.2.4,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170428-04476,
94,com.zhijian.xg.baidu,1,334/3.34,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170418-03893,
95,com.zhiyou.renwowan,1,8/1.6,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170629-02760,
96,com.zskj.adzs,1,1/1.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170718-01505,
97,com.zwwx.sgzs.cherry,1,1190/1.19.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02859,
98,ctai.umcas.juhuacai,1,16/0.1.6,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170914-04689,
99,Game.SpeedMoto,1,257/2.57,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02848,
100,Game.SpeedMoto,1,256/2.56,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02848,
101,Game.SpeedMoto,1,252/2.52,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02848,
102,info.rguide.bjmtr,1,95/7.0.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04996,
103,inudayo.ha.ein.clothes,1,331/3.31,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02844,
104,inudayo.ha.ein.clothes,1,329/3.29,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02844,
105,inudayo.ha.ein.clothes,1,327/327,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170502-02844,
106,net.mobilecraft.realbasketball,1,701061431/7.01.0614.3104,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04949,
107,net.mobilecraft.realbasketball,1,707191146/7.07.1911.4601,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04949,
108,net.mobilecraft.realbasketball,1,707191147/2.0.212,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-04949,
109,nnn.ngdjy.almjpl.CX2017_82,1,1001/1.0.0.1,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170731-01313,
110,org.cocos.OutOfMoney,1,2/2.0,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05266,
111,org.yijiang.game.plus_block,1,137/8.7.6,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170523-05188,
112,ws.rlmlpljk.hrjtks.phvj,1,115/1.15,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P170717-04766,
113,com.zzm.say.jjigz4,1,936/8081.17.9.28,7.1.1/SM-C7100#SM-C7108#SM-N9500#SM-N9508#SM-W2018,FAIL,P171019-05133,
114,Adrenaline.Crew,1,20171230/3.1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180130-04354,
115,Adrenaline.Crew,1,20180427/3.2.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180130-04354,
116,air.babystudy2,1,3001000/3.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171219-02062,
117,air.com.bxapps.BeautifulBarberDressUp,1,210610029/7.8,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02157,
118,air.princessmakeupdrs,1,1000000/1.0.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P161013-00902,
119,air.princessmakeupdrs,1,1100000/1.1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P161013-00902,
120,cc.g88f4c8.n88aad1,1,2016112401/16.11.2401,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00815,
121,cn.actcap.ayc2,1,281/2.9.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-04367,
122,cn.com.shbank.mper,1,47/4.4.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01754,
123,cn.gamedog.crossfireassist,1,60/2.5.9,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180416-00592,
124,cn.ninegame.gamemanagerhd,1,990/4.6.8.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-04311,
125,cn.tianjing.lifemarket,1,8/v0.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-01094,
126,com.and.games505.TerrariaPaid109,1,600171228/2017.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180130-04284,
127,com.angrymobgames.muffinknight_imedia,1,9163/1.6.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170628-04890,
128,com.AUzhibo,1,381620000/4.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00771,
129,com.backflipstudios.android.ninjumpdeluxe,1,721501/72.15.01,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-02860,
130,com.bear.UnLuckBear,1,35/3.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-04166,
131,com.bear.UnLuckBear,1,37/3.7,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-04166,
132,com.bear.UnLuckBear.bd,1,34/3.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171121-02531,
133,com.bear.UnLuckBear.bd,1,37/3.7,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171121-02531,
134,com.beifeng.xcqylb,1,287000/2.0.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180425-00873,
135,com.bfs.ninjump,1,805326/80.53.26,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04478,
136,com.bie.game.pk.zsy.Nduo,1,27/1.10,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01709,
137,com.bizhi.bianona,1,4/4.5.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170418-03885,
138,com.bluebabygame.myagirlsdreamweddingdress,1,14/1.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01450,
139,com.bluebabygame.mymermaidsea,1,14/1.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01261,
140,com.boyaa.lordland.MMBilling,1,1721/7.2.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171219-01243,
141,com.boyaa.lordland.MMBilling,1,1740/7.4.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171219-01243,
142,com.bugua.fightvxl,1,8001220/4.7,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05873,
143,com.by.fishgame,1,2000600/2.0.6.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-01956,
144,com.candyrufusgames.survivalcraftchsdying,1,1296500/1.29.65.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170418-03880,
145,com.carrot.iceworld,1,480/3.1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171218-05615,
146,com.catstudio.littlesoldiers2mm,1,52/1.5.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-03430,
147,com.cayer.huoxcj,1,938/8081.17.9.28,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-01281,
148,com.chengyu.managxiao,1,9520315/400.66.12,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02060,
149,com.cilugame.h3.android.ewan,1,31219/1.7.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-00930,
150,com.classic.Pool,1,173/1.7.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-03828,
151,com.classics.game.goldminer,1,201061229/20161125.105,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170731-01246,
152,com.classics.game.goldminer,1,100/1.00,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170731-01246,
153,com.cmcc.mobilevideo,1,4000000/4.0.0.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P161026-00871,
154,com.cmge.twt.baidu,1,10106/1.1.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01485,
