expire_date,id,min_version,fingerprints
1633492948,com.samsung.android.spay,1,b'4\xdf\x0ez\x9f\x1c\xf1\x89.E\xc0V\xb4\x97<\xd8\x1c\xcf\x14\x8a@P\xd1\x1a\xeaJ\xc5\xa6_\x90\nB'
