RecordId,formal,alias
1,1,일 박
2,1,일 박 정 도
3,1,일 박 정 도
4,1,일 박
5,1,일 박 정 도
6,1,일 박 정 도
7,2,이 박
8,2,이 박 정 도
9,2,이 박 정 도
10,2,이 박
11,2,이 박 정 도
12,2,이 박 정 도
13,3,삼 박
14,3,삼 박 정 도
15,3,삼 박 정 도
16,3,삼 박
17,3,삼 박 정 도
18,3,삼 일 박 정 도
19,3,몇 박
20,3,몇 박 정 도
21,3,몇 박 정 도
22,3,몇 박 정 도
23,3,몇 박 정 도
24,4,사 박
25,4,사 박 정 도
26,4,사 박 정 도
27,4,사 박
28,4,사 박 정 도
29,4,사 박 정 도
30,5,오 박
31,5,오 박 정 도
32,5,오 박 정 도
33,5,오 박
34,5,오 박 정 도
35,5,오 박 정 도
36,6,육 박
37,6,육 박 정 도
38,6,육 박 정 도
39,6,육 박
40,6,육 박 정 도
41,6,육 박 정 도
42,7,칠 박
43,7,칠 박 정 도
44,7,칠 박 정 도
45,7,칠 박
46,7,칠 박 정 도
47,7,칠 박 정 도
48,8,팔 박
49,8,팔 박 정 도
50,8,팔 박 정 도
51,8,팔 박
52,8,팔 박 정 도
53,8,팔 박 정 도
54,9,구 박
55,9,구 박 정 도
56,9,구 박 정 도
57,9,구 박
58,9,구 박 정 도
59,9,구 박 정 도
60,10,십 박
61,10,십 박 정 도
62,10,십 박 정 도
63,10,십 박
64,10,십 박 정 도
65,10,십 박 정 도
66,11,십 일 박
67,11,십 일 박 정 도
68,11,십 일 박 정 도
69,11,십 일 박
70,11,일 박 정 도
71,11,십 십 일 박 정 도
72,12,십 이 박
73,12,십 이 박 정 도
74,12,십 이 박 정 도
75,12,십 이 박
76,12,십 이 박 정 도
77,12,십 이 박 정 도
