flags,word,value,confidence,CultureId
131328,일,1,1000,18
256,첫,1,1000,18
256,하나,1,1000,18
256,한,1,1000,18
256,공일,1,1000,18
258,일번,1,1000,18
262402,맨 처음 거,1,1000,18
262402,첫째,1,1000,18
262402,처음,1,1000,18
262402,첫번째,1,1000,18
262402,한번째,1,1000,18
262402,첫 번째,1,1000,18
262402,첫째번,1,1000,18
262402,첫째 번,1,1000,18
258,일일,1,1000,18
131328,이,2,1000,18
256,둘,2,1000,18
256,두,2,1000,18
256,공이,2,1000,18
131328,이번,2,1000,18
262402,둘째,2,1000,18
262402,두번째,2,1000,18
262402,두 번째,2,1000,18
262402,둘째번,2,1000,18
262402,둘째 번,2,1000,18
258,이일,2,1000,18
256,삼,3,1000,18
256,셋,3,1000,18
256,세,3,1000,18
256,공삼,3,1000,18
262402,삼번,3,1000,18
262402,셋째,3,1000,18
262402,세번째,3,1000,18
262402,세 번째,3,1000,18
262402,셋째번,3,1000,18
262402,셋째 번,3,1000,18
258,삼일,3,1000,18
256,사,4,1000,18
256,넷,4,1000,18
256,네,4,1000,18
256,공사,4,1000,18
262402,사번,4,1000,18
262402,넷째,4,1000,18
262402,네번째,4,1000,18
262402,네 번째,4,1000,18
262402,넷째번,4,1000,18
262402,넷째 번,4,1000,18
258,사일,4,1000,18
256,오,5,1000,18
256,다섯,5,1000,18
256,공오,5,1000,18
262402,오번,5,1000,18
262402,다섯째,5,1000,18
262402,다섯번째,5,1000,18
262402,다섯 번째,5,1000,18
262402,다섯째번,5,1000,18
262402,다섯째 번,5,1000,18
258,오일,5,1000,18
256,육,6,1000,18
256,여섯,6,1000,18
256,공육,6,1000,18
262402,육번,6,1000,18
262402,여섯째,6,1000,18
262402,여섯번째,6,1000,18
262402,여섯 번째,6,1000,18
262402,여섯째번,6,1000,18
262402,여섯째 번,6,1000,18
258,육일,6,1000,18
256,칠,7,1000,18
256,일곱,7,1000,18
256,공칠,7,1000,18
262402,칠번,7,1000,18
262402,일곱째,7,1000,18
262402,일곱번째,7,1000,18
262402,일곱 번째,7,1000,18
262402,일곱째번,7,1000,18
262402,일곱째 번,7,1000,18
258,칠일,7,1000,18
256,팔,8,1000,18
256,여덟,8,1000,18
256,공팔,8,1000,18
262402,팔번,8,1000,18
262402,여덟째,8,1000,18
262402,여덟번째,8,1000,18
258,팔일,8,1000,18
256,구,9,1000,18
256,아홉,9,1000,18
256,공구,9,1000,18
262402,구번,9,1000,18
262402,아홉째,9,1000,18
262402,아홉번째,9,1000,18
258,구일,9,1000,18
1536,십,10,1000,18
1536,열,10,1000,18
263682,십번,10,1000,18
263682,열째,10,1000,18
263682,열번째,10,1000,18
131584,십일,11,1000,18
262656,열하나,11,1000,18
512,열한,11,1000,18
262658,십일번,11,1000,18
262658,열한째,11,1000,18
262658,열한번째,11,1000,18
258,십일일,11,1000,18
512,십이,12,1000,18
262656,열둘,12,1000,18
512,열두,12,1000,18
262658,십이번,12,1000,18
262658,열두째,12,1000,18
262658,열두번째,12,1000,18
131648,다스,12,1000,18
258,십이일,12,1000,18
512,십삼,13,1000,18
262656,열셋,13,1000,18
262656,열세,13,1000,18
262658,십삼번,13,1000,18
262658,열셋째,13,1000,18
262658,열세번째,13,1000,18
258,십삼일,13,1000,18
512,십사,14,1000,18
262656,열넷,14,1000,18
262656,열네,14,1000,18
262658,십사번,14,1000,18
262658,열넷째,14,1000,18
262658,열네번째,14,1000,18
258,십사일,14,1000,18
512,십오,15,1000,18
262656,열다섯,15,1000,18
262658,십오번,15,1000,18
262658,열다섯째,15,1000,18
262658,열다섯번째,15,1000,18
258,십오일,15,1000,18
512,십육,16,1000,18
262656,열여섯,16,1000,18
262658,십육번,16,1000,18
262658,열여섯째,16,1000,18
262658,열여섯번째,16,1000,18
258,십육일,16,1000,18
512,십칠,17,1000,18
262656,열일곱,17,1000,18
262658,십칠번,17,1000,18
262658,열일곱째,17,1000,18
262658,열일곱번째,17,1000,18
258,십칠일,17,1000,18
512,십팔,18,1000,18
262656,열여덟,18,1000,18
262658,십팔번,18,1000,18
262658,열여덟째,18,1000,18
262658,열여덟번째,18,1000,18
258,십팔일,18,1000,18
512,십구,19,1000,18
262656,열아홉,19,1000,18
262658,십구번,19,1000,18
262658,열아홉째,19,1000,18
262658,열아홉번째,19,1000,18
258,십구일,19,1000,18
512,이십,20,1000,18
262656,스물,20,1000,18
262656,스무,20,1000,18
262658,이십번,20,1000,18
262658,스물째,20,1000,18
262658,스무번째,20,1000,18
256,공 이,2,1000,18
512,십 이,12,1000,18
131584,이십일,21,1000,18
258,이십일일,21,1000,18
512,이십이,22,1000,18
258,이십이일,22,1000,18
512,이십삼,23,1000,18
258,이십삼일,23,1000,18
512,이십사,24,1000,18
258,이십사일,24,1000,18
512,이십오,25,1000,18
258,이십오일,25,1000,18
512,이십육,26,1000,18
258,이십육일,26,1000,18
512,이십칠,27,1000,18
258,이십칠일,27,1000,18
512,이십팔,28,1000,18
258,이십팔일,28,1000,18
512,이십구,29,1000,18
258,이십구일,29,1000,18
512,삼십,30,1000,18
262656,서른,30,1000,18
262658,삼십번,30,1000,18
262658,서른째,30,1000,18
262658,서른번째,30,1000,18
131584,삼십일,31,1000,18
258,삼십일일,31,1000,18
512,삼십이,32,1000,18
512,삼십삼,33,1000,18
512,삼십사,34,1000,18
512,삼십오,35,1000,18
512,삼십육,36,1000,18
512,삼십칠,37,1000,18
512,삼십팔,38,1000,18
512,삼십구,39,1000,18
512,사십,40,1000,18
512,마흔,40,1000,18
514,사십번,40,1000,18
514,마흔째,40,1000,18
514,마흔번째,40,1000,18
512,사십일,41,1000,18
512,사십이,42,1000,18
512,사십삼,43,1000,18
512,사십사,44,1000,18
512,사십오,45,1000,18
512,사십육,46,1000,18
512,사십칠,47,1000,18
512,사십팔,48,1000,18
512,사십구,49,1000,18
512,오십,50,1000,18
512,쉰,50,1000,18
514,오십번,50,1000,18
514,쉰째,50,1000,18
514,쉰번째,50,1000,18
512,오십일,51,1000,18
512,오십이,52,1000,18
512,오십삼,53,1000,18
512,오십사,54,1000,18
512,오십오,55,1000,18
512,오십육,56,1000,18
512,오십칠,57,1000,18
512,오십팔,58,1000,18
512,오십구,59,1000,18
512,육십,60,1000,18
512,예순,60,1000,18
514,육십번,60,1000,18
514,예순째,60,1000,18
514,예순번째,60,1000,18
512,칠십,70,1000,18
512,일흔,70,1000,18
514,칠십번,70,1000,18
514,일흔째,70,1000,18
514,일흔번째,70,1000,18
512,팔십,80,1000,18
512,여든,80,1000,18
514,팔십번,80,1000,18
514,여든째,80,1000,18
514,여든번째,80,1000,18
512,구십,90,1000,18
512,아흔,90,1000,18
514,구십번,90,1000,18
514,아흔째,90,1000,18
514,아흔번째,90,1000,18
262208,백,100,1000,18
64,일백,100,1000,18
64,일 백,100,1000,18
64,일 100,100,1000,18
66,백 번,100,1000,18
66,백번째,100,1000,18
64,이백,200,1000,18
64,이 백,200,1000,18
64,이 100,200,1000,18
192,천,1000,1000,18
192,일천,1000,1000,18
192,일 천,1000,1000,18
192,일 1000,1000,1000,18
192,이천,2000,1000,18
192,이 천,2000,1000,18
192,이 1000,2000,1000,18
262336,만,10000,1000,18
192,백만,1000000,1000,18
192,천만,1000000,1000,18
192,천 만,1000000,1000,18
192,십억,1000000000,1000,18
32,이분의일,500,1000,18
32,반,500,1000,18
32,절반,500,1000,18
32,한 반,500,1000,18
32,1/2,500,1000,18
32,이분의 일,500,1000,18
32,이 분의 일,500,1000,18
32,이 분의일,500,1000,18
32,이분 의 일,500,1000,18
32,이 분 의 일,500,1000,18
32,2분의1,500,1000,18
32,2분의 1,500,1000,18
32,2 분의 1,500,1000,18
32,2 분의1,500,1000,18
32,2분 의 1,500,1000,18
32,2 분 의 1,500,1000,18
32,일과 이분의일,1500,1000,18
32,일과 이분의 일,1500,1000,18
32,일과 이 분의 일,1500,1000,18
32,일과 이 분의일,1500,1000,18
32,일과 이분 의 일,1500,1000,18
32,일과 이 분 의 일,1500,1000,18
32,삼분의일,333,1000,18
32,1/3,333,1000,18
32,삼분의 일,333,1000,18
32,삼 분의 일,333,1000,18
32,삼 분의일,333,1000,18
32,삼분 의 일,333,1000,18
32,삼 분 의 일,333,1000,18
32,3분의1,333,1000,18
32,3분의 1,333,1000,18
32,3 분의 1,333,1000,18
32,3 분의1,333,1000,18
32,3분 의 1,333,1000,18
32,3 분 의 1,333,1000,18
32,삼분의이,667,1000,18
32,2/3,667,1000,18
32,삼분의 이,667,1000,18
32,삼 분의 이,667,1000,18
32,삼 분의이,667,1000,18
32,삼분 의 이,667,1000,18
32,삼 분 의 이,667,1000,18
32,3분의2,667,1000,18
32,3분의 2,667,1000,18
32,3 분의 2,667,1000,18
32,3 분의2,667,1000,18
