flags,word,value,confidence,CultureId
256,one,1,1000,9
257,won,1,800,9
258,first,1,1000,9
258,top,1,1000,9
262,1st,1,1000,9
257,to,2,800,9
256,two,2,1000,9
257,too,2,800,9
258,second,2,1000,9
262,2nd,2,1000,9
256,three,3,1000,9
258,third,3,1000,9
262,3rd,3,1000,9
256,four,4,1000,9
257,for,4,800,9
258,fourth,4,1000,9
259,forth,4,800,9
262,4th,4,1000,9
256,five,5,1000,9
258,fifth,5,1000,9
262,5th,5,1000,9
256,six,6,1000,9
258,sixth,6,1000,9
262,6th,6,1000,9
256,seven,7,1000,9
258,seventh,7,1000,9
262,7th,7,1000,9
256,eight,8,1000,9
257,ate,8,800,9
258,eighth,8,1000,9
262,8th,8,1000,9
256,nine,9,1000,9
258,ninth,9,1000,9
262,9th,9,1000,9
1536,ten,10,1000,9
1538,tenth,10,1000,9
1542,10th,10,1000,9
512,eleven,11,1000,9
514,eleventh,11,1000,9
518,11th,11,1000,9
512,twelve,12,1000,9
514,twelfth,12,1000,9
518,12th,12,1000,9
576,dozen,12,1000,9
512,thirteen,13,1000,9
514,thirteenth,13,1000,9
518,13th,13,1000,9
512,fourteen,14,1000,9
514,fourteenth,14,1000,9
518,14th,14,1000,9
512,fifteen,15,1000,9
514,fifteenth,15,1000,9
518,15th,15,1000,9
512,sixteen,16,1000,9
514,sixteenth,16,1000,9
518,16th,16,1000,9
512,seventeen,17,1000,9
514,seventeenth,17,1000,9
518,17th,17,1000,9
512,eighteen,18,1000,9
514,eighteenth,18,1000,9
518,18th,18,1000,9
512,nineteen,19,1000,9
514,nineteenth,19,1000,9
518,19th,19,1000,9
512,twenty,20,1000,9
514,twentieth,20,1000,9
1542,20th,20,1000,9
512,thirty,30,1000,9
514,thirtieth,30,1000,9
1542,30th,30,1000,9
512,forty,40,1000,9
514,fortieth,40,1000,9
1542,40th,40,1000,9
512,fifty,50,1000,9
514,fiftieth,50,1000,9
1542,50th,50,1000,9
512,sixty,60,1000,9
514,sixtieth,60,1000,9
1542,60th,60,1000,9
512,seventy,70,1000,9
514,seventieth,70,1000,9
1542,70th,70,1000,9
512,eighty,80,1000,9
514,eightieth,80,1000,9
1542,80th,80,1000,9
512,ninety,90,1000,9
514,ninetieth,90,1000,9
1542,90th,90,1000,9
64,hundred,100,1000,9
64,hundreds,100,1000,9
66,hundredth,100,1000,9
1094,100th,100,1000,9
192,thousand,1000,1000,9
192,thousands,1000,1000,9
192,million,1000000,1000,9
192,millions,1000000,1000,9
192,billion,1000000000,1000,9
192,billions,1000000000,1000,9
32,one half,500,1000,9
32,a half,500,1000,9
32,and a half,500,1000,9
32,1 half,500,1000,9
32,half,500,1000,9
32,1/2,500,1000,9
32,one third,333,1000,9
32,1 third,333,1000,9
32,1/3,333,1000,9
32,two thirds,667,1000,9
32,2 thirds,667,1000,9
32,2/3,667,1000,9
32,one quarter,250,1000,9
32,and a quarter,250,1000,9
32,a quarter,250,1000,9
32,1 quarter,250,1000,9
32,quarter,250,1000,9
32,quarters,250,1000,9
32,1/4,250,1000,9
32,three quarters,750,1000,9
32,and three quarters,750,1000,9
32,3 quarters,750,1000,9
32,3/4,750,1000,9
1280,zero,0,1000,9
1284,0,0,1000,9
1280,oh,0,800,9
1280,o,0,800,9
32,point,0,1000,9
32,.,0,1000,9
8,and,0,1000,9
4587528,a,0,1000,9
4587528,an,0,1000,9
4587528,per,0,1000,9
16,negative,0,1000,9
16,minus,0,1000,9
16,-,0,1000,9
1179648,last,0,1000,9
1179648,last one,0,1000,9
1179648,final,0,1000,9
1179648,final one,0,1000,9
1179648,end,0,1000,9
1179648,end one,0,1000,9
1179648,penultimate,1,1000,9
1179648,penultimate one,1,1000,9
1179648,second last,1,1000,9
1179648,second last one,1,1000,9
1179648,second to last,1,1000,9
1179648,second to last one,1,1000,9
1179648,second to the last,1,1000,9
1179648,second to the last one,1,1000,9
1179648,second from last,1,1000,9
1179648,second from last one,1,1000,9
1179648,second from the last,1,1000,9
1179648,second from the last one,1,1000,9
1179648,next to last,1,1000,9
1179648,next to last one,1,1000,9
1179648,third last,2,1000,9
1179648,third last one,2,1000,9
1179648,third to last,2,1000,9
1179648,third to last one,2,1000,9
1179648,third to the last,2,1000,9
1179648,third to the last one,2,1000,9
1179648,third from last,2,1000,9
1179648,third from last one,2,1000,9
1179648,third from the last,2,1000,9
1179648,third from the last one,2,1000,9
