UID,SEC_UID,NICK_NAME,SIGNATURE,AVATAR_THUMB,FOLLOW_STATUS,UNIQUE_ID,WEIBO_VERIFY,CUSTOM_VERIFY,ENTERPRISE_VERIFY_REASON,VERIFICATION_TYPE,REMARK_NAME,SORT_WEIGHT,INITIAL_LETTER,SHORT_ID,REMARK_PINYIN,REMARK_INITIAL,NICK_NAME_PINYIN,NICK_NAME_INITIAL,COMMERCE_USER_LEVEL,COLUMN_CONTACT_NAME,COLUMN_CONTACT_NAME_PINYIN,COLUMN_CONTACT_NAME_INITIAL,COLUMN_USER_SHARE_STATUS,USER_FRIEND_REC_TYPE,USER_FRIEND_REC_TIME,USER_FOLLOW_TIME,BLOCK_STATUS
6947154732546245638,MS4wLjABAAAAJQjM-foUxPwBPhUfDcepNztrLVjO5VY7N95CBidKIcIzmcpwHVSbSrEpPL37Xss5,heisenbergcarro,,"{""height"":0,""data_size"":0,""uri"":""musically-maliva-obj/1696082890076165"",""url_list"":[""https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1696082890076165~c5_100x100.webp?x-expires\u003d1626818400\u0026x-signature\u003du00WpETFGesHfA7d4nrEChy492c%3D"",""https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1696082890076165~c5_100x100.jpeg?x-expires\u003d1626818400\u0026x-signature\u003dEeFo7B0Z5pTfebIoq%2Bui0Q8NwAs%3D""],""width"":0}",2,heisenbergcarro,,,,0,,083135453140283144332927,H,0,,,,,0,,,,1,0,,0,0
