_id,update_id,name,revision_code
229,64,arservicesforpersonsegmentation,0
230,64,s_arservicesforbodytracking_pytorch,0
231,64,pytorch,0
232,66,cgnativeplayer,0
233,66,cgwebrtc,0
234,66,codegenerator,0
235,66,instantgames,0
236,66,instantgamesads,0
237,66,papaya,0
238,66,rtc20,0
239,66,rtcdeps,0
240,66,s_cgwebrtc_rooms,0
241,66,s_cgwebrtc_rooms_rtc20,0
242,66,pytorch,0
243,66,s_codegenerator_internsettings,0
244,67,arservicesforpersonsegmentation,0
245,67,pytorch,0
