rowid,last_updated,num_contacts,affinity_response_context
1,1625718015984,0,b'\x08\xca\xa7\xba\xe5\x05\x1a\x14\x08\x06\x11/\xdd$\x06\x81\x95\t@\x19\x00\x00\x00\x00\x00\x00\xf0?\x1a\x14\x08\x10\x11\x04V\x0e-\xb2\x9d\xf1?\x19\x00\x00\x00\x00\x00\x00\xd0?\x1a\x14\x08\x07\x11\xa6\x9b\xc4 \xb0r\xc8?\x19\x00\x00\x00\x00\x00\x00\xf0?\x1a\x14\x08\x0b\x11\n\xd7\xa3p=\n\xb7?\x19\x00\x00\x00\x00\x00\x00\xf0?\x1a\x14\x08\x08\x11\x9a\x99\x99\x99\x99\x99\xa9?\x19\x00\x00\x00\x00\x00\x00\xf0?'
