RecordId,formal,alias
1,빅스비 비전,빅 스 비 비 전
2,빅스비비전,빅 스 비 비 전
3,빅스비,빅 스 비
4,빅스비 보이스,빅 스 비 보 이 스
5,라디오,라 디 오
6,삼성 페이 미니,삼 성 페 이 미 니
7,삼성페이 미니,삼 성 페 이 미 니
8,Samsung Pay mini,s a m s u n g p a y m i n i
9,연락처,연 락 처
10,주소록,주 소 록
11,전화번호부,전 화 번 호 부
12,삼성연락처,삼 성 연 락 처
13,Galaxy Apps,g a l a x y a p p s
14,갤럭시 앱스,갤 럭 시 앱 스
15,갤럭시앱스,갤 럭 시 앱 스
16,삼성 스토어,삼 성 스 토 어
17,갤럭시 앱스토어,갤 럭 시 앱 스 토 어
18,삼성 앱스토어,삼 성 앱 스 토 어
19,Galaxy Store,g a l a x y s t o r e
20,갤럭시 스토어,갤 럭 시 스 토 어
21,갤러리,갤 러 리
22,사진첩,사 진 첩
23,내 파일,내 파 일
24,내파일,내 파 일
25,SmartThings,s m a r t t h i n g s
26,삼성커넥트,삼 성 커 넥 트
27,삼성 커넥트,삼 성 커 넥 트
28,스마트 띵스,스 마 트 띵 스
29,스마트띵스,스 마 트 띵 스
30,Samsung Health,s a m s u n g h e a l t h
31,삼성 헬스,삼 성 헬 스
32,삼성헬스,삼 성 헬 스
33,인터넷,인 터 넷
34,삼성 브라우저,삼 성 브 라 우 저
35,브라우저,브 라 우 저
36,삼성 인터넷,삼 성 인 터 넷
37,삼성인터넷,삼 성 인 터 넷
38,Samsung Music,s a m s u n g m u s i c
39,삼성 뮤직,삼 성 뮤 직
40,삼성뮤직,삼 성 뮤 직
41,삼성 음악,삼 성 음 악
42,Samsung Notes,s a m s u n g n o t e s
43,삼성 노트,삼 성 노 트
44,삼성노트,삼 성 노 트
45,삼성 노츠,삼 성 노 츠
46,S노트,s 노 트
47,S 노트,s 노 트
48,에스노트,에 스 노 트
49,에스 노트,에 스 노 트
50,Samsung Pay,s a m s u n g p a y
51,삼성 페이,삼 성 페 이
52,삼성페이,삼 성 페 이
53,전화,전 화
54,다이얼러,다 이 얼 러
55,삼성전화,삼 성 전 화
56,시계,시 계
57,알람,알 람
58,메시지,메 시 지
59,메시지함,메 시 지 함
60,문자 메시지,문 자 메 시 지
61,문자,문 자
62,메일,메 일
63,이메일,이 메 일
64,삼성 이메일,삼 성 이 메 일
65,삼성이메일,삼 성 이 메 일
66,삼성메일,삼 성 메 일
67,삼성 메일,삼 성 메 일
68,전자메일,전 자 메 일
69,Samsung Themes,s a m s u n g t h e m e s
70,삼성 테마,삼 성 테 마
71,삼성테마,삼 성 테 마
72,갤럭시 테마,갤 럭 시 테 마
73,Galaxy Theme,g a l a x y t h e m e
74,Smart Switch,s m a r t s w i t c h
75,스마트 스위치,스 마 트 스 위 치
76,스마트스위치,스 마 트 스 위 치
77,스마트 스위치 모바일,스 마 트 스 위 치 모 바 일
78,스마트스위치 모바일,스 마 트 스 위 치 모 바 일
79,설정,설 정
80,환경설정,환 경 설 정
81,환경 설정,환 경 설 정
82,셋팅,셋 팅
83,게임런처,게 임 런 처
84,게임 런처,게 임 런 처
85,Samsung Pass,s a m s u n g p a s s
86,삼성패스,삼 성 패 스
87,삼성 패스,삼 성 패 스
88,Samsung Gear,s a m s u n g g e a r
89,삼성 기어,삼 성 기 어
90,삼성기어,삼 성 기 어
91,Galaxy Wearable,g a l a x y w e a r a b l e
92,갤럭시 웨어러블,갤 럭 시 웨 어 러 블
93,갤럭시웨어러블,갤 럭 시 웨 어 러 블
94,PENUP,p e n u p
95,펜업,펜 업
96,음성 녹음,음 성 녹 음
97,음성녹음,음 성 녹 음
98,음성 메모,음 성 메 모
99,녹음기,녹 음 기
100,Gmail,g m a i l
101,지메일,지 메 일
102,드라이브,드 라 이 브
103,구글 드라이브,구 글 드 라 이 브
104,구글드라이브,구 글 드 라 이 브
105,Play 무비,p l a y 무 비
106,플레이무비,플 레 이 무 비
107,플레이 무비,플 레 이 무 비
108,Play TV,p l a y t v
109,Duo,d u o
110,듀오,듀 오
111,구글 듀오,구 글 듀 오
112,Play 뮤직,p l a y 뮤 직
113,플레이뮤직,플 레 이 뮤 직
114,플레이 뮤직,플 레 이 뮤 직
115,Play 스토어,p l a y 스 토 어
116,플레이스토어,플 레 이 스 토 어
117,플레이 스토어,플 레 이 스 토 어
118,구글 플레이 스토어,구 글 플 레 이 스 토 어
119,구글 스토어,구 글 스 토 어
120,구글 마켓,구 글 마 켓
121,앱 스토어,앱 스 토 어
122,Finance,f i n a n c e
123,파이낸스,파 이 낸 스
124,Newsroom,n e w s r o o m
125,뉴스룸,뉴 스 룸
126,Sports,s p o r t s
127,스포츠,스 포 츠
128,Android Pay,a n d r o i d p a y
129,안드로이드 페이,안 드 로 이 드 페 이
130,안드로이드페이,안 드 로 이 드 페 이
131,Chrome,c h r o m e
132,크롬,크 롬
133,크롬브라우저,크 롬 브 라 우 저
134,크롬 브라우저,크 롬 브 라 우 저
135,Google,g o o g l e
136,구글,구 글
137,Google 설정,g o o g l e 설 정
138,구글설정,구 글 설 정
139,구글 설정,구 글 설 정
140,지도,지 도
141,구글 맵,구 글 맵
142,구글맵,구 글 맵
143,YouTube,y o u t u b e
144,유투브,유 투 브
145,계산기,계 산 기
146,캘린더,캘 린 더
147,카메라,카 메 라
148,리마인더,리 마 인 더
149,텔레그램,텔 레 그 램
150,Zoom,z o o m
151,줌,줌
152,+톡,+ 톡
153,플러스톡,플 러 스 톡
154,플러스 톡,플 러 스 톡
155,11번가,11 번 가
156,11 번가,11 번 가
157,십일번가,십 일 번 가
158,1km,1 k m
159,일km,일 k m
160,일 km,일 k m
161,일 킬로미터,일 킬 로 미 터
162,1 킬로미터,1 킬 로 미 터
163,3D지도 아틀란,3 d 지 도 아 틀 란
164,아틀란,아 틀 란
165,3D 지도 아틀란,3 d 지 도 아 틀 란
166,4shared,4 s h a r e d
167,포쉐어드,포 쉐 어 드
168,4 Shared,4 s h a r e d
169,ASTRO,a s t r o
170,아스트로 파일 관리자,아 스 트 로 파 일 관 리 자
171,아스트로 파일관리자,아 스 트 로 파 일 관 리 자
172,아스트로,아 스 트 로
173,Advanced Task Killer Free,a d v a n c e d t a s k k i l l e r f r e e
174,Advanced Task Killer,a d v a n c e d t a s k k i l l e r
175,Angry Birds,a n g r y b i r d s
176,앵그리 버드,앵 그 리 버 드
177,앵그리버드,앵 그 리 버 드
178,Angry Birds Rio,a n g r y b i r d s r i o
