file_id,_data,media_id,recent_date,recent_type,width,height,duration,album,artist,_id,path,name,ext,mime_type,size,date_modified,parent_file_id,hash,parent_hash,file_type,is_hidden,item_count,item_count_with_hidden,is_directory,depth,domain_type,is_trashed,is_restore_allowed,uri
/storage/emulated/0/DCIM/Camera/20210519_205310.jpg,/storage/emulated/0/DCIM/Camera/20210519_205310.jpg,55,1621471990000,0,0,0,0,0,,1,/storage/emulated/0/DCIM/Camera,20210519_205310.jpg,jpg,image/jpeg,3971142,1621471990000,,-1955860565,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210519_205305.jpg,/storage/emulated/0/DCIM/Camera/20210519_205305.jpg,54,1621471985000,0,0,0,0,0,,2,/storage/emulated/0/DCIM/Camera,20210519_205305.jpg,jpg,image/jpeg,4431972,1621471985000,,-1979872111,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210519_205250.jpg,/storage/emulated/0/DCIM/Camera/20210519_205250.jpg,53,1621471970000,0,0,0,0,0,,3,/storage/emulated/0/DCIM/Camera,20210519_205250.jpg,jpg,image/jpeg,6786196,1621471970000,,1566119654,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210519_205217.jpg,/storage/emulated/0/DCIM/Camera/20210519_205217.jpg,51,1621471937000,0,0,0,0,0,,4,/storage/emulated/0/DCIM/Camera,20210519_205217.jpg,jpg,image/jpeg,6286243,1621471937000,,1458067697,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210519_205213.jpg,/storage/emulated/0/DCIM/Camera/20210519_205213.jpg,50,1621471933000,0,0,0,0,0,,5,/storage/emulated/0/DCIM/Camera,20210519_205213.jpg,jpg,image/jpeg,5535443,1621471933000,,1454373613,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210519_205210.jpg,/storage/emulated/0/DCIM/Camera/20210519_205210.jpg,49,1621471930000,0,0,0,0,0,,6,/storage/emulated/0/DCIM/Camera,20210519_205210.jpg,jpg,image/jpeg,6046089,1621471930000,,1451603050,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210519_205204.jpg,/storage/emulated/0/DCIM/Camera/20210519_205204.jpg,48,1621471927000,0,0,0,0,0,,7,/storage/emulated/0/DCIM/Camera,20210519_205204.jpg,jpg,image/jpeg,3536927,1621471927000,,1426667983,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210515-234501_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210515-234501_Instagram.jpg,47,1621136701000,0,0,0,0,0,,8,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210515-234501_Instagram.jpg,jpg,image/jpeg,713512,1621136701000,,560933003,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210515_201332.jpg,/storage/emulated/0/DCIM/Camera/20210515_201332.jpg,46,1621124013000,0,0,0,0,0,,9,/storage/emulated/0/DCIM/Camera,20210515_201332.jpg,jpg,image/jpeg,2094060,1621124013000,,-794392845,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210515_200400.jpg,/storage/emulated/0/DCIM/Camera/20210515_200400.jpg,45,1621123442000,0,0,0,0,0,,10,/storage/emulated/0/DCIM/Camera,20210515_200400.jpg,jpg,image/jpeg,2744945,1621123442000,,-1737433994,0,11,0,0,0,0,0,0,0,0,
