name,work_spec_id
REQUEST_BUDDY_PERIOD_SYNC,b90d006e-c924-422d-8236-61a901f420b6
REQUEST_BUDDY_DELTA_CONTACT,7ee84923-588b-4cab-91f4-8fb70172840e
