RecordId,formal,alias
1,Mondays,월 요 일
2,Tuesdays,화 요 일
3,Wednesdays,수 요 일
4,Thursdays,목 요 일
5,Fridays,금 요 일
6,Saturdays,토 요 일
7,Sundays,일 요 일
8,Weekends,주 말
