id,state,worker_class_name,input_merger_class_name,input,output,initial_delay,interval_duration,flex_duration,run_attempt_count,backoff_policy,backoff_delay_duration,period_start_time,minimum_retention_duration,schedule_requested_at,run_in_foreground,required_network_type,requires_charging,requires_device_idle,requires_battery_not_low,requires_storage_not_low,trigger_content_update_delay,trigger_max_content_delay,content_uri_triggers,out_of_quota_policy
d9b1d22b-305f-4f04-9512-676a8cca9ab6,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,43200000,43200000,0,0,30000,1623641634020,0,1625809510280,0,2,1,1,0,0,-1,-1,,0
3fb1af16-2085-4b42-9d6e-9b19debb0714,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,86400000,86400000,0,0,30000,1626977231534,0,1626977231559,0,0,0,1,1,0,-1,-1,,0
5a661d0e-be71-4560-8d34-9b05a9f22d15,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,86400000,86400000,0,0,30000,1626939338350,0,1626939338467,0,0,0,1,0,0,-1,-1,,0
f76a0309-fb8b-4762-950d-063f2fecd200,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,86400000,86400000,0,0,30000,1626920061311,0,1626920061333,0,0,0,0,0,0,-1,-1,,0
c3cc2a5e-0920-4ecf-8707-17090b26a5e5,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,86400000,86400000,0,0,30000,1626920060102,0,1626920060137,0,0,0,0,0,0,-1,-1,,0
216b8a59-48f8-42e6-9aff-bc996dc49d0d,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,259200000,86400000,0,0,30000,1626743391566,0,1626743391578,0,0,1,0,0,0,-1,-1,,0
3e5884c2-50e8-4874-94c0-bf7c283d11e7,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,86400000,86400000,0,0,30000,1626920060209,0,1626920060251,0,0,0,0,0,0,-1,-1,,0
175ed0d3-1b9c-4801-9741-5bcc04ea92aa,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',85973000,85973000,85973000,0,0,30000,0,0,1626920073693,0,1,0,0,0,0,-1,-1,,0
2072d447-b9ee-4ad5-8d10-6a352c641188,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,androidx.work.OverwritingInputMerger,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',43835731,0,0,0,0,30000,1626979884990,0,1626979885008,0,0,0,0,0,0,-1,-1,,0
ed63591a-10ac-404e-83e0-e533acbe904c,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,androidx.work.OverwritingInputMerger,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',23345203,0,0,0,0,30000,1626979885024,0,1626979885046,0,0,1,0,0,0,-1,-1,,0
7bc3dce3-8035-4dfb-8f5a-f5b47a0a12a2,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,androidx.work.OverwritingInputMerger,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',246843566,0,0,0,0,30000,1626979885053,0,1626979885077,0,1,0,0,0,0,-1,-1,,0
