_id,image_id,media_id,sec_media_id,device_id,person_id,recommended_id,group_id,pos_left,pos_top,pos_right,pos_bottom,pos_ratio,face_pose,face_data,group_facedata,group_facedata_values,auto_group,similarity,data,usable,expression_neutral,expression_like,expression_dislike,expression_surprise,expression,age_child,age_youth,age_young,age_adult,age_senior,gender_male,gender_female,face_timestamp,similarity_uri
1,12,36,2147483660,1,1,1,0,1388,648,2908,2168,"0.4714674,0.29347825,0.98777175,0.98188406",6,2,,,1,0,/storage/emulated/0/DCIM/Camera/20210411_235603.jpg,0,0.8126680254936218,0.2568580210208893,0.394727885723114,0.04866798222064972,,0.6567261219024658,0.26380017399787903,0.42681002616882324,0.25928524136543274,0.2888699769973755,0.4415671229362488,0.5584328770637512,0,
