RecordId,formal,alias
1,마지막 전화,마 지 막 전 화
2,마지막 통화,마 지 막 통 화
3,마지막에 온 전화,마 지 막 에 온 전 화
4,마지막에 온 통화,마 지 막 에 온 통 화
5,최근 전화,최 근 전 화
6,최근 통화,최 근 통 화
7,최근에 온 전화,최 근 에 온 전 화
8,최근에 걸려 온 번호,최 근 에 걸 려 온 번 호
9,최근에 걸려 온 전화번호,최 근 에 걸 려 온 전 화 번 호
10,마지막에 온 번호,마 지 막 에 온 번 호
11,마지막에 온 전화번호,마 지 막 에 온 전 화 번 호
12,마지막에 걸려온 전화,마 지 막 에 걸 려 온 전 화
13,마지막에 걸려 온 번호,마 지 막 에 걸 려 온 번 호
14,마지막에 걸려 온 전화,마 지 막 에 걸 려 온 전 화
15,최근에 걸려온 전화,최 근 에 걸 려 온 전 화
16,최근에 걸려 온 전화,최 근 에 걸 려 온 전 화
17,가장 최근에 온 전화,가 장 최 근 에 온 전 화
18,가장 최근 전화번호,가 장 최 근 전 화 번 호
19,가장 최근에 온 전화번호,가 장 최 근 에 온 전 화 번 호
20,가장 최근에 걸려 온 전화,가 장 최 근 에 걸 려 온 전 화
21,가장 최근에 걸려 온 번호,가 장 최 근 에 걸 려 온 번 호
22,가장 최근 전화,가 장 최 근 전 화
23,가장 최근 번호,가 장 최 근 번 호
24,가장 최근에 한 통화,가 장 최 근 에 한 통 화
25,가장 최근에 한 전화,가 장 최 근 에 한 전 화
26,방금 온 전화,방 금 온 전 화
27,최근 통화한 전화번호,최 근 통 화 한 전 화 번 호
28,마지막에 한 통화,마 지 막 에 한 통 화
29,최근에 한 통화,최 근 에 한 통 화
30,최근에 한 전화,최 근 에 한 전 화
31,방금 걸려 온 번호,방 금 걸 려 온 번 호
32,방금 걸려 온 전화,방 금 걸 려 온 전 화
33,방금 한 통화,방 금 한 통 화
34,방금 온 전화번호,방 금 온 전 화 번 호
35,방금 걸려 온 전화번호,방 금 걸 려 온 전 화 번 호
36,최근에 통화한 전화번호,최 근 에 통 화 한 전 화 번 호
37,최근 통화한 번호,최 근 통 화 한 번 호
38,최근 전화한 번호,최 근 전 화 한 번 호
39,최근에 통화한 번호,최 근 에 통 화 한 번 호
40,최근에 전화한 번호,최 근 에 전 화 한 번 호
41,최근에 전화 온 번호,최 근 에 전 화 온 번 호
