_id,mnoname,apntype,ratpreforder
722,Vivacom_BG,mms,LTE
723,Vivacom_BG,xcap,LTE
724,Vivacom_BG,cbs,LTE
725,Vivacom_BG,emergency,LTE
726,Vivacom_BG,default,LTE
727,Vivacom_BG,hipri,LTE
728,Vivacom_BG,supl,LTE
729,Vivacom_BG,dun,LTE
730,TMobile_PL,ims,IWLAN:LTE
731,TMobile_PL,mms,IWLAN:LTE
732,TMobile_PL,xcap,IWLAN:LTE
733,TMobile_PL,cbs,LTE
734,TMobile_PL,emergency,LTE
735,TMobile_PL,default,LTE
736,TMobile_PL,hipri,LTE
737,TMobile_PL,supl,LTE
738,TMobile_PL,dun,LTE
739,Orange_PL,ims,IWLAN:LTE
740,Orange_PL,mms,IWLAN:LTE
741,Orange_PL,xcap,IWLAN:LTE
742,Orange_PL,cbs,LTE
743,Orange_PL,emergency,LTE
744,Orange_PL,default,LTE
745,Orange_PL,hipri,LTE
746,Orange_PL,supl,LTE
747,Orange_PL,dun,LTE
748,TMobile_DE,ims,LTE:IWLAN
749,TMobile_DE,mms,LTE:IWLAN
750,TMobile_DE,xcap,LTE:IWLAN
751,TMobile_DE,cbs,LTE:IWLAN
752,TMobile_DE,emergency,LTE
753,TMobile_DE,default,LTE
754,TMobile_DE,hipri,LTE
755,TMobile_DE,supl,LTE
756,TMobile_DE,dun,LTE
757,Vodafone_DE,ims,IWLAN:LTE
758,Vodafone_DE,mms,LTE
759,Vodafone_DE,xcap,LTE
760,Vodafone_DE,cbs,LTE
761,Vodafone_DE,emergency,LTE
762,Vodafone_DE,default,LTE
763,Vodafone_DE,hipri,LTE
764,Vodafone_DE,supl,LTE
765,Vodafone_DE,dun,LTE
766,Telefonica_DE,ims,IWLAN:LTE
767,Telefonica_DE,mms,LTE
768,Telefonica_DE,xcap,LTE
769,Telefonica_DE,cbs,LTE
770,Telefonica_DE,emergency,LTE
771,Telefonica_DE,default,LTE
772,Telefonica_DE,hipri,LTE
773,Telefonica_DE,supl,LTE
774,Telefonica_DE,dun,LTE
775,Vodafone_IE,ims,LTE:IWLAN
776,Vodafone_IE,mms,LTE
777,Vodafone_IE,xcap,LTE:IWLAN
778,Vodafone_IE,cbs,LTE
779,Vodafone_IE,emergency,LTE
780,Vodafone_IE,default,LTE
781,Vodafone_IE,hipri,LTE
782,Vodafone_IE,supl,LTE
783,Vodafone_IE,dun,LTE
784,Meteor_IE,ims,IWLAN:LTE
785,Meteor_IE,mms,LTE
786,Meteor_IE,xcap,LTE
787,Meteor_IE,cbs,LTE
788,Meteor_IE,emergency,LTE
789,Meteor_IE,default,LTE
790,Meteor_IE,hipri,LTE
791,Meteor_IE,supl,LTE
792,Meteor_IE,dun,LTE
793,Turkcell_TR,ims,LTE:IWLAN
794,Turkcell_TR,mms,LTE
795,Turkcell_TR,xcap,LTE
796,Turkcell_TR,cbs,LTE
797,Turkcell_TR,emergency,LTE
798,Turkcell_TR,default,LTE
799,Turkcell_TR,hipri,LTE
800,Turkcell_TR,supl,LTE
801,Turkcell_TR,dun,LTE
802,Vodafone_TR,ims,LTE:IWLAN
803,Vodafone_TR,mms,LTE:IWLAN
804,Vodafone_TR,xcap,LTE:IWLAN
805,Vodafone_TR,cbs,LTE
806,Vodafone_TR,emergency,IWLAN:LTE
807,Vodafone_TR,default,LTE
808,Vodafone_TR,hipri,LTE
809,Vodafone_TR,supl,LTE
810,Vodafone_TR,dun,LTE
811,AVEA_TR,ims,LTE:IWLAN
812,AVEA_TR,mms,LTE
813,AVEA_TR,xcap,LTE:IWLAN
814,AVEA_TR,cbs,LTE
815,AVEA_TR,emergency,LTE
816,AVEA_TR,default,LTE
817,AVEA_TR,hipri,LTE
818,AVEA_TR,supl,LTE
819,AVEA_TR,dun,LTE
820,Telekom_SI,ims,LTE:IWLAN
821,Telekom_SI,mms,LTE
822,Telekom_SI,xcap,LTE:IWLAN
823,Telekom_SI,cbs,LTE
824,Telekom_SI,emergency,LTE
825,Telekom_SI,default,LTE
826,Telekom_SI,hipri,LTE
827,Telekom_SI,supl,LTE
828,Telekom_SI,dun,LTE
829,RWC_CA,ims,IWLAN:LTE
830,RWC_CA,mms,IWLAN:LTE
831,RWC_CA,xcap,IWLAN:LTE
832,RWC_CA,cbs,LTE
833,RWC_CA,emergency,LTE:IWLAN
834,RWC_CA,default,LTE
835,RWC_CA,hipri,LTE
836,RWC_CA,supl,LTE
837,RWC_CA,dun,LTE
838,RWC_CA:TBT,ims,IWLAN:LTE
839,RWC_CA:TBT,mms,IWLAN:LTE
840,RWC_CA:TBT,xcap,IWLAN:LTE
841,RWC_CA:TBT,cbs,LTE
842,RWC_CA:TBT,emergency,LTE:IWLAN
843,RWC_CA:TBT,default,LTE
844,RWC_CA:TBT,hipri,LTE
845,RWC_CA:TBT,supl,LTE
846,RWC_CA:TBT,dun,LTE
847,VideoTron_CA,ims,LTE:IWLAN
848,VideoTron_CA,mms,LTE:IWLAN
849,VideoTron_CA,xcap,LTE:IWLAN
850,VideoTron_CA,cbs,LTE
851,VideoTron_CA,emergency,LTE:IWLAN
852,VideoTron_CA,default,LTE
853,VideoTron_CA,hipri,LTE
854,VideoTron_CA,supl,LTE
855,VideoTron_CA,dun,LTE
856,VZW_US,ims,LTE:IWLAN:eHRPD
857,VZW_US,mms,LTE:EHRPD:IWLAN
858,VZW_US,xcap,LTE
859,VZW_US,cbs,LTE:EHRPD:IWLAN
860,VZW_US,emergency,LTE
861,VZW_US,default,LTE:eHRPD
862,VZW_US,hipri,LTE:eHRPD
863,VZW_US,supl,LTE:eHRPD
864,VZW_US,dun,LTE:eHRPD
865,VZW_US:CCT,ims,LTE:IWLAN:eHRPD
866,VZW_US:CCT,mms,IWLAN:LTE:EHRPD
867,VZW_US:CCT,xcap,LTE
868,VZW_US:CCT,cbs,LTE:EHRPD:IWLAN
869,VZW_US:CCT,emergency,LTE
870,VZW_US:CCT,default,LTE:eHRPD
871,VZW_US:CCT,hipri,LTE:eHRPD
872,VZW_US:CCT,supl,LTE:eHRPD
873,VZW_US:CCT,dun,LTE:eHRPD
874,VZW_US:TFN,ims,LTE:IWLAN:eHRPD
875,VZW_US:TFN,mms,LTE:EHRPD:IWLAN
876,VZW_US:TFN,xcap,LTE
877,VZW_US:TFN,cbs,LTE:EHRPD:IWLAN
878,VZW_US:TFN,emergency,LTE
879,VZW_US:TFN,default,LTE:eHRPD
880,VZW_US:TFN,hipri,LTE:eHRPD
881,VZW_US:TFN,supl,LTE:eHRPD
882,VZW_US:TFN,dun,LTE:eHRPD
883,VZW_US:FKR,ims,LTE:IWLAN:eHRPD
884,VZW_US:FKR,mms,LTE:EHRPD:IWLAN
885,VZW_US:FKR,xcap,LTE
886,VZW_US:FKR,cbs,LTE:EHRPD:IWLAN
887,VZW_US:FKR,emergency,LTE
888,VZW_US:FKR,default,LTE:eHRPD
889,VZW_US:FKR,hipri,LTE:eHRPD
890,VZW_US:FKR,supl,LTE:eHRPD
891,VZW_US:FKR,dun,LTE:eHRPD
892,VZW_US:GoogleGC,ims,LTE:IWLAN:eHRPD
893,VZW_US:GoogleGC,mms,LTE:EHRPD:IWLAN
894,VZW_US:GoogleGC,xcap,LTE
895,VZW_US:GoogleGC,cbs,LTE:EHRPD:IWLAN
896,VZW_US:GoogleGC,emergency,LTE
897,VZW_US:GoogleGC,default,LTE:eHRPD
898,VZW_US:GoogleGC,hipri,LTE:eHRPD
899,VZW_US:GoogleGC,supl,LTE:eHRPD
900,VZW_US:GoogleGC,dun,LTE:eHRPD
901,VZW_US:Bluegrass,ims,LTE:IWLAN:eHRPD
902,VZW_US:Bluegrass,mms,LTE:EHRPD:IWLAN
903,VZW_US:Bluegrass,xcap,LTE
904,VZW_US:Bluegrass,cbs,LTE:EHRPD:IWLAN
905,VZW_US:Bluegrass,emergency,LTE
906,VZW_US:Bluegrass,default,LTE:eHRPD
907,VZW_US:Bluegrass,hipri,LTE:eHRPD
908,VZW_US:Bluegrass,supl,LTE:eHRPD
909,VZW_US:Bluegrass,dun,LTE:eHRPD
910,VZW_US:ChatMobility,ims,LTE:IWLAN:eHRPD
911,VZW_US:ChatMobility,mms,LTE:EHRPD:IWLAN
912,VZW_US:ChatMobility,xcap,LTE
913,VZW_US:ChatMobility,cbs,LTE:EHRPD:IWLAN
914,VZW_US:ChatMobility,emergency,LTE
915,VZW_US:ChatMobility,default,LTE:eHRPD
916,VZW_US:ChatMobility,hipri,LTE:eHRPD
917,VZW_US:ChatMobility,supl,LTE:eHRPD
918,VZW_US:ChatMobility,dun,LTE:eHRPD
919,VZW_US:NorthWest,ims,LTE:IWLAN:eHRPD
920,VZW_US:NorthWest,mms,LTE:EHRPD:IWLAN
921,VZW_US:NorthWest,xcap,LTE
922,VZW_US:NorthWest,cbs,LTE:EHRPD:IWLAN
923,VZW_US:NorthWest,emergency,LTE
924,VZW_US:NorthWest,default,LTE:eHRPD
925,VZW_US:NorthWest,hipri,LTE:eHRPD
926,VZW_US:NorthWest,supl,LTE:eHRPD
927,VZW_US:NorthWest,dun,LTE:eHRPD
928,ATT_US,ims,LTE:IWLAN
929,ATT_US,mms,LTE:IWLAN
930,ATT_US,xcap,LTE:IWLAN
931,ATT_US,cbs,LTE:IWLAN
932,ATT_US,emergency,LTE:IWLAN
933,ATT_US,default,LTE
934,ATT_US,hipri,LTE
935,ATT_US,supl,LTE
936,ATT_US,dun,LTE
937,ATT_US:AIO,ims,LTE:IWLAN
938,ATT_US:AIO,mms,LTE
939,ATT_US:AIO,xcap,LTE
940,ATT_US:AIO,cbs,LTE
941,ATT_US:AIO,emergency,LTE:IWLAN
942,ATT_US:AIO,default,LTE
943,ATT_US:AIO,hipri,LTE
944,ATT_US:AIO,supl,LTE
945,ATT_US:AIO,dun,LTE
946,ATT_US:FN,ims,LTE:IWLAN
947,ATT_US:FN,mms,LTE:IWLAN
948,ATT_US:FN,xcap,LTE:IWLAN
949,ATT_US:FN,cbs,LTE:IWLAN
950,ATT_US:FN,emergency,LTE:IWLAN
951,ATT_US:FN,default,LTE
952,ATT_US:FN,hipri,LTE
953,ATT_US:FN,supl,LTE
954,ATT_US:FN,dun,LTE
955,ATT_US:MVNO,ims,LTE:IWLAN
956,ATT_US:MVNO,mms,LTE
957,ATT_US:MVNO,xcap,LTE
958,ATT_US:MVNO,cbs,LTE
959,ATT_US:MVNO,emergency,LTE:IWLAN
960,ATT_US:MVNO,default,LTE
961,ATT_US:MVNO,hipri,LTE
962,ATT_US:MVNO,supl,LTE
963,ATT_US:MVNO,dun,LTE
964,ATT_US:GoogleGC,ims,LTE:IWLAN
965,ATT_US:GoogleGC,mms,LTE
966,ATT_US:GoogleGC,xcap,LTE
967,ATT_US:GoogleGC,cbs,LTE
968,ATT_US:GoogleGC,emergency,LTE:IWLAN
969,ATT_US:GoogleGC,default,LTE
970,ATT_US:GoogleGC,hipri,LTE
971,ATT_US:GoogleGC,supl,LTE
972,ATT_US:GoogleGC,dun,LTE
973,ATT_US:TFN,ims,LTE:IWLAN
974,ATT_US:TFN,mms,LTE:IWLAN
975,ATT_US:TFN,xcap,LTE:IWLAN
976,ATT_US:TFN,cbs,LTE:IWLAN
977,ATT_US:TFN,emergency,LTE:IWLAN
978,ATT_US:TFN,default,LTE
979,ATT_US:TFN,hipri,LTE
980,ATT_US:TFN,supl,LTE
981,ATT_US:TFN,dun,LTE
982,ATT_US:LLA,ims,LTE:IWLAN
983,ATT_US:LLA,mms,LTE:IWLAN
984,ATT_US:LLA,xcap,LTE:IWLAN
985,ATT_US:LLA,cbs,LTE
986,ATT_US:LLA,emergency,LTE:IWLAN
987,ATT_US:LLA,default,LTE
988,ATT_US:LLA,hipri,LTE
989,ATT_US:LLA,supl,LTE
990,ATT_US:LLA,dun,LTE
991,TMobile_US,ims,LTE:IWLAN
992,TMobile_US,mms,LTE:IWLAN
993,TMobile_US,xcap,LTE:IWLAN
994,TMobile_US,cbs,LTE:IWLAN
995,TMobile_US,emergency,LTE
996,TMobile_US,default,LTE
997,TMobile_US,hipri,LTE
998,TMobile_US,supl,LTE
999,TMobile_US,dun,LTE
1000,TMobile_US:TFN,ims,LTE:IWLAN
1001,TMobile_US:TFN,mms,LTE:IWLAN
1002,TMobile_US:TFN,xcap,LTE
1003,TMobile_US:TFN,cbs,LTE:IWLAN
1004,TMobile_US:TFN,emergency,LTE
1005,TMobile_US:TFN,default,LTE
1006,TMobile_US:TFN,hipri,LTE
1007,TMobile_US:TFN,supl,LTE
1008,TMobile_US:TFN,dun,LTE
1009,TMobile_US:LAB,ims,LTE:IWLAN
1010,TMobile_US:LAB,mms,LTE:IWLAN
1011,TMobile_US:LAB,xcap,LTE:IWLAN
1012,TMobile_US:LAB,cbs,LTE:IWLAN
1013,TMobile_US:LAB,emergency,LTE
1014,TMobile_US:LAB,default,LTE
1015,TMobile_US:LAB,hipri,LTE
1016,TMobile_US:LAB,supl,LTE
1017,TMobile_US:LAB,dun,LTE
1018,Sprint_US,ims,IWLAN:LTE
1019,Sprint_US,mms,LTE
1020,Sprint_US,xcap,LTE
1021,Sprint_US,cbs,LTE
1022,Sprint_US,emergency,LTE
1023,Sprint_US,default,LTE
1024,Sprint_US,hipri,LTE
1025,Sprint_US,supl,LTE
1026,Sprint_US,dun,LTE
1027,GenericIR92_US,ims,IWLAN:LTE
1028,GenericIR92_US,mms,IWLAN:LTE
1029,GenericIR92_US,xcap,IWLAN:LTE
1030,GenericIR92_US,cbs,IWLAN:LTE
1031,GenericIR92_US,emergency,LTE
1032,GenericIR92_US,default,LTE
1033,GenericIR92_US,hipri,LTE
1034,GenericIR92_US,supl,LTE
1035,GenericIR92_US,dun,LTE
1036,GenericIR92_US:NexTech,ims,IWLAN:LTE
1037,GenericIR92_US:NexTech,mms,IWLAN:LTE
1038,GenericIR92_US:NexTech,xcap,IWLAN:LTE
1039,GenericIR92_US:NexTech,cbs,LTE
1040,GenericIR92_US:NexTech,emergency,LTE:IWLAN
1041,GenericIR92_US:NexTech,default,LTE
1042,GenericIR92_US:NexTech,hipri,LTE
1043,GenericIR92_US:NexTech,supl,LTE
1044,GenericIR92_US:NexTech,dun,LTE
1045,GCI_US,ims,IWLAN:LTE
1046,GCI_US,mms,IWLAN:LTE
1047,GCI_US,xcap,IWLAN:LTE
1048,GCI_US,cbs,IWLAN:LTE
1049,GCI_US,emergency,LTE
1050,GCI_US,default,LTE
1051,GCI_US,hipri,LTE
1052,GCI_US,supl,LTE
1053,GCI_US,dun,LTE
1054,Altice_US,ims,IWLAN:LTE
1055,Altice_US,mms,IWLAN:LTE
1056,Altice_US,xcap,IWLAN:LTE
1057,Altice_US,cbs,IWLAN:LTE
1058,Altice_US,emergency,LTE
1059,Altice_US,default,LTE
1060,Altice_US,hipri,LTE
1061,Altice_US,supl,LTE
1062,Altice_US,dun,LTE
1063,USCC_US,ims,LTE:IWLAN
1064,USCC_US,mms,LTE:IWLAN
1065,USCC_US,xcap,LTE
1066,USCC_US,cbs,LTE:IWLAN
1067,USCC_US,emergency,LTE
1068,USCC_US,default,LTE
1069,USCC_US,hipri,LTE
1070,USCC_US,supl,LTE
1071,USCC_US,dun,LTE
1072,Telcel_MX,ims,LTE:IWLAN
1073,Telcel_MX,mms,LTE
1074,Telcel_MX,xcap,LTE
1075,Telcel_MX,cbs,LTE
1076,Telcel_MX,emergency,LTE
1077,Telcel_MX,default,LTE
1078,Telcel_MX,hipri,LTE
1079,Telcel_MX,supl,LTE
1080,Telcel_MX,dun,LTE
1081,Claro_DR,ims,LTE:IWLAN
1082,Claro_DR,mms,LTE
1083,Claro_DR,xcap,LTE
1084,Claro_DR,cbs,LTE
1085,Claro_DR,emergency,LTE
1086,Claro_DR,default,LTE
1087,Claro_DR,hipri,LTE
1088,Claro_DR,supl,LTE
1089,Claro_DR,dun,LTE
1090,Orange_DO,ims,IWLAN:LTE
1091,Orange_DO,mms,LTE
1092,Orange_DO,xcap,LTE
1093,Orange_DO,cbs,LTE
1094,Orange_DO,emergency,LTE
1095,Orange_DO,default,LTE
1096,Orange_DO,hipri,LTE
1097,Orange_DO,supl,LTE
1098,Orange_DO,dun,LTE
1099,Ooredoo_MV,ims,LTE:IWLAN
1100,Ooredoo_MV,mms,LTE
1101,Ooredoo_MV,xcap,LTE:IWLAN
1102,Ooredoo_MV,cbs,LTE
1103,Ooredoo_MV,emergency,LTE
1104,Ooredoo_MV,default,LTE
1105,Ooredoo_MV,hipri,LTE
1106,Ooredoo_MV,supl,LTE
1107,Ooredoo_MV,dun,LTE
1108,Zain_JO,ims,IWLAN:LTE
1109,Zain_JO,mms,LTE
1110,Zain_JO,xcap,LTE
1111,Zain_JO,cbs,LTE
1112,Zain_JO,emergency,LTE
1113,Zain_JO,default,LTE
1114,Zain_JO,hipri,LTE
1115,Zain_JO,supl,LTE
1116,Zain_JO,dun,LTE
1117,STC_SA,ims,IWLAN:LTE
1118,STC_SA,mms,LTE
1119,STC_SA,xcap,IWLAN:LTE
1120,STC_SA,cbs,LTE
1121,STC_SA,emergency,LTE
1122,STC_SA,default,LTE
1123,STC_SA,hipri,LTE
1124,STC_SA,supl,LTE
1125,STC_SA,dun,LTE
1126,Zain_SA,ims,IWLAN:LTE
1127,Zain_SA,mms,IWLAN:LTE
1128,Zain_SA,xcap,IWLAN:LTE
1129,Zain_SA,cbs,LTE
1130,Zain_SA,emergency,LTE
1131,Zain_SA,default,LTE
1132,Zain_SA,hipri,LTE
1133,Zain_SA,supl,LTE
1134,Zain_SA,dun,LTE
1135,Zain_KW,ims,IWLAN:LTE
1136,Zain_KW,mms,LTE
1137,Zain_KW,xcap,LTE
1138,Zain_KW,cbs,LTE
1139,Zain_KW,emergency,IWLAN:LTE
1140,Zain_KW,default,LTE
1141,Zain_KW,hipri,LTE
1142,Zain_KW,supl,LTE
1143,Zain_KW,dun,LTE
1144,Viva_KW,ims,IWLAN:LTE
1145,Viva_KW,mms,LTE
1146,Viva_KW,xcap,LTE
1147,Viva_KW,cbs,LTE
1148,Viva_KW,emergency,LTE
1149,Viva_KW,default,LTE
1150,Viva_KW,hipri,LTE
1151,Viva_KW,supl,LTE
1152,Viva_KW,dun,LTE
1153,Omantel_OM,ims,IWLAN:LTE
1154,Omantel_OM,mms,IWLAN:LTE
1155,Omantel_OM,xcap,LTE
1156,Omantel_OM,cbs,LTE
1157,Omantel_OM,emergency,LTE
1158,Omantel_OM,default,LTE
1159,Omantel_OM,hipri,LTE
1160,Omantel_OM,supl,LTE
1161,Omantel_OM,dun,LTE
1162,Etisalat_AE,ims,LTE:IWLAN
1163,Etisalat_AE,mms,LTE
1164,Etisalat_AE,xcap,LTE:IWLAN
1165,Etisalat_AE,cbs,LTE
1166,Etisalat_AE,emergency,LTE
1167,Etisalat_AE,default,LTE
1168,Etisalat_AE,hipri,LTE
1169,Etisalat_AE,supl,LTE
1170,Etisalat_AE,dun,LTE
1171,PTR_IL,ims,IWLAN:LTE
1172,PTR_IL,mms,LTE
1173,PTR_IL,xcap,LTE
1174,PTR_IL,cbs,LTE
1175,PTR_IL,emergency,LTE
1176,PTR_IL,default,LTE
1177,PTR_IL,hipri,LTE
1178,PTR_IL,supl,LTE
1179,PTR_IL,dun,LTE
1180,PCL_IL,ims,LTE:IWLAN
1181,PCL_IL,mms,LTE
1182,PCL_IL,xcap,LTE
1183,PCL_IL,cbs,LTE
1184,PCL_IL,emergency,LTE
1185,PCL_IL,default,LTE
1186,PCL_IL,hipri,LTE
1187,PCL_IL,supl,LTE
1188,PCL_IL,dun,LTE
1189,Cellcom_IL,ims,IWLAN:LTE
1190,Cellcom_IL,mms,LTE
1191,Cellcom_IL,xcap,IWLAN:LTE
1192,Cellcom_IL,cbs,LTE
1193,Cellcom_IL,emergency,IWLAN:LTE
1194,Cellcom_IL,default,LTE
1195,Cellcom_IL,hipri,LTE
1196,Cellcom_IL,supl,LTE
1197,Cellcom_IL,dun,LTE
1198,HotMobile_IL,ims,LTE:IWLAN
1199,HotMobile_IL,mms,LTE
1200,HotMobile_IL,xcap,LTE:IWLAN
1201,HotMobile_IL,cbs,LTE
1202,HotMobile_IL,emergency,LTE:IWLAN
1203,HotMobile_IL,default,LTE
1204,HotMobile_IL,hipri,LTE
1205,HotMobile_IL,supl,LTE
1206,HotMobile_IL,dun,LTE
1207,CSL_HK,ims,IWLAN:LTE
1208,CSL_HK,mms,IWLAN:LTE
1209,CSL_HK,xcap,LTE
1210,CSL_HK,cbs,LTE
1211,CSL_HK,emergency,LTE
1212,CSL_HK,default,LTE
1213,CSL_HK,hipri,LTE
1214,CSL_HK,supl,LTE
1215,CSL_HK,dun,LTE
1216,3_HK,ims,IWLAN:LTE
1217,3_HK,mms,IWLAN:LTE
1218,3_HK,xcap,LTE
1219,3_HK,cbs,LTE
1220,3_HK,emergency,LTE
1221,3_HK,default,LTE
1222,3_HK,hipri,LTE
1223,3_HK,supl,LTE
1224,3_HK,dun,LTE
1225,Smartone_HK,ims,IWLAN:LTE
1226,Smartone_HK,mms,LTE
1227,Smartone_HK,xcap,LTE
1228,Smartone_HK,cbs,LTE
1229,Smartone_HK,emergency,LTE
1230,Smartone_HK,default,LTE
1231,Smartone_HK,hipri,LTE
1232,Smartone_HK,supl,LTE
1233,Smartone_HK,dun,LTE
1234,CMHK_HK,ims,IWLAN:LTE
1235,CMHK_HK,mms,LTE
1236,CMHK_HK,xcap,LTE
1237,CMHK_HK,cbs,LTE
1238,CMHK_HK,emergency,LTE
1239,CMHK_HK,default,LTE
1240,CMHK_HK,hipri,LTE
1241,CMHK_HK,supl,LTE
1242,CMHK_HK,dun,LTE
1243,PCCW_HK,ims,IWLAN:LTE
1244,PCCW_HK,mms,IWLAN:LTE
1245,PCCW_HK,xcap,LTE
1246,PCCW_HK,cbs,LTE
1247,PCCW_HK,emergency,LTE
1248,PCCW_HK,default,LTE
1249,PCCW_HK,hipri,LTE
1250,PCCW_HK,supl,LTE
1251,PCCW_HK,dun,LTE
1252,3_MO,ims,IWLAN:LTE
1253,3_MO,mms,LTE
1254,3_MO,xcap,LTE
1255,3_MO,cbs,LTE
1256,3_MO,emergency,LTE
1257,3_MO,default,LTE
1258,3_MO,hipri,LTE
1259,3_MO,supl,LTE
1260,3_MO,dun,LTE
1261,Smart_KH,ims,IWLAN:LTE
1262,Smart_KH,mms,LTE
1263,Smart_KH,xcap,IWLAN:LTE
1264,Smart_KH,cbs,LTE
1265,Smart_KH,emergency,LTE
1266,Smart_KH,default,LTE
1267,Smart_KH,hipri,LTE
1268,Smart_KH,supl,LTE
1269,Smart_KH,dun,LTE
1270,KDDI_JP,ims,IWLAN:LTE
1271,KDDI_JP,mms,LTE
1272,KDDI_JP,xcap,IWLAN:LTE
1273,KDDI_JP,cbs,LTE
1274,KDDI_JP,emergency,LTE:IWLAN
1275,KDDI_JP,default,LTE
1276,KDDI_JP,hipri,LTE
1277,KDDI_JP,supl,LTE
1278,KDDI_JP,dun,LTE
1279,FET_TW,ims,LTE:IWLAN
1280,FET_TW,mms,LTE
1281,FET_TW,xcap,LTE
1282,FET_TW,cbs,LTE
1283,FET_TW,emergency,LTE
1284,FET_TW,default,LTE
1285,FET_TW,hipri,LTE
1286,FET_TW,supl,LTE
1287,FET_TW,dun,LTE
1288,CHT_TW,ims,LTE:IWLAN
1289,CHT_TW,mms,LTE
1290,CHT_TW,xcap,LTE:IWLAN
1291,CHT_TW,cbs,LTE
1292,CHT_TW,emergency,LTE:IWLAN
1293,CHT_TW,default,LTE
1294,CHT_TW,hipri,LTE
1295,CHT_TW,supl,LTE
1296,CHT_TW,dun,LTE
1297,APT_TW,ims,IWLAN:LTE
1298,APT_TW,mms,LTE
1299,APT_TW,xcap,LTE
1300,APT_TW,cbs,LTE
1301,APT_TW,emergency,LTE
1302,APT_TW,default,LTE
1303,APT_TW,hipri,LTE
1304,APT_TW,supl,LTE
1305,APT_TW,dun,LTE
1306,TWM_TW,ims,IWLAN:LTE
1307,TWM_TW,mms,LTE
1308,TWM_TW,xcap,LTE
1309,TWM_TW,cbs,LTE
1310,TWM_TW,emergency,LTE
1311,TWM_TW,default,LTE
1312,TWM_TW,hipri,LTE
1313,TWM_TW,supl,LTE
1314,TWM_TW,dun,LTE
1315,UMobile_MY,ims,IWLAN:LTE
1316,UMobile_MY,mms,LTE
1317,UMobile_MY,xcap,LTE
1318,UMobile_MY,cbs,LTE
1319,UMobile_MY,emergency,LTE
1320,UMobile_MY,default,LTE
1321,UMobile_MY,hipri,LTE
1322,UMobile_MY,supl,LTE
1323,UMobile_MY,dun,LTE
1324,Celcom_MY,ims,IWLAN:LTE
1325,Celcom_MY,mms,LTE
1326,Celcom_MY,xcap,LTE
1327,Celcom_MY,cbs,LTE
1328,Celcom_MY,emergency,LTE
1329,Celcom_MY,default,LTE
1330,Celcom_MY,hipri,LTE
1331,Celcom_MY,supl,LTE
1332,Celcom_MY,dun,LTE
1333,DIGI_MY,ims,IWLAN:LTE
1334,DIGI_MY,mms,IWLAN:LTE
1335,DIGI_MY,xcap,LTE
1336,DIGI_MY,cbs,LTE
1337,DIGI_MY,emergency,LTE
1338,DIGI_MY,default,LTE
1339,DIGI_MY,hipri,LTE
1340,DIGI_MY,supl,LTE
1341,DIGI_MY,dun,LTE
1342,TwoDegree_NZ,ims,IWLAN:LTE
1343,TwoDegree_NZ,mms,IWLAN:LTE
1344,TwoDegree_NZ,xcap,IWLAN:LTE
1345,TwoDegree_NZ,cbs,LTE
1346,TwoDegree_NZ,emergency,LTE
1347,TwoDegree_NZ,default,LTE
1348,TwoDegree_NZ,hipri,LTE
1349,TwoDegree_NZ,supl,LTE
1350,TwoDegree_NZ,dun,LTE
1351,TPG_AU,ims,LTE:IWLAN
1352,TPG_AU,mms,LTE:IWLAN
1353,TPG_AU,xcap,LTE:IWLAN
1354,TPG_AU,cbs,LTE
1355,TPG_AU,emergency,LTE
1356,TPG_AU,default,LTE
1357,TPG_AU,hipri,LTE
1358,TPG_AU,supl,LTE
1359,TPG_AU,dun,LTE
1360,Telstra_AU,ims,LTE:IWLAN
1361,Telstra_AU,mms,IWLAN:LTE
1362,Telstra_AU,xcap,LTE:IWLAN
1363,Telstra_AU,cbs,LTE
1364,Telstra_AU,emergency,LTE
1365,Telstra_AU,default,LTE
1366,Telstra_AU,hipri,LTE
1367,Telstra_AU,supl,LTE
1368,Telstra_AU,dun,LTE
1369,Optus_AU,ims,LTE:IWLAN
1370,Optus_AU,mms,LTE:IWLAN
1371,Optus_AU,xcap,LTE:IWLAN
1372,Optus_AU,cbs,LTE
1373,Optus_AU,emergency,LTE
1374,Optus_AU,default,LTE
1375,Optus_AU,hipri,LTE
1376,Optus_AU,supl,LTE
1377,Optus_AU,dun,LTE
1378,Vodafone_AU,ims,LTE:IWLAN
1379,Vodafone_AU,mms,LTE:IWLAN
1380,Vodafone_AU,xcap,LTE:IWLAN
1381,Vodafone_AU,cbs,LTE
1382,Vodafone_AU,emergency,LTE:IWLAN
1383,Vodafone_AU,default,LTE
1384,Vodafone_AU,hipri,LTE
1385,Vodafone_AU,supl,LTE
1386,Vodafone_AU,dun,LTE
1387,Telkomsel_ID,ims,IWLAN:LTE
1388,Telkomsel_ID,mms,LTE
1389,Telkomsel_ID,xcap,LTE
1390,Telkomsel_ID,cbs,LTE
1391,Telkomsel_ID,emergency,LTE
1392,Telkomsel_ID,default,LTE
1393,Telkomsel_ID,hipri,LTE
1394,Telkomsel_ID,supl,LTE
1395,Telkomsel_ID,dun,LTE
1396,Smart_PH,ims,IWLAN:LTE
1397,Smart_PH,mms,LTE
1398,Smart_PH,xcap,LTE
1399,Smart_PH,cbs,LTE
1400,Smart_PH,emergency,LTE
1401,Smart_PH,default,LTE
1402,Smart_PH,hipri,LTE
1403,Smart_PH,supl,LTE
1404,Smart_PH,dun,LTE
