_id,mnoname,apntype,ratpreforder
1405,Globe_PH,ims,IWLAN:LTE
1406,Globe_PH,mms,IWLAN:LTE
1407,Globe_PH,xcap,LTE
1408,Globe_PH,cbs,LTE
1409,Globe_PH,emergency,LTE
1410,Globe_PH,default,LTE
1411,Globe_PH,hipri,LTE
1412,Globe_PH,supl,LTE
1413,Globe_PH,dun,LTE
1414,Vinaphone_VN,ims,IWLAN:LTE
1415,Vinaphone_VN,mms,LTE
1416,Vinaphone_VN,xcap,IWLAN:LTE
1417,Vinaphone_VN,cbs,LTE
1418,Vinaphone_VN,emergency,LTE
1419,Vinaphone_VN,default,LTE
1420,Vinaphone_VN,hipri,LTE
1421,Vinaphone_VN,supl,LTE
1422,Vinaphone_VN,dun,LTE
1423,Viettel_VN,ims,LTE:IWLAN
1424,Viettel_VN,mms,LTE
1425,Viettel_VN,xcap,LTE
1426,Viettel_VN,cbs,LTE
1427,Viettel_VN,emergency,LTE
1428,Viettel_VN,default,LTE
1429,Viettel_VN,hipri,LTE
1430,Viettel_VN,supl,LTE
1431,Viettel_VN,dun,LTE
1432,Vietnamobile_VN,ims,IWLAN:LTE
1433,Vietnamobile_VN,mms,LTE
1434,Vietnamobile_VN,xcap,LTE
1435,Vietnamobile_VN,cbs,LTE
1436,Vietnamobile_VN,emergency,LTE
1437,Vietnamobile_VN,default,LTE
1438,Vietnamobile_VN,hipri,LTE
1439,Vietnamobile_VN,supl,LTE
1440,Vietnamobile_VN,dun,LTE
1441,Truemove_TH,ims,LTE:IWLAN
1442,Truemove_TH,mms,LTE
1443,Truemove_TH,xcap,LTE
1444,Truemove_TH,cbs,LTE
1445,Truemove_TH,emergency,LTE
1446,Truemove_TH,default,LTE
1447,Truemove_TH,hipri,LTE
1448,Truemove_TH,supl,LTE
1449,Truemove_TH,dun,LTE
1450,AIS_TH,ims,LTE:IWLAN
1451,AIS_TH,mms,LTE
1452,AIS_TH,xcap,LTE
1453,AIS_TH,cbs,LTE
1454,AIS_TH,emergency,LTE
1455,AIS_TH,default,LTE
1456,AIS_TH,hipri,LTE
1457,AIS_TH,supl,LTE
1458,AIS_TH,dun,LTE
1459,DTAC_TH,ims,LTE:IWLAN
1460,DTAC_TH,mms,LTE
1461,DTAC_TH,xcap,LTE
1462,DTAC_TH,cbs,LTE
1463,DTAC_TH,emergency,LTE
1464,DTAC_TH,default,LTE
1465,DTAC_TH,hipri,LTE
1466,DTAC_TH,supl,LTE
1467,DTAC_TH,dun,LTE
1468,Starhub_SG,ims,LTE:IWLAN
1469,Starhub_SG,mms,LTE
1470,Starhub_SG,xcap,LTE
1471,Starhub_SG,cbs,LTE
1472,Starhub_SG,emergency,LTE
1473,Starhub_SG,default,LTE
1474,Starhub_SG,hipri,LTE
1475,Starhub_SG,supl,LTE
1476,Starhub_SG,dun,LTE
1477,Singtel_SG,ims,IWLAN:LTE
1478,Singtel_SG,mms,LTE
1479,Singtel_SG,xcap,IWLAN:LTE
1480,Singtel_SG,cbs,LTE
1481,Singtel_SG,emergency,LTE
1482,Singtel_SG,default,LTE
1483,Singtel_SG,hipri,LTE
1484,Singtel_SG,supl,LTE
1485,Singtel_SG,dun,LTE
1486,Mobileone_SG,ims,IWLAN:LTE
1487,Mobileone_SG,mms,LTE
1488,Mobileone_SG,xcap,LTE
1489,Mobileone_SG,cbs,LTE
1490,Mobileone_SG,emergency,LTE
1491,Mobileone_SG,default,LTE
1492,Mobileone_SG,hipri,LTE
1493,Mobileone_SG,supl,LTE
1494,Mobileone_SG,dun,LTE
1495,TPG_SG,ims,IWLAN:LTE
1496,TPG_SG,mms,IWLAN:LTE
1497,TPG_SG,xcap,IWLAN:LTE
1498,TPG_SG,cbs,LTE
1499,TPG_SG,emergency,LTE
1500,TPG_SG,default,LTE
1501,TPG_SG,hipri,LTE
1502,TPG_SG,supl,LTE
1503,TPG_SG,dun,LTE
1504,Maroc_MA,ims,IWLAN:LTE
1505,Maroc_MA,mms,LTE
1506,Maroc_MA,xcap,LTE
1507,Maroc_MA,cbs,LTE
1508,Maroc_MA,emergency,LTE
1509,Maroc_MA,default,LTE
1510,Maroc_MA,hipri,LTE
1511,Maroc_MA,supl,LTE
1512,Maroc_MA,dun,LTE
1513,Orange_MA,ims,IWLAN:LTE
1514,Orange_MA,mms,LTE
1515,Orange_MA,xcap,IWLAN:LTE
1516,Orange_MA,cbs,LTE
1517,Orange_MA,emergency,LTE
1518,Orange_MA,default,LTE
1519,Orange_MA,hipri,LTE
1520,Orange_MA,supl,LTE
1521,Orange_MA,dun,LTE
1522,Vodacom_ZA,ims,LTE:IWLAN
1523,Vodacom_ZA,mms,LTE
1524,Vodacom_ZA,xcap,LTE
1525,Vodacom_ZA,cbs,LTE
1526,Vodacom_ZA,emergency,LTE
1527,Vodacom_ZA,default,LTE
1528,Vodacom_ZA,hipri,LTE
1529,Vodacom_ZA,supl,LTE
1530,Vodacom_ZA,dun,LTE
1531,Telkom_ZA,ims,IWLAN:LTE
1532,Telkom_ZA,mms,LTE
1533,Telkom_ZA,xcap,IWLAN:LTE
1534,Telkom_ZA,cbs,LTE
1535,Telkom_ZA,emergency,LTE
1536,Telkom_ZA,default,LTE
1537,Telkom_ZA,hipri,LTE
1538,Telkom_ZA,supl,LTE
1539,Telkom_ZA,dun,LTE
1540,CellC_ZA,ims,IWLAN:LTE
1541,CellC_ZA,mms,LTE
1542,CellC_ZA,xcap,LTE
1543,CellC_ZA,cbs,LTE
1544,CellC_ZA,emergency,IWLAN:LTE
1545,CellC_ZA,default,LTE
1546,CellC_ZA,hipri,LTE
1547,CellC_ZA,supl,LTE
1548,CellC_ZA,dun,LTE
1549,MTN_ZA,ims,IWLAN:LTE
1550,MTN_ZA,mms,IWLAN:LTE
1551,MTN_ZA,xcap,IWLAN:LTE
1552,MTN_ZA,cbs,LTE
1553,MTN_ZA,emergency,LTE
1554,MTN_ZA,default,LTE
1555,MTN_ZA,hipri,LTE
1556,MTN_ZA,supl,LTE
1557,MTN_ZA,dun,LTE
1558,MTN_GH,ims,IWLAN:LTE
1559,MTN_GH,mms,LTE
1560,MTN_GH,xcap,IWLAN:LTE
1561,MTN_GH,cbs,LTE
1562,MTN_GH,emergency,IWLAN:LTE
1563,MTN_GH,default,LTE
1564,MTN_GH,hipri,LTE
1565,MTN_GH,supl,LTE
1566,MTN_GH,dun,LTE
1567,Cable_PA,ims,IWLAN:LTE
1568,Cable_PA,mms,LTE
1569,Cable_PA,xcap,LTE
1570,Cable_PA,cbs,LTE
1571,Cable_PA,emergency,LTE
1572,Cable_PA,default,LTE
1573,Cable_PA,hipri,LTE
1574,Cable_PA,supl,LTE
1575,Cable_PA,dun,LTE
1576,Movistar_CL,ims,IWLAN:LTE
1577,Movistar_CL,mms,LTE
1578,Movistar_CL,xcap,IWLAN:LTE
1579,Movistar_CL,cbs,LTE
1580,Movistar_CL,emergency,LTE
1581,Movistar_CL,default,LTE
1582,Movistar_CL,hipri,LTE
1583,Movistar_CL,supl,LTE
1584,Movistar_CL,dun,LTE
1585,Movistar_UY,ims,IWLAN:LTE
1586,Movistar_UY,mms,LTE
1587,Movistar_UY,xcap,LTE
1588,Movistar_UY,cbs,LTE
1589,Movistar_UY,emergency,LTE
1590,Movistar_UY,default,LTE
1591,Movistar_UY,hipri,LTE
1592,Movistar_UY,supl,LTE
1593,Movistar_UY,dun,LTE
1594,Claro_AR,ims,LTE:IWLAN
1595,Claro_AR,mms,LTE
1596,Claro_AR,xcap,LTE:IWLAN
1597,Claro_AR,cbs,LTE
1598,Claro_AR,emergency,LTE:IWLAN
1599,Claro_AR,default,LTE
1600,Claro_AR,hipri,LTE
1601,Claro_AR,supl,LTE
1602,Claro_AR,dun,LTE
1603,Tim_BR,ims,IWLAN:LTE
1604,Tim_BR,mms,LTE
1605,Tim_BR,xcap,LTE
1606,Tim_BR,cbs,LTE
1607,Tim_BR,emergency,LTE
1608,Tim_BR,default,LTE
1609,Tim_BR,hipri,LTE
1610,Tim_BR,supl,LTE
1611,Tim_BR,dun,LTE
1612,Post_LU,ims,LTE:IWLAN
1613,Post_LU,mms,LTE
1614,Post_LU,xcap,LTE:IWLAN
1615,Post_LU,cbs,LTE
1616,Post_LU,emergency,LTE
1617,Post_LU,default,LTE
1618,Post_LU,hipri,LTE
1619,Post_LU,supl,LTE
1620,Post_LU,dun,LTE
1621,Play_PL,ims,IWLAN:LTE
1622,Play_PL,mms,IWLAN:LTE
1623,Play_PL,xcap,IWLAN:LTE
1624,Play_PL,cbs,LTE
1625,Play_PL,emergency,LTE
1626,Play_PL,default,LTE
1627,Play_PL,hipri,LTE
1628,Play_PL,supl,LTE
1629,Play_PL,dun,LTE
1630,RJIL_IN,ims,IWLAN:LTE
1631,RJIL_IN,mms,LTE
1632,RJIL_IN,xcap,LTE
1633,RJIL_IN,cbs,LTE
1634,RJIL_IN,emergency,LTE
1635,RJIL_IN,default,LTE
1636,RJIL_IN,hipri,LTE
1637,RJIL_IN,supl,LTE
1638,RJIL_IN,dun,LTE
1639,AIRTEL_IN,ims,IWLAN:LTE
1640,AIRTEL_IN,mms,LTE
1641,AIRTEL_IN,xcap,LTE
1642,AIRTEL_IN,cbs,LTE
1643,AIRTEL_IN,emergency,LTE
1644,AIRTEL_IN,default,LTE
1645,AIRTEL_IN,hipri,LTE
1646,AIRTEL_IN,supl,LTE
1647,AIRTEL_IN,dun,LTE
1648,Vodafone_IN,ims,IWLAN:LTE
1649,Vodafone_IN,mms,LTE
1650,Vodafone_IN,xcap,LTE
1651,Vodafone_IN,cbs,LTE
1652,Vodafone_IN,emergency,LTE
1653,Vodafone_IN,default,LTE
1654,Vodafone_IN,hipri,LTE
1655,Vodafone_IN,supl,LTE
1656,Vodafone_IN,dun,LTE
1657,IDEA_IN,ims,IWLAN:LTE
1658,IDEA_IN,mms,LTE
1659,IDEA_IN,xcap,LTE
1660,IDEA_IN,cbs,LTE
1661,IDEA_IN,emergency,LTE
1662,IDEA_IN,default,LTE
1663,IDEA_IN,hipri,LTE
1664,IDEA_IN,supl,LTE
1665,IDEA_IN,dun,LTE
1666,Claro_PE,ims,LTE:IWLAN
1667,Claro_PE,mms,LTE
1668,Claro_PE,xcap,LTE
1669,Claro_PE,cbs,LTE
1670,Claro_PE,emergency,LTE
1671,Claro_PE,default,LTE
1672,Claro_PE,hipri,LTE
1673,Claro_PE,supl,LTE
1674,Claro_PE,dun,LTE
1675,Entel_PE,ims,IWLAN:LTE
1676,Entel_PE,mms,LTE
1677,Entel_PE,xcap,LTE
1678,Entel_PE,cbs,LTE
1679,Entel_PE,emergency,LTE
1680,Entel_PE,default,LTE
1681,Entel_PE,hipri,LTE
1682,Entel_PE,supl,LTE
1683,Entel_PE,dun,LTE
1684,Vivo_BR,ims,IWLAN:LTE
1685,Vivo_BR,mms,LTE
1686,Vivo_BR,xcap,IWLAN:LTE
1687,Vivo_BR,cbs,LTE
1688,Vivo_BR,emergency,LTE
1689,Vivo_BR,default,LTE
1690,Vivo_BR,hipri,LTE
1691,Vivo_BR,supl,LTE
1692,Vivo_BR,dun,LTE
1693,Claro_BR,ims,LTE:IWLAN
1694,Claro_BR,mms,LTE
1695,Claro_BR,xcap,LTE
1696,Claro_BR,cbs,LTE
1697,Claro_BR,emergency,LTE
1698,Claro_BR,default,LTE
1699,Claro_BR,hipri,LTE
1700,Claro_BR,supl,LTE
1701,Claro_BR,dun,LTE
1702,Tango_LU,ims,LTE:IWLAN
1703,Tango_LU,mms,LTE
1704,Tango_LU,xcap,LTE:IWLAN
1705,Tango_LU,cbs,LTE
1706,Tango_LU,emergency,LTE
1707,Tango_LU,default,LTE
1708,Tango_LU,hipri,LTE
1709,Tango_LU,supl,LTE
1710,Tango_LU,dun,LTE
1711,TMobile_AT,ims,LTE:IWLAN
1712,TMobile_AT,mms,LTE:IWLAN
1713,TMobile_AT,xcap,LTE:IWLAN
1714,TMobile_AT,cbs,LTE
1715,TMobile_AT,emergency,LTE
1716,TMobile_AT,default,LTE
1717,TMobile_AT,hipri,LTE
1718,TMobile_AT,supl,LTE
1719,TMobile_AT,dun,LTE
1720,Movistar_PE,ims,LTE:IWLAN
1721,Movistar_PE,mms,LTE
1722,Movistar_PE,xcap,LTE:IWLAN
1723,Movistar_PE,cbs,LTE
1724,Movistar_PE,emergency,LTE
1725,Movistar_PE,default,LTE
1726,Movistar_PE,hipri,LTE
1727,Movistar_PE,supl,LTE
1728,Movistar_PE,dun,LTE
1729,default,ims,IWLAN:LTE
1730,default,mms,LTE
1731,default,xcap,LTE
1732,default,cbs,LTE
1733,default,emergency,LTE
1734,default,default,LTE
1735,default,hipri,LTE
1736,default,supl,LTE
1737,default,dun,LTE
1738,Batelco_BH,ims,IWLAN:LTE
1739,Batelco_BH,mms,LTE
1740,Batelco_BH,xcap,IWLAN:LTE
1741,Batelco_BH,cbs,LTE
1742,Batelco_BH,emergency,LTE
1743,Batelco_BH,default,LTE
1744,Batelco_BH,hipri,LTE
1745,Batelco_BH,supl,LTE
1746,Batelco_BH,dun,LTE
1747,Viva_BH,ims,IWLAN:LTE
1748,Viva_BH,mms,LTE
1749,Viva_BH,xcap,LTE
1750,Viva_BH,cbs,LTE
1751,Viva_BH,emergency,LTE
1752,Viva_BH,default,LTE
1753,Viva_BH,hipri,LTE
1754,Viva_BH,supl,LTE
1755,Viva_BH,dun,LTE
1756,Movistar_AR,ims,LTE:IWLAN
1757,Movistar_AR,mms,LTE
1758,Movistar_AR,xcap,LTE
1759,Movistar_AR,cbs,LTE
1760,Movistar_AR,emergency,LTE
1761,Movistar_AR,default,LTE
1762,Movistar_AR,hipri,LTE
1763,Movistar_AR,supl,LTE
1764,Movistar_AR,dun,LTE
1765,Personal_AR,ims,LTE:IWLAN
1766,Personal_AR,mms,LTE
1767,Personal_AR,xcap,LTE
1768,Personal_AR,cbs,LTE
1769,Personal_AR,emergency,LTE
1770,Personal_AR,default,LTE
1771,Personal_AR,hipri,LTE
1772,Personal_AR,supl,LTE
1773,Personal_AR,dun,LTE
1774,Claro_CO,ims,LTE:IWLAN
1775,Claro_CO,mms,LTE
1776,Claro_CO,xcap,LTE:IWLAN
1777,Claro_CO,cbs,LTE
1778,Claro_CO,emergency,LTE
1779,Claro_CO,default,LTE
1780,Claro_CO,hipri,LTE
1781,Claro_CO,supl,LTE
1782,Claro_CO,dun,LTE
1783,Claro_CL,ims,LTE:IWLAN
1784,Claro_CL,mms,LTE
1785,Claro_CL,xcap,LTE:IWLAN
1786,Claro_CL,cbs,LTE
1787,Claro_CL,emergency,LTE
1788,Claro_CL,default,LTE
1789,Claro_CL,hipri,LTE
1790,Claro_CL,supl,LTE
1791,Claro_CL,dun,LTE
1792,Dialog_LK,ims,IWLAN:LTE
1793,Dialog_LK,mms,LTE
1794,Dialog_LK,xcap,LTE
1795,Dialog_LK,cbs,LTE
1796,Dialog_LK,emergency,LTE:IWLAN
1797,Dialog_LK,default,LTE
1798,Dialog_LK,hipri,LTE
1799,Dialog_LK,supl,LTE
1800,Dialog_LK,dun,LTE
1801,Wom_CL,ims,IWLAN:LTE
1802,Wom_CL,mms,LTE
1803,Wom_CL,xcap,LTE
1804,Wom_CL,cbs,LTE
1805,Wom_CL,emergency,IWLAN:LTE
1806,Wom_CL,default,LTE
1807,Wom_CL,hipri,LTE
1808,Wom_CL,supl,LTE
1809,Wom_CL,dun,LTE
1810,Claro_UY,ims,LTE:IWLAN
1811,Claro_UY,mms,LTE
1812,Claro_UY,xcap,LTE
1813,Claro_UY,cbs,LTE
1814,Claro_UY,emergency,LTE
1815,Claro_UY,default,LTE
1816,Claro_UY,hipri,LTE
1817,Claro_UY,supl,LTE
1818,Claro_UY,dun,LTE
1819,Claro_CR,ims,LTE:IWLAN
1820,Claro_CR,mms,LTE
1821,Claro_CR,xcap,LTE
1822,Claro_CR,cbs,LTE
1823,Claro_CR,emergency,LTE
1824,Claro_CR,default,LTE
1825,Claro_CR,hipri,LTE
1826,Claro_CR,supl,LTE
1827,Claro_CR,dun,LTE
1828,Claro_SV,ims,LTE:IWLAN
1829,Claro_SV,mms,LTE
1830,Claro_SV,xcap,LTE
1831,Claro_SV,cbs,LTE
1832,Claro_SV,emergency,LTE
1833,Claro_SV,default,LTE
1834,Claro_SV,hipri,LTE
1835,Claro_SV,supl,LTE
1836,Claro_SV,dun,LTE
1837,Claro_GT,ims,LTE:IWLAN
1838,Claro_GT,mms,LTE
1839,Claro_GT,xcap,LTE
1840,Claro_GT,cbs,LTE
1841,Claro_GT,emergency,LTE
1842,Claro_GT,default,LTE
1843,Claro_GT,hipri,LTE
1844,Claro_GT,supl,LTE
1845,Claro_GT,dun,LTE
1846,Claro_HN,ims,LTE:IWLAN
1847,Claro_HN,mms,LTE
1848,Claro_HN,xcap,LTE
1849,Claro_HN,cbs,LTE
1850,Claro_HN,emergency,LTE
1851,Claro_HN,default,LTE
1852,Claro_HN,hipri,LTE
1853,Claro_HN,supl,LTE
1854,Claro_HN,dun,LTE
1855,Claro_NI,ims,LTE:IWLAN
1856,Claro_NI,mms,LTE
1857,Claro_NI,xcap,LTE
1858,Claro_NI,cbs,LTE
1859,Claro_NI,emergency,LTE
1860,Claro_NI,default,LTE
1861,Claro_NI,hipri,LTE
1862,Claro_NI,supl,LTE
1863,Claro_NI,dun,LTE
1864,Claro_PA,ims,LTE:IWLAN
1865,Claro_PA,mms,LTE
1866,Claro_PA,xcap,LTE
1867,Claro_PA,cbs,LTE
1868,Claro_PA,emergency,LTE
1869,Claro_PA,default,LTE
1870,Claro_PA,hipri,LTE
1871,Claro_PA,supl,LTE
1872,Claro_PA,dun,LTE
1873,Entel_CL,ims,LTE:IWLAN
1874,Entel_CL,mms,LTE
1875,Entel_CL,xcap,LTE
1876,Entel_CL,cbs,LTE
1877,Entel_CL,emergency,LTE
1878,Entel_CL,default,LTE
1879,Entel_CL,hipri,LTE
1880,Entel_CL,supl,LTE
1881,Entel_CL,dun,LTE
1882,Movistar_PA,ims,IWLAN:LTE
1883,Movistar_PA,mms,LTE
1884,Movistar_PA,xcap,LTE
1885,Movistar_PA,cbs,LTE
1886,Movistar_PA,emergency,LTE
1887,Movistar_PA,default,LTE
1888,Movistar_PA,hipri,LTE
1889,Movistar_PA,supl,LTE
1890,Movistar_PA,dun,LTE
1891,NOS_PT,ims,LTE:IWLAN
1892,NOS_PT,mms,LTE
1893,NOS_PT,xcap,LTE:IWLAN
1894,NOS_PT,cbs,LTE
1895,NOS_PT,emergency,LTE
1896,NOS_PT,default,LTE
1897,NOS_PT,hipri,LTE
1898,NOS_PT,supl,LTE
1899,NOS_PT,dun,LTE
1900,Vodafone_AL,ims,LTE:IWLAN
1901,Vodafone_AL,mms,LTE:IWLAN
1902,Vodafone_AL,xcap,LTE:IWLAN
1903,Vodafone_AL,cbs,LTE
1904,Vodafone_AL,emergency,LTE
1905,Vodafone_AL,default,LTE
1906,Vodafone_AL,hipri,LTE
1907,Vodafone_AL,supl,LTE
1908,Vodafone_AL,dun,LTE
1909,Claro_PR,ims,LTE:IWLAN
1910,Claro_PR,mms,LTE
1911,Claro_PR,xcap,LTE:IWLAN
1912,Claro_PR,cbs,LTE
1913,Claro_PR,emergency,LTE
1914,Claro_PR,default,LTE
1915,Claro_PR,hipri,LTE
1916,Claro_PR,supl,LTE
1917,Claro_PR,dun,LTE
1918,Epic_CY,ims,LTE:IWLAN
1919,Epic_CY,mms,LTE
1920,Epic_CY,xcap,LTE:IWLAN
1921,Epic_CY,cbs,LTE
1922,Epic_CY,emergency,LTE
1923,Epic_CY,default,LTE
1924,Epic_CY,hipri,LTE
1925,Epic_CY,supl,LTE
1926,Epic_CY,dun,LTE
1927,Telecom_LI,ims,IWLAN:LTE
1928,Telecom_LI,mms,LTE
1929,Telecom_LI,xcap,IWLAN:LTE
1930,Telecom_LI,cbs,LTE
1931,Telecom_LI,emergency,IWLAN:LTE
1932,Telecom_LI,default,LTE
1933,Telecom_LI,hipri,LTE
1934,Telecom_LI,supl,LTE
1935,Telecom_LI,dun,LTE
1936,Bell_CA,ims,LTE:IWLAN
1937,Bell_CA,mms,LTE:IWLAN
1938,Bell_CA,xcap,LTE:IWLAN
1939,Bell_CA,cbs,LTE
1940,Bell_CA,emergency,LTE:IWLAN
1941,Bell_CA,default,LTE
1942,Bell_CA,hipri,LTE
1943,Bell_CA,supl,LTE
1944,Bell_CA,dun,LTE
1945,Plus_PL,ims,IWLAN:LTE
1946,Plus_PL,mms,LTE
1947,Plus_PL,xcap,IWLAN:LTE
1948,Plus_PL,cbs,LTE
1949,Plus_PL,emergency,LTE
1950,Plus_PL,default,LTE
1951,Plus_PL,hipri,LTE
1952,Plus_PL,supl,LTE
1953,Plus_PL,dun,LTE
1954,GCF,ims,IWLAN:LTE
1955,GCF,mms,LTE
1956,GCF,xcap,LTE
1957,GCF,cbs,LTE
1958,GCF,emergency,LTE
1959,GCF,default,LTE
1960,GCF,hipri,LTE
1961,GCF,supl,LTE
1962,GCF,dun,LTE
1963,NRJ_FR,ims,IWLAN
1964,NRJ_FR,mms,LTE
1965,NRJ_FR,xcap,IWLAN
1966,NRJ_FR,cbs,LTE
1967,NRJ_FR,emergency,IWLAN
1968,NRJ_FR,default,LTE
1969,NRJ_FR,hipri,LTE
1970,NRJ_FR,supl,LTE
1971,NRJ_FR,dun,LTE
