_id,item,category,data1,data2,data3,data4,data5
1,com.hanabank.ebk.channel.android.hananbank,1,,,,,
2,com.kakaobank.channel,1,,,,,
3,com.intsig.BCRLite,1,,,,,
4,com.intsig.BizCardReader,1,,,,,
5,com.shinhan.sbanking,1,,,,,
6,kr.or.sbbank.plus,1,,,,,
7,nh.smart.banking,1,,,,,
