_id,tenanttoken,priority,eventtimestamp,eventretrycount,clockcorrectionenabled,eventcrc,event,inflight
1,2,3,1622046596284,0,0,3044360722,"b')$aee38299-e266-4a69-bacb-8143890540beq\xf8\xf2\x96\x98\xb5^\xa9\x06custom\xc9\x06\tact_stats\xcd\r\t\t\x1d\rDeviceInfo.Id\x10391bdbe15295d9b8\x11DeviceInfo.OsName\x07Android\x10AppInfo.Language\x05en-US\x03S_p\x07Android\x0fAppInfo.Version\x046.20\x03S_t\x03ACT\x12DeviceInfo.OsBuild\x0eN970U1UEU6FUC6\x03S_v\x083.0.12.0\x11UserInfo.TimeZone\x06-04:00\x10EventInfo.InitId$01617cfa-03e3-4fab-ab11-52eeee5e9712\x10DeviceInfo.Model\tSM-N970U1\x11DeviceInfo.SDKUid$e8d0b191-f8de-4f52-8a7b-ba88609be383\x14EventInfo.SdkVersion ACT-Android-Java-no-3.0.12.0-ECS\x04tr_p\x03r_t\reventpriority\x04High\x10EventInfo.Source\x12act_default_source\x11UserInfo.Language\x05en-US\x16DeviceInfo.NetworkCost\x07Unknown\x1aDeviceInfo.NetworkProvider\x08T-Mobile\x14DeviceInfo.OsVersion\x0211\x08TenantId 0dd87db8b85e42aba0a6f78e492906af\x0fDeviceInfo.Make\x07samsung\x12EventInfo.Sequence\x011\x0eEventInfo.Name\tact_stats\x03S_e\x03ECS\x0eEventInfo.Time\x182021-05-26T16:29:56.284Z\x16DeviceInfo.NetworkType\x04Wifi\x03S_k\x04Java\x03S_j\x02no\xd0\x18\x02\xcd\x1e\t\n\x00\xcd!\t\x11\n\x03t_l\x08""normal_priority_records_sent_count\x02\x03t_n\x04\x03t_p\x04&normal_priority_records_received_count\x02+normal_priority_records_tried_to_send_count\x02\x16records_received_count\x02\x1brecords_tried_to_send_count\x02\x03t_h\x02\x12records_sent_count\x02\x00'",0
