FILENAME,OFFSET,SIZE,FORVRAMDISK,BITMAP
/data/app/~~Skx_3XcdwOs4cILmZLX28Q==/com.microsoft.office.outlook-BiX4VCF8IMGOlXoqoGfa7g==/oat/arm64/base.odex,-1,0,2,
/data/app/~~Skx_3XcdwOs4cILmZLX28Q==/com.microsoft.office.outlook-BiX4VCF8IMGOlXoqoGfa7g==/oat/arm64/base.vdex,-1,0,2,
/data/app/~~Skx_3XcdwOs4cILmZLX28Q==/com.microsoft.office.outlook-BiX4VCF8IMGOlXoqoGfa7g==/oat/arm64/base.art,-1,0,2,
