_id,storyId,storyRowId,subtext,isSpectaclesStory,geofence,groupStoryRankType,customTitle,hasActiveStory,lastActionTimestamp,mostRecentPostTimestamp,creationTimestamp,thumbnailUrl,myStoryPrivacyOverride,thirdPartyAppStoryTtl,thirdPartyAppStoryEnabled,thirdPartyAppConnect
1,my_story_ads79sdf,2,Friends Only,,,,,,,,,,1,,,
