type,word,wordgroup,wordvalue,flags,CultureId,numericvalue
0,version,0,0,3,22,0
1,am,4,37,0,22,0
1,a.m.,4,37,0,22,0
1,pm,4,38,0,22,0
1,p.m.,4,38,0,22,0
1,à,9,40,36,22,0
1,a,9,40,36,22,0
1,ao,9,40,36,22,0
1,às,9,40,36,22,0
1,as,9,40,36,22,0
1,de,9,40,36,22,0
1,da,9,40,36,22,0
1,do,9,40,36,22,0
1,das,9,40,36,22,0
2,em o,9,40,36,22,0
1,o,9,40,36,22,0
1,e,9,40,2085,22,0
1,esta,1,3,0,22,0
1,desta,1,3,0,22,0
1,dessa,1,3,0,22,0
1,hoje de,1,3,0,22,0
1,hoje à,1,3,0,22,0
1,próxima,1,2,0,22,0
1,a próxima,1,2,512,22,0
1,próximo,1,2,0,22,0
1,o próximo,1,2,512,22,0
1,passada,1,1,0,22,0
1,a passada,1,1,512,22,0
1,passado,1,1,0,22,0
1,o passado,1,1,512,22,0
1,depois,7,68,512,22,0
1,para,7,69,8196,22,0
1,pra,7,69,8196,22,0
1,pras,7,69,8196,22,0
1,pro,7,69,8196,22,0
1,até,7,69,0,22,0
1,à uma,11,49,1,22,0
1,uma de,11,49,1,22,0
1,uma da,11,49,1,22,0
1,uma,11,49,1,22,0
1,pra uma,7,69,64,22,0
1,para uma,7,69,64,22,0
1,para a uma,7,69,64,22,0
1,pras uma,7,69,64,22,0
1,hoje à noite,6,21,0,22,0
1,esta noite,6,21,0,22,0
1,minuto,2,64,0,22,0
1,uma minuto,2,64,64,22,0
1,um minuto,2,64,64,22,0
1,minutos,2,64,0,22,0
1,hora,2,65,0,22,0
1,uma hora,2,65,64,22,0
1,um hora,2,65,64,22,0
1,horas,2,65,0,22,0
1,segundo,2,41,0,22,0
1,uma segundo,2,41,64,22,0
1,um segundo,2,41,64,22,0
1,segundos,2,41,0,22,0
1,manhã,4,15,0,22,0
1,noite,4,18,0,22,0
1,tarde,4,16,0,22,0
1,o dia todo,4,72,0,22,0
1,o dia inteiro,4,72,0,22,0
1,café da manhã,4,53,0,22,0
1,o café da manhã,4,53,0,22,0
1,brunch,4,54,0,22,0
1,o brunch,4,54,0,22,0
1,almoço,4,55,0,22,0
1,a hora do almoço,4,55,0,22,0
1,janta,4,56,0,22,0
1,a hora da janta,4,56,0,22,0
1,ontem,5,20,0,22,0
1,amanhã,5,19,0,22,0
1,domingo,3,8,0,22,0
1,segunda,3,9,0,22,0
1,segunda-feira,3,9,0,22,0
1,terça,3,10,0,22,0
1,terça-feira,3,10,0,22,0
1,quarta,3,11,0,22,0
1,quarta-feira,3,11,0,22,0
1,quinta,3,12,0,22,0
1,quinta-feira,3,12,0,22,0
1,sexta,3,13,0,22,0
1,sexta-feira,3,13,0,22,0
1,sábado,3,14,0,22,0
2,esta,1,3,0,22,0
1,desta,1,3,0,22,0
1,dessa,1,3,0,22,0
2,hoje de,1,3,0,22,0
2,hoje à,1,3,0,22,0
2,próxima,1,2,0,22,0
2,a próxima,1,2,512,22,0
2,próximo,1,2,0,22,0
2,o próximo,1,2,512,22,0
2,passada,1,1,0,22,0
2,a passada,1,1,512,22,0
2,passado,1,1,0,22,0
2,o passado,1,1,512,22,0
2,seguinte,1,2,512,22,0
2,anterior,1,1,512,22,0
2,domingo,3,8,0,22,0
2,segunda,3,9,2,22,0
2,segunda-feira,3,9,0,22,0
2,terça,3,10,3,22,0
2,terça-feira,3,10,0,22,0
2,quarta,3,11,4,22,0
2,quarta-feira,3,11,0,22,0
2,quinta,3,12,5,22,0
2,quinta-feira,3,12,0,22,0
2,sexta,3,13,6,22,0
2,sexta-feira,3,13,0,22,0
2,sábado,3,14,0,22,0
2,janeiro,8,25,0,22,0
2,fevereiro,8,26,0,22,0
2,março,8,27,0,22,0
2,abril,8,28,0,22,0
2,maio,8,29,0,22,0
2,junho,8,30,0,22,0
2,julho,8,31,0,22,0
2,agosto,8,32,0,22,0
2,setembro,8,33,0,22,0
2,outubro,8,34,0,22,0
2,novembro,8,35,0,22,0
2,dezembro,8,36,0,22,0
2,jan.,8,25,0,22,0
2,fev.,8,26,0,22,0
2,mar.,8,27,0,22,0
2,abr.,8,28,0,22,0
2,maio,8,29,0,22,0
2,jun.,8,30,0,22,0
2,jul.,8,31,0,22,0
2,ago.,8,32,0,22,0
2,set.,8,33,0,22,0
2,out.,8,34,0,22,0
2,nov.,8,35,0,22,0
2,dez.,8,36,0,22,0
2,semana,2,4,0,22,0
2,uma semana,2,4,64,22,0
2,um semana,2,4,64,22,0
2,semanas,2,4,0,22,0
2,mês,2,6,0,22,0
2,uma mês,2,6,64,22,0
2,um mês,2,6,64,22,0
2,meses,2,6,0,22,0
2,ano,2,7,0,22,0
2,uma ano,2,7,64,22,0
2,um ano,2,7,64,22,0
2,anos,2,7,0,22,0
2,fim de semana,2,5,0,22,0
2,dia,2,66,0,22,0
2,uma dia,2,66,64,22,0
2,um dia,2,66,64,22,0
2,dias,2,66,0,22,0
2,manhã,4,15,0,22,0
2,tarde,4,16,0,22,0
2,noite,4,18,0,22,0
2,o dia todo,4,72,0,22,0
2,o dia inteiro,4,72,0,22,0
2,ontem,5,20,0,22,0
2,amanhã,5,19,0,22,0
2,depois de amanhã,5,57,0,22,0
2,antes de ontem,5,58,0,22,0
2,hoje,6,22,0,22,0
2,que vem,1,2,0,22,0
2,agora,6,23,0,22,0
2,em breve,6,46,0,22,0
2,brevemente,6,46,0,22,0
2,recentemente,6,47,0,22,0
2,não há muito tempo,6,47,0,22,0
2,recente,6,47,0,22,0
2,meio-dia,9,44,0,22,0
2,meia-noite,9,45,0,22,0
2,horário nobre,10,42,0,22,0
2,em,7,73,0,22,0
2,per,7,73,0,22,0
2,por,7,73,0,22,0
2,pela,7,73,0,22,0
2,pelo,7,73,0,22,0
2,daqui,7,73,0,22,0
2,dentro,7,73,0,22,0
2,de aqui,7,73,0,22,0
2,mais tarde,7,68,0,22,0
2,a partir de,7,68,0,22,0
2,a partir do,7,68,0,22,0
2,atrás,7,69,0,22,0
2,antes,7,69,512,22,0
2,última,16,80,0,22,0
2,último,16,80,0,22,0
1,hora da ilha baker,15,70,-1200,22,0
1,horário da ilha baker,15,70,-1200,22,0
1,gmt menos 12,15,70,-1200,22,0
1,gmt menos 11,15,70,-1100,22,0
1,horário padrão de samoa,15,70,-1100,22,0
1,hora padrão de samoa,15,70,-1100,22,0
1,hora de samoa,15,70,-1100,22,0
1,horário de samoa,15,70,-1100,22,0
1,hora da ilha cook,15,70,-1000,22,0
1,horário da ilha cook,15,70,-1000,22,0
1,gmt menos 10,15,70,-1000,22,0
1,horário padrão do havaí,15,70,-1000,22,0
1,hora padrão do havaí,15,70,-1000,22,0
1,hora do havaí,15,70,-1000,22,0
1,horário do havaí,15,70,-1000,22,0
1,hora padrão do havaí - aleuta,15,70,-1000,22,0
1,horário padrão do havaí - aleuta,15,70,-1000,22,0
1,hora do taiti,15,70,-1000,22,0
1,horário do taiti,15,70,-1000,22,0
1,hora das ilhas marquesas,15,70,-930,22,0
1,horário das ilhas marquesas,15,70,-930,22,0
1,horário padrão do alasca,15,70,-900,22,0
1,hora padrão do alasca,15,70,-900,22,0
1,gmt menos 9,15,70,-900,22,0
1,horário do alasca,15,70,-900,22,0
1,hora do alasca,15,70,-900,22,0
1,horário padrão do pacífico,15,70,-800,22,0
