_id,package,class,name
565,com.samsung.android.app.memo,,note pad application
566,com.samsung.android.app.memo,,notepad
567,com.samsung.android.app.memo,,notepad application
568,com.samsung.android.app.memo,,notes
569,com.samsung.android.app.memo,,notes application
570,com.samsung.android.app.memo,,s note
571,com.samsung.android.app.memo,,scratch pad
572,com.samsung.android.app.memo,,take memo
573,com.samsung.android.app.memo,,take note
574,com.samsung.android.app.memo,,write memo
575,com.samsung.android.app.memo,,write note
576,com.ktmusic.geniemusic,,genie
577,lgt.call,,call help service
578,com.mnet.app,,mnet
579,com.lgu,,mp3 ringtone
580,com.lgu,,ringtone
581,lg.uplusbox,,u plus box
582,lg.uplusbox,,u+ box
583,lg.uplusbox,,u+box
584,com.uplus.onphone,,u plus hdtv
585,com.uplus.onphone,,u+ hdtv
586,com.uplus.onphone,,u+hdtv
587,com.iloen.melon,,melon
588,com.skt.skaf.A000Z00040,,t store
589,com.nate.android.portalmini,,nate
590,com.sktelecom.hoppin.mobile,,hoppin
591,com.skt.smartbill,,smart bill
592,com.lguplus.usimsvcm,,smart wallet
593,com.lguplus.usimsvcm,,smartwallet
594,com.tms,,t member
595,com.tms,,t membership
596,com.skt.skaf.l001mtm091,,t map
597,com.skt.tbagplus,,t cloud
598,com.btb.minihompy,,cyworld
599,Com.sktelecom.minit,,mobile t world
600,com.skt.tservice,,t service
601,com.cyworld.camera,,cymera
602,com.android.chrome,,chrome
603,com.android.chrome,,google chrome
604,com.yellowpages.android.ypmobile,,y p
605,com.yellowpages.android.ypmobile,,y p mobile
606,com.yellowpages.android.ypmobile,,y p mobile application
607,com.yellowpages.android.ypmobile,,yellow page mobile
608,com.yellowpages.android.ypmobile,,yellow page mobile application
609,com.yellowpages.android.ypmobile,,yellowpage mobile
610,com.yellowpages.android.ypmobile,,yellowpage mobile application
611,com.yellowpages.android.ypmobile,,yp
612,com.yellowpages.android.ypmobile,,yp mobile
613,com.yellowpages.android.ypmobile,,yp mobile application
614,com.yellowpages.android.ypmobile,,ypmobile
615,com.sec.android.devicehelp,,device help
616,com.sec.android.devicehelp,,devicehelp
617,com.facebook.katana,,f b for car
618,com.facebook.katana,,face book
619,com.facebook.katana,,facebook
620,com.facebook.katana,,facebook application
621,com.att.android.digitallocker,,a t & t locker
622,com.att.android.digitallocker,,a t and t locker
623,com.att.android.digitallocker,,a t t locker
624,com.att.android.digitallocker,,at&t locker
625,com.wavemarket.waplauncher,,a t & t family map
626,com.wavemarket.waplauncher,,a t & t familymap
627,com.wavemarket.waplauncher,,a t and t family map
628,com.wavemarket.waplauncher,,a t and t family map application
629,com.wavemarket.waplauncher,,a t and t family maps
630,com.wavemarket.waplauncher,,a t and t family maps application
631,com.wavemarket.waplauncher,,a t t family map
632,com.wavemarket.waplauncher,,a t t family map application
633,com.wavemarket.waplauncher,,a t t family maps
634,com.wavemarket.waplauncher,,a t t family maps application
635,com.wavemarket.waplauncher,,at&t family map
636,com.wavemarket.waplauncher,,at&t familymap
637,com.wavemarket.waplauncher,,family map
638,com.wavemarket.waplauncher,,family map application
639,com.wavemarket.waplauncher,,family maps
640,com.wavemarket.waplauncher,,family maps application
641,com.att.myWireless,,my a t and t
642,com.att.myWireless,,my a t t
643,com.att.myWireless,,my att
644,com.att.myWireless,,myat&t
645,com.dropbox.android,,dropbox
646,com.instagram.android,,instagram
647,com.google.android.googlequicksearchbox,com.google.android.googlequicksearchbox.VoiceSearchActivity,búsqueda por voz
648,com.google.android.googlequicksearchbox,com.google.android.googlequicksearchbox.VoiceSearchActivity,google voice search
649,com.google.android.googlequicksearchbox,com.google.android.googlequicksearchbox.VoiceSearchActivity,google voice search application
650,com.google.android.googlequicksearchbox,com.google.android.googlequicksearchbox.VoiceSearchActivity,pesquisa por voz
651,com.google.android.googlequicksearchbox,com.google.android.googlequicksearchbox.VoiceSearchActivity,sprachsuche
652,com.google.android.googlequicksearchbox,com.google.android.googlequicksearchbox.VoiceSearchActivity,voice search
653,com.google.android.googlequicksearchbox,com.google.android.googlequicksearchbox.VoiceSearchActivity,voice search application
654,com.sec.hiddenmenu,,iothiddenmenu
655,com.vlingo.midas,,s voice
656,com.vlingo.midas,,svoice
657,com.samsung.mobilecare,,mobile care
658,com.samsung.mobilecare,,mobilecare
659,tv.peel.app,,cento ontv
660,tv.peel.app,,smart remote
661,tv.peel.app,,watch on
662,tv.peel.app,,watchon
663,tv.peel.app,,watchon remote
664,com.samsung.bst.uimdual,,uim toolkit
665,com.mobitv.client.tv,,mobile tv
666,com.mobitv.client.tv,,mobiletv
667,com.sec.android.app.dmb,,dmb
668,com.siso.autotest,,vtautotest
669,com.skmnc.gifticon,,gifticon
670,com.samsung.android.app.contacts,com.samsung.android.contacts.contactslist.PeopleActivity,address
671,com.samsung.android.app.contacts,com.samsung.android.contacts.contactslist.PeopleActivity,address book
672,com.samsung.android.app.contacts,com.samsung.android.contacts.contactslist.PeopleActivity,address book application
