RecordId,formal,alias
1,FutureFromNow,후
2,FutureFromNow,이 후
3,FutureFromNow,뒤
4,FutureFromNow,지 금 으 로 부 터
5,FutureFromNow,지 금 부 터
6,FutureFromNow,이 따 가
7,FutureFromNow,이 따
8,FutureFromNow,있 다 가
9,FutureFromNow,있 다
10,FutureFromNow,지 나 고
11,FutureFromNow,지 나 면
12,FutureFromNow,지 난 후
13,FutureFromNow,지 난 뒤
14,PastFromNow,전
15,PastFromNow,이 전
16,PastFromNow,앞
