start_time,end_time,uid,power,screen_power,fg_time,bg_time,cpu_time,wakelock_time,mobile_packet,wifi_packet,wakeup_alarm,gps_time,audio_time,mobile_active
1626389184589,1626390084589,10168,0.17065678675514617,0.0,0,900006,367,395,18,0,0,0,0,3650
1626389184589,1626390084589,10288,0.46546871392512884,0.0,0,951,1396,182,51,0,0,0,0,10341
1626390084589,1626391284594,10300,0.10652703932340657,0.0,0,0,44,2,0,0,1,0,0,0
1626390084589,1626391284594,10310,0.10182714949634963,0.0,0,0,40,18,0,0,0,0,0,0
1626390084589,1626391284594,10306,0.07587666512973623,0.0,0,0,12,0,0,0,0,0,0,0
1626390084589,1626391284594,10103,0.22452829294353727,0.0,0,1199987,401,126,2,0,0,0,0,4099
1626390084589,1626391284594,10087,0.7224109743193163,0.0,0,1199987,23,37,7,0,2,0,0,16957
1626391284594,1626392185567,10300,0.06262416709434415,0.0,0,0,8,0,0,0,0,0,0,0
1626391284594,1626392185567,10310,0.06004858192147644,0.0,0,0,24,0,0,0,0,0,0,0
1626391284594,1626392185567,10103,0.5102980979005176,0.0,0,900986,262,151,4,0,1,0,0,11415
1626391284594,1626392185567,10087,0.4603381217439799,0.0,0,900986,45,16,3,0,1,0,0,10599
1626392185567,1626393027784,10300,0.08438282227890781,0.0,0,6,56,0,0,0,1,0,0,0
1626392185567,1626393027784,10310,0.1406259469736355,0.0,0,0,18,0,37,0,0,0,0,1461
1626392185567,1626393027784,10103,0.31301834077002777,0.0,0,842265,3635,2365,91,0,3,0,0,3593
1626392185567,1626393027784,10306,0.05934997109945872,0.0,0,0,5,0,0,0,0,0,0,0
1626392185567,1626393027784,10087,0.19349043268334176,0.0,0,842265,152,134,24,0,0,0,0,3768
1626392185567,1626393027784,10307,0.09252748188638749,0.0,0,17054,31,9087,9,0,0,0,0,355
1626392185567,1626393027784,10302,0.2763226861090238,0.0,0,0,907,0,142,0,0,0,0,5607
1626392185567,1626393027784,10320,0.10462891455966572,0.0,0,1182,489,127,46,0,0,0,0,1816
1626392185567,1626393027784,10168,0.07761637259150156,0.0,0,842265,14,0,41,0,0,0,0,1619
1626392185567,1626393027784,10288,0.05836600321066476,0.0,0,563,56,54,31,0,0,0,0,1224
1626392185567,1626393027784,10258,0.23656840533397075,0.0,0,6640,4247,1080,65,0,0,0,0,2566
1626392185567,1626393027784,10119,0.11338642746465313,0.0,0,1294,2556,0,20,0,0,0,0,789
1626392185567,1626393027784,10305,0.11030115624479869,0.0,0,2272,3412,394,3,0,0,0,0,118
1626393027784,1626393984497,10310,0.09081275815544032,0.0,0,0,33,0,3,0,0,0,0,3873
1626393027784,1626393984497,10103,0.40400490924483634,0.0,0,956722,301,443,14,0,1,0,0,10438
1626393027784,1626393984497,10087,0.8039754062853577,0.0,0,956722,66,45,18,0,2,0,0,19992
1626393027784,1626393984497,10307,0.9167492621066653,0.0,0,103203,7503,98963,2,0,0,0,0,2689
1626393027784,1626393984497,10302,0.9099861447546242,0.0,0,649,1766,0,192,0,0,0,0,21099
1626393027784,1626393984497,10119,0.6827291423427121,0.0,0,570,88,106,17,0,0,0,0,16397
1626393027784,1626393984497,10258,0.05349542172542998,0.0,0,0,5,0,1,0,0,0,0,1344
1626393984497,1626394885501,10310,0.05596998266882203,0.0,0,0,6,0,0,0,0,0,0,0
1626393984497,1626394885501,10300,0.05691425196718569,0.0,0,0,1,0,0,0,0,0,0,0
1626393984497,1626394885501,10103,0.48080610513748745,0.0,0,900974,17,49,4,0,1,0,0,10651
1626393984497,1626394885501,10087,0.471788549638557,0.0,0,900974,2,16,3,0,1,0,0,10606
1626394885501,1626395784567,10310,0.051415664478811074,0.0,0,0,12,0,0,0,0,0,0,0
1626394885501,1626395784567,10300,0.05217644348405592,0.0,0,0,11,0,0,0,0,0,0,0
1626394885501,1626395784567,10087,0.47028298894949394,0.0,0,899037,12,25,3,0,1,0,0,10484
1626395784567,1626396684551,10103,0.8454389076809079,0.0,0,900031,146,27,4,0,1,0,0,19672
1626395784567,1626396684551,10087,0.46049159915730975,0.0,0,900031,10,20,3,0,1,0,0,10661
1626396684551,1626397584472,10087,0.47604003449613597,0.0,0,899901,75,18,23,0,1,0,0,10623
1626397584472,1626398484534,10087,0.4639368384080891,0.0,0,900059,16,19,4,0,1,0,0,10301
1626397584472,1626398484534,10320,1.001589262206873,0.0,0,78,748,88,205,0,0,0,0,22933
1626398484534,1626399385462,10087,0.48514898010916596,0.0,0,900938,8,25,4,0,1,0,0,10701
1626399385462,1626400072072,10087,0.4676135503991663,0.0,0,686607,9,0,7,0,0,0,0,10667
1626399385462,1626400072072,10103,0.7922977193997482,0.0,0,686607,4177,1575,400,0,5,0,0,15116
1626399385462,1626400072072,10189,0.09041032008917815,0.0,0,2312,1623,546,86,0,0,0,0,772
1626400072072,1626400683336,10103,2.823906225372828,0.0,0,601346,6859,35994,421,0,6,0,0,60112
1626400072072,1626400683336,10087,0.3561207693217696,0.0,0,601346,35,18,12,0,1,0,0,11441
1626400072072,1626400683336,10301,1.3180997011223763,0.0,0,520604,14395,149718,10,0,0,0,0,514
1626400072072,1626400683336,10307,0.5479841896531594,0.0,0,0,9,0,6,0,0,0,0,14188
1626400072072,1626400683336,10220,0.38888115438754456,0.0,0,17704,594,3984,57,0,0,0,0,8737
1626400072072,1626400683336,10283,0.14489279980005754,0.0,0,0,178,0,9,0,0,0,0,3629
1626400072072,1626400683336,10224,0.09558491882094901,0.0,0,0,224,0,42,0,0,0,0,2160
1626400683336,1626401485133,10103,0.734282878758556,0.0,0,767021,3114,3887,15,0,6,0,0,11043
1626400683336,1626401485133,10087,0.5594935847299549,0.0,0,767021,68,28,4,0,1,0,0,10291
1626400683336,1626401485133,10310,0.12616800821389695,0.0,0,0,95,0,0,0,0,0,0,0
1626400683336,1626401485133,10300,0.13375361925553797,0.0,0,32,327,23,0,0,4,0,0,0
1626400683336,1626401485133,10306,0.09151369132600706,0.0,0,0,57,0,0,0,0,0,0,0
1626400683336,1626401485133,10301,0.25718040123647246,0.0,0,84,147,31,10,0,0,0,0,4675
1626400683336,1626401485133,10307,0.05257566759506327,0.0,0,0,12,0,0,0,0,0,0,0
1626400683336,1626401485133,10320,0.503649653617193,0.0,0,626,184,294,23,0,0,0,0,10754
1626401485133,1626402685270,10103,1.4360662928927397,0.0,0,945017,1366,1989,34,0,6,0,0,32259
1626401485133,1626402685270,10087,0.4500608661463623,0.0,0,945017,14,18,4,0,1,0,0,10414
1626402685270,1626403746144,10103,0.06833372685998285,0.0,0,1282027,649,200,2,0,1,0,0,421
1626402685270,1626403746144,10087,0.05917578612001506,0.0,0,1282027,14,15,4,0,1,0,0,843
1626402685270,1626403746144,10320,0.2513521580407003,0.0,0,702,235,283,26,0,0,0,0,5478
1626402685270,1626403746144,10119,0.2752796128511602,0.0,0,234,85,0,30,0,0,0,0,6320
1626402685270,1626403746144,10284,0.7704950497119344,0.0,0,524,807,72,32,0,0,0,0,17323
1626403746144,1626404784447,10103,0.8444376402341263,0.0,0,1116999,1370,650,25,0,1,0,0,18058
1626403746144,1626404784447,10087,0.7666357904830949,0.0,0,1116999,22,58,9,0,2,0,0,17303
1626403746144,1626404784447,10284,0.43268279145691413,0.0,0,0,36,0,1,0,0,0,0,9998
1626404784447,1626405685451,10103,0.49064872468978393,0.0,0,900959,487,47,4,0,1,0,0,10517
1626404784447,1626405685451,10087,0.4721965461182922,0.0,0,900959,13,20,4,0,1,0,0,10525
1626405685451,1626406584445,10087,0.4868871253560485,0.0,0,899010,102,20,6,0,1,0,0,10664
1626406584445,1626407484455,10103,1.0473219618869205,0.0,0,899949,4879,6394,300,0,3,0,0,23329
1626406584445,1626407484455,10087,0.36332603368107463,0.0,0,899949,36,19,12,0,1,0,0,10703
1626406584445,1626407484455,10301,1.1967541661304626,0.0,0,570467,5180,168719,0,0,0,0,0,0
1626406584445,1626407484455,10306,0.17482583006509334,0.0,0,117,998,2354,120,0,0,0,0,4373
1626406584445,1626407484455,10307,0.24121711299130455,0.0,0,778,362,128,29,0,0,0,0,6116
1626406584445,1626407484455,10302,0.7560840199349714,0.0,0,770,3688,0,432,0,0,0,0,15742
1626406584445,1626407484455,10320,0.0533876192450391,0.0,0,1750,511,292,44,0,0,0,0,1603
1626406584445,1626407484455,10166,2.2041052020738334,0.0,0,2048,1555,182,169,0,0,0,0,50371
1626406584445,1626407484455,10168,0.2226124594519987,0.0,0,899949,243,65,69,0,0,0,0,5269
1626406584445,1626407484455,10189,0.589154208296563,0.0,0,1037,1723,209,347,0,0,0,0,12645
1626406584445,1626407484455,5026,0.6004189593312205,0.0,0,1554,540,112,33,0,0,0,0,13621
1626406584445,1626407484455,10204,0.11502690857502534,0.0,0,400,3032,0,0,0,0,0,0,0
1626406584445,1626407484455,10128,0.060557395212520154,0.0,0,1000,1951,77,0,0,0,0,0,0
1626407484455,1626408385463,10087,0.45782309792422105,0.0,0,901030,9,22,4,0,1,0,0,10458
1626407484455,1626408385463,10307,0.9151202128808036,0.0,0,383029,240,160,31,0,1,0,0,21139
1626408385463,1626409284406,10103,0.477925411377111,0.0,0,898987,376,77,4,0,1,0,0,10399
1626408385463,1626409284406,10087,0.46399010817136954,0.0,0,898987,10,18,4,0,1,0,0,10440
1626409284406,1626410184395,10103,0.057578614890076096,0.0,0,899751,11,24,0,0,0,0,0,0
1626409284406,1626410184395,10087,0.4882542123394149,0.0,0,899751,3,31,4,0,1,0,0,10319
1626410184395,1626411085416,10103,0.49263044286665547,0.0,0,901193,464,214,4,0,1,0,0,10389
1626410184395,1626411085416,10087,0.4636394563035555,0.0,0,901193,16,24,4,0,1,0,0,10180
1626411085416,1626411985334,10087,0.4753950098662507,0.0,0,899978,9,25,4,0,1,0,0,10418
1626411985334,1626412885425,10103,0.31424927065801,0.0,0,900010,97,52,4,0,1,0,0,6548
1626411985334,1626412885425,10087,0.24223449562683896,0.0,0,900010,39,23,4,0,1,0,0,5022
1626412885425,1626413326391,10087,0.46290405404528556,0.0,0,441060,9,0,3,0,0,0,0,10310
1626413326391,1626414388025,10103,0.8622566935855005,0.0,0,1027979,3597,1944,97,0,1,0,0,18851
1626413326391,1626414388025,10087,0.3670799474500992,0.0,0,1027979,50,16,12,0,1,0,0,11228
1626413326391,1626414388025,10307,4.621666097596606,0.0,0,166999,919,406,53,0,0,0,0,107405
1626413326391,1626414388025,10302,0.4231936194300294,0.0,0,653,2590,0,6,0,0,0,0,8800
1626413326391,1626414388025,10320,0.14044910809051858,0.0,0,1045,520,208,38,0,0,0,0,3562
1626413326391,1626414388025,10220,0.6753000620255387,0.0,0,22917,1354,8734,58,0,0,0,0,13656
1626413326391,1626414388025,10168,0.6055106783933302,0.0,0,1027979,1180,195,116,0,0,0,0,13536
1626413326391,1626414388025,10204,0.11689408946998292,0.0,0,364,3204,0,0,0,0,0,0,0
1626413326391,1626414388025,10261,0.4150809611020091,0.0,0,3706,1082,1173,92,0,0,0,0,8624
1626413326391,1626414388025,10312,0.0731597081840137,0.0,0,1778,2417,0,0,0,0,0,0,0
1626413326391,1626414388025,10061,0.12755846294066858,0.0,0,673,937,3,24,0,0,0,0,2249
1626414388025,1626415461085,10103,0.4763957834509931,0.0,0,932898,170,56,4,0,1,0,0,10344
1626414388025,1626415461085,10087,0.4708066578404537,0.0,0,932898,11,15,4,0,1,0,0,10425
1626415461085,1626416485317,10103,0.06948978901867164,0.0,0,1198044,209,129,0,0,0,0,0,0
1626415461085,1626416485317,10087,0.5088361081152257,0.0,0,1198044,23,62,5,0,2,0,0,10547
1626416485317,1626417384124,10103,0.45221751433153656,0.0,0,898801,597,42,4,0,1,0,0,10420
1626416485317,1626417384124,10087,0.48978656518720953,0.0,0,898801,13,92,5,0,1,0,0,11611
1626416485317,1626417384124,10307,1.9921378345404488,0.0,0,456271,621,31,41,0,1,0,0,45956
1626417384124,1626418284163,10087,0.33801727306789076,0.0,0,900005,25,45,4,0,1,0,0,9255
1626417384124,1626418284163,10307,4.026808225378467,0.0,0,158226,18,0,13,0,0,0,0,94694
1626418284163,1626419185425,10103,0.4824122847792438,0.0,0,901159,243,140,4,0,1,0,0,10401
1626418284163,1626419185425,10087,0.4584310898857673,0.0,0,901159,80,26,3,0,1,0,0,10040
1626419185425,1626420084157,10103,0.08486861931488932,0.0,0,898843,45,42,4,0,1,0,0,1293
1626419185425,1626420084157,10087,0.4978289989471172,0.0,0,898843,5,18,5,0,1,0,0,10969
1626420084157,1626420985267,10087,0.4637280776060422,0.0,0,901133,7,18,3,0,1,0,0,10142
1626420985267,1626421885240,10103,0.44040915022007,0.0,0,899971,31,39,4,0,1,0,0,9770
1626420985267,1626421885240,10087,0.46575977239116284,0.0,0,899971,12,23,4,0,1,0,0,10399
1626421885240,1626422785299,10103,0.06231167935466786,0.0,0,900053,214,157,0,0,0,0,0,0
1626421885240,1626422785299,10087,0.5050164220857312,0.0,0,900053,17,35,4,0,1,0,0,10432
1626422785299,1626423685272,10103,0.4772208969034182,0.0,0,899980,253,31,4,0,1,0,0,10396
1626422785299,1626423685272,10087,0.4709009255886727,0.0,0,899980,13,19,4,0,1,0,0,10431
1626423685272,1626424585212,10087,0.47788171754502784,0.0,0,899948,9,26,4,0,1,0,0,10396
1626424585212,1626425485337,10087,1.0614646570268924,0.0,0,900069,52,84,18,0,1,0,0,23134
1626424585212,1626425485337,10103,0.13484458096388252,0.0,0,900069,329,155,4,0,1,0,0,1654
1626425485337,1626426385200,10087,0.47850085241624285,0.0,0,899926,8,23,4,0,1,0,0,10396
1626426385200,1626426992175,10087,0.4663445801696149,0.0,0,606916,6,0,7,0,0,0,0,10386
1626426385200,1626426992175,10103,0.5011972998522474,0.0,0,606916,555,701,37,0,8,0,0,10700
1626426992175,1626428122154,10087,0.3747484638373564,0.0,0,1130040,26,13,8,0,1,0,0,10576
1626426992175,1626428122154,10103,1.437953644664585,0.0,0,1130040,14071,3125,336,0,2,0,0,24814
1626426992175,1626428122154,10307,0.3807288483146465,0.0,0,1341,923,277,26,0,0,0,0,9508
1626426992175,1626428122154,10301,1.290867276258691,0.0,0,1123977,6408,172787,11,0,0,0,0,376
1626426992175,1626428122154,10302,0.24912411974563753,0.0,0,974,2644,0,122,0,0,0,0,4161
1626426992175,1626428122154,10320,0.26468897600446706,0.0,0,2444,2121,146,141,0,0,0,0,4810
1626426992175,1626428122154,10168,0.7202396887663478,0.0,0,1130040,1238,189,221,0,0,0,0,15923
1626426992175,1626428122154,10220,0.12376030068177268,0.0,0,21271,881,3469,52,0,0,0,0,1774
1626426992175,1626428122154,10119,1.2928402453552927,0.0,0,21695,20501,5299,425,0,0,0,0,14497
1626426992175,1626428122154,10189,0.10987334849379082,0.0,0,4729,1648,810,37,0,1,0,0,1262
1626426992175,1626428122154,10283,0.1345769106052015,0.0,0,1799,2027,134,50,0,0,0,0,1706
1626426992175,1626428122154,10304,0.23880911624594509,0.0,0,4905,2984,143,95,0,0,0,0,3240
1626426992175,1626428122154,10211,0.22760264027493818,0.0,0,6636,1364,528,42,0,0,0,0,4094
1626426992175,1626428122154,10299,0.13269657521825196,0.0,0,4558,3208,287,19,0,0,0,0,648
1626426992175,1626428122154,10128,0.06269896768219997,0.0,0,789,1943,69,0,0,0,0,0,0
1626428122154,1626429085272,10103,0.5245896178157565,0.0,0,963044,446,330,4,0,1,0,0,10410
1626428122154,1626429085272,10087,0.12381697863826702,0.0,0,963044,19,44,5,0,2,0,0,1507
1626429085272,1626429985227,10087,0.4810283607284376,0.0,0,899952,8,67,4,0,1,0,0,10434
1626429985227,1626430885508,10087,0.47432170137819796,0.0,0,900235,16,14,4,0,1,0,0,10448
1626429985227,1626430885508,10103,0.47552442713529786,0.0,0,900235,197,39,4,0,1,0,0,10376
1626430885508,1626431785166,10087,0.4865277307541227,0.0,0,899708,68,44,4,0,1,0,0,10317
1626431785166,1626432685389,10087,0.4720131551925668,0.0,0,900045,9,20,4,0,1,0,0,10482
1626431785166,1626432685389,10103,0.4774830969585011,0.0,0,900045,324,41,4,0,1,0,0,10397
1626432685389,1626433585132,10087,0.7571638339643663,0.0,0,899984,11,23,8,0,1,0,0,16884
1626433585132,1626434485265,10087,0.4777012525399442,0.0,0,900085,18,71,4,0,1,0,0,10339
1626433585132,1626434485265,10103,0.4904890487150304,0.0,0,900085,349,168,4,0,1,0,0,10405
1626434485265,1626435385136,10087,0.44083039445281,0.0,0,899884,13,17,4,0,1,0,0,10395
1626434485265,1626435385136,10103,0.05528842683139956,0.0,0,899884,605,240,8,0,0,0,0,1175
1626434485265,1626435385136,10302,1.663402096359449,0.0,0,127,2976,148,398,0,0,0,0,36108
1626435385136,1626436285140,10087,0.4719705185371197,0.0,0,900011,11,12,4,0,1,0,0,10459
1626435385136,1626436285140,10302,0.4446962593064798,0.0,0,0,22,0,5,0,0,0,0,10066
1626436285140,1626437185154,10087,0.3174560368726027,0.0,0,899977,17,24,4,0,1,0,0,6802
1626436285140,1626437185154,10103,0.5166632573931764,0.0,0,899977,235,192,4,0,1,0,0,11208
1626436285140,1626437185154,10302,0.20417431973261557,0.0,0,0,38,0,2,0,0,0,0,4533
1626437185154,1626438085172,10087,0.4587284901679567,0.0,0,900033,11,22,4,0,1,0,0,10451
1626437185154,1626438085172,10121,0.9643594733578793,0.0,0,900033,1315,219,28,0,1,0,0,21127
1626438085172,1626438985151,10087,0.42981228767632373,0.0,0,899967,14,19,4,0,1,0,0,10376
1626438085172,1626438985151,10103,0.3216687447035014,0.0,0,899967,155,220,10,0,1,0,0,7726
1626438085172,1626438985151,10302,1.0081382416164484,0.0,0,163,1004,144,140,0,0,0,0,22569
1626438085172,1626438985151,10121,0.833053655491525,0.0,0,899967,3,0,7,0,0,0,0,19030
1626438985151,1626439885072,10087,0.48524345894404064,0.0,0,899989,55,27,4,0,1,0,0,10432
1626439885072,1626440785139,10087,0.5348831043072622,0.0,0,900034,15,32,4,0,1,0,0,10432
1626439885072,1626440785139,10103,0.27700162513734483,0.0,0,900034,501,236,8,0,1,0,0,4396
1626440785139,1626441685300,10087,0.4848780644160655,0.0,0,899988,8,19,4,0,1,0,0,10454
1626441685300,1626442585110,10087,1.0042437283892696,0.0,0,899973,15,22,18,0,1,0,0,22907
1626441685300,1626442585110,10103,0.45647665839449303,0.0,0,899973,86,63,4,0,1,0,0,10395
1626442585110,1626443485151,10087,0.48859821598833264,0.0,0,899984,24,16,4,0,1,0,0,10330
1626443485151,1626444385024,10087,0.4693857981251526,0.0,0,899960,3,50,4,0,1,0,0,10378
1626443485151,1626444385024,10103,0.47142102881644377,0.0,0,899960,121,33,4,0,1,0,0,10381
1626444385024,1626445285083,10087,0.48846057779331176,0.0,0,900046,11,17,4,0,1,0,0,10465
1626445285083,1626446185119,10087,0.48009940072081747,0.0,0,899984,76,25,4,0,1,0,0,10317
1626445285083,1626446185119,10103,0.5130870096852007,0.0,0,899984,226,181,4,0,1,0,0,11023
1626446185119,1626447085159,10087,0.4584324529246828,0.0,0,900089,19,123,4,0,1,0,0,10462
1626446185119,1626447085159,10103,0.6022550723655584,0.0,0,900089,589,74,39,0,0,0,0,13346
1626446185119,1626447085159,10302,0.47435787971570775,0.0,0,110,954,698,104,0,0,0,0,10045
1626447085159,1626447985052,10302,0.8550148239786015,0.0,0,0,60,0,29,0,0,0,0,19544
1626447085159,1626447985052,10320,1.5482320171368626,0.0,0,68,969,32,199,0,0,0,0,34610
1626447985052,1626448885057,10087,0.11518195553530575,0.0,0,899979,83,24,12,0,1,0,0,10427
1626447985052,1626448885057,10103,3.0328773363237786,0.0,0,878284,36183,91289,1334,0,10,0,0,36491
1626447985052,1626448885057,10307,2.086230354626757,0.0,0,238,416,60,36,0,0,0,0,51504
1626447985052,1626448885057,50103,9.55470872679858,0.0,0,0,79854,0,0,0,0,0,0,0
1626447985052,1626448885057,10119,2.934996488274444,0.0,0,27403,26458,9026,14176,0,0,0,0,48477
1626447985052,1626448885057,10168,0.2881005121689464,0.0,0,899979,4065,169,99,0,0,0,0,4306
1626447985052,1626448885057,10220,0.056563766067986965,0.0,0,22544,972,5841,49,0,0,0,0,167
1626447985052,1626448885057,10204,0.10290593379425172,0.0,0,257,2565,0,0,0,0,0,0,0
1626447985052,1626448885057,10094,0.32673817854952775,0.0,0,291,643,33,60,0,0,0,0,6943
1626447985052,1626448885057,10090,0.0543520729381794,0.0,0,3725,997,0,0,0,0,0,0,0
1626447985052,1626448885057,10092,0.28148056170835456,0.0,0,3247,1580,0,56,0,0,0,0,5245
1626447985052,1626448885057,10097,0.05365966992358499,0.0,0,2270,919,7,38,0,0,0,0,469
1626448885057,1626449785024,10087,0.48726328584792356,0.0,0,899990,11,27,4,0,1,0,0,10326
1626449785024,1626450685033,10087,0.47080757564596354,0.0,0,900024,9,18,4,0,1,0,0,10432
1626449785024,1626450685033,10103,0.48448834912968053,0.0,0,900024,598,49,6,0,2,0,0,10379
1626450685033,1626451584927,10087,0.46790954133419405,0.0,0,899937,7,29,4,0,1,0,0,10369
1626450685033,1626451584927,10103,0.4601772594376854,0.0,0,899937,170,39,10,0,0,0,0,10126
1626451584927,1626452485015,10087,0.4915398301978655,0.0,0,900024,18,20,4,0,1,0,0,10362
1626452485015,1626453385118,10087,0.4418554003097981,0.0,0,899992,14,26,4,0,1,0,0,10428
1626452485015,1626453385118,10103,0.5084149557311441,0.0,0,899992,932,506,16,0,1,0,0,11251
1626452485015,1626453385118,10246,1.1181086128724333,0.0,0,957,2427,560,179,0,0,0,0,23765
1626453385118,1626454285989,10087,0.4859914275454287,0.0,0,901020,4,15,4,0,1,0,0,10440
1626454285989,1626455184970,10087,0.4752385885806163,0.0,0,898963,75,66,4,0,1,0,0,10318
1626454285989,1626455184970,10103,0.48929571416299567,0.0,0,898963,426,182,4,0,1,0,0,10438
1626455184970,1626456085006,10087,0.4755602667636296,0.0,0,900036,10,22,4,0,1,0,0,10488
1626455184970,1626456085006,10302,1.0245579286468445,0.0,0,91,1314,123,190,0,0,0,0,22532
1626456085006,1626456754564,10087,0.14509964368956219,0.0,0,669504,41,0,7,0,0,0,0,7795
1626456085006,1626456754564,10103,2.4945543037312063,0.0,0,669504,33885,27763,911,0,14,168,0,34021
1626456085006,1626456754564,10307,2.4795653449691457,0.0,0,1345,1163,226,33,0,0,0,0,58191
1626456085006,1626456754564,10302,1.3379661526912265,0.0,0,48750,3120,0,131,0,0,0,0,29831
1626456085006,1626456754564,10119,0.7905734215291709,0.0,0,6771,2260,1250,1428,0,0,0,0,17048
1626456085006,1626456754564,10320,0.07562426178088355,0.0,0,2437,1987,228,75,0,0,0,0,895
1626456085006,1626456754564,10306,0.2380286903238087,0.0,0,9510,4020,3087,244,0,0,0,0,2912
1626456085006,1626456754564,10168,0.38238483786167254,0.0,0,669504,3272,344,99,0,0,0,0,6724
1626456085006,1626456754564,10094,1.4622863487495708,0.0,0,1105,8847,515,36,0,0,0,0,28396
1626456085006,1626456754564,10128,0.06178478925610789,0.0,0,768,1859,137,0,0,0,0,0,0
1626456085006,1626456754564,10117,0.08133046419380276,0.0,0,4869,1058,492,2,0,0,0,0,960
