client_conversation_id,client_message_id,server_message_id,client_resolution_id,local_message_content_id,message_content,message_state_type,creation_timestamp,read_timestamp,local_message_references,is_saved,is_viewed_by_user,remote_media_count,content_type,content_read_release_policy,released_by_count,sender_id,is_released_by_user,release_state,hidden_from_platform,quoted_server_message_id,quoted_message_status
b7390717-f803-5039-810f-6bc00a50370f,384,9,-8554484386798138126,,"b'\x08\t\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10*\x9a\x06\x02\n\x00""\xf2\x02\x1a\x02\n\x00""\xa7\x02Z\xa4\x02*\x90\x02\n\x87\x02\n\x84\x02\x10\x01""H\n,+k4ZHeBIUV1MbamEWRaR1u4Chb+EYTQiuC6OSb3MGRA=\x12\x18M7B850jyIkNrRwK0mNHu3w==2y\x12w\ndhttps://bolt-gcdn.sc-cdn.net/3/sHE1ipaEcE5NMLXV01FRC?bo=EhgaABoAMgF9OgEEQgYIyoexhgZIAlAfYAE%3D&uc=31\x10\xd7\xef\xd1\x87\x06""\tUS_EAST_1x\x90N\x92\x01\x00\x9a\x014\n \xfaN\x19\x1d\xe0HQ]Lm\xa9\x84Y\x16\x91\xd6\xee\x02\x85\xbf\x84a4""\xb8.\x8eI\xbd\xcc\x19\x10\x12\x103\xb0|\xe7H\xf2""CkG\x02\xb4\x98\xd1\xee\xdf\x12\x04(\x012\x00\x8a\x01\x0e \xbf\xe8\xee\xac\xa2/8\xbf\xe8\xee\xac\xa2/*6\n4\x1a.\x12,\x12\x15sHE1ipaEcE5NMLXV01FRC\x1a\x00\x1a\x002\x02\x04}H\x02P\x1fZ\x05\x08\xd0\x8a\xa2\x02`\x018\x01@\x032\x02\x08\x018\x01J\x04\n\x02\x08\x01(\x022\t\x08\x90\xe9\xee\xac\xa2/X\x1d8\xf2\x99\x96\xc2\xe1\xb8\x97\xa4\x89\x01J\x0c\x10\xbf\x88\xd2\x9f\xf0\xfa\xc1\xc1\x03 \x01'",COMMITTED,1624128599184,0,,0,0,1,0,2,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,385,10,793205039571231765,,"b'\x08\n\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10*\x9a\x06\x02\n\x00""6\x10\x01\x1a\x02\n\x00""*\x12(\n&Today is not just another day in June.2\x008\x022\t\x08\xa8\xeb\xee\xac\xa2/X\x1f8\x95\xc8\xc5\xcd\xfe\xf8\x81\x81\x0bJ\x16\n\x12\n\x10 {\xc6\xd8\xb9\x98Cp\x91,sA\xdd6\xa18 \x01'",COMMITTED,1624128599464,0,,0,0,0,1,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,386,11,565709266536791732,,"b'\x08\x0b\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10*\x9a\x06\x02\n\x00""1\x10\x01\x1a\x02\n\x00""%\x12#\n!It\xe2\x80\x99s a recognition of progress.2\x008\x022\t\x08\xb8\xec\xee\xac\xa2/X!8\xb4\xfd\xc9\xb0\xca\xb2\xf3\xec\x07J\x16\n\x12\n\x10\xde/\x90MM3L]\x9em\xbbD\xbe\xc4o\x7f \x01'",COMMITTED,1624128599608,0,,0,0,0,1,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,387,12,6761882919383432210,,"b'\x08\x0c\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10*\x9a\x06\x02\n\x00""x\x10\x01\x1a\x02\n\x00""l\x12j\nhProgress from when word of emancipation reached the enslaved people of Galveston, Texas on June 19,1865.2\x008\x022\t\x08\xbd\xed\xee\xac\xa2/X#8\x92\xf8\x85\xf5\x86\x96\xc2\xeb]J\x16\n\x12\n\x10O\xc2%\x9f\x90\x88F\xb6\xbe_\x04\xbb\x97\xb9\xb9\xf4 \x01'",COMMITTED,1624128599741,0,,0,0,0,1,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,388,13,1831815577762231878,,"b'\x08\r\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10*\x9a\x06\x02\n\x00""&\x10\x01\x1a\x02\n\x00""\x1a\x12\x18\n\x16And today is a demand.2\x008\x022\t\x08\xbf\xee\xee\xac\xa2/X%8\xc6\xec\xad\xb4\x80\xd2\xfa\xb5\x19J\x16\n\x12\n\x10\xf2\xd8B5\xb0\xe5H\'\x8aD\x98\x82\xdf\xc0s\xcf \x01'",COMMITTED,1624128599871,0,,0,0,0,1,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,389,14,-7489920769378771810,,"b'\x08\x0e\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10*\x9a\x06\x02\n\x00""2\x10\x01\x1a\x02\n\x00""&\x12$\n""A demand for progress yet to come.2\x008\x022\t\x08\xd6\xef\xee\xac\xa2/X\'8\x9e\xb9\xee\xca\xe5\x97\x9d\x87\x98\x01J\x16\n\x12\n\x10\x9b*2\x97\xff\xd6Mc\x89\tUY\xde<\xd0\x14 \x01'",COMMITTED,1624128600022,0,,0,0,0,1,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,390,15,-501898109896662000,,"b'\x08\x0f\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10*\x9a\x06\x02\n\x00""$\x10\x01\x1a\x02\n\x00""\x18\x12\x16\n\x14Today is Juneteenth.2\x008\x022\t\x08\xe5\xf0\xee\xac\xa2/X)8\x90\xc8\xad\xb1\xc0\xca\xb9\x84\xf9\x01J\x16\n\x12\n\x10hPk[P\xfaIh\xbd\xfc\xab\x08\x03\xd4c\xcd \x01'",COMMITTED,1624128600165,0,,0,0,0,1,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,391,16,1377058261181338516,,"b'\x08\x10\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10,\x9a\x06\x02\n\x00""\x87\x03\x1a\x02\n\x00""\xbd\x02Z\xba\x02*\x90\x02\n\x87\x02\n\x84\x02\x10\x01""H\n,+k4ZHeBIUV1MbamEWRaR1u4Chb+EYTQiuC6OSb3MGRA=\x12\x18M7B850jyIkNrRwK0mNHu3w==2y\x12w\ndhttps://bolt-gcdn.sc-cdn.net/3/HSYQkQpnjA6J0Iy7o2zCD?bo=EhgaABoAMgF9OgEEQgYIw5uEhgZIAlAfYAE%3D&uc=31\x10\x94\x94\xd6\x87\x06""\tUS_EAST_1x\x90N\x92\x01\x00\x9a\x014\n \xfaN\x19\x1d\xe0HQ]Lm\xa9\x84Y\x16\x91\xd6\xee\x02\x85\xbf\x84a4""\xb8.\x8eI\xbd\xcc\x19\x10\x12\x103\xb0|\xe7H\xf2""CkG\x02\xb4\x98\xd1\xee\xdf\x12\x04(\x012\x00J\x0b\n\t\x1a\x07\x08\xe2\x88\x9c\xca\xd5\x01Z\x07\x08\xe2\x88\x9c\xca\xd5\x01\x8a\x01\x0e \xb2\xe7\xab\xce\xa2/8\xb2\xe7\xab\xce\xa2/*5\n3\x1a-\x12+\x12\x15HSYQkQpnjA6J0Iy7o2zCD\x1a\x00\x1a\x002\x02\x04}H\x02P\x1fZ\x04\x08\xe0\x8d[`\x018\x01@\x032\x02\x08\x018\x01J\x04\n\x02\x08\x01(\x022\t\x08\x88\xe8\xab\xce\xa2/X+8\x94\xa7\xec\xe5\x94\xe6\x92\x8e\x13J\x0c\x10\xb2\xa7\xf8\xa7\xda\x9c\xba\x98\x08 \x01'",COMMITTED,1624198804488,0,,0,0,1,0,2,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,448,17,-6212951674977796822,,"b'\x08\x11\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x104\x9a\x06\x02\n\x00""\xdc\x02\x10\x02\x1a\x02\n\x00""\x9e\x02\x1a\x9b\x02\x1a\x98\x02*\x95\x02\n\x8c\x02\n\x89\x02\x10\x01""H\n,+k4ZHeBIUV1MbamEWRaR1u4Chb+EYTQiuC6OSb3MGRA=\x12\x18M7B850jyIkNrRwK0mNHu3w==*\x06\x08\x80\x05\x10\xe0\x032y\x12w\ndhttps://bolt-gcdn.sc-cdn.net/3/WLAdDbUmZf5rRAjI8N3jW?bo=EhgaABoAMgF9OgEEQgYI-am99AVIAlAfYAE%3D&uc=31\x10\xc1\xae\x9c\x88\x06""\tUS_EAST_1\x92\x01\x00\x9a\x014\n \xfaN\x19\x1d\xe0HQ]Lm\xa9\x84Y\x16\x91\xd6\xee\x02\x85\xbf\x84a4""\xb8.\x8eI\xbd\xcc\x19\x10\x12\x103\xb0|\xe7H\xf2""CkG\x02\xb4\x98\xd1\xee\xdf\x12\x04(\x01:\x00*/\n-\x1a\'\x12%\x12\x15WLAdDbUmZf5rRAjI8N3jW\x1a\x00\x1a\x002\x02\x04}H\x02P\x1f`\x018\x01@\x032\x008\x022\t\x08\xa1\xda\xe9\xf2\xa6/X-8\xaa\xfa\x9e\xb2\xe8\xab\xca\xe3\xa9\x01J\x16\n\x12\n\x10\x009\x11t\x10jJ.\x8d\xe2\xea\x9d\x06\x1d\x16\x10 \x01'",COMMITTED,1625349057825,0,,0,0,1,2,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
b7390717-f803-5039-810f-6bc00a50370f,449,18,2322172521356634023,,"b'\x08\x12\x12\x12\n\x10\x84\xee\x8899\x11I-\x8b\x94r\xdd\x80\xf3q:\x1a\x1d\n\x16\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x104\x9a\x06\x02\n\x00""6\x10\x01\x1a\x02\n\x00""*\x12(\n&Need to quickly message a few friends?2\x008\x022\t\x08\xe0\xda\xe9\xf2\xa6/X/8\xa7\xcf\x8a\x95\xad\xf3\x80\x9d J\x16\n\x12\n\x10\x89O\xbe\xcb\x83\xfcCo\xa0H\xcb\xd1\x90y6\x9f \x01'",COMMITTED,1625349057888,0,,0,0,0,1,0,0,84ee8839-3911-492d-8b94-72dd80f3713a,0,,0,,
