RecordId,formal,alias
1,SPEAKER,speakerphone
2,SPEAKER,speaker phone
3,SPEAKER,speaker
4,SPEAKER,loud speaker
5,SPEAKER,loudspeaker
6,VIDEO,videocall
7,VIDEO,video call
8,VIDEO,video
