_id,friendRowId,userId,suggestionReason,suggestionToken,added,hidden,seen,deltaForceKey,hiddenTimestamp,score,rankingProfileId,suggestionReasonForToken
7411,209,df82ffc6-ef32-44ac-a793-585717ef63b8,,BgAAAAcAAABrNDEwMjk5YAAAACzKCMtuqAwrHFWuOXwK8JrX5r6Jk0Q_VGQ-1igpNNgM-0U8eq9RJF-aGazZ1SDTsms7Wx7fF6QuWXtyagDxlUCBrXRSNAcYTLkqGlaYFjrnxX6eDLaWLohX_IPZYSBh5BUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAq_eJO_P8pMGn876rcJmbOw,0,0,1,0,0,,,
7412,1380,b5e12fc0-1e06-4de3-a450-883d8ee03232,,BgAAAAcAAABrNDEwMjk5YAAAACV8cK853WC9FLScUbh2XiefUl-j6F170VrTOBJ9VQU4i6jRLAsuIYpcPi4KlpnDoHlTuQ8Kr8Di2M2De0ICh-H1M6NamrWsO5R5XJYF31U8GA3A6cXA6HT1o5aF-cbOHhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAXsYhi1_J8zDSSHH6Y0xLAQ,0,0,1,0,0,,,
7413,1383,30156785-c672-4df7-9a1a-1662990e8376,,BgAAAAcAAABrNDEwMjk5YAAAAD_NXlecBM9bt2CsgkYJhMconWBcoQDqFj4CVqtMnPRy1RQiBpSfYOwadBWrm22OeaI3vOFnW0V4LHDUGiuMEkFaTFPcImu42XgtljIKyReIYp8eA1y_IA7nxi0iDTezhBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAQi2mAPk1uy8-loiPij9TEA,0,0,1,0,0,,,
7414,80,7fc5c4da-d586-475a-81bd-90b104e349de,,BgAAAAcAAABrNDEwMjk5YAAAANRiyF4-Oo8sul7rCPbb04qUf_vshRY-86YXX6WzOu31o20VjiqB05u_JE6IcHgajHhNa0H4riVg3JyPcknKIk4hBZbq4YiIoxnTI9Y7u5WDZdw1XdnX36RpEH-DQbesJBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAjLFJB3WsepcLoQwPCLMcfA,0,0,1,0,0,,,
7415,10,63c77857-a91a-4076-9544-31bdab011e69,,BgAAAAcAAABrNDEwMjk5YAAAAJ_3Nvegmw7LU1FF-UjeyMh2DMwekPyYvDiBgByab01JuA0C6V_mUNU0Tg4xoX8Z4mVSuGoi2slNjWT4EmevL5XYqlhD0ZlI3Q-T8EKrrxcj_SSNKWdOUqmIRPUuZd9dhxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA7SRBcuwjRlJHgo8SwZPY6Q,0,0,1,0,0,,,
7416,55,11f99a3b-5762-48f2-be17-d404c6b9d9c1,,BgAAAAcAAABrNDEwMjk5YAAAALBO89NfMESn9FiISyremdxt5wcHutQV-KRXsX9LfX7JNUljfZgcvfmKeK57GjCaQcthdhlzLaJmLJFDOa59rc-IMn0gCybyujuWyWcLR6SYkTX9nNVv1cIkATP_kSCyuhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA8EclYZdzspg2YozpBh6h9w,0,0,1,0,0,,,
7417,119,c9ab63df-1343-4fc2-9bba-419a8dc4e904,,BgAAAAcAAABrNDEwMjk5YAAAAOWCUVLJJLL-eMVmpmpcYatDIgh2d0xY59VVdS02f1nbicNdE34zV0OdYCZRGKpgdupLgviX-d5TI_z81US8DAXpDcwBQLvZ6lMtGwovtsX81xxVJZR4fEI8ECgzcW9ebxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAg8EiMhxzpvNhExYX9hL4iQ,0,0,1,0,0,,,
7418,83,6e63a0a3-7fe3-4dba-af79-0a809e178935,,BgAAAAcAAABrNDEwMjk5YAAAAIi6z5JpDsgFKdcKOjQN1pcXcTeg3Hpq48WI6iocKvV3WI-Q2xNndbOzxFrAybhplfNqUux6dGtJ8XHKYKPzADN8fphgs2i1BHITFiwwUXns5RXoXgKH1Rer_W270QTYWxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAgYcD4jtdWRJv0pm0xXQXig,0,0,1,0,0,,,
7419,1424,04290dd8-b1f9-463c-8a33-19c87a300165,,BgAAAAcAAABrNDEwMjk5YAAAAEZwXJxrTy2snxAbZW1UhPc1aGW4EPnMmsfHWJBmbZnCHXSKB5IY8Cp0NxUtWreuLB59t_IatERKR-1DSOa8C2VY8gobMSK7r3UxdW50zLjfx01LSJl5V5J2QoUOEcnAEhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAbhPb-8lWeX4LLCzdNhFs7w,0,0,1,0,0,,,
7420,117,3dda6465-286d-41a6-99b6-614a493a2f47,,BgAAAAcAAABrNDEwMjk5YAAAAPDiVt7NtxIDC_fKfnmr_8qeZgiG7k6WYiMK2rY_iLFnF-KefXV1jh0KjoPxHhLq-lOciI38wcQM3X8c-0-PfpEqnAFMdicgj8F65qOFtcYnQqm_J4aGT5woFkI8__WGdhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAg2zNfb066yIjiWYFBzdRcQ,0,0,1,0,0,,,
7421,1409,8f3d2fc2-19e2-4ad0-9a7d-ab2db2f519f3,,BgAAAAcAAABrNDEwMjk5YAAAAHvqRrpUMvzSVnTdXqu0fSqD0MYbEXnSvtnGl1Sg5AJfVv1QiqyEus1rak_O_gBw00hsGglA9lJ32WW8UxdElJd23L86L_uxXhHvJFoHOwNPMDdNqFArDGRGesElyFjW-BUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA4MixR3XrWtfsoDfZjE-cYg,0,0,1,0,0,,,
7422,1404,bd313431-9305-4028-99db-feff8f83bdc5,,BgAAAAcAAABrNDEwMjk5YAAAAExW7Mws6BLrgDFwJvl2ZWzoiKxMW7z4LbMbWUzEZvVJoMzsYI-7-kptb1pp-BPPc1LMamsEXZfAGqhLvV7Z2iyDlgJst3QU-5SjQvAI71JL8bLoQ2OWV66vy-yiopUI5BUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAUwRqTaHWuyGDLOVKDdpotA,0,0,1,0,0,,,
7423,27,cccb42f1-e747-4163-a52f-308bdadb3b4d,,BgAAAAcAAABrNDEwMjk5YAAAAPOpK_1Fb45AAa0Ky8sk3xaMraCqUDqpzDhTrzT-VRrZ-7jzTV9ZnNPieH0qDLFgvJsXGzsUWglSkujLH5HAxQAtmR10xu2t-0aUVZpSPCJAmT612Ir8bCdHzupRqCvBqBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAEht9v9IVtqS4wS-_00vasQ,0,0,1,0,0,,,
7424,1005,1fe98709-9f7f-4bd6-971d-0b2d1efc5d0a,,BgAAAAcAAABrNDEwMjk5YAAAAHcT-RCijiQGLfDLay2WMSedrDX7NmuRdy2qIX94YhlfRF63sGqACjJPbHgt8xZ5hxHM9NjPNL8Vdjwa2qkWGon8VeUWhEvxABEd6kB2hBJA06TbWP6b00CxasA1DeGXZhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAOzf_kqn-H7O8QtgiyblnRg,0,0,1,0,0,,,
7425,1007,effe4305-ebff-4c6f-97c6-567978d3bb74,,BgAAAAcAAABrNDEwMjk5YAAAAKUsf5w2xj8kfAULFhXR6LfmjoSK6CABRBuT_uiANbDwF6gO-R2H5aVa7OdLMI-kRbNhqe4MhQLkk3-Z7ilk7tZWLUJpKs4QtS36JIRKWZExyEA6GmjORo5WRcAni2Hr0RUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA4xQ6dEwm2pqaQ4YhpI9_bA,0,0,1,0,0,,,
7426,1410,992718b4-8cb8-4229-8e21-3e4e08c898a2,,BgAAAAcAAABrNDEwMjk5YAAAAIJOzGgVvx-EynJYHsc2t6kqYm80gBP4BLpQZXve9T6UrascpbTS4hV40w4lfGrIG3hPDQWaK89g8vspCctMHROUBp8jiB9PPLbDsCwH8mXngqBSRJ1N14QwQQqJJTLyhRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAB_z-nxLkZ_iD_la8Sli6Jw,0,0,1,0,0,,,
7427,250,b59d5453-04d1-4499-b6b3-7c02669c10f4,,BgAAAAcAAABrNDEwMjk5YAAAAPm0uf-k0m7fwuVybUTi8IWfk98CxuPD5L7gmYPIl5jpzF5zLyknLswOMhMvT7IhZt7Z8fMrD-1Fsf9C4iDw9HqOQpkzUdlqP9oTGWlraWU-Soqpx-zK80Tg9_5FGAgJrxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAGmPd9R58T1atmEsI0HG4iQ,0,0,1,0,0,,,
7428,101,66c5c5aa-cd4a-4805-9818-28de1594f532,,BgAAAAcAAABrNDEwMjk5YAAAAHtZ1YqVjMADI0Tb1hRSh_UAI8AeLWmA9gfsn-147fXp00XJtkOF_Hs4yEtAT3CyneVaU7uruCWSIa6Rv3BWLSyfSi7F2vhANIatHrleyornQr36CXY0HvSOl6hQSFYm9xUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAZ5uypZNefkU3qgzoQn4p9g,0,0,1,0,0,,,
7429,1379,15296585-776e-41ab-857e-46a581ac3631,,BgAAAAcAAABrNDEwMjk5YAAAAFQUJPCa1eFhGcuICtAKwhkXhboB-1n6HEN5Xi08yI7wVAQiXGowWK2LT2buvTkoGjk8htSZDInyyH1eTOxH1TLlIhtYGiLOKXZefYR-13Opcp1i0TQ5ka3xXWDlF_rrBBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAkA43KwO52Q7s5bqxaQRBaQ,0,0,1,0,0,,,
7430,726,a93791bb-5afc-4d8b-b37d-90c9515310fb,,BgAAAAcAAABrNDEwMjk5YAAAAPxBZIRB3gYOd-lRn7TbwN4mOgpLYwXNkLlwXlyVcafidK6rGne2gW-GFiGYQ1SesceAjddVLfTFHjqs-3jhV90xNQSNAveCNonEOAXUd-x3n0uA23OXggvf4PbSeoFSxxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAFVBnT1ZOBPemQMfwsBNdhg,0,0,1,0,0,,,
7431,280,6f1ec21f-a286-4425-aca5-fa7ab0ac4d8a,,BgAAAAcAAABrNDEwMjk5YAAAAC9ttQNPgE9n33oeCmBjqgbnR2Vtblw6aXelbqVRM32RZVys_-dGuHwkj9Ps6Rn0inKdE5_DPChicQd6VPK1RPIBPnQO9Gh_ScLmffqRttTL7juxH_iopD_Bt8cJVzCUaxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAwC_wWoblPUTHKiySQMa_9w,0,0,1,0,0,,,
7432,193,4bdb9916-9e0c-44af-b5ff-6c04cddae7b8,,BgAAAAcAAABrNDEwMjk5YAAAANHtKTm6aAcFhMTaOfj_DcbfB-F7cmTW41aoWvJXCrk6Ekg9AEaZOq2uyVbdkc-AkIEcZPEEm14soCEtoXWmsWFi93mUIstsMtOsUfixH5w8xQZDyLfKiemoht_M_rYliRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAGNGAxZVCk9800eP2mOW83A,0,0,1,0,0,,,
7433,1414,c6df426a-b36c-4da7-8d54-02563628c4d6,,BgAAAAcAAABrNDEwMjk5YAAAAM7-NGgSxdAwPb2MjU3u0il19mCTRk8Uz8N4k6p0e38an5cxq5dAvNgwqK0NMELt0AbkVG-zbrNQPICrFO-wMZ-SwcPhcDz7oAWPXzow6nnjGH9K8jTbToCGv8aAQoaFaxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA8h-UAWkS_4U8QcVjnQ3whA,0,0,1,0,0,,,
7434,1436,47e158a5-9902-4356-ad63-73fdd28e066e,,BgAAAAcAAABrNDEwMjk5YAAAAJGDWyXfPp1ehLqtc4gENSSp6qowzm19xmhmjq7ZfYE8YCIO_GRuSyfVcGIdklmExyqw4a3C4M5x9kfue-nQzhgI_l2GmNbEh5BnUf95tfFbMXqMp0B8rOKXpqLhXXadwxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAg6gghP850SXdOD3XdC1XSg,0,0,1,0,0,,,
7435,1422,56c79327-2e1f-4157-8f55-23452a0bf553,,BgAAAAcAAABrNDEwMjk5YAAAAGqg8bvuf6VTFo75rFcNirQl4bQUsm9D5bOm_mW8Qpyz_hdHVnivIzRVXjD7XV2bx1EZ3JKr7E2X8SMTVLgRNiRM2wvblZ0emePTLHsu_N9YofH6HCAo02G4R1u09wFrQxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA-sH2bkrgKvgm1As3zmuChw,0,0,1,0,0,,,
7436,737,8527c166-8bb6-4536-82c9-9c63129ff4e5,,BgAAAAcAAABrNDEwMjk5YAAAAP9J7Fo17kJDPCWlj3Ww8KUo4EEDWRQIP03fU34LqOqb_xTHmOJu4ZBujhGrQdmCgWyeGLBwIeEcpUb36ZgepIfSQq045CkW6G1c-sy2frXdKFWicnYe5yrpFAATFKg7mRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAs03wnRy-PQkMg56uqzWKPQ,0,0,1,0,0,,,
7437,784,370dc130-cd5f-4df0-96b7-87ca7f1a8f5d,,BgAAAAcAAABrNDEwMjk5YAAAAIGpbphoaezIyDtDX5X4-qCjC1dW_IDi_JQFIbBTxmkEXJVTMjmNt8SXocofX5A9fl0DMk7KRtxnNVCNcaYLXS-K_z2Ra7fu05PAwhg7u3bmPeEpSvLN4fTHgfKcA-gX8hUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAoKJQ1Zj29axYyWKXmiZJ0Q,0,0,1,0,0,,,
7438,73,21e07596-ff5e-4922-971a-d8a39798ebf1,,BgAAAAcAAABrNDEwMjk5YAAAABNofyq_tvZMi_4Ixp_pjkCS7pnMgv-qGTsJxTlfKa0372vze9q3XOY-231LfRr4tjrjL89SKK-QHn1JmcVRNf0tE2MJPGlhP0E0AE0mzg3AB8z0CGnaqQi53cTM5ga87xUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA10ST_MLBcCmpB6W55-HpzQ,0,0,1,0,0,,,
7439,173,c8c6cd7e-1eeb-43ce-9f87-7a35888e1c4a,,BgAAAAcAAABrNDEwMjk5YAAAAPLaNXb6HanJkD1zoTm-5RIgNIZz5iZWtMXas0NSFPEwzMwX6XEm16LX7emIq6zBn73AQa9SG7Y_43US1YQFJ8k-sjakw6hT87Gavc9UMMj3agzI8KTNSqrE3xs8a5VVOBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAfZOOMaXcegZqCCXCxS-m7Q,0,0,1,0,0,,,
7440,685,9e9290d3-94f0-47da-b801-c486d862480c,,BgAAAAcAAABrNDEwMjk5YAAAAAySzClAKPMbro_eElT1Z-gEBp3avbtyy46kD45TwRw52jHFKM7B2ddZNAFPhc4R6JMBJPlLjD9n2ZJULTB65eUvoe7SZjUF_UQwrGHDOr_f69aNpjZMGxPGfVjC3rwAtRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAoYDjW7czjzzgjc5cwi2wrQ,0,0,1,0,0,,,
7441,1435,790e1a60-4570-4bb4-abc2-b81d9e367ea7,,BgAAAAcAAABrNDEwMjk5YAAAANlndQclBeA8bjmj1bY9-UShw7PmF46oV10JB7fp2H1Dv6jqLlMIZ5WFNlwFsbIM99YWI5fXBL9oOuzx3h8ftalbiSP4KHDhIlZmIRyHtoftM0xVb_KkJQlGwsSsfoTW9BUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAZSOV5QdordUspw_6sy7EZw,0,0,1,0,0,,,
7442,89,d12f5ba2-485c-46ff-8308-a78c4072b8f7,,BgAAAAcAAABrNDEwMjk5YAAAAALkhQAxMWU1N9FYqQYHRDNa1eFHGNCpczNwVD7_xXcgYOn45gLThHlwFnFb6TLKgk2SA59ja-Y6BB8cPG1yXjXFDt0-3sXF3QkMvVx5x-i2FhrJpVA44u-K7Z6bcRZ4TBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA1WscyYuGHIpad-LOrk3qXA,0,0,1,0,0,,,
7443,1003,4f959556-0a4a-487b-adbf-dac88719c1da,,BgAAAAcAAABrNDEwMjk5YAAAAG51fiUO9GmHegoalYirOe0HSjvRu_NwfHAKUFojI0tf7vg_-G87Y4v8FR8XGB0SkLDol6vUj0essBRN3HqCa8EHxHJnlE1KOJHVuoRcwMuxLiLYEhgf1JnuGtJ0GN7RQxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAhcKZFr0XLLCDKk7AxIo_vA,0,0,1,0,0,,,
7444,1432,94c6ebe1-1f06-4213-855a-9c8b94f71b5c,,BgAAAAcAAABrNDEwMjk5YAAAAE7WE_Ugrnc3GEJnqj_BCRFSJZHwCAuNKh2PEy-2BKPGW-72vWxWuZzM3kzeLnIz4-wFap3BTy7_HMXiMcf-KslCzjvxuRqK6Hsz2Xf-5VbhufzbwTGzng0PatP7qnprcxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAg60NpV93Rj-8ocdeAPKHHw,0,0,1,0,0,,,
7445,1326,1548d07f-93de-47ee-aaae-02dbeb9a7f5a,,BgAAAAcAAABrNDEwMjk5YAAAAIHGPUCq8HHWIeq_w1pURa8pWSb_JLUTB6oGviFmBuewhd05ONiihGHoryES62y1Z7sXAp0SpBZI1l_Ro7cDir0h9ElKQX3MNnTWkcsXT3aRQo_R8GPnFE5oY83_6m2Q5xUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA6T3MVYeQerQTuFvsc6J6nA,0,0,1,0,0,,,
7446,113,b476b98a-ebad-4296-a7a0-305fa2766484,,BgAAAAcAAABrNDEwMjk5YAAAAJ-cY_tq0PZ5YPi-GH3vMVqQ34BlnV0NJixQyoLcuGNxA7mDCfTlnc89aFcdHzc69BdHvO7dKeUhkCRFIIwuCIa8BjtfIlAVdkcnqAbpyyugRB9K5gZdxQiRNL_8KQR5CxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAJZrK9-gQ8olQno6F1ruE1w,0,0,1,0,0,,,
7447,194,14843293-e3ad-4622-a21f-0b3f73b30be3,,BgAAAAcAAABrNDEwMjk5YAAAABl-aiLETs2uKNO7enMZV7jhCDdqTUD2ku8kpr14luHKjyYscfkfQYrqIpdcFKtRxoRVa7LY_8QTo7DFxjCQ4HGVpmSlI4aYoBRQaM5E5f1s62pJkvEgMw-Gb1eKxBg9qRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAnflQF0wBn24edP2dQveVKg,0,0,1,0,0,,,
7448,1420,b8c6ca7b-05f3-4ce2-8216-8f8dd0748117,,BgAAAAcAAABrNDEwMjk5YAAAAEg5LcIMnG9tFpUQy_oLkJ2WwShWMEdX1t1rKA5vhVW49oZI9lROf1P5LeLNAhWtve80YHK5eA3ep9EQUwM_o4BN5sFtEn2IGe0fyGX8Da3tSCLWe7Dfg-4TRF97eXLGwxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAHyko28na_euwytrCkeE3MA,0,0,1,0,0,,,
7449,325,c7de473f-ef82-485d-b4bf-de14519da7af,,BgAAAAcAAABrNDEwMjk5YAAAAIcvli3D2lFvsqUnqhjpIyWIcKNUEB6kGpltzrp0y5jtEOtlyUGkLReeP_Jhlsi8TbiBFJNHTCsI9ldUHLWB93b2V1m_fEVaMRl1s_EQTs395v0lREfK4kQ-_paIiMZPcxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAC4fKdBqs5I4NCJzgrYvgqw,0,0,1,0,0,,,
7450,142,e6331a81-a0b7-407c-ad7a-03aa72ee2132,,BgAAAAcAAABrNDEwMjk5YAAAADqtB_ys1qhQelpLBaZntFMHCLYC6mf7l44tO8MB4n5-2O3fmpibigFbT5n1H5OFldEN9M6Znytk4CuLfLCmF7-_WAfoHyAdFcqKas_D1kmITlL5W061npCjNFAVHSrTIRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA-11vrmRSWxCisosoX5BJ6Q,0,0,1,0,0,,,
7451,692,4625d9b2-7699-42b0-a8c9-955a7dcc0241,,BgAAAAcAAABrNDEwMjk5YAAAAGNBVUSQQW9jwKmh_QxtBf8PRPsRUh005FcdkhayIsV6sW4BeSRnLOAoAECgYJa2ErOEhy0R9VRKfwpAE_3VF9PIX3akZkOsN1UUPF-LcvgKQ8F65uOp236mQIGsa90xGBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA8_yPpJ9uLrbcAGB8N4-pUw,0,0,1,0,0,,,
7452,1189,ded3b40b-98d8-4e0f-97ec-3acbe3dfa601,,BgAAAAcAAABrNDEwMjk5YAAAAG-A6Ie4JzD7hdc30Sj-ocP6ebUHMpQ7Lbfe9qp2WXBGmlQERpP6RXFmVLrzSnPYgOpIUXZ1ABWwlJJBdIndtneOmrcUnQRaBLsx430PJDjTxxzsTkWlGVZwE3D7eGFw6xUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAjSxCpuBzXYEdw6hiA4hv4A,0,0,1,0,0,,,
7453,190,4e09275e-0c46-4728-82e9-bb25a59a0985,,BgAAAAcAAABrNDEwMjk5YAAAAL5TUjV10sUJ1IFaaMlr1lD8iBPqJtK_2-EjnB74mn5GGSBu9y7x6GfKRCTmA_Q2bL3zTVQC8_jKI08zurmLfjsaSyCXTZhgRCUHvOHB56V0Nfnz6w5o3ff0IIQEP4Rp2hUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAzqpHyhpgJL9axRhwbUP8aQ,0,0,1,0,0,,,
7454,1419,4529fa72-d029-4c0d-9513-d027f257d9a6,,BgAAAAcAAABrNDEwMjk5YAAAALNPz4ZtK6C6Lb6DnMJxzlGnyTJbxdpC9_JoCHvSkmq7NiVBmibCgprBoa8RF7wgl0yh7CIPb5kXp0gbrOHyHDBGB77tA4MZx25dMdOse6Q8EMVtWxe6IA1Acw2uU7JVqRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAgjUA1d2MdqJwCJ5gAsBODQ,0,0,1,0,0,,,
7455,59,70237df3-476c-4a94-86ff-1362fd569223,,BgAAAAcAAABrNDEwMjk5YAAAAE4IudrHDEByszGadtK_Gfa8usermFOu7-Cm47hGu7b-uqjdmTFJzZzbAgdJq8LC52DEQwpKTW7YdyhLJvsaHSNrNUJfIkp2gPXtBbFghyuFv46nr6Z0YcmNs1ziKQosAhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAlPbV-GUEGxiA0cUSLTrttg,0,0,1,0,0,,,
