RecordId,formal,alias
1,MultiWindow,multiwindow
2,MultiWindow,multi window
3,MultiWindow,split screen
4,MultiWindow,splitscreen
5,MultiWindow,split view
6,MultiWindow,splitview
7,Popup,popup window
8,Popup,popup screen
9,Popup,popup
10,Popup,pop-up window
11,Popup,pop-up screen
12,Popup,pop-up
