TimezoneID,DstStartDate,DstEndDate
100002,"08-03-2020, 02:00","01-11-2020, 02:00"
100002,"14-03-2021, 02:00","07-11-2021, 02:00"
100002,"13-03-2022, 02:00","06-11-2022, 02:00"
100002,"12-03-2023, 02:00","05-11-2023, 02:00"
100002,"10-03-2024, 02:00","03-11-2024, 02:00"
