_id,item,category,data1,data2,data3,data4,data5
16,1,samsung.com.fileprovidersample,308202bb308201a3a003020102020460072602300d06092a864886f70d01010b0500300e310c300a060355040313036c656f301e170d3139303332383133333935375a170d3434303332313133333935375a300e310c300a060355040313036c656f30820122300d06092a864886f70d01010105000382010f003082010a02820101009d8282e10da7055eef8dda711ff7dffa96bac55ed8155c0ed77fcd77cc2d668c9051119240d47d70e533f689f62a0365c6c2a490d36827c72bafec6315a17dc3f68638305af5b61e42705750f2d9deb45f4ff3c056b428e14599b94848d3f0fd3fc180154d5eb9fa9c17a94442a7899a12f49ed94babbb1b041857cc49cec4d5bd4bcdd1f31fc0a2641b8d5752cc1cddece2480c6cd95b8082226f67cbd57bb91e3aa810648f2c52d830131c3ee4916f31ee473717e9988a925b4bb8231df5d27784ceed058f8a4e81b717cc001ce09755cc25d99fe22fda35e9d90200ea36e6ab90b7dc815d43c3d432b612c9378d245c2e65e3fbb80264149ddde66c9de2a70203010001a321301f301d0603551d0e0416041447ea873d83112c465e77dba2e196abc7ec0e8143300d06092a864886f70d01010b050003820101007c3aac666d6e9822daa28604dfe3dea4cac35aa0d2aed132690d1e3f4e9b66e269909049de8b402d6ad6d971733f8ab3aa6afe0e5730ed102783b32bcc297f86d21f8367899d2e2c273fef83fb959b26f03fe01cb6684ddb0d18571ddfdd42352bfe73b28482eb173cec1dbdec03a9e633f90f70bf6cc133b9c694b2b2ad3df31b9d733ec70e6e25fb8e7f6721ed05fd4a646c80bc4cf23ab577eb003cccd866be755d9e562d6a93d41490d76f2eeaa3baca90fabef4571f7c731eb8592e7fb7a78fa3d8fd30db58f1d85946f785c2ef6361ea6fe6bc7ab4385a577403d7d9c50fa7cd773f08c0084e64cda77d88c5573e55d866d3e547b64dbbbe95baff566e,,,,
17,2,com.samsung.android.sdk.avatar.testavatarapp,308202fd308201e5a003020102020426abbe64300d06092a864886f70d01010b0500302f311c301a060355040a131353616d73756e6720456c656374726f6e696373310f300d06035504031306414750617274301e170d3139303730393130333432385a170d3434303730323130333432385a302f311c301a060355040a131353616d73756e6720456c656374726f6e696373310f300d0603550403130641475061727430820122300d06092a864886f70d01010105000382010f003082010a02820101008a25d02c67554678cb92a2c9e0c0b85034b2dbc13e51a7492a8eca93ee6b1ad1cadd572850c5acfe262d09c19f1dc4f407636edbcea1f58418afa80882d8ab21dca9abdb0f56e9ed0d2021bdd67fa6bedec09b5a8d1b8ec1feef96e07aaece1525c20cd7f80072de48d743fb0e23e054c333b9824b3a8760419901701db73e99b37be172597bff37ccc2405058af5db82dc7d8f906e346778cb50befec6b4daf8598b8b5b2f89300b917913990969f8e5a2b2a802a9ccc2388c888739ccc11a4ebb4610ccc4ca86a9942303f0ccc7963c06bb6eca97b0fc1fc55a0aa424ec3cd5732b40965848e235075bbb7cff045f87ae619357c6594bdfc89c527b691a6670203010001a321301f301d0603551d0e04160414a314166bc21344d2e3d0f25fa486a2facc84d721300d06092a864886f70d01010b050003820101005b8813c7ae7b5af6c8a82de7786dad620edb8591a99e0d7b38c21cefe21c3571e4cdcd0584880e28720d742a4ded86dcf123209d2ff5710e3a1bcdc1db8af69836816f82a1881a94c2da60fe125c883edac5c5434e107fbf6b7fba4506a199acfc1db01cff746ee60186813ae37dd767dfd2f3f8997cb584099c340aa7ca2b358f19b027cae44504865c73f37473abde9fa052139656b5ca7e0c69517b7e7d966db3eaaa01f95776f7fb951a8aa21fcd96d5aaaa131ddbb7274b430183b4b5b535a492cb29017bed4b4cc228a5aa89953f3b256d906193f8787fb5a148b059d96d699251eaa54fe6b7cb598985c44e414a5b9b754553bb132ac884ffb6a45272,,,,
18,3,com.bornstarsoft.movinglands,308201dd30820146020101300d06092a864886f70d010105050030373116301406035504030c0d416e64726f69642044656275673110300e060355040a0c07416e64726f6964310b3009060355040613025553301e170d3139303331353036353332395a170d3439303330373036353332395a30373116301406035504030c0d416e64726f69642044656275673110300e060355040a0c07416e64726f6964310b300906035504061302555330819f300d06092a864886f70d010101050003818d0030818902818100920e7906b1807557a86e5a573e0335beb9b46263d49d926fed32f8309d6c5fb77eb70fa441f107e2f0a547ed400109122437f5aeb8df91edd7f030cf7e18ff9f5a9a472f0b60a620c5ed4af8a986f563a886056caaa8a01a64370c3e7d2e72008091009cd88bd59b3b7569414250f5eb916bdf36e1f036b75019ac97615becad0203010001300d06092a864886f70d010105050003818100310f8dab63228950d40a87f6b71454d28c9bbb3580094e6c8b218b6e10698e52bccdad3a6882f145d5963ccd8eebe1216ee31dcd7f3e0713585893bf2f0d62eb81452e90f56cad26722e27dd349298b75dc45d0246062fac41784aeada88d99f5b5389489814a7bc53ea90265eb3f43a695cb357fc1b5c24bff098b2811ef0cb,,,,
19,4,com.ParkESM.BugsBox,308202a23082018aa00302010202042bbe432b300d06092a864886f70d010105050030123110300e060355040a0c075061726b45534d3020170d3139303232383037333035345a180f32303639303231353037333035345a30123110300e060355040a0c075061726b45534d30820122300d06092a864886f70d01010105000382010f003082010a028201010092ce5067e7f1f8aec653f62ec7b451b7e4798724f6ab5d6b7e500eaf0b4afeb5c2a85f487569fdd4831e3b210e0309d3cf15d8edc5a5975b97403614dbac277e5e758b43c4448be43cf339a131c2590f4ffd20164ba300f5f8be7daa5752777536732c065aa7780a2ade925089f999f42dacea8dc682b33161b2407c87d8b0857f4de614727f7df76293a73764baa0e29f11551040a7a75e5bea1bbc9a1fa27c9bb61d1ff192f5a50fc3e53ca2133277df99d96a0042e3b9507c5f0237fab8a72a94f0c339c7a07d597ea56701afcccba97e59eef173fec88a85ac21313fa516dcb165ea4d05048cc988dec9c6d6b33428172b49f5e101fd8155490b7632a2510203010001300d06092a864886f70d010105050003820101009094761a1c095fb0cfbe647f660a53cf8f599cdaa6aceafcc11108348d655c448e8e0b756764a8d021e4d618db20f6004bbdca3a53726347b876836a404eab1b92eb7ae326c7b27fe426ce0c1c4653aa9fbed24a16aa2c01560580ab76e6a3d065ec8d0bb889855417ca6eca45d9cfdca4fa3bf37a2f86b5c9db7521e430d630978a5ca2ff0e0b5608c56bdc09cccec0e738197886d632fff4abda9f6ef2f6c3eff2ef93ff2fd66a54332913654a87821cd36bb964c2b3ad431923a4dde210ad6da3b22c5f6fe76ce318d9de26c1d740d515f3d9b0846e87588f16ed1b03431306cc01eacadab1bd2d9cb19e30ff47d4d3cfce6b106272e12582a2d16cb15012,,,,
20,5,com.thunder.quiz.samsung,308202ac30820194a003020102020474f5be02300d06092a864886f70d0101050500301731153013060355040a0c0c5468756e64657247616d65733020170d3139303430383037353731355a180f32303639303332363037353731355a301731153013060355040a0c0c5468756e64657247616d657330820122300d06092a864886f70d01010105000382010f003082010a02820101009f90fc1897ca8af014a8c6dc8c3d5bd3f215dda297a654234753ab64532e55cc35175445d14dcc8d2aaa34ed4eae4b94f0df722945248d0f976df097f944893af257a56c8a4cbd43d6ecb25606d9067d91edef3a16365a9553b3bfd252a682bcde855c178b3471cef4a62cedff60634f7861839574e294ca646e4e6b76968557778b9e59a2565fc70283921801d17b77dba6823e362b10dd685ac34e46c32e1385878a0310783b14f2fd24777e4950fa673962f41b9b5f0b924fbebb06b476a38b419ec1e36e37c8ceecaa5a25f529d88003e157ae5ae7e516099859fefa39b6af5d57a7aa2849f5c9cce9146464ee0b4773104ab119589fb2f180928d1f91d30203010001300d06092a864886f70d01010505000382010100222716f09c400acad789bb6dcaef1301dd0589d56c980afac99a86f4b3cdf3bb8b6957da8cf4d1f4eabf45bb507be96259b6b690b6eb248ccdd6411e0747dc194cd149ce7de9e54c2291a3e5afad0e43a3219a92af471c14d42ec8a2b023bc173264f2a8372c29da3d69bfc40e4cc33c0bc19b412f8573f43344f0a522b3360cd2d37783eac0e0fc06fc48f375f06292654290a2153d6b354884ef2a3191436f0f45d9b684423f7a28e7e1f4e9cbf0037ab310e08fd44c203e74d10b3c98f897b95c6aa1ebe8ca4130986d6abd84185ffb83e9e819c0bce37d4be378af31d98adcdcfefbcf2aa5b46e5d24316a4320adffdc1a62bd1f43bd592c4a3dabd0d764,,,,
21,6,com.sidia.emojiadventure,3082029e30820186a00302010202047abfa50c300d06092a864886f70d01010505003010310e300c060355040a0c0553494449413020170d3139303832373231313233335a180f32303639303831343231313233335a3010310e300c060355040a0c05534944494130820122300d06092a864886f70d01010105000382010f003082010a0282010100a85a4a25774c46599636458701efd8b0ec99aa758fe4d552256e1be16a265659a5528d33f5fb3fa410be7460c0dc95870903055d83401230ec9216b28acb9ea6f0f1cbdfd0c7e96c0a98daf9638f8eb2c319804214b910a10f94b5a2528bc3c5537952db3052d10cd082a0e1f135dab8df5f3baef4af95181f0fe7054e0ca0ac9b9adbe875c5815a919e7ec42b153d330ed756f28cb4a3cc1e0db6e9201e443a7695361d73f0c1f9846e6e6a0348d072ab845e282e400fe166faa4e2330b771ff4b52dcc384f38e0fdc027c50078dbd80e1508cd527752633793747114c85af81331eb18d9b37609cfe65c293960361f34925dddf652ca7c549de6e6504627110203010001300d06092a864886f70d010105050003820101008b2a70539de40c180d9553dc6a12641c78beb58a962840b5269455c35c8acfb2bffe6bdd7c992f35c585fae764b0eed0970714a4707e93f546febcb644c6923fd76dedc25ba90ca49187adbd937f512baf130ace52ec9e9169d46a440e730c0e467a67a5b816949490f0bfdb6b6c253fad477934b49618f9ba01b29fbe5c406a4b36b9efb0b6de9767106a12811a63a2c3f5c976de1fd085d908eda2d8a9b47a63f9655695cb2afd5cfe00ce377e053611ccf9429d7f80eaf9a946ba604a40c6c622f33258e47f886cd796adc4682f897b4fd3d2209249892edadedafa758cdbde2f8e3cdb94e925466951418e1bcd5e06ee871dcb9aba0b3b56c5035e629c5c,,,,
22,7,com.sidia.emojiadventure.galaxy,3082029e30820186a003020102020463e1f0e4300d06092a864886f70d01010505003010310e300c060355040a0c0553494449413020170d3139313132313138353531315a180f32303639313130383138353531315a3010310e300c060355040a0c05534944494130820122300d06092a864886f70d01010105000382010f003082010a028201010080a474b255d4e0ee908e1e03c5863bc082f00624bce4ebbd0366c93521d393debc3884d8566e45d629e19fb948d79b7e353278505c396766a5d5e55325da6703d264abad06210b50fbe5060da9090191e6804431f5f81710527a3975207947b94b89ce0fb04cd3ecfada55c7116ff832ccfc01cfb4a33926966bffb0dd7c29338f78748fac9aad069c1e7d3a24e7114da167e5299703810c691e93d8b9cf5593c3740e72723a4048b050d8e356f798a6c213ef56da6144880bce935b2b5d060e6b5abae0ac05c3d018ea50e7d498e600b42bcfb311ae3207ad6a2f56bbe0dec174347ff94562900b514175e1ef63ee71adfccd90b5cc608bbdf3e5c180f51b310203010001300d06092a864886f70d01010505000382010100106bf3b60a25ba6fa3fb94ae89a98b98d5fbbe9b570e353628afb5b6558fe20ce14b33ddbd053d5470fe0349afaf2bfa0e294c9d5c5598b2a970b446f003dcc089f93c60b132abe6c8859cd600e74eed5c2420062a9c79a59a3aad169f9b72088e38ceec2577509949ec382335cf5b123bbccb3e7db3e40682ac0f81a85af0cdcafc4631c7af8fff2565b3083d6ed33a0a9d9708d0294d0790e7b3cdca3afbad7e1716a762ebde79c449e90ef2f785dbd30841a113bfffe5d6e9303dcb32b06b131fc8ef18934bb1c32a572501f00fbfa2a3183df42ce0744035d5762f0e8d5e2059b17d055bbb12b5b69de58d08b88ea254e978f6cac739398ac2ad9c2a89ca,,,,
23,8,com.samsung.android.xr.hub,3082036d30820255a00302010202045bdabac1300d06092a864886f70d01010b05003067310b3009060355040613024b52310e300c060355040713055375776f6e311c301a060355040a131353616d73756e6720456c656374726f6e696373310c300a060355040b13034d4344311c301a0603550403131353616d73756e6720456c656374726f6e696373301e170d3230303532383132343330375a170d3435303532323132343330375a3067310b3009060355040613024b52310e300c060355040713055375776f6e311c301a060355040a131353616d73756e6720456c656374726f6e696373310c300a060355040b13034d4344311c301a0603550403131353616d73756e6720456c656374726f6e69637330820122300d06092a864886f70d01010105000382010f003082010a028201010084210312ba38a5d41675021dcaa95b35df8a8126b0c9cf18ade59c5a7de8242aac390c9272395718eaef1b20dcba5695f618690e995ccf34ddc6089fa1b2a3106a5364c655850414b3142a13e010a5b893d1159e03039cfbfbcf103fd90fd4bbebb29829809e4d4226cda6c85e9dda802218de29c30ba24cc47833825c0c7eb205a9ac019345f4c329252ce6473a44df3503d7ed9d56252aed251ffbeb95ea13736a29a4a11645d3d13ce98e03a834f17ae7122c04609ccfb2d44ca764bcd4b2e3d05bab7fcd6c0ffb507303443c6a70162e4ca73c50ba3df81549cae148661e22616f8f1a68c6066a6a414231b578d262bc20b90d42c488963eede93664fdd90203010001a321301f301d0603551d0e0416041484f2b54110f97adfded23efaeebfab03cca2899c300d06092a864886f70d01010b0500038201010033b242b8ccecd92aaff199813d8143e4a71b9d4c746582487606fb6b1f4ab4164a98329c883ce08f0aba4474814039865822a158f9713a9af97f51fb6d5de3806d832383c89791f7a855111233b97b47e2544a2c35049a6dc7af94b70b7835946b3bbc3b8415edce65201e4b36032b5374bd1d13d0e00035a60e8ae15c66403167e9c86717003ff48d8353b659686b9654e1537af81a7a9d3502a502f6b61faee8cd99ce75d3c36faeea2487d8dcb29c34a65d7a2c6e841d25f849cbf2b34f0782492a0845232ab2d28b7e0cb8afb0095f1b77d19e33a0141616c0a42cfb625ad732fc27958343f070ae42cb7c411219e915d93db36e69b43722c660b9f78a00,,,,
24,9,com.samsung.android.xr.hub.dev,3082036d30820255a00302010202045bdabac1300d06092a864886f70d01010b05003067310b3009060355040613024b52310e300c060355040713055375776f6e311c301a060355040a131353616d73756e6720456c656374726f6e696373310c300a060355040b13034d4344311c301a0603550403131353616d73756e6720456c656374726f6e696373301e170d3230303532383132343330375a170d3435303532323132343330375a3067310b3009060355040613024b52310e300c060355040713055375776f6e311c301a060355040a131353616d73756e6720456c656374726f6e696373310c300a060355040b13034d4344311c301a0603550403131353616d73756e6720456c656374726f6e69637330820122300d06092a864886f70d01010105000382010f003082010a028201010084210312ba38a5d41675021dcaa95b35df8a8126b0c9cf18ade59c5a7de8242aac390c9272395718eaef1b20dcba5695f618690e995ccf34ddc6089fa1b2a3106a5364c655850414b3142a13e010a5b893d1159e03039cfbfbcf103fd90fd4bbebb29829809e4d4226cda6c85e9dda802218de29c30ba24cc47833825c0c7eb205a9ac019345f4c329252ce6473a44df3503d7ed9d56252aed251ffbeb95ea13736a29a4a11645d3d13ce98e03a834f17ae7122c04609ccfb2d44ca764bcd4b2e3d05bab7fcd6c0ffb507303443c6a70162e4ca73c50ba3df81549cae148661e22616f8f1a68c6066a6a414231b578d262bc20b90d42c488963eede93664fdd90203010001a321301f301d0603551d0e0416041484f2b54110f97adfded23efaeebfab03cca2899c300d06092a864886f70d01010b0500038201010033b242b8ccecd92aaff199813d8143e4a71b9d4c746582487606fb6b1f4ab4164a98329c883ce08f0aba4474814039865822a158f9713a9af97f51fb6d5de3806d832383c89791f7a855111233b97b47e2544a2c35049a6dc7af94b70b7835946b3bbc3b8415edce65201e4b36032b5374bd1d13d0e00035a60e8ae15c66403167e9c86717003ff48d8353b659686b9654e1537af81a7a9d3502a502f6b61faee8cd99ce75d3c36faeea2487d8dcb29c34a65d7a2c6e841d25f849cbf2b34f0782492a0845232ab2d28b7e0cb8afb0095f1b77d19e33a0141616c0a42cfb625ad732fc27958343f070ae42cb7c411219e915d93db36e69b43722c660b9f78a00,,,,
25,10,com.samsung.android.xr.hub.retail,3082036d30820255a00302010202045bdabac1300d06092a864886f70d01010b05003067310b3009060355040613024b52310e300c060355040713055375776f6e311c301a060355040a131353616d73756e6720456c656374726f6e696373310c300a060355040b13034d4344311c301a0603550403131353616d73756e6720456c656374726f6e696373301e170d3230303532383132343330375a170d3435303532323132343330375a3067310b3009060355040613024b52310e300c060355040713055375776f6e311c301a060355040a131353616d73756e6720456c656374726f6e696373310c300a060355040b13034d4344311c301a0603550403131353616d73756e6720456c656374726f6e69637330820122300d06092a864886f70d01010105000382010f003082010a028201010084210312ba38a5d41675021dcaa95b35df8a8126b0c9cf18ade59c5a7de8242aac390c9272395718eaef1b20dcba5695f618690e995ccf34ddc6089fa1b2a3106a5364c655850414b3142a13e010a5b893d1159e03039cfbfbcf103fd90fd4bbebb29829809e4d4226cda6c85e9dda802218de29c30ba24cc47833825c0c7eb205a9ac019345f4c329252ce6473a44df3503d7ed9d56252aed251ffbeb95ea13736a29a4a11645d3d13ce98e03a834f17ae7122c04609ccfb2d44ca764bcd4b2e3d05bab7fcd6c0ffb507303443c6a70162e4ca73c50ba3df81549cae148661e22616f8f1a68c6066a6a414231b578d262bc20b90d42c488963eede93664fdd90203010001a321301f301d0603551d0e0416041484f2b54110f97adfded23efaeebfab03cca2899c300d06092a864886f70d01010b0500038201010033b242b8ccecd92aaff199813d8143e4a71b9d4c746582487606fb6b1f4ab4164a98329c883ce08f0aba4474814039865822a158f9713a9af97f51fb6d5de3806d832383c89791f7a855111233b97b47e2544a2c35049a6dc7af94b70b7835946b3bbc3b8415edce65201e4b36032b5374bd1d13d0e00035a60e8ae15c66403167e9c86717003ff48d8353b659686b9654e1537af81a7a9d3502a502f6b61faee8cd99ce75d3c36faeea2487d8dcb29c34a65d7a2c6e841d25f849cbf2b34f0782492a0845232ab2d28b7e0cb8afb0095f1b77d19e33a0141616c0a42cfb625ad732fc27958343f070ae42cb7c411219e915d93db36e69b43722c660b9f78a00,,,,
