package_name,package_signature,process_name,asl_session_id,expiration_millis_since_epoch
com.facebook.katana,ijxLJi1yGs1JpL-X1SExmchvork,com.facebook.katana,1621123966787-7030d694-17f9-a8f9-0efc-371f65d3856f,1621210374294
