oid,priority,target_token,log,type,target_key,persistence_group
300,1,,"{""type"":""startService"",""timestamp"":""2021-07-22T19:06:41.169Z"",""device"":{""sdkName"":""appcenter.android"",""sdkVersion"":""3.2.2"",""model"":""SM-N970U1"",""oemName"":""samsung"",""osName"":""Android"",""osVersion"":""11"",""osBuild"":""RP1A.200720.012"",""osApiLevel"":30,""locale"":""en_US"",""timeZoneOffset"":-240,""screenSize"":""1080x2064"",""appVersion"":""1.7.67.29"",""carrierName"":""T-Mobile"",""carrierCountry"":""us"",""appBuild"":""176729010"",""appNamespace"":""com.samsung.android.oneconnect""},""services"":[""Analytics"",""Crashes""]}",startService,,group_core
